,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
0,phd biomedical engineering,1,https://collegedunia.com/courses/phd-biomedical-engineering,,,7,https://engineering.careers360.com/colleges/list-of-phd-in-biomedical-engineering-colleges-in-india,,,,,,,,,,,,,,,,,3079,Courses,210,Course,,Courses
1,mba,3,https://collegedunia.com/courses/master-of-business-administration-mba,7,https://www.shiksha.com/mba-masters-of-business-administration-chp,50,https://www.careers360.com/courses/mba-master-of-business-administration,64,https://www.collegedekho.com/courses/master-of-business-administration-mba/,,,,,,,,,,,,,,,3080,Courses,135000,Course,,Courses
2,master of science,7,https://collegedunia.com/courses/master-of-science-ms,4,https://www.shiksha.com/m-sc-master-of-science-chp,8,https://www.careers360.com/courses/msc-master-of-science,,,,,,,,,,,,,,,,,3081,Courses,8100,Course,,Courses
3,d el ed,5,https://collegedunia.com/courses/diploma-in-elementary-education-deled,26,https://www.shiksha.com/d-el-ed-diploma-in-elementary-education-chp,7,https://www.careers360.com/courses/deled-diploma-in-elementary-education,,,,,42,https://admission.aglasem.com/d-el-ed/,,,,,,,,,,,3083,Courses,74000,Course,,Courses
4,bba,1,https://collegedunia.com/bba/mumbai-colleges,4,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
5,bba,1,https://collegedunia.com/bba/mumbai-colleges,5,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
6,bba,1,https://collegedunia.com/bba/mumbai-colleges,6,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai-all,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
7,bba,2,https://collegedunia.com/bba/mumbai-colleges,4,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
8,bba,2,https://collegedunia.com/bba/mumbai-colleges,5,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
9,bba,2,https://collegedunia.com/bba/mumbai-colleges,6,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai-all,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
10,bba,3,https://collegedunia.com/courses/bachelor-of-business-administration-bba,4,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
11,bba,3,https://collegedunia.com/courses/bachelor-of-business-administration-bba,5,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
12,bba,3,https://collegedunia.com/courses/bachelor-of-business-administration-bba,6,https://www.shiksha.com/bba/colleges/bba-colleges-mumbai-all,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,47,https://www.collegedekho.com/bba-colleges-in-mumbai/,,,,,,,,,,,21,https://leverageedu.com/blog/bba-colleges-in-mumbai/,,,3084,Courses,90500,Course,,Courses
13,B Pharmacy,3,https://collegedunia.com/courses/bachelor-of-pharmacy-bpharma,14,https://www.shiksha.com/bachelor-of-pharmacy-b-pharma-chp,19,https://pharmacy.careers360.com/articles/b-pharmacy-subjects-list,1,https://www.collegedekho.com/courses/b-pharma/,,,,,,,,,65,https://www.embibe.com/exams/b-pharma-courses/,20,https://leverageedu.com/blog/b-pharmacy-subjects/,,,3085,Courses,110000,Course,,Courses
