,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
683,Vanguard University,18,https://collegedunia.com/usa/college/1207-vanguard-university-costa-mesa,,,,,,,,,,,,,,,,,13216,Study_Abroad,90,College,,Study_Abroad-College-LS
684,Mississippi University for Women,6,https://collegedunia.com/usa/college/1190-mississippi-university-for-women-columbus,,,,,,,,,,,,,,,,,13217,Study_Abroad,90,College,,Study_Abroad-College-LS
685,Elizabeth City State University,24,https://collegedunia.com/usa/college/1273-elizabeth-city-state-university-elizabeth-city,,,,,,,,,,,,,,,,,13218,Study_Abroad,90,College,,Study_Abroad-College-LS
686,University of Mount Union,10,https://collegedunia.com/usa/college/904-university-of-mount-union-alliance,,,5,https://studyabroad.shiksha.com/usa/universities/university-of-mount-union,,,,,,,,,,,,,13219,Study_Abroad,90,College,,Study_Abroad-College-LS
687,Western Connecticut State University,17,https://collegedunia.com/usa/college/1218-western-connecticut-state-university-danbury,,,19,https://studyabroad.shiksha.com/usa/universities/western-connecticut-state-university,,,28,https://www.collegedekho.com/usa/western-connecticut-state-university/,,,,,,,,,13220,Study_Abroad,90,College,,Study_Abroad-College-LS
688,Western Connecticut State University,17,https://collegedunia.com/usa/college/1218-western-connecticut-state-university-danbury,,,20,https://studyabroad.shiksha.com/usa/universities/western-connecticut-state-university,,,28,https://www.collegedekho.com/usa/western-connecticut-state-university/,,,,,,,,,13220,Study_Abroad,90,College,,Study_Abroad-College-LS
689,Western Connecticut State University,17,https://collegedunia.com/usa/college/1218-western-connecticut-state-university-danbury,,,21,https://studyabroad.shiksha.com/usa/universities/western-connecticut-state-university/courses,,,28,https://www.collegedekho.com/usa/western-connecticut-state-university/,,,,,,,,,13220,Study_Abroad,90,College,,Study_Abroad-College-LS
690,Avila University,5,https://collegedunia.com/usa/college/1473-avila-university-kansas-city,,,20,https://studyabroad.shiksha.com/usa/universities/avila-university,78,https://www.careers360.com/colleges/avila-college-of-education-ernakulam,97,https://www.collegedekho.com/colleges/avila-college-of-education,,,,,,,,,13221,Study_Abroad,90,College,,Study_Abroad-College-LS
691,McKendree University,17,https://collegedunia.com/usa/college/1526-mckendree-university-lebanon/admission,,,,,,,27,https://www.collegedekho.com/usa/mckendree-university/,,,,,,,,,13222,Study_Abroad,90,College,,Study_Abroad-College-LS
692,McKendree University,18,https://collegedunia.com/usa/college/1526-mckendree-university-lebanon/admission,,,,,,,27,https://www.collegedekho.com/usa/mckendree-university/,,,,,,,,,13222,Study_Abroad,90,College,,Study_Abroad-College-LS
693,McKendree University,19,https://collegedunia.com/usa/college/1526-mckendree-university-lebanon,,,,,,,27,https://www.collegedekho.com/usa/mckendree-university/,,,,,,,,,13222,Study_Abroad,90,College,,Study_Abroad-College-LS
694,Salve Regina University,15,https://collegedunia.com/usa/college/1753-salve-regina-university-newport,,,,,,,,,,,,,,,,,13223,Study_Abroad,90,College,,Study_Abroad-College-LS
695,Shawnee State University,13,https://collegedunia.com/usa/college/1866-shawnee-state-university-portsmouth,,,12,https://studyabroad.shiksha.com/usa/universities/shawnee-state-university,,,,,,,,,,,,,13224,Study_Abroad,90,College,,Study_Abroad-College-LS
696,Lander University,17,https://collegedunia.com/usa/college/1379-lander-university-greenwood,,,,,,,,,,,,,,,,,13225,Study_Abroad,90,College,,Study_Abroad-College-LS
697,University of Wisconsin Green Bay,11,https://collegedunia.com/usa/college/1369-university-of-wisconsin-green-bay-green-bay,,,,,,,,,,,,,,,,,13226,Study_Abroad,90,College,,Study_Abroad-College-LS
698,Seton Hill University,16,https://collegedunia.com/usa/college/1374-seton-hill-university-greensburg,,,,,,,20,https://www.collegedekho.com/usa/seton-hill-university/,,,,,,,,,13227,Study_Abroad,90,College,,Study_Abroad-College-LS
699,Seton Hill University,17,https://collegedunia.com/usa/college/1374-seton-hill-university-greensburg,,,,,,,20,https://www.collegedekho.com/usa/seton-hill-university/,,,,,,,,,13227,Study_Abroad,90,College,,Study_Abroad-College-LS
700,Seton Hill University,18,https://collegedunia.com/usa/college/1374-seton-hill-university-greensburg/admission,,,,,,,20,https://www.collegedekho.com/usa/seton-hill-university/,,,,,,,,,13227,Study_Abroad,90,College,,Study_Abroad-College-LS
701,University of West Alabama,20,https://collegedunia.com/usa/college/1541-university-of-west-alabama-livingston/admission,,,10,https://studyabroad.shiksha.com/usa/universities/university-of-west-alabama,,,32,https://www.collegedekho.com/usa/university-of-west-alabama/,,,,,,,,,13228,Study_Abroad,90,College,,Study_Abroad-College-LS
702,Black Hills State University,27,https://collegedunia.com/usa/college/2053-black-hills-state-university-spearfish/reviews,,,6,https://studyabroad.shiksha.com/usa/universities/black-hills-state-university,,,,,,,,,,,,,13229,Study_Abroad,90,College,,Study_Abroad-College-LS
703,Simpson University,15,https://collegedunia.com/usa/college/1897-simpson-university-redding,,,,,,,,,,,,,,,,,13230,Study_Abroad,90,College,,Study_Abroad-College-LS
704,Columbia International University,38,https://collegedunia.com/usa/college/1185-columbia-international-university-columbia,,,23,https://studyabroad.shiksha.com/usa/universities/columbia-international-university,,,44,https://www.collegedekho.com/usa/columbia-international-university/,,,,,,,,,13231,Study_Abroad,90,College,,Study_Abroad-College-LS
705,Columbia International University,39,https://collegedunia.com/usa/college/1185-columbia-international-university-columbia,,,23,https://studyabroad.shiksha.com/usa/universities/columbia-international-university,,,44,https://www.collegedekho.com/usa/columbia-international-university/,,,,,,,,,13231,Study_Abroad,90,College,,Study_Abroad-College-LS
706,Columbia International University,40,https://collegedunia.com/usa/college/1185-columbia-international-university-columbia/admission,,,23,https://studyabroad.shiksha.com/usa/universities/columbia-international-university,,,44,https://www.collegedekho.com/usa/columbia-international-university/,,,,,,,,,13231,Study_Abroad,90,College,,Study_Abroad-College-LS
707,University of Northwestern Ohio,16,https://collegedunia.com/usa/college/1534-university-of-northwestern-ohio-lima,,,,,,,,,,,,,,,,,13232,Study_Abroad,90,College,,Study_Abroad-College-LS
708,University of Wisconsin Platteville,10,https://collegedunia.com/usa/college/1850-university-of-wisconsin-platteville-platteville,,,,,,,,,,,,,,,,,13233,Study_Abroad,90,College,,Study_Abroad-College-LS
709,University of Wisconsin River Falls,10,https://collegedunia.com/usa/college/1913-university-of-wisconsin-river-falls,,,60,https://www.shiksha.com/college/seshadripuram-academy-for-global-excellence-sage-yelahanaka-bangalore-8872/course-mba-university-of-wisconsin-river-falls-200243,,,,,,,,,,,,,13234,Study_Abroad,90,College,,Study_Abroad-College-LS
710,University of Wisconsin Stevens Point,89,https://collegedunia.com/usa/college/2080-university-of-wisconsin---stevens-point-stevens-point,,,,,,,,,,,,,,,,,13235,Study_Abroad,90,College,,Study_Abroad-College-LS
711,Montana Tech,6,https://collegedunia.com/usa/college/1084-montana-tech-of-university-of-montana-butte,,,,,,,,,,,,,,,,,13236,Study_Abroad,70,College,,Study_Abroad-College-LS
712,ESMT Berlin fees,6,https://collegedunia.com/germany/college/2332-esmt-berlin-berlin,,,12,https://studyabroad.shiksha.com/mba-in-germany-articlepage-1293,,,,,,,,,,,,,13237,Study_Abroad,70,College,,Study_Abroad-College-LS
713,University of New South Wales fees,8,https://collegedunia.com/australia/college/603-university-of-new-south-wales-sydney,,,1,https://studyabroad.shiksha.com/australia/universities/university-of-new-south-wales,,,26,https://www.collegedekho.com/australia/university-of-new-south-wales/,,,,,60,https://leverageedu.com/blog/cheapest-universities-in-australia/,78,https://admission.buddy4study.com/study-abroad/affordable-universities-in-australia,13238,Study_Abroad,70,College,,Study_Abroad-College-LS
714,Charles Darwin University fees,6,https://collegedunia.com/australia/college/599-charles-darwin-university-darwin,,,5,https://studyabroad.shiksha.com/australia/universities/charles-darwin-university,,,26,https://www.collegedekho.com/australia/charles-darwin-university-melbourne-campus/,,,,,,,,,13239,Study_Abroad,70,College,,Study_Abroad-College-LS
715,Illinois Institute of Technology fees,7,https://collegedunia.com/usa/college/1130-illinois-institute-of-technology-chicago,,,4,https://studyabroad.shiksha.com/usa/universities/illinois-institute-technology,,,11,https://www.collegedekho.com/usa/illinois-institute-of-technology/,,,,,,,,,13240,Study_Abroad,70,College,,Study_Abroad-College-LS
716,Illinois Institute of Technology fees,7,https://collegedunia.com/usa/college/1130-illinois-institute-of-technology-chicago,,,5,https://studyabroad.shiksha.com/usa/universities/illinois-institute-technology,,,11,https://www.collegedekho.com/usa/illinois-institute-of-technology/,,,,,,,,,13240,Study_Abroad,70,College,,Study_Abroad-College-LS
717,Illinois Institute of Technology fees,7,https://collegedunia.com/usa/college/1130-illinois-institute-of-technology-chicago,,,6,https://studyabroad.shiksha.com/usa/universities/illinois-institute-technology/master-of-science-in-computer-science-mscs,,,11,https://www.collegedekho.com/usa/illinois-institute-of-technology/,,,,,,,,,13240,Study_Abroad,70,College,,Study_Abroad-College-LS
718,"University of Texas, Arlington fees",9,https://collegedunia.com/usa/college/928-university-of-texas-arlington,,,6,https://studyabroad.shiksha.com/usa/universities/the-university-of-texas-at-arlington,,,,,,,,,,,,,13241,Study_Abroad,70,College,,Study_Abroad-College-LS
719,"University of Texas, Arlington fees",9,https://collegedunia.com/usa/college/928-university-of-texas-arlington,,,7,https://studyabroad.shiksha.com/usa/universities/the-university-of-texas-at-arlington,,,,,,,,,,,,,13241,Study_Abroad,70,College,,Study_Abroad-College-LS
720,"University of Texas, Arlington fees",9,https://collegedunia.com/usa/college/928-university-of-texas-arlington,,,8,https://studyabroad.shiksha.com/usa/universities/the-university-of-texas-at-arlington/courses,,,,,,,,,,,,,13241,Study_Abroad,70,College,,Study_Abroad-College-LS
721,University of Malaya fees,3,https://collegedunia.com/malaysia/college/741-university-of-malaya-kuala-lumpur,,,1,https://studyabroad.shiksha.com/malaysia/universities/university-of-malaya,,,,,,,,,48,https://leverageedu.com/blog/mbbs-in-malaysia/,,,13242,Study_Abroad,70,College,,Study_Abroad-College-LS
722,University of Malaya fees,4,https://collegedunia.com/malaysia/college/741-university-of-malaya-kuala-lumpur,,,1,https://studyabroad.shiksha.com/malaysia/universities/university-of-malaya,,,,,,,,,48,https://leverageedu.com/blog/mbbs-in-malaysia/,,,13242,Study_Abroad,70,College,,Study_Abroad-College-LS
723,University of Malaya fees,5,https://collegedunia.com/malaysia/college/741-university-of-malaya-kuala-lumpur/programs,,,1,https://studyabroad.shiksha.com/malaysia/universities/university-of-malaya,,,,,,,,,48,https://leverageedu.com/blog/mbbs-in-malaysia/,,,13242,Study_Abroad,70,College,,Study_Abroad-College-LS
724,Charles Sturt University fees,9,https://collegedunia.com/australia/college/618-charles-sturt-university-sydney,,,1,https://studyabroad.shiksha.com/australia/universities/charles-sturt-university,,,18,https://www.collegedekho.com/australia/charles-sturt-university-study-melbourne-campus/,,,,,,,,,13243,Study_Abroad,70,College,,Study_Abroad-College-LS
725,Charles Sturt University fees,10,https://collegedunia.com/australia/college/618-charles-sturt-university-sydney,,,1,https://studyabroad.shiksha.com/australia/universities/charles-sturt-university,,,18,https://www.collegedekho.com/australia/charles-sturt-university-study-melbourne-campus/,,,,,,,,,13243,Study_Abroad,70,College,,Study_Abroad-College-LS
726,Charles Sturt University fees,11,https://collegedunia.com/australia/college/618-charles-sturt-university-sydney/admission,,,1,https://studyabroad.shiksha.com/australia/universities/charles-sturt-university,,,18,https://www.collegedekho.com/australia/charles-sturt-university-study-melbourne-campus/,,,,,,,,,13243,Study_Abroad,70,College,,Study_Abroad-College-LS
727,Central Queensland University fees,8,https://collegedunia.com/australia/college/616-central-queensland-university-rockhampton,,,5,https://studyabroad.shiksha.com/australia/universities/central-queensland-university,,,12,https://www.collegedekho.com/australia/central-queensland-university/,,,,,,,33,https://admission.buddy4study.com/course/australia-central-queensland-university-cq-rockhampton-1272/bachelors-degree-bachelor-of-information-technology-12257,13244,Study_Abroad,70,College,,Study_Abroad-College-LS
728,Central Queensland University fees,8,https://collegedunia.com/australia/college/616-central-queensland-university-rockhampton,,,6,https://studyabroad.shiksha.com/australia/universities/central-queensland-university,,,12,https://www.collegedekho.com/australia/central-queensland-university/,,,,,,,33,https://admission.buddy4study.com/course/australia-central-queensland-university-cq-rockhampton-1272/bachelors-degree-bachelor-of-information-technology-12257,13244,Study_Abroad,70,College,,Study_Abroad-College-LS
729,Central Queensland University fees,8,https://collegedunia.com/australia/college/616-central-queensland-university-rockhampton,,,7,https://studyabroad.shiksha.com/australia/universities/central-queensland-university/courses,,,12,https://www.collegedekho.com/australia/central-queensland-university/,,,,,,,33,https://admission.buddy4study.com/course/australia-central-queensland-university-cq-rockhampton-1272/bachelors-degree-bachelor-of-information-technology-12257,13244,Study_Abroad,70,College,,Study_Abroad-College-LS
730,Maynooth University fees,7,https://collegedunia.com/ireland/college/732-maynooth-university-maynooth,,,6,https://studyabroad.shiksha.com/ireland/universities/maynooth-university,,,26,https://www.collegedekho.com/ireland/maynooth-university/,,,,,,,,,13245,Study_Abroad,70,College,,Study_Abroad-College-LS
731,George Mason University fees,6,https://collegedunia.com/usa/college/1293-george-mason-university-fairfax,,,1,https://studyabroad.shiksha.com/usa/universities/george-mason-university,,,8,https://www.collegedekho.com/usa/george-mason-university/,,,,,,,,,13246,Study_Abroad,70,College,,Study_Abroad-College-LS
732,Northwestern University fees,10,https://collegedunia.com/usa/college/1287-northwestern-university-evanston,,,1,https://studyabroad.shiksha.com/usa/universities/northwestern-university,,,11,https://www.collegedekho.com/usa/northwestern-university/,,,,,36,https://leverageedu.com/universities/northwestern-university-United%20States,,,13247,Study_Abroad,70,College,,Study_Abroad-College-LS
733,University of Western Australia fees,6,https://collegedunia.com/australia/college/615-university-of-western-australia-perth,,,5,https://studyabroad.shiksha.com/australia/universities/the-university-of-western-australia,,,15,https://www.collegedekho.com/australia/the-university-of-western-australia/,,,,,69,https://leverageedu.com/blog/mbbs-in-australia/,,,13248,Study_Abroad,70,College,,Study_Abroad-College-LS
734,University of Otago fees,6,https://collegedunia.com/new-zealand/college/761-university-of-otago-dunedin,,,5,https://studyabroad.shiksha.com/new-zealand/universities/university-of-otago,,,14,https://www.collegedekho.com/ae/new-zealand/university-of-otago/,,,,,,,,,13249,Study_Abroad,70,College,,Study_Abroad-College-LS
735,University of Kent fees,6,https://collegedunia.com/uk/college/801-university-of-kent-canterbury,,,4,https://studyabroad.shiksha.com/uk/universities/university-of-kent,,,16,https://www.collegedekho.com/united-kingdom/university-of-kent/,,,,,25,https://leverageedu.com/universities/university-of-kent,,,13250,Study_Abroad,70,College,,Study_Abroad-College-LS
736,Bangor University fees,9,https://collegedunia.com/uk/college/817-bangor-university-bangor,,,6,https://studyabroad.shiksha.com/uk/universities/bangor-university,,,12,https://www.collegedekho.com/united-kingdom/bangor-university/,,,,,19,https://leverageedu.com/universities/bangor-university,,,13251,Study_Abroad,70,College,,Study_Abroad-College-LS
737,Bangor University fees,9,https://collegedunia.com/uk/college/817-bangor-university-bangor,,,7,https://studyabroad.shiksha.com/uk/universities/bangor-university,,,12,https://www.collegedekho.com/united-kingdom/bangor-university/,,,,,19,https://leverageedu.com/universities/bangor-university,,,13251,Study_Abroad,70,College,,Study_Abroad-College-LS
738,Bangor University fees,9,https://collegedunia.com/uk/college/817-bangor-university-bangor,,,8,https://studyabroad.shiksha.com/uk/universities/bangor-university/management-mba,,,12,https://www.collegedekho.com/united-kingdom/bangor-university/,,,,,19,https://leverageedu.com/universities/bangor-university,,,13251,Study_Abroad,70,College,,Study_Abroad-College-LS
739,University of St Andrews fees,10,https://collegedunia.com/uk/college/872-university-of-st-andrews-st-andrews,,,6,https://studyabroad.shiksha.com/uk/universities/university-of-st-andrews,71,https://www.careers360.com/colleges/st-andrews-college-of-arts-science-and-commerce-mumbai,,,,,,,36,https://leverageedu.com/universities/university-of-st-andrews,,,13252,Study_Abroad,70,College,,Study_Abroad-College-LS
740,Virginia Tech fees,7,https://collegedunia.com/usa/college/1006-virginia-tech-blacksburg,,,6,https://studyabroad.shiksha.com/usa/universities/virginia-polytechnic-institute-and-state-university,,,32,https://www.collegedekho.com/usa/virginia-polytechnic-institute-and-state-university/,,,,,,,,,13253,Study_Abroad,70,College,,Study_Abroad-College-LS
741,American University fees,7,https://collegedunia.com/usa/college/2170-american-university-washington,,,2,https://studyabroad.shiksha.com/usa/universities/american-university,87,https://www.careers360.com/university/american-university-of-antigua-antigua,35,https://www.collegedekho.com/usa/american-university/,,,,,,,,,13254,Study_Abroad,70,College,,Study_Abroad-College-LS
742,Eastern Mennonite University,13,https://collegedunia.com/usa/college/1395-eastern-mennonite-university-harrisonburg,,,,,,,,,,,,,,,,,13256,Study_Abroad,70,College,,Study_Abroad-College-LS
743,Franciscan University of Steubenville,18,https://collegedunia.com/usa/college/2079-franciscan-university-of-steubenville-steubenville,,,,,,,,,,,,,,,,,13257,Study_Abroad,70,College,,Study_Abroad-College-LS
744,Greenville University,16,https://collegedunia.com/usa/college/1377-greenville-university-greenville,,,,,,,,,,,,,,,,,13258,Study_Abroad,70,College,,Study_Abroad-College-LS
745,Pacific University USA,6,https://collegedunia.com/usa/college/1382-pacific-university-oregon-forest-grove,,,13,https://studyabroad.shiksha.com/usa/universities/university-of-the-pacific,,,26,https://www.collegedekho.com/usa/hawaii-pacific-university/,,,,,,,,,13259,Study_Abroad,70,College,,Study_Abroad-College-LS
746,Washington Adventist University,14,https://collegedunia.com/usa/college/2102-washington-adventist-university-takoma-park,,,5,https://studyabroad.shiksha.com/usa/universities/washington-adventist-university,,,,,,,,,,,,,13260,Study_Abroad,70,College,,Study_Abroad-College-LS
747,Montana State University Bozeman,28,https://collegedunia.com/usa/college/1656-montana-state-university-bozeman,,,4,https://studyabroad.shiksha.com/usa/universities/montana-state-university,,,,,,,,,,,,,13261,Study_Abroad,70,College,,Study_Abroad-College-LS
748,University of Arkansas Pine Bluff,10,https://collegedunia.com/usa/college/1838-university-of-arkansas-at-pine-bluff-pine-bluff,,,,,,,,,,,,,,,,,13262,Study_Abroad,70,College,,Study_Abroad-College-LS
749,University of North Carolina Asheville,10,https://collegedunia.com/usa/college/931-university-of-north-carolina-asheville-asheville,,,,,,,,,,,,,,,,,13263,Study_Abroad,70,College,,Study_Abroad-College-LS
750,University of South Carolina Aiken,10,https://collegedunia.com/usa/college/886-university-of-south-carolina-aiken,,,22,https://studyabroad.shiksha.com/usa/universities/university-of-south-carolina,,,,,,,,,,,,,13264,Study_Abroad,70,College,,Study_Abroad-College-LS
751,East Stroudsburg University,26,https://collegedunia.com/usa/college/1263-east-stroudsburg-university-east-stroudsburg/admission,,,8,https://studyabroad.shiksha.com/usa/universities/east-stroudsburg-university-of-pennsylvania,,,,,,,,,,,,,13265,Study_Abroad,70,College,,Study_Abroad-College-LS
752,Fairmont State University,9,https://collegedunia.com/usa/college/1299-fairmont-state-university-fairmont,,,,,,,,,,,,,,,,,13266,Study_Abroad,70,College,,Study_Abroad-College-LS
753,Francis Marion University,6,https://collegedunia.com/usa/college/1311-francis-marion-university-florence,,,,,,,,,,,,,,,,,13267,Study_Abroad,70,College,,Study_Abroad-College-LS
754,Lock Haven University,30,https://collegedunia.com/usa/college/1543-lock-haven-university-lock-haven,,,,,,,,,,,,,,,,,13268,Study_Abroad,70,College,,Study_Abroad-College-LS
755,West Liberty University,23,https://collegedunia.com/usa/college/2188-west-liberty-university-west-liberty,,,,,,,,,,,,,,,,,13269,Study_Abroad,70,College,,Study_Abroad-College-LS
756,Eastern Oregon University,8,https://collegedunia.com/usa/college/1497-eastern-oregon-university-la-grande,,,12,https://studyabroad.shiksha.com/usa/universities/eastern-oregon-university,,,,,,,,,,,,,13270,Study_Abroad,70,College,,Study_Abroad-College-LS
757,Pfeiffer University,19,https://collegedunia.com/usa/college/1649-pfeiffer-university-misenheimer,,,,,,,,,,,,,,,,,13271,Study_Abroad,70,College,,Study_Abroad-College-LS
758,Western Colorado University,11,https://collegedunia.com/usa/college/1384-western-state-colorado-university-gunnison,,,,,,,,,,,,,,,,,13272,Study_Abroad,70,College,,Study_Abroad-College-LS
759,The Master's University,10,https://collegedunia.com/usa/college/2007-the-masters-university-santa-clarita,,,,,,,,,,,,,,,,,13273,Study_Abroad,70,College,,Study_Abroad-College-LS
760,Carson-Newman University,7,https://collegedunia.com/usa/college/1462-carson-newman-university-jefferson-city,,,,,,,,,,,,,,,,,13274,Study_Abroad,70,College,,Study_Abroad-College-LS
761,University of Tennessee Martin,22,https://collegedunia.com/usa/college/1606-university-of-tennessee-martin-martin,,,,,,,,,,,,,,,,,13275,Study_Abroad,70,College,,Study_Abroad-College-LS
762,Fielding Graduate University,30,https://collegedunia.com/usa/college/2002-fielding-graduate-university-santa-barbara/admission,,,,,,,39,https://www.collegedekho.com/usa/fielding-graduate-institute/,,,,,,,,,13276,Study_Abroad,70,College,,Study_Abroad-College-LS
763,Southwestern Oklahoma State University,8,https://collegedunia.com/usa/college/2180-southwestern-oklahoma-state-university-weatherford,,,,,,,,,,,,,,,,,13277,Study_Abroad,70,College,,Study_Abroad-College-LS
764,Webber International University,14,https://collegedunia.com/usa/college/955-webber-international-university-babson-park,,,13,https://studyabroad.shiksha.com/usa/universities/webber-international-university,,,,,,,,,,,,,13278,Study_Abroad,70,College,,Study_Abroad-College-LS
765,Midland University,13,https://collegedunia.com/usa/college/1333-midland-university-fremont,,,71,https://studyabroad.shiksha.com/usa/universities/midland-college/courses,,,,,,,,,26,https://leverageedu.com/blog/midland-university/,,,13279,Study_Abroad,70,College,,Study_Abroad-College-LS
766,University of Wisconsin Oshkosh,21,https://collegedunia.com/usa/college/1808-university-of-wisconsin-oshkosh-oshkosh,,,,,,,,,,,,,,,,,13280,Study_Abroad,70,College,,Study_Abroad-College-LS
767,Pennsylvania Academy of Fine Arts,7,https://collegedunia.com/usa/college/1832-pennsylvania-academy-of-fine-arts-philadelphia,,,,,,,,,,,,,,,,,13281,Study_Abroad,50,College,,Study_Abroad-College-LS
768,Edith Cowan University fees,4,https://collegedunia.com/australia/college/613-edith-cowan-university-perth,,,2,https://studyabroad.shiksha.com/australia/universities/edith-cowan-university,,,18,https://www.collegedekho.com/australia/edith-cowan-college/course-fees/,,,,,,,,,13282,Study_Abroad,50,College,,Study_Abroad-College-LS
769,University of Groningen fees,6,https://collegedunia.com/netherlands/college/750-university-of-groningen-groningen,,,5,https://studyabroad.shiksha.com/netherlands/universities/university-of-groningen,,,,,,,,,,,,,13283,Study_Abroad,50,College,,Study_Abroad-College-LS
770,Jacobs University fees,6,https://collegedunia.com/germany/college/640-jacobs-university-bremen,,,4,https://studyabroad.shiksha.com/germany/universities/jacobs-university,,,21,https://www.collegedekho.com/germany/jacobs-university/,,,,,,,,,13284,Study_Abroad,50,College,,Study_Abroad-College-LS
771,University of Aberdeen fees,5,https://collegedunia.com/uk/college/784-university-of-aberdeen-aberdeen,,,4,https://studyabroad.shiksha.com/uk/universities/university-of-aberdeen,,,18,https://www.collegedekho.com/united-kingdom/university-of-aberdeen/,,,,,14,https://leverageedu.com/universities/university-of-aberdeen,,,13285,Study_Abroad,50,College,,Study_Abroad-College-LS
772,Rice University fees,8,https://collegedunia.com/usa/college/1428-rice-university-houston,,,1,https://studyabroad.shiksha.com/usa/universities/rice-university,,,51,https://www.collegedekho.com/usa/rice-university/,,,,,,,,,13286,Study_Abroad,50,College,,Study_Abroad-College-LS
773,Rice University fees,9,https://collegedunia.com/usa/college/1428-rice-university-houston,,,1,https://studyabroad.shiksha.com/usa/universities/rice-university,,,51,https://www.collegedekho.com/usa/rice-university/,,,,,,,,,13286,Study_Abroad,50,College,,Study_Abroad-College-LS
774,Rice University fees,10,https://collegedunia.com/usa/college/1428-rice-university-houston/programs,,,1,https://studyabroad.shiksha.com/usa/universities/rice-university,,,51,https://www.collegedekho.com/usa/rice-university/,,,,,,,,,13286,Study_Abroad,50,College,,Study_Abroad-College-LS
775,Erasmus University Rotterdam fees,10,https://collegedunia.com/netherlands/college/754-erasmus-university-rotterdam-rotterdam,,,6,https://studyabroad.shiksha.com/netherlands/universities/erasmus-university-rotterdam,,,,,,,,,,,,,13287,Study_Abroad,50,College,,Study_Abroad-College-LS
776,Drexel University fees,7,https://collegedunia.com/usa/college/1834-drexel-university-philadelphia,,,4,https://studyabroad.shiksha.com/usa/universities/drexel-university,,,28,https://www.collegedekho.com/usa/drexel-university/course-fees/,,,,,38,https://leverageedu.com/universities/drexel-university,,,13288,Study_Abroad,50,College,,Study_Abroad-College-LS
777,Drexel University fees,7,https://collegedunia.com/usa/college/1834-drexel-university-philadelphia,,,5,https://studyabroad.shiksha.com/usa/universities/drexel-university,,,28,https://www.collegedekho.com/usa/drexel-university/course-fees/,,,,,38,https://leverageedu.com/universities/drexel-university,,,13288,Study_Abroad,50,College,,Study_Abroad-College-LS
778,Drexel University fees,7,https://collegedunia.com/usa/college/1834-drexel-university-philadelphia,,,6,https://studyabroad.shiksha.com/usa/universities/drexel-university/master-of-business-administration,,,28,https://www.collegedekho.com/usa/drexel-university/course-fees/,,,,,38,https://leverageedu.com/universities/drexel-university,,,13288,Study_Abroad,50,College,,Study_Abroad-College-LS
779,Utrecht University fees,6,https://collegedunia.com/netherlands/college/756-utrecht-university-utrecht,,,5,https://studyabroad.shiksha.com/netherlands/universities/utrecht-university,,,,,,,,,,,,,13289,Study_Abroad,50,College,,Study_Abroad-College-LS
780,University of Mannheim fees,7,https://collegedunia.com/germany/college/687-university-of-mannheim-mannheim,,,4,https://studyabroad.shiksha.com/germany/universities/university-of-mannheim,,,,,,,,,,,,,13290,Study_Abroad,50,College,,Study_Abroad-College-LS
781,University of Mannheim fees,7,https://collegedunia.com/germany/college/687-university-of-mannheim-mannheim,,,5,https://studyabroad.shiksha.com/germany/universities/university-of-mannheim,,,,,,,,,,,,,13290,Study_Abroad,50,College,,Study_Abroad-College-LS
782,University of Mannheim fees,7,https://collegedunia.com/germany/college/687-university-of-mannheim-mannheim,,,6,https://studyabroad.shiksha.com/germany/universities/university-of-mannheim/full-time-mba,,,,,,,,,,,,,13290,Study_Abroad,50,College,,Study_Abroad-College-LS
783,Leiden University fees,9,https://collegedunia.com/netherlands/college/751-leiden-university-leiden,,,6,https://studyabroad.shiksha.com/netherlands/universities/leiden-university,,,,,,,,,,,,,13291,Study_Abroad,50,College,,Study_Abroad-College-LS
784,University of South Australia fees,6,https://collegedunia.com/australia/college/591-university-of-south-australia-adelaide,,,1,https://studyabroad.shiksha.com/australia/universities/university-of-south-australia,,,11,https://www.collegedekho.com/australia/university-of-south-australia/,,,,,,,,,13292,Study_Abroad,50,College,,Study_Abroad-College-LS
785,University of South Australia fees,7,https://collegedunia.com/australia/college/591-university-of-south-australia-adelaide,,,1,https://studyabroad.shiksha.com/australia/universities/university-of-south-australia,,,11,https://www.collegedekho.com/australia/university-of-south-australia/,,,,,,,,,13292,Study_Abroad,50,College,,Study_Abroad-College-LS
786,University of South Australia fees,8,https://collegedunia.com/australia/college/591-university-of-south-australia-adelaide/admission,,,1,https://studyabroad.shiksha.com/australia/universities/university-of-south-australia,,,11,https://www.collegedekho.com/australia/university-of-south-australia/,,,,,,,,,13292,Study_Abroad,50,College,,Study_Abroad-College-LS
787,Southern Nazarene University,10,https://collegedunia.com/usa/college/989-southern-nazarene-university-bethany,,,,,,,,,,,,,,,,,13293,Study_Abroad,50,College,,Study_Abroad-College-LS
788,University of Western States,16,https://collegedunia.com/usa/college/1863-university-of-western-states-western-states-chiropractic-college-portland,,,,,,,,,,,,,,,,,13295,Study_Abroad,50,College,,Study_Abroad-College-LS
