,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
205,University of Sydney fees,7,https://collegedunia.com/australia/college/620-the-university-of-sydney-sydney,,,6,https://studyabroad.shiksha.com/australia/universities/university-of-western-sydney,,,20,https://www.collegedekho.com/australia/the-university-of-sydney/,,,,,85,https://leverageedu.com/blog/cheapest-universities-in-australia/,62,https://admission.buddy4study.com/study-abroad/affordable-universities-in-australia,12840,Study_Abroad,390,College,,Study_Abroad-College-LS
206,Saint Xavier University,10,https://collegedunia.com/university/59823-st-xaviers-university-sxuk-kolkata,,,13,https://www.shiksha.com/university/st-xavier-s-university-kolkata-53346,60,https://school.careers360.com/schools/st-xaviers-pre-university-college-sirnur-gulbarga,,,,,,,,,,,12841,Study_Abroad,390,College,,Study_Abroad-College-LS
207,Virginia International University,3,https://collegedunia.com/usa/college/1295-virginia-international-university-fairfax,,,2,https://studyabroad.shiksha.com/usa/universities/virginia-international-university,,,20,https://www.collegedekho.com/usa/virginia-international-university/,,,,,,,,,12842,Study_Abroad,390,College,,Study_Abroad-College-LS
208,Sofia University,33,https://collegedunia.com/usa/college/1811-sofia-university-palo-alto,,,11,https://studyabroad.shiksha.com/usa/universities/sofia-university,,,,,,,,,,,,,12843,Study_Abroad,390,College,,Study_Abroad-College-LS
209,Maryville University,22,https://collegedunia.com/usa/college/2069-maryville-university-st-louis,,,3,https://studyabroad.shiksha.com/usa/universities/maryville-university,,,34,https://www.collegedekho.com/usa/maryville-university/,,,,,,,,,12844,Study_Abroad,390,College,,Study_Abroad-College-LS
210,Montana State University Billings,10,https://collegedunia.com/usa/college/1000-montana-state-university-billings,,,22,https://studyabroad.shiksha.com/usa/universities/montana-state-university,,,,,,,,,,,,,12845,Study_Abroad,390,College,,Study_Abroad-College-LS
211,West Chester University,34,https://collegedunia.com/usa/college/2184-west-chester-university-of-pennsylvania-west-chester,,,5,https://studyabroad.shiksha.com/usa/universities/west-chester-university,,,,,,,,,,,,,12846,Study_Abroad,390,College,,Study_Abroad-College-LS
212,Morgan State University,7,https://collegedunia.com/usa/college/961-morgan-state-university-baltimore,,,6,https://studyabroad.shiksha.com/usa/universities/morgan-state-university,,,23,https://www.collegedekho.com/usa/morgan-state-university/,,,,,,,,,12847,Study_Abroad,390,College,,Study_Abroad-College-LS
213,Hampton University,14,https://collegedunia.com/usa/college/1390-hampton-university-hampton,,,,,,,,,,,,,,,,,12848,Study_Abroad,390,College,,Study_Abroad-College-LS
214,University of Colorado Colorado Springs,9,https://collegedunia.com/usa/college/1182-university-of-colorado-colorado-springs,,,4,https://studyabroad.shiksha.com/usa/universities/university-of-colorado-colorado-springs,,,,,,,,,,,,,12849,Study_Abroad,390,College,,Study_Abroad-College-LS
215,Stockton University,5,https://collegedunia.com/usa/college/1341-stockton-university-galloway,,,,,,,,,,,,,,,,,12850,Study_Abroad,390,College,,Study_Abroad-College-LS
216,Jackson State University,13,https://collegedunia.com/usa/college/1454-jackson-state-university-jackson,,,20,https://studyabroad.shiksha.com/usa/universities/jackson-state-university/ms-in-computer-science,,,,,,,,,,,,,12851,Study_Abroad,390,College,,Study_Abroad-College-LS
217,Central Washington University,8,https://collegedunia.com/usa/college/1277-central-washington-university-ellensburg,,,4,https://studyabroad.shiksha.com/usa/universities/central-washington-university,,,,,,,,,,,,,12852,Study_Abroad,390,College,,Study_Abroad-College-LS
218,Rider University,10,https://collegedunia.com/usa/college/1522-rider-university-lawrenceville,,,5,https://studyabroad.shiksha.com/usa/universities/rider-university,,,,,,,,,,,,,12853,Study_Abroad,390,College,,Study_Abroad-College-LS
219,Tuskegee University,30,https://collegedunia.com/usa/college/2133-tuskegee-university-tuskegee,,,16,https://studyabroad.shiksha.com/usa/universities/tuskegee-university,,,,,,,,,,,,,12854,Study_Abroad,390,College,,Study_Abroad-College-LS
220,Tuskegee University,30,https://collegedunia.com/usa/college/2133-tuskegee-university-tuskegee,,,17,https://studyabroad.shiksha.com/usa/universities/tuskegee-university,,,,,,,,,,,,,12854,Study_Abroad,390,College,,Study_Abroad-College-LS
221,Tuskegee University,30,https://collegedunia.com/usa/college/2133-tuskegee-university-tuskegee,,,18,https://studyabroad.shiksha.com/usa/universities/tuskegee-university/courses,,,,,,,,,,,,,12854,Study_Abroad,390,College,,Study_Abroad-College-LS
222,Jacksonville University,17,https://collegedunia.com/usa/college/1457-jacksonville-university-jacksonville,,,5,https://studyabroad.shiksha.com/usa/universities/jacksonville-university,,,39,https://www.collegedekho.com/usa/jacksonville-university/,,,,,,,,,12855,Study_Abroad,390,College,,Study_Abroad-College-LS
223,University of Texas Tyler,24,https://collegedunia.com/usa/college/2134-university-of-texas-tyler,,,4,https://studyabroad.shiksha.com/usa/universities/university-of-texas-at-tyler,,,,,,,,,,,,,12856,Study_Abroad,390,College,,Study_Abroad-College-LS
224,University of Texas Tyler,25,https://collegedunia.com/usa/college/2134-university-of-texas-tyler,,,4,https://studyabroad.shiksha.com/usa/universities/university-of-texas-at-tyler,,,,,,,,,,,,,12856,Study_Abroad,390,College,,Study_Abroad-College-LS
225,University of Texas Tyler,26,https://collegedunia.com/usa/college/2134-university-of-texas-tyler/admission,,,4,https://studyabroad.shiksha.com/usa/universities/university-of-texas-at-tyler,,,,,,,,,,,,,12856,Study_Abroad,390,College,,Study_Abroad-College-LS
226,South University,26,https://collegedunia.com/usa/college/2108-south-university-tampa-tampa,,,,,,,,,,,,,,,,,12857,Study_Abroad,390,College,,Study_Abroad-College-LS
227,DePauw University,20,https://collegedunia.com/usa/college/1370-depauw-university-greencastle,,,25,https://studyabroad.shiksha.com/usa/universities/depauw-university,,,,,,,,,,,,,12858,Study_Abroad,390,College,,Study_Abroad-College-LS
228,Alfred University,12,https://collegedunia.com/usa/college/897-alfred-university-alfred,,,4,https://studyabroad.shiksha.com/usa/universities/alfred-university,,,,,,,,,,,,,12859,Study_Abroad,390,College,,Study_Abroad-College-LS
229,Andrews University,21,https://collegedunia.com/usa/college/988-andrews-university-berrien-springs,,,17,https://studyabroad.shiksha.com/uk/universities/university-of-st-andrews,,,,,,,,,,,,,12860,Study_Abroad,390,College,,Study_Abroad-College-LS
230,University of Charleston,9,https://collegedunia.com/usa/college/1114-university-of-charleston-charleston,,,,,,,,,,,,,,,,,12861,Study_Abroad,390,College,,Study_Abroad-College-LS
231,East Tennessee State University,13,https://collegedunia.com/usa/college/1464-east-tennessee-state-university-johnson-city,,,5,https://studyabroad.shiksha.com/usa/universities/east-tennessee-state-university,,,,,,,,,,,,,12862,Study_Abroad,390,College,,Study_Abroad-College-LS
232,Simmons University,21,https://collegedunia.com/usa/college/1025-simmons-university-boston,,,34,https://studyabroad.shiksha.com/usa/universities/simmons-university/bachelor-of-arts,,,,,,,,,,,,,12865,Study_Abroad,390,College,,Study_Abroad-College-LS
233,North Park University,18,https://collegedunia.com/usa/college/1140-north-park-university-chicago,,,3,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,33,https://www.collegedekho.com/usa/north-park-university/,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
234,North Park University,19,https://collegedunia.com/usa/college/1140-north-park-university-chicago,,,3,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,33,https://www.collegedekho.com/usa/north-park-university/,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
235,North Park University,20,https://collegedunia.com/usa/college/1140-north-park-university-chicago/admission,,,3,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,33,https://www.collegedekho.com/usa/north-park-university/,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
236,Minot State University,4,https://collegedunia.com/usa/college/1648-minot-state-university-minot,,,,,,,,,,,,,,,,,12867,Study_Abroad,390,College,,Study_Abroad-College-LS
237,University of Minnesota- Duluth,25,https://collegedunia.com/usa/college/2320-university-of-minnesota--duluth-duluth,,,5,https://studyabroad.shiksha.com/usa/universities/university-of-minnesota-duluth-campus,,,,,,,,,,,,,12868,Study_Abroad,390,College,,Study_Abroad-College-LS
238,Austin Peay State University,16,https://collegedunia.com/usa/college/1165-austin-peay-state-university-clarksville,,,,,,,,,,,,,,,,,12869,Study_Abroad,390,College,,Study_Abroad-College-LS
239,Austin Peay State University,17,https://collegedunia.com/usa/college/1165-austin-peay-state-university-clarksville,,,,,,,,,,,,,,,,,12869,Study_Abroad,390,College,,Study_Abroad-College-LS
240,Austin Peay State University,18,https://collegedunia.com/usa/college/1165-austin-peay-state-university-clarksville/admission,,,,,,,,,,,,,,,,,12869,Study_Abroad,390,College,,Study_Abroad-College-LS
241,Augustana University,11,https://collegedunia.com/usa/college/2042-augustana-university-sioux-falls,,,61,https://studyabroad.shiksha.com/usa/universities/augustana-college,,,,,,,,,,,,,12871,Study_Abroad,390,College,,Study_Abroad-College-LS
242,Hong Kong Baptist University,13,https://collegedunia.com/hong-kong/college/719-hong-kong-baptist-university-kowloon-tong,,,,,,,,,,,,,,,,,12873,Study_Abroad,390,College,,Study_Abroad-College-LS
243,California State University - Monterey Bay,14,https://collegedunia.com/usa/college/2023-california-state-university---monterey-bay-seaside,,,3,https://studyabroad.shiksha.com/usa/universities/california-state-university-monterey-bay,,,,,,,,,,,,,12874,Study_Abroad,390,College,,Study_Abroad-College-LS
244,Universiti Teknologi Petronas,28,https://collegedunia.com/malaysia/college/742-universiti-teknologi-petronas-seri-iskander,,,,,,,,,,,,,,,,,12875,Study_Abroad,320,College,,Study_Abroad-College-LS
245,Universiti Teknologi MARA,20,https://collegedunia.com/malaysia/college/744-universiti-teknologi-mara-shah-alam/admission,,,,,,,,,,,,,,,,,12876,Study_Abroad,320,College,,Study_Abroad-College-LS
246,Lakehead University fees,6,https://collegedunia.com/canada/college/33-lakehead-university-thunder-bay,,,5,https://studyabroad.shiksha.com/canada/universities/lakehead-university,,,14,https://www.collegedekho.com/canada/lakehead-university/,,,,,,,,,12878,Study_Abroad,320,College,,Study_Abroad-College-LS
247,University of Bedfordshire fees,9,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,,,6,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire,,,13,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,71,https://leverageedu.com/universities/bedfordshire-university,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
248,University of Bedfordshire fees,9,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,,,7,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire,,,13,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,71,https://leverageedu.com/universities/bedfordshire-university,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
249,University of Bedfordshire fees,9,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,,,8,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire/admissions,,,13,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,71,https://leverageedu.com/universities/bedfordshire-university,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
250,University of Southern California fees,6,https://collegedunia.com/usa/college/1552-university-of-southern-california-los-angeles,,,1,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,,,12,https://www.collegedekho.com/usa/university-of-southern-california/,,,,,,,,,12880,Study_Abroad,320,College,,Study_Abroad-College-LS
251,Teesside University fees,8,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,5,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
252,Teesside University fees,8,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,6,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
253,Teesside University fees,8,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,7,https://studyabroad.shiksha.com/uk/universities/teesside-university/courses,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
254,Teesside University fees,9,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,5,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
255,Teesside University fees,9,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,6,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
256,Teesside University fees,9,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,7,https://studyabroad.shiksha.com/uk/universities/teesside-university/courses,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
257,Teesside University fees,10,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough/admission,,,5,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
258,Teesside University fees,10,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough/admission,,,6,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
259,Teesside University fees,10,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough/admission,,,7,https://studyabroad.shiksha.com/uk/universities/teesside-university/courses,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
260,Northeastern University fees,6,https://collegedunia.com/usa/college/1020-northeastern-university-boston,,,5,https://studyabroad.shiksha.com/usa/universities/northeastern-university,,,9,https://www.collegedekho.com/usa/northeastern-university/,,,,,,,,,12882,Study_Abroad,320,College,,Study_Abroad-College-LS
261,Brunel University fees,6,https://collegedunia.com/uk/college/878-brunel-university-london,,,5,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,,,26,https://leverageedu.com/blog/mba-at-brunel-university/,,,12883,Study_Abroad,320,College,,Study_Abroad-College-LS
262,Brunel University fees,7,https://collegedunia.com/uk/college/878-brunel-university-london,,,5,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,,,26,https://leverageedu.com/blog/mba-at-brunel-university/,,,12883,Study_Abroad,320,College,,Study_Abroad-College-LS
263,Brunel University fees,8,https://collegedunia.com/uk/college/878-brunel-university-london/admission,,,5,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,,,26,https://leverageedu.com/blog/mba-at-brunel-university/,,,12883,Study_Abroad,320,College,,Study_Abroad-College-LS
264,University of Warwick fees,6,https://collegedunia.com/uk/college/805-university-of-warwick-coventry,,,1,https://studyabroad.shiksha.com/uk/universities/university-of-warwick,,,19,https://www.collegedekho.com/united-kingdom/university-of-warwick/,,,,,23,https://leverageedu.com/universities/university-of-warwick,,,12884,Study_Abroad,320,College,,Study_Abroad-College-LS
265,Coventry University fees,7,https://collegedunia.com/uk/college/804-coventry-university-coventry,,,6,https://studyabroad.shiksha.com/uk/universities/coventry-university,,,14,https://www.collegedekho.com/united-kingdom/coventry-university/,,,,,33,https://leverageedu.com/blog/mba-at-coventry-university/,,,12885,Study_Abroad,320,College,,Study_Abroad-College-LS
266,University of Auckland fees,9,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,,,6,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,,,14,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,45,https://www.embibe.com/exams/auckland-university-admission/,58,https://leverageedu.com/universities/auckland-university-of-technology,,,12886,Study_Abroad,320,College,,Study_Abroad-College-LS
267,University of Auckland fees,9,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,,,7,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,,,14,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,45,https://www.embibe.com/exams/auckland-university-admission/,58,https://leverageedu.com/universities/auckland-university-of-technology,,,12886,Study_Abroad,320,College,,Study_Abroad-College-LS
268,University of Auckland fees,9,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,,,8,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland/master-of-management,,,14,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,45,https://www.embibe.com/exams/auckland-university-admission/,58,https://leverageedu.com/universities/auckland-university-of-technology,,,12886,Study_Abroad,320,College,,Study_Abroad-College-LS
269,Soka University of America,7,https://collegedunia.com/usa/college/900-soka-university-of-america-aliso-viejo,,,,,,,,,,,,,,,,,12887,Study_Abroad,320,College,,Study_Abroad-College-LS
270,University of West Georgia,18,https://collegedunia.com/usa/college/1098-university-of-west-georgia-carrollton,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-west-georgia,,,24,https://www.collegedekho.com/usa/university-of-west-georgia/,,,,,,,,,12888,Study_Abroad,320,College,,Study_Abroad-College-LS
271,Woodbury University,15,https://collegedunia.com/usa/college/1557-woodbury-university-burbank,,,3,https://studyabroad.shiksha.com/usa/universities/woodbury-university,,,,,,,,,,,,,12889,Study_Abroad,320,College,,Study_Abroad-College-LS
272,North American University,8,https://collegedunia.com/usa/college/2073-north-american-university-stafford,,,,,,,,,,,,,,,,,12890,Study_Abroad,320,College,,Study_Abroad-College-LS
273,Southern Virginia University,10,https://collegedunia.com/usa/college/1073-southern-virginia-university-buena-vista,,,,,,,,,,,,,,,,,12891,Study_Abroad,320,College,,Study_Abroad-College-LS
274,High Point University,11,https://collegedunia.com/usa/college/1413-high-point-university-high-point,,,,,,,,,,,,,,,,,12892,Study_Abroad,320,College,,Study_Abroad-College-LS
275,Regis University,7,https://collegedunia.com/usa/college/1244-regis-university-denver,,,4,https://studyabroad.shiksha.com/usa/universities/regis-university,,,,,,,,,,,,,12893,Study_Abroad,320,College,,Study_Abroad-College-LS
276,Ashland University,5,https://collegedunia.com/usa/college/933-ashland-university-ashland,,,74,https://studyabroad.shiksha.com/usa/universities-in-ashland,,,51,https://www.collegedekho.com/usa/ashland-university/,,,,,,,,,12894,Study_Abroad,320,College,,Study_Abroad-College-LS
277,Willamette University,21,https://collegedunia.com/usa/college/1959-willamette-university-salem,,,,,,,,,,,,,,,,,12895,Study_Abroad,320,College,,Study_Abroad-College-LS
278,Eastern University,91,https://collegedunia.com/usa/college/2064-eastern-university-st-davids/admission,,,,,,,,,,,,,,,,,12896,Study_Abroad,320,College,,Study_Abroad-College-LS
279,Illinois Wesleyan University,16,https://collegedunia.com/usa/college/1010-illinois-wesleyan-university-bloomington,,,31,https://studyabroad.shiksha.com/usa/universities/illinois-wesleyan-university/bachelors-in-chemistry,,,25,https://www.collegedekho.com/usa/illinois-wesleyan-university/,,,,,,,,,12897,Study_Abroad,320,College,,Study_Abroad-College-LS
280,University of Alabama Tuscaloosa,9,https://collegedunia.com/usa/college/2132-university-of-alabama-tuscaloosa,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-alabama,,,,,,,,,,,,,12898,Study_Abroad,320,College,,Study_Abroad-College-LS
281,Clark Atlanta University,26,https://collegedunia.com/usa/college/945-clark-atlanta-university-atlanta/reviews,,,,,,,,,,,,,,,,,12899,Study_Abroad,320,College,,Study_Abroad-College-LS
282,Radford University,30,https://collegedunia.com/usa/college/1888-radford-university-radford,,,,,,,,,,,,,,,,,12900,Study_Abroad,320,College,,Study_Abroad-College-LS
283,Azusa Pacific University,15,https://collegedunia.com/usa/college/954-azusa-pacific-university-azusa,,,,,,,33,https://www.collegedekho.com/usa/azusa-pacific-university/,,,,,,,,,12901,Study_Abroad,320,College,,Study_Abroad-College-LS
284,Furman University,27,https://collegedunia.com/usa/college/1375-furman-university-greenville/admission,,,,,,,,,,,,,,,,,12902,Study_Abroad,320,College,,Study_Abroad-College-LS
285,Arcadia University,27,https://collegedunia.com/usa/college/1354-arcadia-university-glenside,,,5,https://studyabroad.shiksha.com/usa/universities/arcadia-university,,,,,,,,,,,,,12903,Study_Abroad,320,College,,Study_Abroad-College-LS
286,University of Redlands,22,https://collegedunia.com/usa/college/1898-university-of-redlands-redlands,,,6,https://studyabroad.shiksha.com/usa/universities/university-of-redlands,,,,,,,,,,,,,12905,Study_Abroad,320,College,,Study_Abroad-College-LS
287,St. Lawrence University,9,https://collegedunia.com/usa/college/1094-st-lawrence-university-canton,,,15,https://studyabroad.shiksha.com/canada/universities/st-lawrence-college,,,,,,,,,,,,,12906,Study_Abroad,320,College,,Study_Abroad-College-LS
288,Davenport University,11,https://collegedunia.com/usa/college/1363-davenport-university-grand-rapids,,,5,https://studyabroad.shiksha.com/usa/universities/davenport-university,,,,,,,,,,,,,12907,Study_Abroad,320,College,,Study_Abroad-College-LS
289,Marymount University,27,https://collegedunia.com/usa/college/929-marymount-university-arlington,,,25,https://studyabroad.shiksha.com/usa/universities/loyola-marymount-university,,,,,,,,,,,,,12908,Study_Abroad,320,College,,Study_Abroad-College-LS
290,Delta State University,5,https://collegedunia.com/usa/college/1169-delta-state-university-cleveland,,,,,,,,,,,,,,,,,12909,Study_Abroad,320,College,,Study_Abroad-College-LS
291,University of West Florida,11,https://collegedunia.com/usa/college/1819-university-of-west-florida-pensacola,,,4,https://studyabroad.shiksha.com/usa/universities/the-university-of-west-florida,,,,,,,,,,,,,12910,Study_Abroad,320,College,,Study_Abroad-College-LS
292,La Salle University,28,https://collegedunia.com/usa/college/1827-la-salle-university-philadelphia,,,13,https://studyabroad.shiksha.com/usa/universities/la-salle-university,,,71,https://www.collegedekho.com/ae/usa/la-salle-university/,,,,,,,,,12911,Study_Abroad,320,College,,Study_Abroad-College-LS
293,Worcester State University,17,https://collegedunia.com/usa/college/2230-worcester-state-university-worcester/admission,,,3,https://studyabroad.shiksha.com/usa/universities/worcester-state-university,,,,,,,,,,,,,12912,Study_Abroad,320,College,,Study_Abroad-College-LS
294,Lawrence University,10,https://collegedunia.com/usa/college/924-lawrence-university-appleton,,,40,https://studyabroad.shiksha.com/usa/universities/st-lawrence-university/courses,,,,,,,,,,,,,12913,Study_Abroad,320,College,,Study_Abroad-College-LS
295,Central Connecticut State University,20,https://collegedunia.com/usa/college/1694-central-connecticut-state-university-new-britain,,,4,https://studyabroad.shiksha.com/usa/universities/central-connecticut-state-university,,,49,https://www.collegedekho.com/usa/central-connecticut-state-university/,,,,,,,,,12914,Study_Abroad,320,College,,Study_Abroad-College-LS
296,McNeese State University,21,https://collegedunia.com/usa/college/1504-mcneese-state-university-lake-charles,,,7,https://studyabroad.shiksha.com/usa/universities/mcneese-state-university,,,,,,,,,,,,,12917,Study_Abroad,320,College,,Study_Abroad-College-LS
297,Cameron University,8,https://collegedunia.com/usa/college/1523-cameron-university-lawton,,,4,https://studyabroad.shiksha.com/usa/universities/cameron-university,,,33,https://www.collegedekho.com/usa/cameron-university/,,,,,,,,,12918,Study_Abroad,320,College,,Study_Abroad-College-LS
298,Drury University,17,https://collegedunia.com/usa/college/2061-drury-university-springfield,,,5,https://studyabroad.shiksha.com/usa/universities/drury-university,,,28,https://www.collegedekho.com/usa/drury-university/,,,,,,,,,12919,Study_Abroad,320,College,,Study_Abroad-College-LS
299,Minnesota State University Mankato,24,https://collegedunia.com/usa/college/1595-minnesota-state-university-mankato-mankato,,,8,https://studyabroad.shiksha.com/usa/universities/minnesota-state-university,,,,,,,,,,,,,12920,Study_Abroad,320,College,,Study_Abroad-College-LS
300,Northeastern State University,16,https://collegedunia.com/usa/college/2101-northeastern-state-university-tahlequah,,,25,https://studyabroad.shiksha.com/usa/universities/northeastern-state-university,,,,,,,,,,,,,12921,Study_Abroad,320,College,,Study_Abroad-College-LS
301,Northeastern State University,16,https://collegedunia.com/usa/college/2101-northeastern-state-university-tahlequah,,,26,https://studyabroad.shiksha.com/usa/universities/northeastern-state-university,,,,,,,,,,,,,12921,Study_Abroad,320,College,,Study_Abroad-College-LS
302,Northeastern State University,16,https://collegedunia.com/usa/college/2101-northeastern-state-university-tahlequah,,,27,https://studyabroad.shiksha.com/usa/universities/northeastern-state-university/master-of-business-administration,,,,,,,,,,,,,12921,Study_Abroad,320,College,,Study_Abroad-College-LS
303,University of Central Arkansas,13,https://collegedunia.com/usa/college/1198-university-of-central-arkansas-conway,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-central-arkansas,,,41,https://www.collegedekho.com/usa/university-of-central-arkansas/course-fees/,,,,,,,,,12922,Study_Abroad,320,College,,Study_Abroad-College-LS
304,Oklahoma Christian University,15,https://collegedunia.com/usa/college/1269-oklahoma-christian-university-edmond,,,4,https://studyabroad.shiksha.com/usa/universities/oklahoma-christian-university,,,23,https://www.collegedekho.com/usa/oklahoma-christian-university/,,,,,,,,,12923,Study_Abroad,320,College,,Study_Abroad-College-LS
305,Midway University,6,https://collegedunia.com/usa/college/1633-midway-university-midway,,,,,,,,,,,,,,,,,12924,Study_Abroad,320,College,,Study_Abroad-College-LS
306,University of Puerto Rico,22,https://collegedunia.com/usa/college/2322-university-of-puerto-rico-mayaguez,,,20,https://studyabroad.shiksha.com/usa/universities/polytechnic-university-of-puerto-rico,,,53,https://www.collegedekho.com/usa/polytechnic-university-of-puerto-rico/,,,,,,,,,12925,Study_Abroad,320,College,,Study_Abroad-College-LS
307,Benedictine University,21,https://collegedunia.com/usa/college/1539-benedictine-university-lisle,,,15,https://studyabroad.shiksha.com/usa/universities/benedictine-university,,,,,,,,,,,,,12926,Study_Abroad,320,College,,Study_Abroad-College-LS
308,Indiana Tech,8,https://collegedunia.com/usa/college/1319-indiana-institute-of-technology-fort-wayne,,,3,https://studyabroad.shiksha.com/usa/universities/indiana-institute-of-technology,,,26,https://www.collegedekho.com/usa/indiana-institute-of-technology/,,,,,,,,,12927,Study_Abroad,260,College,,Study_Abroad-College-LS
309,Rose-Hulman Institute of Technology,7,https://collegedunia.com/usa/college/2115-rose-hulman-institute-of-technology-terre-haute,,,6,https://studyabroad.shiksha.com/usa/universities/rose-hulman-institute-of-technology,,,,,,,,,,,,,12928,Study_Abroad,260,College,,Study_Abroad-College-LS
310,Box Hill Institute,7,https://collegedunia.com/australia/college/2920-box-hill-institute-melbourne,,,3,https://studyabroad.shiksha.com/australia/universities/box-hill-institute-of-tafe,,,6,https://www.collegedekho.com/australia/box-hill-institute-of-tafe/,,,,,,,,,12929,Study_Abroad,260,College,,Study_Abroad-College-LS
311,Box Hill Institute,8,https://collegedunia.com/australia/college/2920-box-hill-institute-melbourne,,,3,https://studyabroad.shiksha.com/australia/universities/box-hill-institute-of-tafe,,,6,https://www.collegedekho.com/australia/box-hill-institute-of-tafe/,,,,,,,,,12929,Study_Abroad,260,College,,Study_Abroad-College-LS
312,Box Hill Institute,9,https://collegedunia.com/australia/college/2920-box-hill-institute-melbourne/admission,,,3,https://studyabroad.shiksha.com/australia/universities/box-hill-institute-of-tafe,,,6,https://www.collegedekho.com/australia/box-hill-institute-of-tafe/,,,,,,,,,12929,Study_Abroad,260,College,,Study_Abroad-College-LS
313,SUNY Downstate Medical Center,16,https://collegedunia.com/usa/college/2093-suny-downstate-medical-center-brooklyn,,,11,https://studyabroad.shiksha.com/usa/universities/suny-downstate-medical-center,,,17,https://www.collegedekho.com/usa/suny-downstate-medical-center/,,,,,,,,,12930,Study_Abroad,260,College,,Study_Abroad-College-LS
