,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_mbbsneet.in,URL_mbbsneet.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
10,Delhi University Placement,1,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/placement,,,5,https://www.shiksha.com/university/delhi-university-du-24642/placement,7,https://www.careers360.com/university/university-of-delhi-delhi/placement,43,https://www.collegedekho.com/articles/why-delhi-university-8-advantages-of-studying-in-du/,,,,,,,,,,,,,,,,,4,DU_Colleges,390,Placement,,part_1
11,Delhi University Cut Off,11,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/cutoff,,,15,https://www.shiksha.com/university/delhi-university-du-24642/cutoff,1,https://university.careers360.com/articles/du-cutoff,10,https://www.collegedekho.com/news/delhi-university-releases-first-cut-off-for-ug-courses-2017-10344/,,,,,18,https://cutoffs.aglasem.com/122956,,,,,23,https://www.embibe.com/exams/du-admission-cutoff/,,,,,5,DU_Colleges,5400,Cut_Off,,part_1
12,Delhi University Cut Off,11,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/cutoff,,,15,https://www.shiksha.com/university/delhi-university-du-24642/cutoff,2,https://university.careers360.com/articles/du-cutoff,10,https://www.collegedekho.com/news/delhi-university-releases-first-cut-off-for-ug-courses-2017-10344/,,,,,18,https://cutoffs.aglasem.com/122956,,,,,23,https://www.embibe.com/exams/du-admission-cutoff/,,,,,5,DU_Colleges,5400,Cut_Off,,part_1
13,Delhi University Cut Off,11,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/cutoff,,,15,https://www.shiksha.com/university/delhi-university-du-24642/cutoff,3,https://news.careers360.com/du-fourth-cut-off-2021-live-updates-4th-cutoff-released-list-of-jmc-hansraj-srcc-colleges-wise-seats,10,https://www.collegedekho.com/news/delhi-university-releases-first-cut-off-for-ug-courses-2017-10344/,,,,,18,https://cutoffs.aglasem.com/122956,,,,,23,https://www.embibe.com/exams/du-admission-cutoff/,,,,,5,DU_Colleges,5400,Cut_Off,,part_1
14,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,6,https://university.careers360.com/articles/du-sol-application-form,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,23,https://admission.aglasem.com/du-sol/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
15,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,6,https://university.careers360.com/articles/du-sol-application-form,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,24,https://admission.aglasem.com/du-sol/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
16,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,6,https://university.careers360.com/articles/du-sol-application-form,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,25,https://admission.aglasem.com/du-sol-application-form/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
17,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,7,https://university.careers360.com/articles/du-sol-application-form,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,23,https://admission.aglasem.com/du-sol/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
18,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,7,https://university.careers360.com/articles/du-sol-application-form,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,24,https://admission.aglasem.com/du-sol/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
19,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,7,https://university.careers360.com/articles/du-sol-application-form,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,25,https://admission.aglasem.com/du-sol-application-form/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
20,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,8,https://university.careers360.com/articles/du-sol-admissions,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,23,https://admission.aglasem.com/du-sol/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
21,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,8,https://university.careers360.com/articles/du-sol-admissions,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,24,https://admission.aglasem.com/du-sol/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
22,sol du Admission,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,12,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,8,https://university.careers360.com/articles/du-sol-admissions,75,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,25,https://admission.aglasem.com/du-sol-application-form/,,,26,https://www.fresherslive.com/education/du-sol-admission,20,https://www.embibe.com/exams/du-sol-application-form/,77,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
23,sol du Courses,8,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,56,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,25,https://admission.aglasem.com/du-sol/,,,44,https://www.fresherslive.com/education/du-sol-admission,53,https://www.embibe.com/exams/du-sol-eligibility-criteria/,76,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
24,sol du Courses,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,56,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,25,https://admission.aglasem.com/du-sol/,,,44,https://www.fresherslive.com/education/du-sol-admission,53,https://www.embibe.com/exams/du-sol-eligibility-criteria/,76,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
25,sol du Courses,10,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,56,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,25,https://admission.aglasem.com/du-sol/,,,44,https://www.fresherslive.com/education/du-sol-admission,53,https://www.embibe.com/exams/du-sol-eligibility-criteria/,76,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
26,miranda house Courses,11,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,6,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,9,https://www.careers360.com/colleges/miranda-house-delhi/courses,14,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,72,https://admission.aglasem.com/miranda-house-4th-cut-off-2018/,,,49,https://www.fresherslive.com/education/miranda-house-cutoff-105834,58,https://www.embibe.com/exams/miranda-house-cut-off/,,,,,8,DU_Colleges,480,Course,,part_1
27,miranda house Courses,11,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,7,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,9,https://www.careers360.com/colleges/miranda-house-delhi/courses,14,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,72,https://admission.aglasem.com/miranda-house-4th-cut-off-2018/,,,49,https://www.fresherslive.com/education/miranda-house-cutoff-105834,58,https://www.embibe.com/exams/miranda-house-cut-off/,,,,,8,DU_Colleges,480,Course,,part_1
28,miranda house Courses,11,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,8,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090,9,https://www.careers360.com/colleges/miranda-house-delhi/courses,14,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,72,https://admission.aglasem.com/miranda-house-4th-cut-off-2018/,,,49,https://www.fresherslive.com/education/miranda-house-cutoff-105834,58,https://www.embibe.com/exams/miranda-house-cut-off/,,,,,8,DU_Colleges,480,Course,,part_1
29,miranda house Fees,4,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,7,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,12,https://www.careers360.com/colleges/miranda-house-delhi/courses,30,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,31,https://colleges.aglasem.com/miranda-house-college-new-delhi/course-fees,,,,,,,,,,,9,DU_Colleges,390,Fees,,part_1
30,miranda house Fees,4,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,8,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,12,https://www.careers360.com/colleges/miranda-house-delhi/courses,30,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,31,https://colleges.aglasem.com/miranda-house-college-new-delhi/course-fees,,,,,,,,,,,9,DU_Colleges,390,Fees,,part_1
31,miranda house Fees,5,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,7,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,12,https://www.careers360.com/colleges/miranda-house-delhi/courses,30,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,31,https://colleges.aglasem.com/miranda-house-college-new-delhi/course-fees,,,,,,,,,,,9,DU_Colleges,390,Fees,,part_1
32,miranda house Fees,5,https://collegedunia.com/college/3004-miranda-house-new-delhi/courses-fees,,,8,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,12,https://www.careers360.com/colleges/miranda-house-delhi/courses,30,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,31,https://colleges.aglasem.com/miranda-house-college-new-delhi/course-fees,,,,,,,,,,,9,DU_Colleges,390,Fees,,part_1
33,miranda house Fees,6,https://collegedunia.com/college/3004-miranda-house-new-delhi,,,7,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,12,https://www.careers360.com/colleges/miranda-house-delhi/courses,30,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,31,https://colleges.aglasem.com/miranda-house-college-new-delhi/course-fees,,,,,,,,,,,9,DU_Colleges,390,Fees,,part_1
34,miranda house Fees,6,https://collegedunia.com/college/3004-miranda-house-new-delhi,,,8,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/courses,12,https://www.careers360.com/colleges/miranda-house-delhi/courses,30,https://www.collegedekho.com/colleges/courses-miranda-house,,,,,31,https://colleges.aglasem.com/miranda-house-college-new-delhi/course-fees,,,,,,,,,,,9,DU_Colleges,390,Fees,,part_1
35,miranda house Hostel,10,https://collegedunia.com/college/3004-miranda-house-new-delhi/hostel,,,17,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/infrastructure,43,https://www.careers360.com/colleges/miranda-house-delhi,23,https://www.collegedekho.com/colleges/campus-miranda-house,,,,,,,,,,,,,,,,,10,DU_Colleges,720,Hostel,,part_1
36,miranda house Cut Off,8,https://collegedunia.com/college/3004-miranda-house-new-delhi/cutoff,,,7,https://www.shiksha.com/college/miranda-house-university-of-delhi-north-campus-3090/cutoff,5,https://university.careers360.com/articles/miranda-house-cutoff,10,https://www.collegedekho.com/colleges/cutoff-miranda-house,,,,,15,https://admission.aglasem.com/miranda-house-cut-offs/,,,14,https://www.fresherslive.com/education/miranda-house-cutoff-105834,37,https://www.embibe.com/exams/miranda-house-cut-off/,,,,,11,DU_Colleges,1300,Cut_Off,,part_1
37,srcc Admission,6,https://collegedunia.com/college/4417-shri-ram-college-of-commerce-srcc-new-delhi/admission,,,7,https://www.shiksha.com/college/shri-ram-college-of-commerce-university-of-delhi-maurice-nagar-23930/admission,15,https://www.careers360.com/colleges/shri-ram-college-of-commerce-delhi/admission,36,https://www.collegedekho.com/colleges/admission-srcc,54,https://jeemains.in/shri-ram-college-of-commerce-4417-about/,,,28,https://colleges.aglasem.com/shri-ram-college-of-commerce-srcc-new-delhi/admission-process,,,34,https://www.fresherslive.com/education/srcc-admission-106549,,,,,,,12,DU_Colleges,170,Admission,,part_1
38,srcc Admission,6,https://collegedunia.com/college/4417-shri-ram-college-of-commerce-srcc-new-delhi/admission,,,8,https://www.shiksha.com/college/shri-ram-college-of-commerce-university-of-delhi-maurice-nagar-23930/admission,15,https://www.careers360.com/colleges/shri-ram-college-of-commerce-delhi/admission,36,https://www.collegedekho.com/colleges/admission-srcc,54,https://jeemains.in/shri-ram-college-of-commerce-4417-about/,,,28,https://colleges.aglasem.com/shri-ram-college-of-commerce-srcc-new-delhi/admission-process,,,34,https://www.fresherslive.com/education/srcc-admission-106549,,,,,,,12,DU_Colleges,170,Admission,,part_1
39,srcc Admission,6,https://collegedunia.com/college/4417-shri-ram-college-of-commerce-srcc-new-delhi/admission,,,9,https://www.shiksha.com/college/shri-ram-college-of-commerce-university-of-delhi-maurice-nagar-23930,15,https://www.careers360.com/colleges/shri-ram-college-of-commerce-delhi/admission,36,https://www.collegedekho.com/colleges/admission-srcc,54,https://jeemains.in/shri-ram-college-of-commerce-4417-about/,,,28,https://colleges.aglasem.com/shri-ram-college-of-commerce-srcc-new-delhi/admission-process,,,34,https://www.fresherslive.com/education/srcc-admission-106549,,,,,,,12,DU_Colleges,170,Admission,,part_1
40,srcc Courses,9,https://collegedunia.com/college/4417-shri-ram-college-of-commerce-srcc-new-delhi,,,6,https://www.shiksha.com/college/shri-ram-college-of-commerce-university-of-delhi-maurice-nagar-23930,14,https://www.careers360.com/colleges/shri-ram-college-of-commerce-delhi/courses,20,https://www.collegedekho.com/colleges/courses-srcc,71,https://jeemains.in/shri-ram-college-of-commerce-4417-about/,,,59,https://admission.aglasem.com/srcc-admission/,,,67,https://www.fresherslive.com/education/srcc-admission-106549,,,,,,,13,DU_Colleges,590,Course,,part_1
