Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Michigan Technological University,1,TOP SITE,02-12-2021,https://www.mtu.edu/,24,https://collegedunia.com/usa/college/1425-michigan-technological-university-houghton,4,https://studyabroad.shiksha.com/usa/universities/michigan-technological-university,,,,,,,,,,,12434,Study_Abroad,3600,College,,Study_Abroad-College-HS
Clark University,1,TOP SITE,02-12-2021,https://www.clarku.edu/,25,https://collegedunia.com/usa/college/2225-clark-university-worcester,3,https://studyabroad.shiksha.com/usa/universities/clark-university,,,,,,,,,,,12435,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Technology Sydney,1,TOP SITE,02-12-2021,https://www.uts.edu.au/,6,https://collegedunia.com/australia/college/621-university-of-technology-sydney-sydney,4,https://studyabroad.shiksha.com/australia/universities/university-of-technology-sydney,,,,,,,,,,,12436,Study_Abroad,3600,College,,Study_Abroad-College-HS
California State University Northridge,1,TOP SITE,02-12-2021,https://www.csun.edu/,20,https://collegedunia.com/usa/college/1553-california-state-university-northridge,3,https://studyabroad.shiksha.com/usa/universities/california-state-university-northridge,,,,,,,,,,,12437,Study_Abroad,3600,College,,Study_Abroad-College-HS
National University,1,TOP SITE,02-12-2021,https://www.nu.edu/,,,7,https://studyabroad.shiksha.com/usa/universities/national-university,,,,,,,,,,,12438,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Oklahoma,1,TOP SITE,02-12-2021,https://www.ou.edu/,32,https://collegedunia.com/usa/college/1765-university-of-oklahoma-norman,10,https://studyabroad.shiksha.com/usa/universities/university-of-oklahoma,,,,,,,,,,,12439,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Malaya,1,TOP SITE,02-12-2021,https://www.um.edu.my/,10,https://collegedunia.com/malaysia/college/741-university-of-malaya-kuala-lumpur,4,https://studyabroad.shiksha.com/malaysia/universities/university-of-malaya,,,,,,,,,,,12441,Study_Abroad,3600,College,,Study_Abroad-College-HS
Lamar University,1,TOP SITE,02-12-2021,https://www.lamar.edu/,11,https://collegedunia.com/usa/college/972-lamar-university-beaumont,2,https://studyabroad.shiksha.com/usa/universities/lamar-university,,,,,,,,,,,12442,Study_Abroad,3600,College,,Study_Abroad-College-HS
Western Michigan University,1,TOP SITE,02-12-2021,https://wmich.edu/,35,https://collegedunia.com/usa/college/1468-western-michigan-university-kalamazoo,2,https://studyabroad.shiksha.com/usa/universities/western-michigan-university,,,29,https://www.collegedekho.com/usa/western-michigan-university/,,,,,,,12443,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Michigan Dearborn,1,TOP SITE,02-12-2021,https://umdearborn.edu/,14,https://collegedunia.com/usa/college/1228-university-of-michigan-dearborn,4,https://studyabroad.shiksha.com/usa/universities/university-of-michigan-dearborn,,,,,,,,,,,12447,Study_Abroad,3600,College,,Study_Abroad-College-HS
Mount Royal University,1,TOP SITE,02-12-2021,https://www.mtroyal.ca/,14,https://collegedunia.com/canada/college/43-mount-royal-university-calgary,3,https://studyabroad.shiksha.com/canada/universities/mount-royal-university,,,,,,,,,,,12448,Study_Abroad,3600,College,,Study_Abroad-College-HS
Northern Illinois University,1,TOP SITE,02-12-2021,https://www.niu.edu/,26,https://collegedunia.com/usa/college/1235-northern-illinois-university-dekalb,2,https://studyabroad.shiksha.com/usa/universities/northern-illinois-university,,,,,,,,,,,12449,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Newcastle,1,TOP SITE,02-12-2021,https://www.newcastle.edu.au/,30,https://collegedunia.com/australia/college/611-university-of-newcastle-newcastle,3,https://studyabroad.shiksha.com/australia/universities/the-university-of-newcastle,,,,,,,,,,,12453,Study_Abroad,3600,College,,Study_Abroad-College-HS
Western Illinois University,1,TOP SITE,02-12-2021,http://www.wiu.edu/,13,https://collegedunia.com/usa/college/1578-western-illinois-university-macomb,2,https://studyabroad.shiksha.com/usa/universities/western-illinois-university,,,28,https://www.collegedekho.com/usa/western-illinois-university/,,,,,,,12455,Study_Abroad,3600,College,,Study_Abroad-College-HS
Saint Mary's University,1,TOP SITE,02-12-2021,https://www.smu.ca/,9,https://collegedunia.com/canada/college/6-saint-marys-university-halifax,5,https://studyabroad.shiksha.com/canada/universities/saint-mary-s-university,,,58,https://www.collegedekho.com/canada/saint-marys-university/,,,,,,,12456,Study_Abroad,3600,College,,Study_Abroad-College-HS
Victoria University of Wellington,1,TOP SITE,02-12-2021,https://www.wgtn.ac.nz/,12,https://collegedunia.com/new-zealand/college/765-victoria-university-of-wellington-wellington,3,https://studyabroad.shiksha.com/new-zealand/universities/victoria-university-of-wellington,,,,,,,,,,,12457,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Washington Seattle,1,TOP SITE,02-12-2021,https://www.washington.edu/,18,https://collegedunia.com/usa/college/2096-university-of-washington-seattle,3,https://studyabroad.shiksha.com/usa/universities/university-of-washington,,,,,,,,,,,12458,Study_Abroad,3600,College,,Study_Abroad-College-HS
University of Tuebingen,1,TOP SITE,02-12-2021,https://uni-tuebingen.de/universitaet/,13,https://collegedunia.com/germany/college/709-university-of-tuebingen-tubingen/admission,4,https://studyabroad.shiksha.com/germany/universities/university-of-tubingen,,,,,,,,,,,12459,Study_Abroad,3600,College,,Study_Abroad-College-HS
Karolinska Institute,1,TOP SITE,02-12-2021,https://ki.se/en,12,https://collegedunia.com/sweden/college/775-karolinska-institute-stockholm,21,https://studyabroad.shiksha.com/sweden/universities/karolinska-institutet,,,,,,,59,https://leverageedu.com/universities/karolinska-institute,,,12461,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of Cambridge fees,1,TOP SITE,02-12-2021,https://studyabroad.shiksha.com/uk/universities/university-of-cambridge,3,https://collegedunia.com/uk/college/800-university-of-cambridge-cambridge,1,https://studyabroad.shiksha.com/uk/universities/university-of-cambridge,,,7,https://www.collegedekho.com/united-kingdom/university-of-cambridge/,,,14,https://leverageedu.com/universities/university-of-cambridge,,,12462,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of Cambridge fees,1,shiksha.com,02-12-2021,https://studyabroad.shiksha.com/uk/universities/university-of-cambridge,3,https://collegedunia.com/uk/college/800-university-of-cambridge-cambridge,1,https://studyabroad.shiksha.com/uk/universities/university-of-cambridge,,,7,https://www.collegedekho.com/united-kingdom/university-of-cambridge/,,,14,https://leverageedu.com/universities/university-of-cambridge,,,12462,Study_Abroad,2900,College,,Study_Abroad-College-HS
Mount Saint Vincent University,1,TOP SITE,02-12-2021,https://www.msvu.ca/,4,https://collegedunia.com/canada/college/44-mount-saint-vincent-university-halifax,3,https://studyabroad.shiksha.com/canada/universities/mount-saint-vincent-university,,,,,,,,,,,12463,Study_Abroad,2900,College,,Study_Abroad-College-HS
Laval University,1,TOP SITE,02-12-2021,https://www.ulaval.ca/en,4,https://collegedunia.com/canada/college/82-laval-university-quebec-city,2,https://studyabroad.shiksha.com/canada/universities/laval-university,,,,,,,,,,,12464,Study_Abroad,2900,College,,Study_Abroad-College-HS
Eindhoven University of Technology,1,TOP SITE,02-12-2021,https://www.tue.nl/en/,21,https://collegedunia.com/netherlands/college/748-eindhoven-university-of-technology-eindhoven/admission,4,https://studyabroad.shiksha.com/netherlands/universities/eindhoven-university-of-technology,,,,,,,,,,,12465,Study_Abroad,2900,College,,Study_Abroad-College-HS
California State University - East Bay,1,TOP SITE,02-12-2021,https://www.csueastbay.edu/,18,https://collegedunia.com/usa/college/1406-california-state-university---east-bay-hayward,2,https://studyabroad.shiksha.com/usa/universities/california-state-university-east-bay,,,20,https://www.collegedekho.com/usa/california-state-university-east-bay/,,,,,,,12466,Study_Abroad,2900,College,,Study_Abroad-College-HS
Queensland University of Technology,1,TOP SITE,02-12-2021,https://www.qut.edu.au/,10,https://collegedunia.com/australia/college/595-queensland-university-of-technology-brisbane,2,https://studyabroad.shiksha.com/australia/universities/queensland-university-of-technology,,,,,,,69,https://leverageedu.com/universities/queensland-university-of-technology,,,12467,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of Maryland Baltimore County,1,TOP SITE,02-12-2021,https://www.umbc.edu/,15,https://collegedunia.com/usa/college/967-university-of-maryland-baltimore-county-baltimore,3,https://studyabroad.shiksha.com/usa/universities/university-of-maryland-baltimore-county,,,,,,,,,,,12468,Study_Abroad,2900,College,,Study_Abroad-College-HS
Goethe University Frankfurt,1,TOP SITE,02-12-2021,https://www.goethe-university-frankfurt.de/,20,https://collegedunia.com/germany/college/654-goethe-university-frankfurt-frankfurt-am-main,4,https://studyabroad.shiksha.com/germany/universities/goethe-university-frankfurt,,,,,,,,,,,12469,Study_Abroad,2900,College,,Study_Abroad-College-HS
Auckland University of Technology,1,TOP SITE,02-12-2021,https://www.aut.ac.nz/,9,https://collegedunia.com/new-zealand/college/758-auckland-university-of-technology-auckland,3,https://studyabroad.shiksha.com/new-zealand/universities/aut-university,,,,,,,,,,,12470,Study_Abroad,2900,College,,Study_Abroad-College-HS
Baylor University,1,TOP SITE,02-12-2021,https://www.baylor.edu/,32,https://collegedunia.com/usa/college/2157-baylor-university-waco,5,https://studyabroad.shiksha.com/usa/universities/baylor-university,,,40,https://www.collegedekho.com/usa/baylor-university/,,,,,,,12472,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of Oregon,1,TOP SITE,02-12-2021,https://www.uoregon.edu/,37,https://collegedunia.com/usa/college/1286-university-of-oregon-eugene/admission,3,https://studyabroad.shiksha.com/usa/universities/university-of-oregon,,,,,,,,,,,12473,Study_Abroad,2900,College,,Study_Abroad-College-HS
Tulane University,1,TOP SITE,02-12-2021,https://tulane.edu/,40,https://collegedunia.com/usa/college/1703-tulane-university-new-orleans,5,https://studyabroad.shiksha.com/usa/universities/tulane-university,,,59,https://www.collegedekho.com/usa/tulane-university/,,,,,,,12475,Study_Abroad,2900,College,,Study_Abroad-College-HS
Hofstra University,1,TOP SITE,02-12-2021,https://www.hofstra.edu/,24,https://collegedunia.com/usa/college/1408-hofstra-university-hempstead,4,https://studyabroad.shiksha.com/usa/universities/hofstra-university,,,41,https://www.collegedekho.com/usa/hofstra-university/,,,,,,,12476,Study_Abroad,2900,College,,Study_Abroad-College-HS
Wesleyan University,1,TOP SITE,02-12-2021,https://www.wesleyan.edu/,59,https://collegedunia.com/usa/college/1632-wesleyan-university-middletown,46,https://studyabroad.shiksha.com/usa/universities/indiana-wesleyan-university,,,,,,,,,,,12477,Study_Abroad,2900,College,,Study_Abroad-College-HS
Central Michigan University,1,TOP SITE,02-12-2021,https://www.cmich.edu/Pages/default.aspx,37,https://collegedunia.com/usa/college/1676-central-michigan-university-mount-pleasant,2,https://studyabroad.shiksha.com/usa/universities/central-michigan-university,,,,,,,,,,,12479,Study_Abroad,2900,College,,Study_Abroad-College-HS
Portland State University,1,TOP SITE,02-12-2021,https://www.pdx.edu/,19,https://collegedunia.com/usa/college/1857-portland-state-university-portland,4,https://studyabroad.shiksha.com/usa/universities/portland-state-university,,,,,,,,,,,12480,Study_Abroad,2900,College,,Study_Abroad-College-HS
Seattle University,1,TOP SITE,02-12-2021,https://www.seattleu.edu/,26,https://collegedunia.com/usa/college/2024-seattle-university-seattle,2,https://studyabroad.shiksha.com/usa/universities/seattle-university,,,77,https://www.collegedekho.com/usa/seattle-university/,,,,,,,12481,Study_Abroad,2900,College,,Study_Abroad-College-HS
Northern Arizona University,1,TOP SITE,02-12-2021,https://nau.edu/,20,https://collegedunia.com/usa/college/1306-northern-arizona-university-flagstaff,3,https://studyabroad.shiksha.com/usa/universities/northern-arizona-university,,,50,https://www.collegedekho.com/usa/northern-arizona-university/,,,,,,,12482,Study_Abroad,2900,College,,Study_Abroad-College-HS
Brandeis University,1,TOP SITE,02-12-2021,https://www.brandeis.edu/,20,https://collegedunia.com/usa/college/2159-brandeis-university-waltham,4,https://studyabroad.shiksha.com/usa/universities/brandeis-university,,,24,https://www.collegedekho.com/usa/brandeis-university/,,,,,,,12484,Study_Abroad,2900,College,,Study_Abroad-College-HS
Maynooth University,1,TOP SITE,02-12-2021,https://www.maynoothuniversity.ie/,9,https://collegedunia.com/ireland/college/732-maynooth-university-maynooth,3,https://studyabroad.shiksha.com/ireland/universities/maynooth-university,,,33,https://www.collegedekho.com/ireland/maynooth-university/,,,,,,,12485,Study_Abroad,2900,College,,Study_Abroad-College-HS
Massey University,1,TOP SITE,02-12-2021,https://www.massey.ac.nz/,21,https://collegedunia.com/new-zealand/college/764-massey-university-palmerston-north,2,https://studyabroad.shiksha.com/new-zealand/universities/massey-university,,,,,,,,,,,12486,Study_Abroad,2900,College,,Study_Abroad-College-HS
Louisiana State University,1,TOP SITE,02-12-2021,https://www.lsu.edu/,19,https://collegedunia.com/usa/college/970-louisiana-state-university-baton-rouge/programs,3,https://studyabroad.shiksha.com/usa/universities/louisiana-state-university,,,,,,,,,,,12487,Study_Abroad,2900,College,,Study_Abroad-College-HS
Brigham Young University,1,TOP SITE,02-12-2021,https://www.byu.edu/,15,https://collegedunia.com/usa/college/1880-brigham-young-university-provo,5,https://studyabroad.shiksha.com/usa/universities/brigham-young-university,,,,,,,,,,,12490,Study_Abroad,2900,College,,Study_Abroad-College-HS
Bentley University,1,TOP SITE,02-12-2021,https://www.bentley.edu/,11,https://collegedunia.com/usa/college/2160-bentley-university-waltham,4,https://studyabroad.shiksha.com/usa/universities/bentley-university,,,,,,,,,,,12491,Study_Abroad,2900,College,,Study_Abroad-College-HS
Valparaiso University,1,TOP SITE,02-12-2021,https://www.valpo.edu/,8,https://collegedunia.com/usa/college/2147-valparaiso-university-valparaiso,3,https://studyabroad.shiksha.com/usa/universities/valparaiso-university,,,36,https://www.collegedekho.com/usa/valparaiso-university/,,,,,,,12492,Study_Abroad,2900,College,,Study_Abroad-College-HS
Edith Cowan University,1,TOP SITE,02-12-2021,https://www.ecu.edu.au/,7,https://collegedunia.com/australia/college/613-edith-cowan-university-perth,3,https://studyabroad.shiksha.com/australia/universities/edith-cowan-university,,,75,https://www.collegedekho.com/australia/edith-cowan-college/,,,,,,,12493,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of Gloucestershire,1,TOP SITE,02-12-2021,https://www.glos.ac.uk/,25,https://collegedunia.com/uk/college/2307-university-of-gloucestershire-cheltenham,2,https://studyabroad.shiksha.com/uk/universities/university-of-gloucestershire,,,42,https://www.collegedekho.com/united-kingdom/university-of-gloucestershire/,,,51,https://leverageedu.com/universities/university-of-gloucestershire,,,12495,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of the Arts London,1,TOP SITE,02-12-2021,https://www.arts.ac.uk/,36,https://collegedunia.com/uk/college/2309-university-of-the-arts-london-london,10,https://studyabroad.shiksha.com/uk/universities/university-of-the-arts-london,,,,,,,,,,,12496,Study_Abroad,2900,College,,Study_Abroad-College-HS
"Goldsmiths, University of London",1,TOP SITE,02-12-2021,https://www.gold.ac.uk/,13,https://collegedunia.com/uk/college/834-goldsmiths-university-of-london-london,4,https://studyabroad.shiksha.com/uk/universities/goldsmiths-university-of-london,,,,,,,,,,,12497,Study_Abroad,2900,College,,Study_Abroad-College-HS
University of The West of England,1,TOP SITE,02-12-2021,https://www.uwe.ac.uk/,6,https://collegedunia.com/uk/college/798-university-of-the-west-of-england-bristol,3,https://studyabroad.shiksha.com/uk/universities/university-of-the-west-of-england,,,27,https://www.collegedekho.com/united-kingdom/university-of-the-west-of-england/,,,,,,,12498,Study_Abroad,2900,College,,Study_Abroad-College-HS
Rensselaer Polytechnic Institute,1,TOP SITE,02-12-2021,https://www.rpi.edu/,23,https://collegedunia.com/usa/college/2124-rensselaer-polytechnic-institute-troy,4,https://studyabroad.shiksha.com/usa/universities/rensselaer-polytechnic-institute,,,,,,,,,,,12501,Study_Abroad,2400,College,,Study_Abroad-College-HS
Leipzig University,1,TOP SITE,02-12-2021,https://www.uni-leipzig.de/en/,7,https://collegedunia.com/germany/college/682-leipzig-university-leipzig,3,https://studyabroad.shiksha.com/germany/universities/leipzig-university,,,,,,,,,,,12503,Study_Abroad,2400,College,,Study_Abroad-College-HS
Athabasca University,1,TOP SITE,02-12-2021,https://www.athabascau.ca/,2,https://collegedunia.com/canada/college/14-athabasca-university-athabasca,,,,,,,,,,,,,12504,Study_Abroad,2400,College,,Study_Abroad-College-HS
Trine University,1,TOP SITE,02-12-2021,https://www.trine.edu/,26,https://collegedunia.com/usa/college/920-trine-university-angola,2,https://studyabroad.shiksha.com/usa/universities/trine-university,,,,,,,,,,,12505,Study_Abroad,2400,College,,Study_Abroad-College-HS
Wilmington University,1,TOP SITE,02-12-2021,https://www.wilmu.edu/,7,https://collegedunia.com/usa/college/1697-wilmington-university-new-castle,2,https://studyabroad.shiksha.com/usa/universities/wilmington-university,,,,,,,,,,,12506,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Bremen,1,TOP SITE,02-12-2021,https://www.uni-bremen.de/,7,https://collegedunia.com/germany/college/641-university-of-bremen-bremen,4,https://studyabroad.shiksha.com/germany/universities/university-of-bremen,,,,,,,,,,,12507,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Duisburg-Essen,1,TOP SITE,02-12-2021,https://www.uni-due.de/en/,6,https://collegedunia.com/germany/college/649-university-of-duisburg-essen-duisburg,,,,,,,,,,,,,12508,Study_Abroad,2400,College,,Study_Abroad-College-HS
"Birkbeck, University of London",1,TOP SITE,02-12-2021,https://www.bbk.ac.uk/,15,https://collegedunia.com/uk/college/831-birkbeck-university-of-london-london,5,https://studyabroad.shiksha.com/uk/universities/birkbeck-university-of-london,,,22,https://www.collegedekho.com/united-kingdom/birkbeck-university-of-london/,,,,,,,12509,Study_Abroad,2400,College,,Study_Abroad-College-HS
Southern New Hampshire University,1,TOP SITE,02-12-2021,https://www.snhu.edu/,29,https://collegedunia.com/usa/college/1590-southern-new-hampshire-university-manchester,3,https://studyabroad.shiksha.com/usa/universities/southern-new-hampshire-university,,,,,,,,,,,12510,Study_Abroad,2400,College,,Study_Abroad-College-HS
Pittsburg State University,1,TOP SITE,02-12-2021,https://www.pittstate.edu/,43,https://collegedunia.com/usa/college/1839-pittsburg-state-university-pittsburg/admission,4,https://studyabroad.shiksha.com/usa/universities/pittsburg-state-university,,,34,https://www.collegedekho.com/usa/pittsburg-state-university/,,,,,,,12511,Study_Abroad,2400,College,,Study_Abroad-College-HS
California State University Fullerton,1,TOP SITE,02-12-2021,http://www.fullerton.edu/,21,https://collegedunia.com/usa/college/1337-california-state-university-fullerton/admission,2,https://studyabroad.shiksha.com/usa/universities/california-state-university-fullerton,,,37,https://www.collegedekho.com/usa/california-state-university-fullerton/,,,,,,,12512,Study_Abroad,2400,College,,Study_Abroad-College-HS
Miami University,1,TOP SITE,02-12-2021,https://miamioh.edu/,43,https://collegedunia.com/usa/college/1631-miami-university-oxford,21,https://studyabroad.shiksha.com/usa/universities/miami-university-oxford,,,,,,,,,,,12513,Study_Abroad,2400,College,,Study_Abroad-College-HS
Texas A&M University Kingsville,1,TOP SITE,02-12-2021,https://www.tamuk.edu/,27,https://collegedunia.com/usa/college/1486-texas-am-university---kingsville-kingsville,2,https://studyabroad.shiksha.com/usa/universities/texas-a-m-university-kingsville,,,,,,,,,,,12514,Study_Abroad,2400,College,,Study_Abroad-College-HS
Lehigh University,1,TOP SITE,02-12-2021,https://www1.lehigh.edu/,14,https://collegedunia.com/usa/college/993-lehigh-university-bethlehem,4,https://studyabroad.shiksha.com/usa/universities/lehigh-university,,,40,https://www.collegedekho.com/usa/lehigh-university/,,,,,,,12515,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Denver,1,TOP SITE,02-12-2021,https://www.du.edu/,20,https://collegedunia.com/usa/college/1241-university-of-denver-denver,4,https://studyabroad.shiksha.com/usa/universities/university-of-denver,,,,,,,,,,,12516,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of California Santa Cruz,1,TOP SITE,02-12-2021,https://www.ucsc.edu/,21,https://collegedunia.com/usa/college/2008-university-of-california--santa-cruz-santa-cruz,5,https://studyabroad.shiksha.com/usa/universities/university-of-california-santa-cruz-campus,,,70,https://www.collegedekho.com/usa/university-of-california-santa-cruz-campus/,,,,,,,12517,Study_Abroad,2400,College,,Study_Abroad-College-HS
Villanova University,1,TOP SITE,02-12-2021,https://www1.villanova.edu/university.html,16,https://collegedunia.com/usa/college/2154-villanova-university-villanova,4,https://studyabroad.shiksha.com/usa/universities/villanova-university,,,56,https://www.collegedekho.com/usa/villanova-university/,,,,,,,12519,Study_Abroad,2400,College,,Study_Abroad-College-HS
Adelphi University,1,TOP SITE,02-12-2021,https://www.adelphi.edu/,5,https://collegedunia.com/usa/college/1345-adelphi-university-garden-city,2,https://studyabroad.shiksha.com/usa/universities/adelphi-university,,,15,https://www.collegedekho.com/usa/adelphi-university/,,,,,,,12520,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Missouri Kansas City,1,TOP SITE,02-12-2021,https://www.umkc.edu/,10,https://collegedunia.com/usa/college/1470-university-of-missouri-kansas-city,4,https://studyabroad.shiksha.com/usa/universities/university-of-missouri-kansas-city,,,,,,,,,,,12521,Study_Abroad,2400,College,,Study_Abroad-College-HS
Loyola Marymount University,1,TOP SITE,02-12-2021,https://www.lmu.edu/,21,https://collegedunia.com/usa/college/1554-loyola-marymount-university-los-angeles,4,https://studyabroad.shiksha.com/usa/universities/loyola-marymount-university,,,,,,,,,,,12522,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Missouri St. Louis,1,TOP SITE,02-12-2021,https://www.umsl.edu/,24,https://collegedunia.com/usa/college/2070-university-of-missouri-st-louis,2,https://studyabroad.shiksha.com/usa/universities/university-of-missouri-st-louis,,,,,,,,,,,12523,Study_Abroad,2400,College,,Study_Abroad-College-HS
Bradley University,1,TOP SITE,02-12-2021,https://www.bradley.edu/,22,https://collegedunia.com/usa/college/1820-bradley-university-peoria,3,https://studyabroad.shiksha.com/usa/universities/bradley-university,,,,,,,,,,,12524,Study_Abroad,2400,College,,Study_Abroad-College-HS
Murdoch University,1,TOP SITE,02-12-2021,https://www.murdoch.edu.au/,6,https://collegedunia.com/australia/college/614-murdoch-university-perth,4,https://studyabroad.shiksha.com/australia/universities/murdoch-university,,,76,https://www.collegedekho.com/australia/murdoch-university/,,,,,,,12525,Study_Abroad,2400,College,,Study_Abroad-College-HS
Grand Valley State University,1,TOP SITE,02-12-2021,https://www.gvsu.edu/,,,4,https://studyabroad.shiksha.com/usa/universities/grand-valley-state-university,,,30,https://www.collegedekho.com/usa/grand-valley-state-university/,,,,,,,12526,Study_Abroad,2400,College,,Study_Abroad-College-HS
Suffolk University,1,TOP SITE,02-12-2021,https://www.suffolk.edu/,20,https://collegedunia.com/usa/college/1021-suffolk-university-boston,5,https://studyabroad.shiksha.com/usa/universities/suffolk-university,,,32,https://www.collegedekho.com/usa/suffolk-university/,,,,,,,12528,Study_Abroad,2400,College,,Study_Abroad-College-HS
James Cook University,1,TOP SITE,02-12-2021,https://www.jcu.edu.au/,11,https://collegedunia.com/australia/college/624-james-cook-university-townsville,4,https://studyabroad.shiksha.com/australia/universities/james-cook-university,,,,,,,,,,,12529,Study_Abroad,2400,College,,Study_Abroad-College-HS
Mississippi State University,1,TOP SITE,02-12-2021,https://www.msstate.edu/,73,https://collegedunia.com/usa/college/1650-mississippi-state-university-mississippi-state/gallery,3,https://studyabroad.shiksha.com/usa/universities/mississippi-state-university,,,,,,,,,,,12531,Study_Abroad,2400,College,,Study_Abroad-College-HS
Academy of Art University,1,TOP SITE,02-12-2021,https://www.academyart.edu/,19,https://collegedunia.com/usa/college/1989-academy-of-art-university-san-francisco,3,https://studyabroad.shiksha.com/usa/universities/academy-of-art-university,,,,,,,,,,,12533,Study_Abroad,2400,College,,Study_Abroad-College-HS
Aberystwyth University,1,TOP SITE,02-12-2021,https://www.aber.ac.uk/en/,10,https://collegedunia.com/uk/college/785-aberystwyth-university-aberystwyth,3,https://studyabroad.shiksha.com/uk/universities/aberystwyth-university,,,,,,,,,,,12534,Study_Abroad,2400,College,,Study_Abroad-College-HS
Radboud University,1,TOP SITE,02-12-2021,https://www.ru.nl/english/,17,https://collegedunia.com/netherlands/college/753-radboud-university-nijmegen,7,https://studyabroad.shiksha.com/netherlands/universities/radboud-university,,,,,,,,,,,12535,Study_Abroad,2400,College,,Study_Abroad-College-HS
Southeast Missouri State University,1,TOP SITE,02-12-2021,https://semo.edu/,5,https://collegedunia.com/usa/college/1095-southeast-missouri-state-university-cape-girardeau,2,https://studyabroad.shiksha.com/usa/universities/southeast-missouri-state-university,,,,,,,,,,,12536,Study_Abroad,2400,College,,Study_Abroad-College-HS
Southern Arkansas University,1,TOP SITE,02-12-2021,https://web.saumag.edu/,18,https://collegedunia.com/usa/college/1587-southern-arkansas-university-magnolia/admission,2,https://studyabroad.shiksha.com/usa/universities/southern-arkansas-university,,,,,,,,,,,12537,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Potsdam,1,TOP SITE,02-12-2021,https://www.uni-potsdam.de/de/,9,https://collegedunia.com/germany/college/700-university-of-potsdam-potsdam,26,https://studyabroad.shiksha.com/usa/universities-in-potsdam,,,,,,,,,,,12539,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Kiel,1,TOP SITE,02-12-2021,https://www.uni-kiel.de/en/,10,https://collegedunia.com/germany/college/680-university-of-kiel-kiel,3,https://studyabroad.shiksha.com/germany/universities/university-of-kiel,,,,,,,,,,,12540,Study_Abroad,2400,College,,Study_Abroad-College-HS
University of Goettingen,1,TOP SITE,02-12-2021,https://www.uni-goettingen.de/en/1.html,14,https://collegedunia.com/germany/college/662-university-of-goettingen-gottingen,6,https://studyabroad.shiksha.com/germany/universities/university-of-gottingen,,,,,,,,,,,12541,Study_Abroad,2400,College,,Study_Abroad-College-HS
California Institute of the Arts,1,TOP SITE,02-12-2021,https://calarts.edu/,9,https://collegedunia.com/usa/college/2006-california-institute-of-the-arts-valencia,4,https://studyabroad.shiksha.com/usa/universities/california-institute-of-the-arts,,,66,https://www.collegedekho.com/usa/california-institute-of-the-arts/,,,,,,,12543,Study_Abroad,1900,College,,Study_Abroad-College-HS
Ulm University,1,TOP SITE,02-12-2021,https://www.uni-ulm.de/,13,https://collegedunia.com/germany/college/710-ulm-university-ulm,6,https://studyabroad.shiksha.com/germany/universities/university-of-ulm,,,,,,,,,,,12545,Study_Abroad,1900,College,,Study_Abroad-College-HS
Mount Allison University,1,TOP SITE,02-12-2021,https://mta.ca/,7,https://collegedunia.com/canada/college/42-mount-allison-university-sackville,2,https://studyabroad.shiksha.com/canada/universities/mount-allison-university,,,,,,,,,,,12546,Study_Abroad,1900,College,,Study_Abroad-College-HS
University of Pacific,1,TOP SITE,02-12-2021,http://www.pacific.edu/,23,https://collegedunia.com/usa/college/2083-university-of-pacific-stockton,3,https://studyabroad.shiksha.com/usa/universities/university-of-the-pacific,70,https://www.careers360.com/university/pacific-university-udaipur,86,https://www.collegedekho.com/colleges/pictures-pecific-university,,,,,,,12548,Study_Abroad,1900,College,,Study_Abroad-College-HS
Embry-Riddle Aeronautical University,1,TOP SITE,02-12-2021,https://erau.edu/,18,https://collegedunia.com/usa/college/1226-embry-riddle-aeronautical-university-daytona-beach,3,https://studyabroad.shiksha.com/usa/universities/embry-riddle-aeronautical-university,,,56,https://www.collegedekho.com/usa/embry-riddle-aeronautical-university/,,,,,,,12549,Study_Abroad,1900,College,,Study_Abroad-College-HS
