Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Tufts University,1,TOP SITE,02-12-2021,https://www.tufts.edu/,34,https://collegedunia.com/usa/college/1611-tufts-university-medford,4,https://studyabroad.shiksha.com/usa/universities/tufts-university,,,,,,,,,,,12276,Study_Abroad,8100,College,,Study_Abroad-College-HS
Pace University,1,TOP SITE,02-12-2021,https://www.pace.edu/,16,https://collegedunia.com/usa/college/1716-pace-university-new-york-city,3,https://studyabroad.shiksha.com/usa/universities/pace-university,,,37,https://www.collegedekho.com/usa/pace-university/,,,,,,,12277,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of St Andrews,1,TOP SITE,02-12-2021,https://www.st-andrews.ac.uk/,23,https://collegedunia.com/uk/college/872-university-of-st-andrews-st-andrews,5,https://studyabroad.shiksha.com/uk/universities/university-of-st-andrews,,,,,,,,,,,12278,Study_Abroad,8100,College,,Study_Abroad-College-HS
Iowa State University,1,TOP SITE,02-12-2021,https://www.iastate.edu/,,,3,https://studyabroad.shiksha.com/usa/universities/iowa-state-university,,,,,,,,,,,12279,Study_Abroad,8100,College,,Study_Abroad-College-HS
DePaul University,1,TOP SITE,02-12-2021,https://www.depaul.edu/Pages/default.aspx,20,https://collegedunia.com/usa/college/1134-depaul-university-chicago,3,https://studyabroad.shiksha.com/usa/universities/depaul-university,,,27,https://www.collegedekho.com/usa/depaul-university/,,,,,,,12280,Study_Abroad,8100,College,,Study_Abroad-College-HS
La Trobe University,1,TOP SITE,02-12-2021,https://www.latrobe.edu.au/,6,https://collegedunia.com/australia/college/605-la-trobe-university-melbourne,2,https://studyabroad.shiksha.com/australia/universities/la-trobe-university,,,,,,,,,,,12282,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Aberdeen,1,TOP SITE,02-12-2021,https://www.abdn.ac.uk/,13,https://collegedunia.com/uk/college/784-university-of-aberdeen-aberdeen,2,https://studyabroad.shiksha.com/uk/universities/university-of-aberdeen,,,32,https://www.collegedekho.com/united-kingdom/university-of-aberdeen/,,,,,,,12283,Study_Abroad,8100,College,,Study_Abroad-College-HS
Kent State University,1,TOP SITE,02-12-2021,https://www.kent.edu/,25,https://collegedunia.com/usa/college/1483-kent-state-university-kent,3,https://studyabroad.shiksha.com/usa/universities/kent-state-university,,,,,,,,,,,12284,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Adelaide,1,TOP SITE,02-12-2021,https://www.adelaide.edu.au/,7,https://collegedunia.com/australia/college/590-university-of-adelaide-adelaide,2,https://studyabroad.shiksha.com/australia/universities/the-university-of-adelaide,,,31,https://www.collegedekho.com/australia/the-university-of-adelaide/,,,84,https://leverageedu.com/blog/the-university-of-adelaide-australia/,,,12285,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Dundee,1,TOP SITE,02-12-2021,https://www.dundee.ac.uk/,26,https://collegedunia.com/uk/college/807-university-of-dundee-dundee,5,https://studyabroad.shiksha.com/uk/universities/university-of-dundee,,,51,https://www.collegedekho.com/united-kingdom/university-of-dundee/,,,47,https://leverageedu.com/universities/university-of-dundee,,,12286,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of York,1,TOP SITE,02-12-2021,https://www.york.ac.uk/,23,https://collegedunia.com/canada/college/109-york-university-toronto,4,https://studyabroad.shiksha.com/uk/universities/university-of-york,,,56,https://www.collegedekho.com/united-kingdom/university-of-york/,,,,,,,12288,Study_Abroad,8100,College,,Study_Abroad-College-HS
Wichita State University,1,TOP SITE,02-12-2021,https://www.wichita.edu/,18,https://collegedunia.com/usa/college/2201-wichita-state-university-wichita,3,https://studyabroad.shiksha.com/usa/universities/wichita-state-university,,,25,https://www.collegedekho.com/usa/wichita-state-university/,,,,,,,12289,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of South Wales,1,TOP SITE,02-12-2021,https://www.southwales.ac.uk/,17,https://collegedunia.com/uk/college/867-university-of-south-wales-pontypridd,3,https://studyabroad.shiksha.com/uk/universities/university-of-south-wales,,,,,,,,,,,12290,Study_Abroad,8100,College,,Study_Abroad-College-HS
Ulster University,1,TOP SITE,02-12-2021,https://www.ulster.ac.uk/,27,https://collegedunia.com/uk/college/789-ulster-university-belfast,3,https://studyabroad.shiksha.com/uk/universities/university-of-ulster,,,,,,,,,,,12291,Study_Abroad,8100,College,,Study_Abroad-College-HS
Manchester Metropolitan University,1,TOP SITE,02-12-2021,https://www.mmu.ac.uk/,19,https://collegedunia.com/uk/college/854-manchester-metropolitan-university-manchester,4,https://studyabroad.shiksha.com/uk/universities/manchester-metropolitan-university,,,26,https://www.collegedekho.com/united-kingdom/manchester-metropolitan-university/,,,,,,,12292,Study_Abroad,8100,College,,Study_Abroad-College-HS
Gannon University,1,TOP SITE,02-12-2021,https://www.gannon.edu/,15,https://collegedunia.com/usa/college/1283-gannon-university-erie,2,https://studyabroad.shiksha.com/usa/universities/gannon-university,,,,,,,,,,,12293,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Hamburg,1,TOP SITE,02-12-2021,https://www.uni-hamburg.de/en.html,16,https://collegedunia.com/germany/college/668-university-of-hamburg-hamburg,3,https://studyabroad.shiksha.com/germany/universities/university-of-hamburg,,,43,https://www.collegedekho.com/germany/university-of-hamburg/,,,,,,,12294,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Bonn,1,TOP SITE,02-12-2021,https://www.uni-bonn.de/en/university/,6,https://collegedunia.com/germany/college/638-university-of-bonn-bonn,4,https://studyabroad.shiksha.com/germany/universities/university-of-bonn,,,,,,,,,,,12295,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Central Missouri,1,TOP SITE,02-12-2021,https://www.ucmo.edu/,15,https://collegedunia.com/usa/college/2161-university-of-central-missouri-warrensburg,2,https://studyabroad.shiksha.com/usa/universities/university-of-central-missouri,,,38,https://www.collegedekho.com/usa/university-of-central-missouri/,,,,,,,12296,Study_Abroad,8100,College,,Study_Abroad-College-HS
University of Wisconsin Madison,1,TOP SITE,02-12-2021,https://www.wisc.edu/,21,https://collegedunia.com/usa/college/1580-university-of-wisconsin-madison,4,https://studyabroad.shiksha.com/usa/universities/university-of-wisconsin-madison,,,,,,,,,,,12297,Study_Abroad,8100,College,,Study_Abroad-College-HS
New York Film Academy,1,TOP SITE,02-12-2021,https://www.nyfa.edu/,9,https://collegedunia.com/usa/college/1080-new-york-film-academy-burbank,,,,,,,,,,,,,12298,Study_Abroad,6600,College,,Study_Abroad-College-HS
Karlsruhe Institute of Technology,1,TOP SITE,02-12-2021,https://www.kit.edu/english/,13,https://collegedunia.com/germany/college/677-karlsruhe-institute-of-technology-karlsruhe,5,https://studyabroad.shiksha.com/germany/universities/karlsruhe-institute-of-technology,,,,,,,,,,,12299,Study_Abroad,6600,College,,Study_Abroad-College-HS
KTH Royal Institute of Technology,1,TOP SITE,02-12-2021,https://www.kth.se/en,26,https://collegedunia.com/sweden/college/776-kth-royal-institute-of-technology-stockholm/admission,5,https://studyabroad.shiksha.com/sweden/universities/kth-royal-institute-of-technology,,,,,,,,,,,12300,Study_Abroad,6600,College,,Study_Abroad-College-HS
New Jersey Institute of Technology,1,TOP SITE,02-12-2021,https://www.njit.edu/,9,https://collegedunia.com/usa/college/1750-new-jersey-institute-of-technology-newark,2,https://studyabroad.shiksha.com/usa/universities/new-jersey-institute-of-technology,,,19,https://www.collegedekho.com/usa/new-jersey-institute-of-technology/,,,,,,,12301,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Oxford fees,1,TOP SITE,02-12-2021,https://www.ox.ac.uk/admissions/undergraduate/fees-and-funding/course-fees,3,https://collegedunia.com/uk/college/865-university-of-oxford-oxford,2,https://studyabroad.shiksha.com/uk/universities/university-of-oxford,,,,,,,11,https://leverageedu.com/universities/university-of-oxford-united-kingdom,,,12302,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Montreal,1,TOP SITE,02-12-2021,https://www.umontreal.ca/en/,3,https://collegedunia.com/canada/college/71-university-of-montreal-montreal,2,https://studyabroad.shiksha.com/canada/universities/university-of-montreal,,,26,https://www.collegedekho.com/canada/university-of-montreal/,,,15,https://leverageedu.com/universities/university-of-montreal,,,12303,Study_Abroad,6600,College,,Study_Abroad-College-HS
Yorkville University,1,TOP SITE,02-12-2021,https://www.yorkvilleu.ca/,9,https://collegedunia.com/canada/college/330-yorkville-university-fredericton,2,https://studyabroad.shiksha.com/canada/universities/yorkville-university,,,33,https://www.collegedekho.com/canada/yorkville-university/,,,,,,,12305,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of the Fraser Valley,1,TOP SITE,02-12-2021,https://www.ufv.ca/,5,https://collegedunia.com/canada/college/101-university-of-the-fraser-valley-abbotsford,2,https://studyabroad.shiksha.com/canada/universities/university-of-the-fraser-valley,,,69,https://www.collegedekho.com/colleges/fraser-valley-india,,,,,,,12306,Study_Abroad,6600,College,,Study_Abroad-College-HS
Edinburgh Napier University,1,TOP SITE,02-12-2021,https://www.napier.ac.uk/,29,https://collegedunia.com/uk/college/808-edinburgh-napier-university-edinburgh,3,https://studyabroad.shiksha.com/uk/universities/edinburgh-napier-university,,,58,https://www.collegedekho.com/united-kingdom/edinburgh-napier-university/,,,42,https://leverageedu.com/universities/edinburgh-napier-university,,,12307,Study_Abroad,6600,College,,Study_Abroad-College-HS
Vancouver Island University,1,TOP SITE,02-12-2021,https://www.viu.ca/,4,https://collegedunia.com/canada/college/106-vancouver-island-university-nanaimo,2,https://studyabroad.shiksha.com/canada/universities/vancouver-island-university,,,10,https://www.collegedekho.com/canada/vancouver-island-university/,,,,,,,12308,Study_Abroad,6600,College,,Study_Abroad-College-HS
Australian National University,1,TOP SITE,02-12-2021,https://www.anu.edu.au/,6,https://collegedunia.com/australia/college/597-australian-national-university-canberra,4,https://studyabroad.shiksha.com/australia/universities/australian-national-university,,,51,https://www.collegedekho.com/australia/australian-national-university/,,,,,,,12309,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Lethbridge,1,TOP SITE,02-12-2021,https://www.ulethbridge.ca/welcome-university-lethbridge,3,https://collegedunia.com/canada/college/89-university-of-lethbridge-lethbridge,2,https://studyabroad.shiksha.com/canada/universities/university-of-lethbridge,,,,,,,,,,,12311,Study_Abroad,6600,College,,Study_Abroad-College-HS
California State University Long Beach,1,TOP SITE,02-12-2021,https://www.csulb.edu/,20,https://collegedunia.com/usa/college/1546-california-state-university-long-beach,2,https://studyabroad.shiksha.com/usa/universities/california-state-university-long-beach,,,23,https://www.collegedekho.com/usa/california-state-university-long-beach/,,,,,,,12312,Study_Abroad,6600,College,,Study_Abroad-College-HS
Auburn University,1,TOP SITE,02-12-2021,https://www.auburn.edu/,21,https://collegedunia.com/usa/college/949-auburn-university-auburn,4,https://studyabroad.shiksha.com/usa/universities/auburn-university,,,40,https://www.collegedekho.com/usa/auburn-university/,,,,,,,12313,Study_Abroad,6600,College,,Study_Abroad-College-HS
Fordham University,1,TOP SITE,02-12-2021,https://www.fordham.edu/,25,https://collegedunia.com/usa/college/1057-fordham-university-bronx,4,https://studyabroad.shiksha.com/usa/universities/fordham-university,,,49,https://www.collegedekho.com/usa/fordham-university/,,,,,,,12314,Study_Abroad,6600,College,,Study_Abroad-College-HS
Clemson University,1,TOP SITE,02-12-2021,https://www.clemson.edu/,19,https://collegedunia.com/usa/college/1166-clemson-university-clemson,4,https://studyabroad.shiksha.com/usa/universities/clemson-university,,,53,https://www.collegedekho.com/usa/clemson-university/,,,,,,,12315,Study_Abroad,6600,College,,Study_Abroad-College-HS
George Washington University,1,TOP SITE,02-12-2021,https://www.gwu.edu/,17,https://collegedunia.com/usa/college/2162-george-washington-university-washington,4,https://studyabroad.shiksha.com/usa/universities/the-george-washington-university,,,75,https://www.collegedekho.com/usa/the-george-washington-university/,,,,,,,12316,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Notre Dame,1,TOP SITE,02-12-2021,https://www.nd.edu/,69,https://collegedunia.com/usa/college/1777-university-of-notre-dame-notre-dame,13,https://studyabroad.shiksha.com/usa/universities/university-of-notre-dame,,,79,https://www.collegedekho.com/ae/usa/university-of-notre-dame/,,,,,,,12317,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Utah,1,TOP SITE,02-12-2021,https://www.utah.edu/,86,https://collegedunia.com/usa/college/1966-university-of-utah-salt-lake-city/admission,4,https://studyabroad.shiksha.com/usa/universities/the-university-of-utah,,,,,,,,,,,12318,Study_Abroad,6600,College,,Study_Abroad-College-HS
American University,1,TOP SITE,02-12-2021,https://www.american.edu/,,,31,https://studyabroad.shiksha.com/usa/universities/american-university,,,,,,,,,,,12319,Study_Abroad,6600,College,,Study_Abroad-College-HS
The University of Notre Dame,1,TOP SITE,02-12-2021,https://www.nd.edu/,17,https://collegedunia.com/usa/college/1777-university-of-notre-dame-notre-dame,8,https://studyabroad.shiksha.com/usa/universities/university-of-notre-dame,,,82,https://www.collegedekho.com/usa/university-of-notre-dame/,,,,,,,12320,Study_Abroad,6600,College,,Study_Abroad-College-HS
Oregon State University,1,TOP SITE,02-12-2021,https://oregonstate.edu/,29,https://collegedunia.com/usa/college/1205-oregon-state-university-corvallis,3,https://studyabroad.shiksha.com/usa/universities/oregon-state-university,,,27,https://www.collegedekho.com/usa/oregon-state-university/,,,,,,,12322,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Pittsburgh,1,TOP SITE,02-12-2021,https://www.pitt.edu/,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-pittsburgh,,,,,,,,,,,12323,Study_Abroad,6600,College,,Study_Abroad-College-HS
Florida State University,1,TOP SITE,02-12-2021,https://www.fsu.edu/,14,https://collegedunia.com/usa/college/2103-florida-state-university-tallahassee,2,https://studyabroad.shiksha.com/usa/universities/florida-state-university,,,,,,,,,,,12324,Study_Abroad,6600,College,,Study_Abroad-College-HS
Curtin University,1,TOP SITE,02-12-2021,https://www.curtin.edu.au/,11,https://collegedunia.com/australia/college/612-curtin-university-perth,2,https://studyabroad.shiksha.com/australia/universities/curtin-university,,,,,,,,,,,12325,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of San Francisco,1,TOP SITE,02-12-2021,https://www.usfca.edu/,,,2,https://studyabroad.shiksha.com/usa/universities/university-of-san-francisco,,,35,https://www.collegedekho.com/ae/usa/university-of-san-francisco/,,,,,,,12326,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Colorado Boulder,1,TOP SITE,02-12-2021,https://www.colorado.edu/,22,https://collegedunia.com/usa/college/1043-university-of-colorado-boulder,4,https://studyabroad.shiksha.com/usa/universities/university-of-colorado-boulder,,,,,,,,,,,12327,Study_Abroad,6600,College,,Study_Abroad-College-HS
"City, University of London",1,TOP SITE,02-12-2021,https://www.city.ac.uk/,20,https://collegedunia.com/uk/college/832-city-university-of-london-london,5,https://studyabroad.shiksha.com/uk/universities/city-university-london,,,55,https://www.collegedekho.com/united-kingdom/city-university-of-london/,,,,,,,12328,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of North Carolina Charlotte,1,TOP SITE,02-12-2021,https://www.charlotte.edu/,23,https://collegedunia.com/usa/college/1115-university-of-north-carolina-charlotte-charlotte/admission,2,https://studyabroad.shiksha.com/usa/universities/university-of-north-carolina-at-charlotte,,,46,https://www.collegedekho.com/usa/university-of-north-carolina-at-charlotte/,,,,,,,12330,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Illinois - Urbana Champaign,1,TOP SITE,02-12-2021,https://illinois.edu/,19,https://collegedunia.com/usa/college/2141-university-of-illinois---urbana-champaign-urbana,3,https://studyabroad.shiksha.com/usa/universities/university-of-illinois-urbana-campus,,,,,,,,,,,12331,Study_Abroad,6600,College,,Study_Abroad-College-HS
Uppsala University,1,TOP SITE,02-12-2021,https://www.uu.se/en,11,https://collegedunia.com/sweden/college/781-uppsala-university-uppsala,6,https://studyabroad.shiksha.com/sweden/universities/uppsala-university,,,,,,,,,,,12332,Study_Abroad,6600,College,,Study_Abroad-College-HS
London Metropolitan University,1,TOP SITE,02-12-2021,https://www.londonmet.ac.uk/,19,https://collegedunia.com/uk/college/838-london-metropolitan-university-london,3,https://studyabroad.shiksha.com/uk/universities/london-metropolitan-university,,,,,,,,,,,12334,Study_Abroad,6600,College,,Study_Abroad-College-HS
Lewis University,1,TOP SITE,02-12-2021,https://www.lewisu.edu/,24,https://collegedunia.com/usa/college/1932-lewis-university-romeoville,3,https://studyabroad.shiksha.com/usa/universities/lewis-university,,,,,,,,,,,12335,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Central Florida,1,TOP SITE,02-12-2021,https://www.ucf.edu/,16,https://collegedunia.com/usa/college/1805-university-of-central-florida-orlando,2,https://studyabroad.shiksha.com/usa/universities/university-of-central-florida,,,23,https://www.collegedekho.com/usa/university-of-central-florida/,,,,,,,12336,Study_Abroad,6600,College,,Study_Abroad-College-HS
London South Bank University,1,TOP SITE,02-12-2021,https://www.lsbu.ac.uk/,20,https://collegedunia.com/uk/college/841-london-south-bank-university-london,3,https://studyabroad.shiksha.com/uk/universities/london-south-bank-university,,,30,https://www.collegedekho.com/united-kingdom/london-south-bank-university/,,,,,,,12338,Study_Abroad,6600,College,,Study_Abroad-College-HS
University of Stuttgart,1,TOP SITE,02-12-2021,https://www.uni-stuttgart.de/en/,5,https://collegedunia.com/germany/college/707-university-of-stuttgart-stuttgart,4,https://studyabroad.shiksha.com/germany/universities/university-of-stuttgart,,,,,,,,,,,12339,Study_Abroad,6600,College,,Study_Abroad-College-HS
Pratt Institute,1,TOP SITE,02-12-2021,https://www.pratt.edu/,18,https://collegedunia.com/usa/college/1064-pratt-institute-brooklyn,6,https://studyabroad.shiksha.com/usa/universities/pratt-institute,,,,,,,55,https://leverageedu.com/blog/study-at-pratt-institute/,,,12340,Study_Abroad,5400,College,,Study_Abroad-College-HS
New York Institute of Technology,1,TOP SITE,02-12-2021,https://www.nyit.edu/,17,https://collegedunia.com/usa/college/1790-new-york-institute-of-technology-new-york-city,2,https://studyabroad.shiksha.com/usa/universities/new-york-institute-of-technology,,,37,https://www.collegedekho.com/usa/new-york-institute-of-technology/,,,,,,,12341,Study_Abroad,5400,College,,Study_Abroad-College-HS
Harvard University fees,1,TOP SITE,02-12-2021,https://studyabroad.shiksha.com/usa/universities/harvard-university,8,https://collegedunia.com/usa/college/1090-harvard-university-cambridge,1,https://studyabroad.shiksha.com/usa/universities/harvard-university,99,https://www.careers360.com/courses-certifications/articles/10-best-harvard-free-online-courses-to-enrol-in-right-now,18,https://www.collegedekho.com/usa/harvard-university/,,,23,https://leverageedu.com/blog/cost-of-studying-at-harvard-university/,60,https://admission.buddy4study.com/study-abroad/harvard-university-scholarship,12342,Study_Abroad,5400,College,,Study_Abroad-College-HS
Harvard University fees,1,shiksha.com,02-12-2021,https://studyabroad.shiksha.com/usa/universities/harvard-university,8,https://collegedunia.com/usa/college/1090-harvard-university-cambridge,1,https://studyabroad.shiksha.com/usa/universities/harvard-university,99,https://www.careers360.com/courses-certifications/articles/10-best-harvard-free-online-courses-to-enrol-in-right-now,18,https://www.collegedekho.com/usa/harvard-university/,,,23,https://leverageedu.com/blog/cost-of-studying-at-harvard-university/,60,https://admission.buddy4study.com/study-abroad/harvard-university-scholarship,12342,Study_Abroad,5400,College,,Study_Abroad-College-HS
Free University of Berlin,1,TOP SITE,02-12-2021,https://www.fu-berlin.de/en/index.html,4,https://collegedunia.com/germany/college/631-free-university-of-berlin-berlin,2,https://studyabroad.shiksha.com/germany/universities/free-university-of-berlin,,,12,https://www.collegedekho.com/germany/free-university-of-berlin/,,,78,https://leverageedu.com/blog/universities-in-berlin/,,,12343,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Central Lancashire,1,TOP SITE,02-12-2021,https://www.uclan.ac.uk/,12,https://collegedunia.com/uk/college/870-university-of-central-lancashire-preston,2,https://studyabroad.shiksha.com/uk/universities/university-of-central-lancashire,,,29,https://www.collegedekho.com/united-kingdom/uclan/,,,,,,,12345,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Cologne,1,TOP SITE,02-12-2021,https://portal.uni-koeln.de/en/sub/uoc-home,10,https://collegedunia.com/germany/college/645-university-of-cologne-cologne,3,https://studyabroad.shiksha.com/germany/universities/university-of-cologne,,,,,,,,,,,12346,Study_Abroad,5400,College,,Study_Abroad-College-HS
Glasgow Caledonian University,1,TOP SITE,02-12-2021,https://www.gcu.ac.uk/,36,https://collegedunia.com/uk/college/813-glasgow-caledonian-university-glasgow,2,https://studyabroad.shiksha.com/uk/universities/glasgow-caledonian-university,,,42,https://www.collegedekho.com/ae/united-kingdom/glasgow-caledonian-university/,,,,,,,12348,Study_Abroad,5400,College,,Study_Abroad-College-HS
Western Sydney University,1,TOP SITE,02-12-2021,https://www.westernsydney.edu.au/,12,https://collegedunia.com/australia/college/622-western-sydney-university-sydney,3,https://studyabroad.shiksha.com/australia/universities/university-of-western-sydney,,,87,https://www.collegedekho.com/australia/western-sydney-university/,,,,,,,12349,Study_Abroad,5400,College,,Study_Abroad-College-HS
Vanderbilt University,1,TOP SITE,02-12-2021,https://www.vanderbilt.edu/,20,https://collegedunia.com/usa/college/1687-vanderbilt-university-nashville,4,https://studyabroad.shiksha.com/usa/universities/vanderbilt-university,,,37,https://www.collegedekho.com/usa/vanderbilt-university/,,,,,,,12351,Study_Abroad,5400,College,,Study_Abroad-College-HS
Chapman University,1,TOP SITE,02-12-2021,https://www.chapman.edu/,16,https://collegedunia.com/usa/college/1800-chapman-university-orange,4,https://studyabroad.shiksha.com/usa/universities/chapman-university,,,,,,,,,,,12353,Study_Abroad,5400,College,,Study_Abroad-College-HS
Washington State University,1,TOP SITE,02-12-2021,https://wsu.edu/,14,https://collegedunia.com/usa/college/1882-washington-state-university-pullman,3,https://studyabroad.shiksha.com/usa/universities/washington-state-university,,,20,https://www.collegedekho.com/usa/washington-state-university/,,,,,,,12354,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Alabama Birmingham,1,TOP SITE,02-12-2021,https://www.uab.edu/,31,https://collegedunia.com/usa/college/1002-university-of-alabama-birmingham/admission,2,https://studyabroad.shiksha.com/usa/universities/university-of-alabama-at-birmingham,,,34,https://www.collegedekho.com/usa/university-of-alabama-at-birmingham/,,,,,,,12355,Study_Abroad,5400,College,,Study_Abroad-College-HS
Rowan University,1,TOP SITE,02-12-2021,https://www.rowan.edu/,24,https://collegedunia.com/usa/college/1351-rowan-university-glassboro,2,https://studyabroad.shiksha.com/usa/universities/rowan-university,,,,,,,,,,,12356,Study_Abroad,5400,College,,Study_Abroad-College-HS
San Diego State University,1,TOP SITE,02-12-2021,https://www.sdsu.edu/,17,https://collegedunia.com/usa/college/1977-san-diego-state-university-san-diego,2,https://studyabroad.shiksha.com/usa/universities/san-diego-state-university,,,37,https://www.collegedekho.com/ae/usa/san-diego-state-university/,,,,,,,12357,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of California Riverside,1,TOP SITE,02-12-2021,https://www.ucr.edu/,46,https://collegedunia.com/usa/college/1917-university-of-california-riverside,3,https://studyabroad.shiksha.com/usa/universities/university-of-california-riverside-campus,,,26,https://www.collegedekho.com/usa/university-of-california-riverside-campus/,,,,,,,12358,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Kansas,1,TOP SITE,02-12-2021,https://ku.edu/,13,https://collegedunia.com/usa/college/1521-university-of-kansas-lawrence,4,https://studyabroad.shiksha.com/usa/universities/university-of-kansas,,,37,https://www.collegedekho.com/usa/university-of-kansas/,,,,,,,12359,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Colorado Denver,1,TOP SITE,02-12-2021,https://www.ucdenver.edu/,18,https://collegedunia.com/usa/college/1240-university-of-colorado-denver,2,https://studyabroad.shiksha.com/usa/universities/university-of-colorado-denver,,,28,https://www.collegedekho.com/usa/university-of-colorado-denver/,,,,,,,12360,Study_Abroad,5400,College,,Study_Abroad-College-HS
Illinois State University,1,TOP SITE,02-12-2021,https://illinoisstate.edu/,29,https://collegedunia.com/usa/college/1763-illinois-state-university-normal,4,https://studyabroad.shiksha.com/usa/universities/illinois-state-university,,,,,,,,,,,12361,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Rochester,1,TOP SITE,02-12-2021,https://www.rochester.edu/,29,https://collegedunia.com/usa/college/1922-university-of-rochester-rochester,4,https://studyabroad.shiksha.com/usa/universities/university-of-rochester,,,43,https://www.collegedekho.com/usa/university-of-rochester/,,,,,,,12362,Study_Abroad,5400,College,,Study_Abroad-College-HS
Santa Clara University,1,TOP SITE,02-12-2021,https://www.scu.edu/,13,https://collegedunia.com/usa/college/2005-santa-clara-university-santa-clara,4,https://studyabroad.shiksha.com/usa/universities/santa-clara-university,,,48,https://www.collegedekho.com/usa/santa-clara-university/,,,,,,,12363,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Reading,1,TOP SITE,02-12-2021,http://www.reading.ac.uk/,31,https://collegedunia.com/uk/college/791-university-of-reading-berkshire,4,https://studyabroad.shiksha.com/uk/universities/university-of-reading,,,,,,,,,,,12365,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Brighton,1,TOP SITE,02-12-2021,https://www.brighton.ac.uk/index.aspx,8,https://collegedunia.com/uk/college/795-university-of-brighton-brighton,3,https://studyabroad.shiksha.com/uk/universities/university-of-brighton,,,,,,,,,,,12366,Study_Abroad,5400,College,,Study_Abroad-College-HS
Florida International University,1,TOP SITE,02-12-2021,https://www.fiu.edu/,20,https://collegedunia.com/usa/college/1621-florida-international-university-miami,2,https://studyabroad.shiksha.com/usa/universities/florida-international-university,,,23,https://www.collegedekho.com/usa/florida-international-university/,,,,,,,12367,Study_Abroad,5400,College,,Study_Abroad-College-HS
Oklahoma State University,1,TOP SITE,02-12-2021,https://go.okstate.edu/,21,https://collegedunia.com/usa/college/2081-oklahoma-state-university-stillwater,4,https://studyabroad.shiksha.com/usa/universities/oklahoma-state-university,,,39,https://www.collegedekho.com/usa/oklahoma-state-university/,,,,,,,12369,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Wollongong,1,TOP SITE,02-12-2021,https://www.uow.edu.au/,16,https://collegedunia.com/australia/college/625-university-of-wollongong-wollongong/admission,4,https://studyabroad.shiksha.com/australia/universities/university-of-wollongong,,,66,https://www.collegedekho.com/australia/univeristy-of-wollongong/,83,https://www.embibe.com/exams/university-of-wollongong-dubai-admission/,,,,,12370,Study_Abroad,5400,College,,Study_Abroad-College-HS
Leiden University,1,TOP SITE,02-12-2021,https://www.universiteitleiden.nl/en,25,https://collegedunia.com/netherlands/college/751-leiden-university-leiden,5,https://studyabroad.shiksha.com/netherlands/universities/leiden-university,,,,,,,,,,,12371,Study_Abroad,5400,College,,Study_Abroad-College-HS
Wilfrid Laurier University,1,TOP SITE,02-12-2021,https://www.wlu.ca/,3,https://collegedunia.com/canada/college/108-wilfrid-laurier-university-waterloo,2,https://studyabroad.shiksha.com/canada/universities/wilfrid-laurier-university,,,41,https://www.collegedekho.com/canada/wilfrid-laurier-university/,,,,,,,12373,Study_Abroad,5400,College,,Study_Abroad-College-HS
University of Tasmania,1,TOP SITE,02-12-2021,https://www.utas.edu.au/,10,https://collegedunia.com/australia/college/602-university-of-tasmania-hobart/admission,2,https://studyabroad.shiksha.com/australia/universities/university-of-tasmania,,,,,,,,,,,12374,Study_Abroad,5400,College,,Study_Abroad-College-HS
