city_id,city,New York,Los Angeles,Chicago,Houston,Phoenix
5752,Glenville,287.249,4494.572,1276.412,2840.065,3958.093
7689,Newton,335.796,4788.183,1570.024,2946.974,4230.833
6591,Lake Charles,2390.12,2718.184,1672.895,230.863,2120.904
6873,Loretto,473.992,4036.404,861.04,2279.635,3444.713
4711,Commerce,4490.929,11.963,3242.091,2484.541,595.02
7599,New Albany,1192.669,3346.048,484.739,1540.148,2754.357
7661,Newark,16.92,4474.433,1256.273,2602.801,3861.454
6340,Jacksonville,1499.769,3887.649,1712.6,1400.327,3290.369
4931,Decatur,1413.297,3160.174,292.024,1441.589,2533.277
6341,Jacksonville,1499.769,3887.649,1712.6,1400.327,3290.369
4032,Bloomington,1217.008,3300.464,368.811,1584.847,2708.772
5341,Fairfield,90.955,4576.979,1358.819,2707.049,4004.763
8489,Richmond,538.822,4211.02,1286.661,2129.067,3619.328
5938,Hammond,1308.67,3221.632,37.205,1716.465,2808.153
6761,Lewiston,4686.837,928.327,3437.999,3412.632,1523.111
4298,Cambridge,343.032,4795.42,1577.26,2955.979,4238.069
9114,Springfield,1473.12,3098.783,324.947,1406.77,2498.457
9481,Troy,1026.943,3693.947,477.763,2130.958,3250.552
4699,Columbus,4517.304,29.05,3268.465,2510.768,621.247
9115,Springfield,1473.12,3098.783,324.947,1406.77,2498.457
7068,Marshall,2157.597,2322.68,1102.061,810.815,1730.989
5954,Hanover,431.444,4747.06,1528.901,3042.622,4210.582
6953,Madison,863.223,3610.95,574.303,1861.831,3019.239
9796,Wayne,0,0,0,0,0
7663,Newark,16.92,4474.433,1256.273,2602.801,3861.422
8553,Rochester,535.806,4187.967,969.807,2492.529,3651.488
9483,Troy,1026.943,3693.947,477.763,2130.958,3250.552
3532,Albany,244.653,4535.779,1317.619,2818.885,3999.3
4624,Clinton,1941.3,2944.851,1197.028,721.133,2347.57
3607,Amherst,270.7,4688.959,1470.799,2883.648,4152.479
5089,Durham,779.092,4052.997,1267.346,1890.78,3461.288
5866,Greenville,1163.008,3744.042,1141.239,1509.441,3203.979
10034,Wilmington,198.477,4351.463,1210.314,2439.661,3759.753
5392,Fayetteville,872.353,4114.359,1329.694,1871.249,3574.297
4609,Cleveland,739.268,3774.39,556.231,2087.208,3246.167
4702,Columbus,4517.303,29.05,3268.465,2510.768,621.247
4093,Bowling Green,1390.201,3325.63,677.39,1354.225,2733.92
3728,Athens,1311.96,3626.022,1251.548,1391.421,3085.959
3944,Berea,1156.743,3535.275,662.022,1590.566,2943.584
8308,Portland,4659.266,1548.285,3410.429,3646.059,2143.069
7353,Monmouth,1569.728,3020.457,342.702,1558.555,2464.325
8697,Salem,378.298,4830.685,1612.525,2991.244,4273.331
3709,Ashland,4650.458,1090.269,3401.62,3574.574,1685.053
4676,Collegeville,186.695,4338.918,1197.768,2494.86,3747.208
9741,Washington,4444.668,1841.433,3173.685,3742.575,2239.574
4691,Columbia,1134.302,3853.751,1294.079,1610.641,3313.688
4733,Conway,2018.919,2628.925,1036.555,735.689,2037.233
4477,Charleston,1219.675,4000.578,1470.448,1757.486,3460.534
7930,Orangeburg,1151.009,3867.545,1354.526,1624.435,3327.482
5439,Florence,1007.607,3980.28,1421.097,1737.169,3440.217
3618,Anderson,1208.617,3705.506,1190.192,1470.905,3165.443
5870,Greenville,1163.008,3744.023,1141.239,1509.441,3203.979
4627,Clinton,1941.298,2944.851,1197.028,721.133,2347.57
6954,Madison,863.223,3610.95,574.303,1861.831,3019.239
4610,Cleveland,739.268,3774.39,556.231,2087.208,3246.166
3729,Athens,1311.96,3626.004,1251.545,1391.421,3085.959
6724,Lebanon,238.763,4250.546,1109.383,2400.461,3658.855
8737,San Marcos,2850.752,2235.609,1919.51,266.292,1638.329
6244,Huntsville,1473.836,3227.514,939.79,1230.893,2635.822
6448,Keene,0,0,0,0,0
7070,Marshall,2157.598,2322.699,1102.062,810.815,1730.989
