,Keyword,Tag,Search Volume,Category,Exam Tag,new_tag
12419,Stockholm University,Study_Abroad,4400,College,,Study_Abroad-College-HS
12420,University of Lincoln,Study_Abroad,4400,College,,Study_Abroad-College-HS
12421,University of Mannheim,Study_Abroad,4400,College,,Study_Abroad-College-HS
12422,Dublin City University,Study_Abroad,4400,College,,Study_Abroad-College-HS
12423,Singapore Management University,Study_Abroad,4400,College,,Study_Abroad-College-HS
12424,University of Houston - Clear Lake,Study_Abroad,4400,College,,Study_Abroad-College-HS
12425,British Columbia Institute of Technology,Study_Abroad,3600,College,,Study_Abroad-College-HS
12426,Florida Institute of Technology,Study_Abroad,3600,College,,Study_Abroad-College-HS
12427,Stanford University fees,Study_Abroad,3600,College,,Study_Abroad-College-HS
12428,Laurentian University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12429,OCAD University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12430,Acadia University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12431,University of Prince Edward Island,Study_Abroad,3600,College,,Study_Abroad-College-HS
12432,Robert Gordon University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12433,Trinity Western University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12434,Michigan Technological University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12435,Clark University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12436,University of Technology Sydney,Study_Abroad,3600,College,,Study_Abroad-College-HS
12437,California State University Northridge,Study_Abroad,3600,College,,Study_Abroad-College-HS
12438,National University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12439,University of Oklahoma,Study_Abroad,3600,College,,Study_Abroad-College-HS
12440,University of San Diego,Study_Abroad,3600,College,,Study_Abroad-College-HS
12441,University of Malaya,Study_Abroad,3600,College,,Study_Abroad-College-HS
12442,Lamar University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12443,Western Michigan University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12444,Washington University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12445,Keele University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12446,University of Michigan Ann Arbor,Study_Abroad,3600,College,,Study_Abroad-College-HS
12447,University of Michigan Dearborn,Study_Abroad,3600,College,,Study_Abroad-College-HS
12448,Mount Royal University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12449,Northern Illinois University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12450,Kansas State University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12451,University of North Carolina Chapel Hill,Study_Abroad,3600,College,,Study_Abroad-College-HS
12452,University of Canberra,Study_Abroad,3600,College,,Study_Abroad-College-HS
12453,University of Newcastle,Study_Abroad,3600,College,,Study_Abroad-College-HS
12454,University of Waikato,Study_Abroad,3600,College,,Study_Abroad-College-HS
12455,Western Illinois University,Study_Abroad,3600,College,,Study_Abroad-College-HS
12456,Saint Mary's University,Study_Abroad,3600,College,,Study_Abroad-College-HS
