id,Keyword,Tag,Search Volume,Category,Exam Tag,new_tag
9601,bits hyderabad,College,27100,,,College-HS
9602,cblu,College,27100,,,College-HS
9603,Uttaranchal University,College,27100,,,College-HS
9604,gour banga university,College,27100,,,College-HS
9605,kalyani mahavidyalaya,College,27100,,,College-HS
9606,ims ghaziabad,College,27100,,,College-HS
9607,ramaiah institute of technology,College,27100,,,College-HS
9608,uttarakhan Open University,College,27100,,,College-HS
9609,iiest shibpur,College,27100,,,College-HS
9610,IITE,College,22200,,,College-HS
9611,jmc,College,22200,,,College-HS
9612,iit jammu,College,22200,,,College-HS
9613,ilbs,College,22200,,,College-HS
9614,iim jammu,College,22200,,,College-HS
9615,Azim Premji University,College,22200,,,College-HS
9616,Telangana University,College,22200,,,College-HS
9617,kslu,College,22200,,,College-HS
9618,Rayalaseema University,College,22200,,,College-HS
9619,jau,College,22200,,,College-HS
9620,SPA Delhi,College,22200,,,College-HS
9621,cusb,College,22200,,,College-HS
9622,pgims rohtak,College,22200,,,College-HS
9623,fri,College,22200,,,College-HS
9624,aau,College,22200,,,College-HS
9625,mgit,College,22200,,,College-HS
9626,lnct bhopal,College,22200,,,College-HS
9627,NIRDPR,College,22200,,,College-HS
9628,iim shillong,College,22200,,,College-HS
9629,adamas university,College,22200,,,College-HS
9630,brainware university,College,22200,,,College-HS
9631,Mizoram University,College,22200,,,College-HS
9632,bits goa,College,22200,,,College-HS
9633,Central University of Karnataka,College,22200,,,College-HS
9634,gautam buddha university,College,22200,,,College-HS
9635,Ambedkar University Delhi,College,22200,,,College-HS
9636,Central University of Kashmir,College,22200,,,College-HS
9637,devi ahilya vishwavidyalaya,College,22200,,,College-HS
9638,Kalasalingam University,College,22200,,,College-HS
9639,Central University of Jharkhand,College,22200,,,College-HS
9640,haldia institute of technology,College,22200,,,College-HS
9641,mahatma gandhi kashi vidyapith,College,22200,,,College-HS
9642,jrrsu,College,22200,,,College-HS
9643,ganpat university,College,22200,,,College-HS
9644,cmr university,College,22200,,,College-HS
9645,mgu nalgonda,College,22200,,,College-HS
9646,ssuhs,College,22200,,,College-HS
9647,JECRC University,College,22200,,,College-HS
9648,kazi nazrul university,College,22200,,,College-HS
9649,vnit nagpur,College,22200,,,College-HS
9650,kamdhenu university,College,22200,,,College-HS
9651,nlsiu,College,18100,,,College-HS
9652,iim trichy,College,18100,,,College-HS
9653,iim raipur,College,18100,,,College-HS
9654,smims,College,18100,,,College-HS
9655,cftri,College,18100,,,College-HS
9656,iit bhilai,College,18100,,,College-HS
9657,Vignan University,College,18100,,,College-HS
9658,manit bhopal,College,18100,,,College-HS
9659,niftem,College,18100,,,College-HS
9660,nerist,College,18100,,,College-HS
9661,gadvasu,College,18100,,,College-HS
9662,iim udaipur,College,18100,,,College-HS
9663,SAGE University,College,18100,,,College-HS
9664,bangalore institute of technology,College,18100,,,College-HS
9665,invertis university,College,18100,,,College-HS
9666,igit sarang,College,18100,,,College-HS
9667,iit dharwad,College,18100,,,College-HS
9668,ybn university,College,18100,,,College-HS
9669,cept university,College,18100,,,College-HS
9670,nalsar,College,18100,,,College-HS
9671,iiit pune,College,18100,,,College-HS
9672,iim bodh gaya,College,18100,,,College-HS
9673,university of calicut distance education,College,18100,,,College-HS
9674,mewar university,College,18100,,,College-HS
9675,sanskriti university,College,18100,,,College-HS
9676,Amity University Jaipur,College,18100,,,College-HS
9677,indian maritime university,College,18100,,,College-HS
9678,dayalbagh educational institute,College,18100,,,College-HS
9679,opjs university,College,18100,,,College-HS
9680,cgc landran,College,18100,,,College-HS
9681,nttf,College,18100,,,College-HS
9682,nagaland university,College,18100,,,College-HS
9683,Sister Nivedita University,College,18100,,,College-HS
9684,mku dde,College,18100,,,College-HS
9685,marwadi university,College,18100,,,College-HS
9686,Kaziranga University,College,18100,,,College-HS
9687,niper hyderabad,College,18100,,,College-HS
9688,Sonarpur Mahavidyalaya,College,18100,,,College-HS
9689,nit goa,College,18100,,,College-HS
9690,Acharya Institute of Technology,College,18100,,,College-HS
9691,Woxsen University,College,18100,,,College-HS
9692,sammilani mahavidyalaya,College,18100,,,College-HS
9693,narula institute of technology,College,18100,,,College-HS
9694,iim sirmaur,College,14800,,,College-HS
9695,iim sambalpur,College,14800,,,College-HS
9696,brsnc,College,14800,,,College-HS
9697,goa institute of management,College,14800,,,College-HS
9698,Davangere University,College,14800,,,College-HS
9699,thsti,College,14800,,,College-HS
9700,PVPSIT,College,14800,,,College-HS
9701,neigrihms,College,14800,,,College-HS
9702,amity university gurgaon,College,14800,,,College-HS
9703,South Asian University,College,14800,,,College-HS
9704,graphic era university,College,14800,,,College-HS
9705,nitie,College,14800,,,College-HS
9706,uit rgpv,College,14800,,,College-HS
9707,bml munjal university,College,14800,,,College-HS
9708,sibm pune,College,14800,,,College-HS
9709,veer kunwar singh university,College,14800,,,College-HS
9710,madras institute of technology,College,14800,,,College-HS
9711,iim nagpur,College,14800,,,College-HS
9712,pumba,College,14800,,,College-HS
9713,mdu dde,College,14800,,,College-HS
9714,Tamil University,College,14800,,,College-HS
9715,iehe bhopal,College,14800,,,College-HS
9716,apied,College,14800,,,College-HS
9717,vinoba bhave university,College,14800,,,College-HS
9718,cimfr,College,14800,,,College-HS
9719,Guru Kashi University,College,14800,,,College-HS
9720,ihm pusa,College,14800,,,College-HS
9721,Bannari Amman Institute of Technology,College,14800,,,College-HS
9722,krea university,College,14800,,,College-HS
9723,iiit lucknow,College,14800,,,College-HS
9724,iiitm gwalior,College,14800,,,College-HS
9725,lsr,College,14800,,,College-HS
9726,iift delhi,College,14800,,,College-HS
9727,iiit bhubaneswar,College,14800,,,College-HS
9728,ximb,College,14800,,,College-HS
9729,graphic era hill university,College,14800,,,College-HS
9730,vips,College,14800,,,College-HS
9731,iiit vadodara,College,14800,,,College-HS
9732,svc,College,14800,,,College-HS
9733,tiss mumbai,College,14800,,,College-HS
9734,vmmc,College,14800,,,College-HS
9735,aiims bhatinda,College,14800,,,College-HS
9736,Central University of Jammu,College,14800,,,College-HS
9737,igrua,College,14800,,,College-HS
9738,veer narmad south gujarat university,College,14800,,,College-HS
9739,gls university,College,14800,,,College-HS
9740,iiser tvm,College,14800,,,College-HS
9741,apj abdul kalam technological university,College,14800,,,College-HS
9742,iem kolkata,College,14800,,,College-HS
9743,indus university,College,14800,,,College-HS
9744,Arni University,College,14800,,,College-HS
9745,pdm university,College,14800,,,College-HS
9746,Dr. Shyama Prasad Mukherjee University,College,14800,,,College-HS
9747,scert delhi,College,12100,,,College-HS
9748,burdwan university dde,College,12100,,,College-HS
9749,iiser Berhampur,College,12100,,,College-HS
9750,xlri Jamshedpur,College,12100,,,College-HS
9751,imi delhi,College,12100,,,College-HS
9752,poornima university,College,12100,,,College-HS
9753,jncasr,College,12100,,,College-HS
9754,iim amritsar,College,12100,,,College-HS
9755,nift delhi,College,12100,,,College-HS
9756,gu idol,College,12100,,,College-HS
9757,sunrise university,College,12100,,,College-HS
9758,Gujarat Vidyapith,College,12100,,,College-HS
9759,iitm janakpuri,College,12100,,,College-HS
9760,ihm kolkata,College,12100,,,College-HS
9761,mmhapu,College,12100,,,College-HS
9762,nit nagaland,College,12100,,,College-HS
9763,Sagar University,College,12100,,,College-HS
9764,niepmd,College,12100,,,College-HS
9765,mait,College,12100,,,College-HS
9766,iet davv,College,12100,,,College-HS
9767,bangalore north university,College,12100,,,College-HS
9768,pec chandigarh,College,12100,,,College-HS
9769,cskhpkv,College,12100,,,College-HS
9770,kufos,College,12100,,,College-HS
9771,usol,College,12100,,,College-HS
9772,andhra university distance education,College,12100,,,College-HS
9773,irma,College,12100,,,College-HS
9774,tapmi,College,12100,,,College-HS
9775,bimtech,College,12100,,,College-HS
9776,mit adt,College,12100,,,College-HS
9777,amet university,College,12100,,,College-HS
9778,keshav mahavidyalaya,College,12100,,,College-HS
9779,nit puducherry,College,12100,,,College-HS
9780,nid ahmedabad,College,12100,,,College-HS
9781,coimbatore institute of technology,College,12100,,,College-HS
9782,ihm mumbai,College,12100,,,College-HS
9783,niet,College,12100,,,College-HS
9784,mafsu,College,12100,,,College-HS
9785,Banasthali University,College,12100,,,College-HS
9786,garden city university,College,12100,,,College-HS
9787,ait pune,College,12100,,,College-HS
9788,chennai institute of technology,College,12100,,,College-HS
9789,AIIMS Raebareli,College,12100,,,College-HS
9790,Karnavati University,College,12100,,,College-HS
9791,khatra adibasi mahavidyalaya,College,12100,,,College-HS
9792,central university of himachal pradesh,College,12100,,,College-HS
9793,Sri Sri University,College,12100,,,College-HS
9794,IFTM University,College,12100,,,College-HS
9795,dipsar,College,12100,,,College-HS
9796,crsu jind,College,12100,,,College-HS
9797,TIT bhopal,College,12100,,,College-HS
9798,rabindranath tagore university,College,12100,,,College-HS
9799,glocal university,College,12100,,,College-HS
9800,Saveetha University,College,12100,,,College-HS
9801,skuast jammu,College,12100,,,College-HS
9802,psit kanpur,College,12100,,,College-HS
9803,Central University of Gujarat,College,12100,,,College-HS
9804,dpsru,College,12100,,,College-HS
9805,Quantum University,College,12100,,,College-HS
9806,Gujarat Technological University,College,12100,,,College-HS
9807,hemwati nandan bahuguna garhwal university,College,12100,,,College-HS
9808,nia jaipur,College,12100,,,College-HS
9809,indian agricultural research institute,College,12100,,,College-HS
9810,rie bhubaneswar,College,12100,,,College-HS
9811,scmhrd,College,12100,,,College-HS
9812,gnlu,College,12100,,,College-HS
9813,viit pune,College,12100,,,College-HS
9814,haringhata mahavidyalaya,College,12100,,,College-HS
9815,ims noida,College,12100,,,College-HS
9816,biet jhansi,College,12100,,,College-HS
9817,rayat bahra university,College,12100,,,College-HS
9818,north eastern hill university,College,12100,,,College-HS
9819,bhangar mahavidyalaya,College,12100,,,College-HS
9820,spa bhopal,College,9900,,,College-MS
9821,igidr,College,9900,,,College-MS
9822,DIAS,College,9900,,,College-MS
9823,punjab agricultural university,College,9900,,,College-MS
9824,iiswbm,College,9900,,,College-MS
9825,igu meerpur,College,9900,,,College-MS
9826,ibs mumbai,College,9900,,,College-MS
9827,iiit guwahati,College,9900,,,College-MS
9828,op jindal global university,College,9900,,,College-MS
9829,nit sikkim,College,9900,,,College-MS
9830,cmc ludhiana,College,9900,,,College-MS
9831,Kerala Agricultural University,College,9900,,,College-MS
9832,rama university,College,9900,,,College-MS
9833,uem kolkata,College,9900,,,College-MS
9834,uiet chandigarh,College,9900,,,College-MS
9835,mats University,College,9900,,,College-MS
9836,suresh gyan vihar university,College,9900,,,College-MS
9837,rgipt,College,9900,,,College-MS
9838,iiit bhopal,College,9900,,,College-MS
9839,RIMT University,College,9900,,,College-MS
9840,sri dev suman university,College,9900,,,College-MS
9841,Oriental University,College,9900,,,College-MS
9842,msit,College,9900,,,College-MS
9843,GRAU,College,9900,,,College-MS
9844,rie ajmer,College,9900,,,College-MS
9845,mother teresa university,College,9900,,,College-MS
9846,rk university,College,9900,,,College-MS
9847,Great Lakes Chennai,College,9900,,,College-MS
9848,nmims Bangalore,College,9900,,,College-MS
9849,aditi mahavidyalaya,College,9900,,,College-MS
9850,nift mumbai,College,9900,,,College-MS
9851,JIMS rohini,College,9900,,,College-MS
9852,nit manipur,College,9900,,,College-MS
9853,iiit nagpur,College,9900,,,College-MS
9854,ili,College,9900,,,College-MS
9855,Wildlife Institute of India,College,9900,,,College-MS
9856,maharaja surajmal institute,College,9900,,,College-MS
9857,iis university,College,9900,,,College-MS
9858,Monad University,College,9900,,,College-MS
9859,kl university hyderabad,College,9900,,,College-MS
9860,rie mysore,College,9900,,,College-MS
9861,gujarat ayurved university,College,9900,,,College-MS
9862,mangalayatan university,College,9900,,,College-MS
9863,assam agricultural university,College,9900,,,College-MS
9864,babu banarasi das university,College,9900,,,College-MS
9865,sndt womens university,College,9900,,,College-MS
9866,navrachana university,College,9900,,,College-MS
9867,tilka manjhi bhagalpur university,College,9900,,,College-MS
9868,rie bhopal,College,9900,,,College-MS
9869,vivekananda global university,College,9900,,,College-MS
9870,ustm,College,9900,,,College-MS
9871,ddce utkal university,College,9900,,,College-MS
9872,kr mangalam university,College,9900,,,College-MS
9873,Vivekananda Mahavidyalaya,College,9900,,,College-MS
9874,veltech university,College,9900,,,College-MS
9875,William Carey University,College,9900,,,College-MS
9876,rmlnlu,College,9900,,,College-MS
9877,sreenidhi institute of science and technology,College,9900,,,College-MS
9878,plaksha university,College,9900,,,College-MS
9879,JD Institute of Fashion Technology,College,9900,,,College-MS
9880,parul university vadodara,College,9900,,,College-MS
9881,Sukumar Sengupta Mahavidyalaya,College,9900,,,College-MS
9882,rgukt basar,College,9900,,,College-MS
9883,Mody University,College,8100,,,College-MS
9884,imi kolkata,College,8100,,,College-MS
9885,iim visakhapatnam,College,8100,,,College-MS
9886,imt hyderabad,College,8100,,,College-MS
9887,vishwakarma university,College,8100,,,College-MS
9888,iiit dharwad,College,8100,,,College-MS
9889,KKWAGH,College,8100,,,College-MS
9890,iiit kottayam,College,8100,,,College-MS
9891,nitttr chandigarh,College,8100,,,College-MS
9892,Dr Ram Manohar Lohia Avadh University,College,8100,,,College-MS
9893,nibm Pune,College,8100,,,College-MS
9894,amity university gwalior,College,8100,,,College-MS
9895,nit mizoram,College,8100,,,College-MS
9896,nift bangalore,College,8100,,,College-MS
9897,shobhit university,College,8100,,,College-MS
9898,naarm,College,8100,,,College-MS
9899,rani durgavati vishwavidyalaya,College,8100,,,College-MS
9900,cit kokrajhar,College,8100,,,College-MS
9901,kerala University Distance Education,College,8100,,,College-MS
9902,RamaDevi University,College,8100,,,College-MS
9903,aks university,College,8100,,,College-MS
9904,itm university gwalior,College,8100,,,College-MS
9905,ptsns,College,8100,,,College-MS
9906,subharti university distance education,College,8100,,,College-MS
9907,aims institutes,College,8100,,,College-MS
9908,NDIM,College,8100,,,College-MS
9909,iihm kolkata,College,8100,,,College-MS
9910,Whistling Woods International,College,8100,,,College-MS
9911,Amity University patna,College,8100,,,College-MS
9912,ubs chandigarh,College,8100,,,College-MS
9913,st xaviers university kolkata,College,8100,,,College-MS
9914,global academy of technology,College,8100,,,College-MS
9915,Central Rice Research Institute,College,8100,,,College-MS
9916,imt nagpur,College,8100,,,College-MS
9917,iiit sri city,College,8100,,,College-MS
9918,Siddaganga Institute of Technology,College,8100,,,College-MS
9919,sabang sajanikanta mahavidyalaya,College,8100,,,College-MS
9920,Dr Ambedkar Institute of Technology,College,8100,,,College-MS
9921,panchmura mahavidyalaya,College,8100,,,College-MS
9922,netaji mahavidyalaya,College,8100,,,College-MS
9923,iiitdm jabalpur,College,8100,,,College-MS
9924,iiit ranchi,College,8100,,,College-MS
9925,Usha Martin University,College,8100,,,College-MS
9926,hau hisar,College,8100,,,College-MS
9927,niu,College,8100,,,College-MS
9928,mahatma gandhi central university,College,8100,,,College-MS
9929,khallikote university,College,8100,,,College-MS
9930,yenepoya university,College,8100,,,College-MS
9931,Uka Tarsadia University,College,8100,,,College-MS
9932,svnirtar,College,8100,,,College-MS
9933,tilak maharashtra vidyapeeth,College,8100,,,College-MS
9934,Patanjali University,College,8100,,,College-MS
9935,Assam Don Bosco University,College,8100,,,College-MS
9936,niper guwahati,College,8100,,,College-MS
9937,niper mohali,College,8100,,,College-MS
9938,griet,College,8100,,,College-MS
9939,kiet ghaziabad,College,8100,,,College-MS
9940,lnct university,College,8100,,,College-MS
9941,jagannath university,College,8100,,,College-MS
9942,IMS Unison University,College,8100,,,College-MS
9943,Vidyalankar Institute of Technology,College,8100,,,College-MS
9944,iiit kota,College,8100,,,College-MS
9945,uau,College,8100,,,College-MS
9946,bp marine academy,College,8100,,,College-MS
9947,Reva Institute of Technology and Management,College,8100,,,College-MS
9948,arunodaya university,College,8100,,,College-MS
9949,mnlu mumbai,College,8100,,,College-MS
9950,gfsu,College,6600,,,College-MS
9951,SSSIHL,College,6600,,,College-MS
9952,bnmit,College,6600,,,College-MS
9953,NMIMS Hyderabad,College,6600,,,College-MS
9954,iiit una,College,6600,,,College-MS
9955,nl dalmia,College,6600,,,College-MS
9956,sibm bangalore,College,6600,,,College-MS
9957,IILM university,College,6600,,,College-MS
9958,MMCC,College,6600,,,College-MS
9959,ihm lucknow,College,6600,,,College-MS
9960,iiit surat,College,6600,,,College-MS
9961,iiit sonepat,College,6600,,,College-MS
9962,Karpagam University,College,6600,,,College-MS
9963,vjti mumbai,College,6600,,,College-MS
9964,Rashtriya Sanskrit Sansthan,College,6600,,,College-MS
9965,JSS Science and Technology University,College,6600,,,College-MS
9966,fimt,College,6600,,,College-MS
9967,punjab technical university,College,6600,,,College-MS
9968,fisat,College,6600,,,College-MS
9969,cmj university,College,6600,,,College-MS
9970,bidhan chandra krishi viswavidyalaya,College,6600,,,College-MS
9971,maulana azad national urdu university,College,6600,,,College-MS
9972,skuast,College,6600,,,College-MS
9973,rvskvv,College,6600,,,College-MS
9974,fakir mohan university,College,6600,,,College-MS
9975,amity university raipur,College,6600,,,College-MS
9976,rajasthan technical university,College,6600,,,College-MS
9977,yogi vemana university,College,6600,,,College-MS
9978,gna university,College,6600,,,College-MS
9979,gprec,College,6600,,,College-MS
9980,gitam university Bangalore,College,6600,,,College-MS
9981,University of Agricultural Sciences Bangalore,College,6600,,,College-MS
9982,tantia university,College,6600,,,College-MS
9983,jagran lakecity university,College,6600,,,College-MS
9984,kuk dde,College,6600,,,College-MS
9985,bmcri,College,6600,,,College-MS
9986,Chennai Mathematical Institute,College,6600,,,College-MS
9987,simsree,College,6600,,,College-MS
9988,presidency university kolkata,College,6600,,,College-MS
9989,faculty of law,College,6600,,,College-MS
9990,ihm goa,College,6600,,,College-MS
9991,nit arunachal pradesh,College,6600,,,College-MS
9992,ihm bangalore,College,6600,,,College-MS
9993,guru tegh bahadur institute of technology,College,6600,,,College-MS
9994,Samundra Institute of Maritime Studies,College,6600,,,College-MS
9995,bms institute of technology and management,College,6600,,,College-MS
9996,loyola institute of business administration,College,6600,,,College-MS
9997,iiit kalyani,College,6600,,,College-MS
9998,nlu shimla,College,6600,,,College-MS
9999,birla global university,College,6600,,,College-MS
10000,iitm pune,College,6600,,,College-MS
10001,icfai university tripura,College,6600,,,College-MS
10002,Kerala Kalamandalam,College,6600,,,College-MS
10003,Gandhigram Rural Institute,College,6600,,,College-MS
10004,aku patna,College,6600,,,College-MS
10005,akkamahadevi university,College,6600,,,College-MS
10006,kle university,College,6600,,,College-MS
10007,Auro University,College,6600,,,College-MS
10008,gangadhar meher university,College,6600,,,College-MS
10009,dav university jalandhar,College,6600,,,College-MS
10010,rkgit,College,6600,,,College-MS
10011,Arka Jain University,College,6600,,,College-MS
10012,mpuat,College,6600,,,College-MS
10013,Arunachal University of Studies,College,6600,,,College-MS
10014,cgc jhanjeri,College,6600,,,College-MS
10015,baddi university,College,6600,,,College-MS
10016,Central University Thiruvarur,College,6600,,,College-MS
10017,jims vasant kunj,College,6600,,,College-MS
10018,Pusa Institute of Technology,College,6600,,,College-MS
10019,Dev Bhoomi Group of Institutions,College,6600,,,College-MS
10020,jgec,College,6600,,,College-MS
10021,kmc mangalore,College,6600,,,College-MS
10022,symbiosis centre for distance learning,College,6600,,,College-MS
10023,sangai international university,College,6600,,,College-MS
10024,Pacific University,College,6600,,,College-MS
10025,Lingayas University,College,6600,,,College-MS
10026,bajkul milani mahavidyalaya,College,6600,,,College-MS
10027,gsfc university,College,6600,,,College-MS
10028,MLR Institute of Technology,College,6600,,,College-MS
10029,atmiya university,College,6600,,,College-MS
10030,Teerthankar Mahavir University,College,6600,,,College-MS
10031,skit jaipur,College,6600,,,College-MS
10032,sdau,College,6600,,,College-MS
10033,svit vasad,College,6600,,,College-MS
10034,acropolis institute of technology and research,College,6600,,,College-MS
10035,CIP Ranchi,College,6600,,,College-MS
10036,SAM Global University,College,6600,,,College-MS
10037,manav rachna international university,College,6600,,,College-MS
10038,miet meerut,College,6600,,,College-MS
10039,niper ahmedabad,College,5400,,,College-MS
10040,Raksha Shakti University,College,5400,,,College-MS
10041,bit patna,College,5400,,,College-MS
10042,ansal university,College,5400,,,College-MS
10043,scms pune,College,5400,,,College-MS
10044,gndu Amritsar,College,5400,,,College-MS
10045,NICMAR Pune,College,5400,,,College-MS
10046,MICA Ahmedabad,College,5400,,,College-MS
10047,xiss ranchi,College,5400,,,College-MS
10048,xime bangalore,College,5400,,,College-MS
10049,iiitdm kurnool,College,5400,,,College-MS
10050,sibm hyderabad,College,5400,,,College-MS
10051,Institute of Home Economics,College,5400,,,College-MS
10052,XUB,College,5400,,,College-MS
10053,alagappa university dde,College,5400,,,College-MS
10054,nift hyderabad,College,5400,,,College-MS
10055,nift chennai,College,5400,,,College-MS
10056,isdi,College,5400,,,College-MS
10057,ihm shimla,College,5400,,,College-MS
10058,vhnsnc,College,5400,,,College-MS
10059,nift kolkata,College,5400,,,College-MS
10060,uem jaipur,College,5400,,,College-MS
10061,nuepa,College,5400,,,College-MS
10062,trinity institute of professional studies,College,5400,,,College-MS
10063,bihar agricultural university,College,5400,,,College-MS
10064,national institute of nutrition,College,5400,,,College-MS
10065,apeejay stya university,College,5400,,,College-MS
10066,neotia university,College,5400,,,College-MS
10067,Sri Krishnadevaraya University,College,5400,,,College-MS
10068,Sant Longowal Institute of Engineering and Technology,College,5400,,,College-MS
10069,sai nath university,College,5400,,,College-MS
10070,gitam hyderabad,College,5400,,,College-MS
10071,mandsaur university,College,5400,,,College-MS
10072,iitram,College,5400,,,College-MS
10073,starex university,College,5400,,,College-MS
10074,iiit naya raipur,College,5400,,,College-MS
10075,himgiri zee university,College,5400,,,College-MS
10076,bit durg,College,5400,,,College-MS
10077,anna university distance education,College,5400,,,College-MS
10078,JUET,College,5400,,,College-MS
10079,dkte,College,5400,,,College-MS
10080,chimes aviation academy,College,5400,,,College-MS
10081,vesit,College,5400,,,College-MS
10082,bpit,College,5400,,,College-MS
10083,bharathidasan university distance education,College,5400,,,College-MS
10084,icfai university dehradun,College,5400,,,College-MS
10085,gokhale institute of politics and economics,College,5400,,,College-MS
10086,gdc Kathua,College,5400,,,College-MS
10087,gec thrissur,College,5400,,,College-MS
10088,kle technological university,College,5400,,,College-MS
10089,atria institute of technology,College,5400,,,College-MS
10090,RNS Institute of Technology,College,5400,,,College-MS
10091,calorx teachers university,College,5400,,,College-MS
10092,ihm chennai,College,5400,,,College-MS
10093,ihm bhopal,College,5400,,,College-MS
10094,iims pune,College,5400,,,College-MS
10095,ymca delhi,College,5400,,,College-MS
10096,utu dehradun,College,5400,,,College-MS
10097,NMIMS Navi Mumbai,College,5400,,,College-MS
10098,sibm Nagpur,College,5400,,,College-MS
10099,nirma university law,College,5400,,,College-MS
10100,jd birla institute,College,5400,,,College-MS
10101,madhav university,College,5400,,,College-MS
10102,iter bhubaneswar,College,5400,,,College-MS
10103,Symbiosis Institute of Technology,College,5400,,,College-MS
10104,iist trivandrum,College,5400,,,College-MS
10105,mahatma jyoti rao phoole university,College,5400,,,College-MS
10106,itm university raipur,College,5400,,,College-MS
10107,Baba MastNath University,College,5400,,,College-MS
10108,nuals,College,5400,,,College-MS
10109,srinivas university,College,5400,,,College-MS
10110,Shri Venkateshwara University,College,5400,,,College-MS
10111,mahatma phule krishi vidyapeeth,College,5400,,,College-MS
10112,jamia hamdard university,College,5400,,,College-MS
10113,army institute of law,College,5400,,,College-MS
10114,sims pune,College,5400,,,College-MS
10115,bejoy narayan mahavidyalaya,College,5400,,,College-MS
10116,isme bangalore,College,5400,,,College-MS
10117,sms varanasi,College,5400,,,College-MS
10118,dr mgr educational and research institute,College,5400,,,College-MS
10119,nmims indore,College,5400,,,College-MS
10120,assam womens university,College,5400,,,College-MS
10121,pesce mandya,College,5400,,,College-MS
10122,RCC Institute of Information Technology,College,5400,,,College-MS
10123,Atal Bihari Vajpayee Hindi Vishwavidyalaya,College,5400,,,College-MS
10124,Sidho Kanho Birsha University,College,5400,,,College-MS
10125,mit alandi,College,5400,,,College-MS
10126,st joseph university dimapur,College,5400,,,College-MS
10127,shri guru ram rai university,College,5400,,,College-MS
10128,dsu,College,5400,,,College-MS
10129,GMC Ratlam,College,5400,,,College-MS
10130,Tamralipta Mahavidyalaya,College,5400,,,College-MS
10131,nluo,College,5400,,,College-MS
10132,Vidya Jyothi Institute of Technology,College,5400,,,College-MS
10133,cmr technical campus,College,5400,,,College-MS
10134,IES University Bhopal,College,5400,,,College-MS
10135,gmc shahdol,College,5400,,,College-MS
10136,mdi murshidabad,College,4400,,,College-MS
10137,niper raebareli,College,4400,,,College-MS
10138,mahindra ecole centrale,College,4400,,,College-MS
10139,jss university,College,4400,,,College-MS
10140,jmi codl,College,4400,,,College-MS
10141,lpude,College,4400,,,College-MS
10142,nielit calicut,College,4400,,,College-MS
10143,pearl academy mumbai,College,4400,,,College-MS
10144,igntu amarkantak,College,4400,,,College-MS
10145,iiit trichy,College,4400,,,College-MS
10146,jaipuria institute of management Noida,College,4400,,,College-MS
10147,nit tadepalligudem,College,4400,,,College-MS
10148,itm navi mumbai,College,4400,,,College-MS
10149,iimc delhi,College,4400,,,College-MS
10150,ibs gurgaon,College,4400,,,College-MS
10151,XIC,College,4400,,,College-MS
10152,lbsim,College,4400,,,College-MS
10153,jain university kochi,College,4400,,,College-MS
10154,apex university,College,4400,,,College-MS
10155,mg university kottayam,College,4400,,,College-MS
10156,iibs bangalore,College,4400,,,College-MS
10157,medicaps university,College,4400,,,College-MS
10158,national dairy research institute,College,4400,,,College-MS
10159,symbiosis hyderabad,College,4400,,,College-MS
10160,kims bangalore,College,4400,,,College-MS
10161,Indore Institute of Law,College,4400,,,College-MS
10162,Vydehi Institute of Medical Sciences and Research Centre,College,4400,,,College-MS
10163,Navsari Agricultural University,College,4400,,,College-MS
10164,kerala law academy,College,4400,,,College-MS
10165,iacs kolkata,College,4400,,,College-MS
10166,rgukt nuzvid,College,4400,,,College-MS
10167,manage hyderabad,College,4400,,,College-MS
10168,Maharishi Markandeshwar University,College,4400,,,College-MS
10169,sri ramachandra university,College,4400,,,College-MS
10170,iift kolkata,College,4400,,,College-MS
10171,apj abdul kalam university indore,College,4400,,,College-MS
10172,motherhood university,College,4400,,,College-MS
10173,iihr bangalore,College,4400,,,College-MS
10174,Shri Mata Vaishno Devi University,College,4400,,,College-MS
10175,bcrec,College,4400,,,College-MS
10176,bit raipur,College,4400,,,College-MS
10177,defence institute of advanced technology,College,4400,,,College-MS
10178,bhabha university,College,4400,,,College-MS
10179,jk lakshmipat university,College,4400,,,College-MS
10180,cet bhubaneswar,College,4400,,,College-MS
10181,vgec,College,4400,,,College-MS
10182,srm university kattankulathur,College,4400,,,College-MS
10183,odisha state open university,College,4400,,,College-MS
10184,nia pune,College,4400,,,College-MS
10185,imi bhubaneswar,College,4400,,,College-MS
10186,ihm hyderabad,College,4400,,,College-MS
10187,RGMCET,College,4400,,,College-MS
10188,ihm hajipur,College,4400,,,College-MS
10189,jims kalkaji,College,4400,,,College-MS
10190,iimt greater noida,College,4400,,,College-MS
10191,symbiosis institute of design,College,4400,,,College-MS
10192,amrita university bangalore,College,4400,,,College-MS
10193,HGU,College,4400,,,College-MS
10194,usict,College,4400,,,College-MS
10195,niper hajipur,College,4400,,,College-MS
10196,tecnia institute of advanced studies,College,4400,,,College-MS
10197,euro tech maritime academy,College,4400,,,College-MS
10198,maharishi university,College,4400,,,College-MS
10199,sjmsom,College,4400,,,College-MS
10200,bjmc pune,College,4400,,,College-MS
10201,sir m visvesvaraya institute of technology,College,4400,,,College-MS
10202,pp savani university,College,4400,,,College-MS
10203,mdniy,College,4400,,,College-MS
10204,MGM University,College,4400,,,College-MS
10205,times pro,College,4400,,,College-MS
10206,rajiv gandhi national university of law,College,4400,,,College-MS
10207,netaji subhas university,College,4400,,,College-MS
10208,iihmr jaipur,College,4400,,,College-MS
10209,ihm jaipur,College,4400,,,College-MS
