id,Keyword,Tag,Search Volume,Category,Exam Tag,new_tag
1580,ict mumbai fees,Main_Research_Sheet,390,Fees,,Main_Research_Sheet-part_1
1581,ict mumbai placement,Main_Research_Sheet,720,Placement,,Main_Research_Sheet-part_1
1582,iem kolkata placement,Main_Research_Sheet,720,Placement,,Main_Research_Sheet-part_1
1583,IGNOU admission,Main_Research_Sheet,301000,Admission,,Main_Research_Sheet-part_1
1584,IGNOU assignment,Main_Research_Sheet,165000,General,,Main_Research_Sheet-part_1
1585,IGNOU b.ed,Main_Research_Sheet,22200,Course,,Main_Research_Sheet-part_1
1586,IGNOU BA,Main_Research_Sheet,1000,Course,,Main_Research_Sheet-part_1
1587,IGNOU BA Psychology,Main_Research_Sheet,1000,Course,,Main_Research_Sheet-part_1
1588,IGNOU BBA,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1589,IGNOU bsc,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1590,IGNOU certificate courses,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1591,IGNOU datesheet,Main_Research_Sheet,14800,Time_Table,,Main_Research_Sheet-part_1
1592,IGNOU diploma courses,Main_Research_Sheet,5400,Course,,Main_Research_Sheet-part_1
1593,IGNOU enrollment number,Main_Research_Sheet,4400,General,,Main_Research_Sheet-part_1
1594,IGNOU exam centre,Main_Research_Sheet,1300,Exam_Centers,,Main_Research_Sheet-part_1
1595,IGNOU Exam Form,Main_Research_Sheet,135000,Overview,,Main_Research_Sheet-part_1
1596,IGNOU Hall Ticket,Main_Research_Sheet,135000,Admit_Card,,Main_Research_Sheet-part_1
1597,IGNOU MA,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1598,IGNOU ma admission,Main_Research_Sheet,4400,Admission,,Main_Research_Sheet-part_1
1599,IGNOU ma english,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1600,IGNOU ma in psychology,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1601,IGNOU mba,Main_Research_Sheet,14800,Course,,Main_Research_Sheet-part_1
1602,IGNOU mba fees,Main_Research_Sheet,4400,Fees,,Main_Research_Sheet-part_1
1603,IGNOU MCA,Main_Research_Sheet,3600,Course,,Main_Research_Sheet-part_1
1604,IGNOU mphil,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1605,IGNOU msc,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1606,IGNOU msw,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1607,IGNOU notes,Main_Research_Sheet,1600,General,,Main_Research_Sheet-part_1
1608,IGNOU phd,Main_Research_Sheet,5400,Course,,Main_Research_Sheet-part_1
1609,IGNOU question paper,Main_Research_Sheet,6600,Question_Paper,,Main_Research_Sheet-part_1
1610,IGNOU result,Main_Research_Sheet,550000,Result,,Main_Research_Sheet-part_1
1611,IGNOU revaluation,Main_Research_Sheet,6600,General,,Main_Research_Sheet-part_1
1612,IGNOU study centre,Main_Research_Sheet,8100,General,,Main_Research_Sheet-part_1
1613,IGNOU study material,Main_Research_Sheet,18100,Study_Material,,Main_Research_Sheet-part_1
1614,IGNOU teacher courses,Main_Research_Sheet,210,Course,,Main_Research_Sheet-part_1
1615,IGNOU yoga courses,Main_Research_Sheet,1000,Course,,Main_Research_Sheet-part_1
1616,iiest shibpur cut off,Main_Research_Sheet,2900,Cut_Off,,Main_Research_Sheet-part_1
1617,iiest shibpur fee structure,Main_Research_Sheet,320,Fees,,Main_Research_Sheet-part_1
1618,iiest shibpur placement,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1619,iiest shibpur ranking,Main_Research_Sheet,320,Ranking,,Main_Research_Sheet-part_1
1620,iiit bangalore admission,Main_Research_Sheet,390,Admission,,Main_Research_Sheet-part_1
1621,iiit bangalore average package,Main_Research_Sheet,260,General,,Main_Research_Sheet-part_1
1622,iiit bangalore courses,Main_Research_Sheet,260,Course,,Main_Research_Sheet-part_1
1623,iiit bangalore cutoff,Main_Research_Sheet,4400,Cut_Off,,Main_Research_Sheet-part_1
1624,iiit bangalore entrance exam,Main_Research_Sheet,110,Course,,Main_Research_Sheet-part_1
1625,iiit bangalore fees,Main_Research_Sheet,1600,Fees,,Main_Research_Sheet-part_1
1626,iiit bangalore placements,Main_Research_Sheet,1300,Placement,,Main_Research_Sheet-part_1
1627,iiit bangalore ranking,Main_Research_Sheet,590,Ranking,,Main_Research_Sheet-part_1
1628,iiit bhubaneswar cutoff,Main_Research_Sheet,1600,Cut_Off,,Main_Research_Sheet-part_1
1629,iiit bhubaneswar fees,Main_Research_Sheet,590,Fees,,Main_Research_Sheet-part_1
1630,iiit bhubaneswar placement,Main_Research_Sheet,880,Placement,,Main_Research_Sheet-part_1
1631,iiit bhubaneswar ranking,Main_Research_Sheet,210,Ranking,,Main_Research_Sheet-part_1
1632,iiit delhi admission,Main_Research_Sheet,260,Admission,,Main_Research_Sheet-part_1
1633,iiit delhi average package,Main_Research_Sheet,590,General,,Main_Research_Sheet-part_1
1634,iiit delhi cut off,Main_Research_Sheet,8100,Cut_Off,,Main_Research_Sheet-part_1
1635,iiit delhi fees,Main_Research_Sheet,1900,Fees,,Main_Research_Sheet-part_1
1636,iiit delhi mtech,Main_Research_Sheet,880,Course,,Main_Research_Sheet-part_1
1637,iiit delhi phd,Main_Research_Sheet,170,Course,,Main_Research_Sheet-part_1
1638,iiit delhi placements,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1639,iiit delhi ranking,Main_Research_Sheet,480,Ranking,,Main_Research_Sheet-part_1
1640,IIIT Hyderabad admission process,Main_Research_Sheet,320,Admission,,Main_Research_Sheet-part_1
1641,IIIT Hyderabad courses,Main_Research_Sheet,390,Course,,Main_Research_Sheet-part_1
1642,IIIT Hyderabad cut off,Main_Research_Sheet,8100,Cut_Off,,Main_Research_Sheet-part_1
1643,IIIT Hyderabad eligibility,Main_Research_Sheet,110,Eligibility,,Main_Research_Sheet-part_1
1644,IIIT Hyderabad exam,Main_Research_Sheet,320,Overview,,Main_Research_Sheet-part_1
1645,IIIT Hyderabad fees,Main_Research_Sheet,2900,Fees,,Main_Research_Sheet-part_1
1646,IIIT Hyderabad form,Main_Research_Sheet,210,General,,Main_Research_Sheet-part_1
1647,IIIT Hyderabad mtech,Main_Research_Sheet,590,Course,,Main_Research_Sheet-part_1
1648,IIIT Hyderabad online courses,Main_Research_Sheet,140,Course,,Main_Research_Sheet-part_1
1649,IIIT Hyderabad phd,Main_Research_Sheet,170,Course,,Main_Research_Sheet-part_1
1650,IIIT Hyderabad placements,Main_Research_Sheet,2400,Placement,,Main_Research_Sheet-part_1
1651,IIIT Hyderabad ranking,Main_Research_Sheet,720,Ranking,,Main_Research_Sheet-part_1
1652,IIIT Hyderabad scholarship,Main_Research_Sheet,110,Scholarship,,Main_Research_Sheet-part_1
1653,IIIT Hyderabad ugee,Main_Research_Sheet,880,Course,,Main_Research_Sheet-part_1
1654,iiit pune cutoff,Main_Research_Sheet,1900,Cut_Off,,Main_Research_Sheet-part_1
1655,iiit pune fees,Main_Research_Sheet,880,Fees,,Main_Research_Sheet-part_1
1656,iiit pune placement,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1657,iiit pune ranking,Main_Research_Sheet,210,Ranking,,Main_Research_Sheet-part_1
1658,iim ahmedabad admission criteria,Main_Research_Sheet,880,Admission,,Main_Research_Sheet-part_1
1659,iim ahmedabad alumni,Main_Research_Sheet,880,General,,Main_Research_Sheet-part_1
1660,iim ahmedabad average package,Main_Research_Sheet,3600,General,,Main_Research_Sheet-part_1
1661,iim ahmedabad cutoff,Main_Research_Sheet,2400,Cut_Off,,Main_Research_Sheet-part_1
1662,iim ahmedabad eligibility,Main_Research_Sheet,390,Eligibility,,Main_Research_Sheet-part_1
1663,iim ahmedabad epgp,Main_Research_Sheet,480,General,,Main_Research_Sheet-part_1
1664,iim ahmedabad executive mba,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1665,iim ahmedabad faculty,Main_Research_Sheet,320,Faculty,,Main_Research_Sheet-part_1
1666,iim ahmedabad fees,Main_Research_Sheet,12100,Fees,,Main_Research_Sheet-part_1
1667,iim ahmedabad fpm,Main_Research_Sheet,260,General,,Main_Research_Sheet-part_1
1668,iim ahmedabad gmat score,Main_Research_Sheet,170,Eligibility,,Main_Research_Sheet-part_1
1669,iim ahmedabad highest package,Main_Research_Sheet,1300,General,,Main_Research_Sheet-part_1
1670,iim ahmedabad hostel,Main_Research_Sheet,1300,Hostel,,Main_Research_Sheet-part_1
1671,iim ahmedabad mba,Main_Research_Sheet,880,Course,,Main_Research_Sheet-part_1
1672,iim ahmedabad placement,Main_Research_Sheet,4400,Placement,,Main_Research_Sheet-part_1
1673,iim ahmedabad ranking,Main_Research_Sheet,320,Ranking,,Main_Research_Sheet-part_1
1674,iim ahmedabad result,Main_Research_Sheet,260,Result,,Main_Research_Sheet-part_1
1675,iim ahmedabad world ranking,Main_Research_Sheet,1000,Ranking,,Main_Research_Sheet-part_1
1676,iim bangalore admission,Main_Research_Sheet,390,Admission,,Main_Research_Sheet-part_1
1677,iim bangalore alumni,Main_Research_Sheet,390,General,,Main_Research_Sheet-part_1
1678,iim bangalore certificate courses,Main_Research_Sheet,390,Course,,Main_Research_Sheet-part_1
1679,iim bangalore course,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1680,iim bangalore cut off,Main_Research_Sheet,1300,Cut_Off,,Main_Research_Sheet-part_1
1681,iim bangalore epgp,Main_Research_Sheet,720,Course,,Main_Research_Sheet-part_1
1682,iim bangalore executive mba,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1683,iim bangalore fees,Main_Research_Sheet,5400,Fees,,Main_Research_Sheet-part_1
1684,iim bangalore fpm,Main_Research_Sheet,390,Course,,Main_Research_Sheet-part_1
1685,iim bangalore ipm,Main_Research_Sheet,320,Course,,Main_Research_Sheet-part_1
1686,iim bangalore mba,Main_Research_Sheet,590,Course,,Main_Research_Sheet-part_1
1687,iim bangalore mba fees,Main_Research_Sheet,2400,Fees,,Main_Research_Sheet-part_1
1688,iim bangalore pgpba,Main_Research_Sheet,720,Course,,Main_Research_Sheet-part_1
1689,iim bangalore placement,Main_Research_Sheet,2900,Placement,,Main_Research_Sheet-part_1
1690,iim bangalore ranking,Main_Research_Sheet,210,Ranking,,Main_Research_Sheet-part_1
1691,iim bangalore result,Main_Research_Sheet,210,Result,,Main_Research_Sheet-part_1
1692,iim bangalore selection criteria,Main_Research_Sheet,590,Admission,,Main_Research_Sheet-part_1
1693,iim bangalore shortlist,Main_Research_Sheet,720,Course,,Main_Research_Sheet-part_1
1694,iim indore admission,Main_Research_Sheet,1600,Admission,,Main_Research_Sheet-part_1
1695,iim indore courses,Main_Research_Sheet,880,Course,,Main_Research_Sheet-part_1
1696,iim indore Cutoff,Main_Research_Sheet,1600,Cut_Off,,Main_Research_Sheet-part_1
1697,iim indore epgp,Main_Research_Sheet,590,Course,,Main_Research_Sheet-part_1
1698,iim indore fees,Main_Research_Sheet,5400,Fees,,Main_Research_Sheet-part_1
1699,iim indore ipm,Main_Research_Sheet,3600,General,,Main_Research_Sheet-part_1
1700,iim indore mba,Main_Research_Sheet,260,Course,,Main_Research_Sheet-part_1
1701,iim indore placements,Main_Research_Sheet,3600,Placement,,Main_Research_Sheet-part_1
1702,iim indore ranking,Main_Research_Sheet,1000,Ranking,,Main_Research_Sheet-part_1
1703,iim indore result,Main_Research_Sheet,390,Result,,Main_Research_Sheet-part_1
1704,iim indore scholarship,Main_Research_Sheet,140,Scholarship,,Main_Research_Sheet-part_1
1705,iim indore selection criteria,Main_Research_Sheet,590,Admission,,Main_Research_Sheet-part_1
1706,iim indore shortlist,Main_Research_Sheet,480,General,,Main_Research_Sheet-part_1
1707,iim indore world ranking,Main_Research_Sheet,210,Ranking,,Main_Research_Sheet-part_1
1708,iisc bangalore alumni,Main_Research_Sheet,140,General,,Main_Research_Sheet-part_1
1709,iisc bangalore course,Main_Research_Sheet,3600,Course,,Main_Research_Sheet-part_1
1710,iisc bangalore cutoff,Main_Research_Sheet,3600,Cut_Off,,Main_Research_Sheet-part_1
1711,iisc bangalore data science,Main_Research_Sheet,140,Course,,Main_Research_Sheet-part_1
1712,iisc bangalore faculty,Main_Research_Sheet,210,Faculty,,Main_Research_Sheet-part_1
1713,iisc bangalore fees,Main_Research_Sheet,1000,Fees,,Main_Research_Sheet-part_1
1714,iisc bangalore highest package,Main_Research_Sheet,170,Course,,Main_Research_Sheet-part_1
1715,iisc bangalore hostel,Main_Research_Sheet,210,Hostel,,Main_Research_Sheet-part_1
1716,iisc bangalore internship,Main_Research_Sheet,320,Course,,Main_Research_Sheet-part_1
1717,iisc bangalore mba,Main_Research_Sheet,880,Course,,Main_Research_Sheet-part_1
1718,iisc bangalore mtech,Main_Research_Sheet,1300,Course,,Main_Research_Sheet-part_1
1719,iisc bangalore mtech cutoff,Main_Research_Sheet,320,Cut_Off,,Main_Research_Sheet-part_1
1720,iisc bangalore online courses,Main_Research_Sheet,110,Course,,Main_Research_Sheet-part_1
1721,iisc bangalore phd,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1722,iisc bangalore placements,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1723,iisc bangalore qs ranking,Main_Research_Sheet,170,Ranking,,Main_Research_Sheet-part_1
1724,iisc bangalore ranking,Main_Research_Sheet,720,Ranking,,Main_Research_Sheet-part_1
1725,iisc bangalore recruitment,Main_Research_Sheet,1000,Course,,Main_Research_Sheet-part_1
1726,iisc bangalore world ranking,Main_Research_Sheet,1300,Ranking,,Main_Research_Sheet-part_1
1727,IISER admission,Main_Research_Sheet,8100,Admission,,Main_Research_Sheet-part_1
1728,IISER application form,Main_Research_Sheet,390,Application,,Main_Research_Sheet-part_1
1729,iiser bhopal courses,Main_Research_Sheet,140,Course,,Main_Research_Sheet-part_1
1730,iiser bhopal phd,Main_Research_Sheet,320,Course,,Main_Research_Sheet-part_1
1731,iiser bhopal placement,Main_Research_Sheet,260,Placement,,Main_Research_Sheet-part_1
1732,iiser bhopal ranking,Main_Research_Sheet,110,Ranking,,Main_Research_Sheet-part_1
1733,IISER courses,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1734,IISER cut off,Main_Research_Sheet,1000,Cut_Off,,Main_Research_Sheet-part_1
1735,IISER exam,Main_Research_Sheet,2900,Overview,,Main_Research_Sheet-part_1
1736,IISER fee structure,Main_Research_Sheet,480,Fees,,Main_Research_Sheet-part_1
1737,IISER jee advanced cut off,Main_Research_Sheet,260,Cut_Off,,Main_Research_Sheet-part_1
1738,iiser kolkata admission,Main_Research_Sheet,260,Admission,,Main_Research_Sheet-part_1
1739,iiser kolkata courses,Main_Research_Sheet,110,Course,,Main_Research_Sheet-part_1
1740,iiser kolkata phd,Main_Research_Sheet,480,Course,,Main_Research_Sheet-part_1
1741,iiser kolkata placement,Main_Research_Sheet,210,Placement,,Main_Research_Sheet-part_1
1742,iiser mohali courses,Main_Research_Sheet,210,Course,,Main_Research_Sheet-part_1
1743,iiser mohali phd,Main_Research_Sheet,320,Course,,Main_Research_Sheet-part_1
1744,IISER placements,Main_Research_Sheet,1300,Placement,,Main_Research_Sheet-part_1
1745,IISER question paper,Main_Research_Sheet,390,Question_Paper,,Main_Research_Sheet-part_1
1746,IISER ranking,Main_Research_Sheet,720,Ranking,,Main_Research_Sheet-part_1
1747,IISER registration,Main_Research_Sheet,170,Application,,Main_Research_Sheet-part_1
1748,IISER ug courses,Main_Research_Sheet,110,Course,,Main_Research_Sheet-part_1
1749,iit bhu cutoff,Main_Research_Sheet,4400,Cut_Off,,Main_Research_Sheet-part_1
1750,iit bhu mba,Main_Research_Sheet,110,Course,,Main_Research_Sheet-part_1
1751,iit bhu mtech,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1752,iit bhu mtech admission,Main_Research_Sheet,720,Admission,,Main_Research_Sheet-part_1
1753,iit bhu mtech cutoff,Main_Research_Sheet,720,Cut_Off,,Main_Research_Sheet-part_1
1754,iit bhu phd,Main_Research_Sheet,1600,Course,,Main_Research_Sheet-part_1
1755,iit bhu placements,Main_Research_Sheet,1900,Placement,,Main_Research_Sheet-part_1
1756,iit bhu ranking,Main_Research_Sheet,590,Ranking,,Main_Research_Sheet-part_1
1757,iit bhubaneswar cutoff,Main_Research_Sheet,1900,Cut_Off,,Main_Research_Sheet-part_1
1758,iit bhubaneswar fees,Main_Research_Sheet,210,Fees,,Main_Research_Sheet-part_1
1759,iit bhubaneswar internship,Main_Research_Sheet,480,Internship,,Main_Research_Sheet-part_1
1760,iit bhubaneswar mtech,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1761,iit bhubaneswar mtech cutoff,Main_Research_Sheet,480,Cut_Off,,Main_Research_Sheet-part_1
1762,iit bhubaneswar phd,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1763,iit bhubaneswar placement,Main_Research_Sheet,880,Placement,,Main_Research_Sheet-part_1
1764,iit bhubaneswar ranking,Main_Research_Sheet,480,Ranking,,Main_Research_Sheet-part_1
1765,IIT Bombay admission,Main_Research_Sheet,1900,Admission,,Main_Research_Sheet-part_1
1766,IIT Bombay alumni,Main_Research_Sheet,1600,General,,Main_Research_Sheet-part_1
1767,IIT Bombay Courses,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1768,IIT Bombay Cut-Offs,Main_Research_Sheet,12100,Cut_Off,,Main_Research_Sheet-part_1
1769,IIT Bombay faculty,Main_Research_Sheet,590,Faculty,,Main_Research_Sheet-part_1
1770,IIT Bombay Fees,Main_Research_Sheet,8100,Fees,,Main_Research_Sheet-part_1
1771,IIT Bombay mba,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1772,IIT Bombay mtech,Main_Research_Sheet,6600,Course,,Main_Research_Sheet-part_1
1773,IIT Bombay phd,Main_Research_Sheet,6600,Course,,Main_Research_Sheet-part_1
1774,IIT Bombay Placements,Main_Research_Sheet,3600,Placement,,Main_Research_Sheet-part_1
1775,IIT Bombay recruitment,Main_Research_Sheet,720,Recruitment,,Main_Research_Sheet-part_1
1776,IIT Delhi acceptance rate,Main_Research_Sheet,170,General,,Main_Research_Sheet-part_1
1777,IIT Delhi admission,Main_Research_Sheet,720,Admission,,Main_Research_Sheet-part_1
1778,IIT Delhi alumni,Main_Research_Sheet,1600,General,,Main_Research_Sheet-part_1
1779,IIT Delhi cse average package,Main_Research_Sheet,880,General,,Main_Research_Sheet-part_1
1780,IIT Delhi cut off,Main_Research_Sheet,9900,Cut_Off,,Main_Research_Sheet-part_1
1781,IIT Delhi economics,Main_Research_Sheet,210,Course,,Main_Research_Sheet-part_1
1782,IIT Delhi executive mba,Main_Research_Sheet,480,Course,,Main_Research_Sheet-part_1
1783,IIT Delhi fest,Main_Research_Sheet,320,General,,Main_Research_Sheet-part_1
1784,IIT Delhi gate,Main_Research_Sheet,880,General,,Main_Research_Sheet-part_1
1785,IIT Delhi m.tech,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1786,IIT Delhi mba,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1787,IIT Delhi phd,Main_Research_Sheet,3600,Course,,Main_Research_Sheet-part_1
1788,IIT Delhi placements,Main_Research_Sheet,2400,Placement,,Main_Research_Sheet-part_1
1789,IIT Delhi qs ranking,Main_Research_Sheet,390,Ranking,,Main_Research_Sheet-part_1
1790,IIT Delhi ranking,Main_Research_Sheet,880,Ranking,,Main_Research_Sheet-part_1
1791,IIT Delhi recruitment,Main_Research_Sheet,1900,Recruitment,,Main_Research_Sheet-part_1
1792,IIT Delhi time table,Main_Research_Sheet,140,Time_Table,,Main_Research_Sheet-part_1
1793,IIT Delhi vs iit bombay,Main_Research_Sheet,320,Comparison,,Main_Research_Sheet-part_1
1794,iit gandhinagar cut off,Main_Research_Sheet,1900,Cut_Off,,Main_Research_Sheet-part_1
1795,iit gandhinagar mtech,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1796,iit gandhinagar mtech admission,Main_Research_Sheet,320,Admission,,Main_Research_Sheet-part_1
1797,iit gandhinagar mtech cutoff,Main_Research_Sheet,590,Cut_Off,,Main_Research_Sheet-part_1
1798,iit gandhinagar phd,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1799,iit gandhinagar placements,Main_Research_Sheet,880,Placement,,Main_Research_Sheet-part_1
1800,iit gandhinagar ranking,Main_Research_Sheet,390,Ranking,,Main_Research_Sheet-part_1
1801,iit guwahati biotechnology,Main_Research_Sheet,170,Course,,Main_Research_Sheet-part_1
1802,iit guwahati cutoff,Main_Research_Sheet,5400,Cut_Off,,Main_Research_Sheet-part_1
1803,iit guwahati data science,Main_Research_Sheet,260,Course,,Main_Research_Sheet-part_1
1804,iit guwahati gate cutoff,Main_Research_Sheet,320,Cut_Off,,Main_Research_Sheet-part_1
1805,iit guwahati highest package,Main_Research_Sheet,320,General,,Main_Research_Sheet-part_1
1806,iit guwahati hostel,Main_Research_Sheet,1300,Hostel,,Main_Research_Sheet-part_1
1807,iit guwahati humanities,Main_Research_Sheet,140,Course,,Main_Research_Sheet-part_1
1808,iit guwahati mtech,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1809,iit guwahati mtech cutoff,Main_Research_Sheet,880,Cut_Off,,Main_Research_Sheet-part_1
1810,iit guwahati phd,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1811,iit guwahati placement,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1812,iit hyderabad artificial intelligence,Main_Research_Sheet,390,General,,Main_Research_Sheet-part_1
1813,iit hyderabad biomedical engineering,Main_Research_Sheet,110,Course,,Main_Research_Sheet-part_1
1814,iit hyderabad cutoff,Main_Research_Sheet,5400,Cut_Off,,Main_Research_Sheet-part_1
1815,iit hyderabad design,Main_Research_Sheet,320,General,,Main_Research_Sheet-part_1
1816,iit hyderabad faculty,Main_Research_Sheet,140,Faculty,,Main_Research_Sheet-part_1
1817,iit hyderabad fees,Main_Research_Sheet,1000,Fees,,Main_Research_Sheet-part_1
1818,iit hyderabad gate cutoff,Main_Research_Sheet,320,Cut_Off,,Main_Research_Sheet-part_1
1819,iit hyderabad hostel,Main_Research_Sheet,590,Hostel,,Main_Research_Sheet-part_1
1820,iit hyderabad mtech,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1821,iit hyderabad phd,Main_Research_Sheet,1300,Course,,Main_Research_Sheet-part_1
1822,iit hyderabad placement,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1823,iit hyderabad ranking,Main_Research_Sheet,590,Ranking,,Main_Research_Sheet-part_1
1824,iit indore cut off,Main_Research_Sheet,2900,Cut_Off,,Main_Research_Sheet-part_1
1825,iit indore faculty,Main_Research_Sheet,140,Faculty,,Main_Research_Sheet-part_1
1826,iit indore fees,Main_Research_Sheet,480,Fees,,Main_Research_Sheet-part_1
1827,iit indore highest package,Main_Research_Sheet,210,General,,Main_Research_Sheet-part_1
1828,iit indore hostel,Main_Research_Sheet,390,Hostel,,Main_Research_Sheet-part_1
1829,iit indore mtech,Main_Research_Sheet,1000,Course,,Main_Research_Sheet-part_1
1830,iit indore mtech admission,Main_Research_Sheet,260,Admission,,Main_Research_Sheet-part_1
1831,iit indore mtech cutoff,Main_Research_Sheet,590,Cut_Off,,Main_Research_Sheet-part_1
1832,iit indore phd,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1833,iit indore phd admission,Main_Research_Sheet,590,Admission,,Main_Research_Sheet-part_1
1834,iit indore placements,Main_Research_Sheet,1000,Placement,,Main_Research_Sheet-part_1
1835,iit indore ranking,Main_Research_Sheet,390,Ranking,,Main_Research_Sheet-part_1
1836,iit kanpur alumni,Main_Research_Sheet,480,General,,Main_Research_Sheet-part_1
1837,iit kanpur cut off,Main_Research_Sheet,5400,Cut_Off,,Main_Research_Sheet-part_1
1838,iit kanpur data science,Main_Research_Sheet,260,Course,,Main_Research_Sheet-part_1
1839,iit kanpur fees,Main_Research_Sheet,1900,Fees,,Main_Research_Sheet-part_1
1840,iit kanpur highest package,Main_Research_Sheet,480,General,,Main_Research_Sheet-part_1
1841,iit kanpur hostel,Main_Research_Sheet,480,Hostel,,Main_Research_Sheet-part_1
1842,iit kanpur jam,Main_Research_Sheet,140,General,,Main_Research_Sheet-part_1
1843,iit kanpur mba,Main_Research_Sheet,2400,Course,,Main_Research_Sheet-part_1
1844,iit kanpur mtech,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1845,iit kanpur mtech cutoff,Main_Research_Sheet,1000,Cut_Off,,Main_Research_Sheet-part_1
1846,iit kanpur pg admission,Main_Research_Sheet,480,Admission,,Main_Research_Sheet-part_1
1847,iit kanpur phd,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1848,iit kanpur placements,Main_Research_Sheet,1300,Placement,,Main_Research_Sheet-part_1
1849,iit kanpur world ranking,Main_Research_Sheet,320,Ranking,,Main_Research_Sheet-part_1
1850,IIT Kharagpur alumni,Main_Research_Sheet,1000,General,,Main_Research_Sheet-part_1
1851,IIT Kharagpur Courses,Main_Research_Sheet,1000,Course,,Main_Research_Sheet-part_1
1852,IIT Kharagpur cut off,Main_Research_Sheet,6600,Cut_Off,,Main_Research_Sheet-part_1
1853,IIT Kharagpur law,Main_Research_Sheet,1900,Course,,Main_Research_Sheet-part_1
1854,IIT Kharagpur llm,Main_Research_Sheet,390,Course,,Main_Research_Sheet-part_1
1855,IIT Kharagpur mba,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1856,IIT Kharagpur mtech,Main_Research_Sheet,3600,Course,,Main_Research_Sheet-part_1
1857,IIT Kharagpur notable alumni,Main_Research_Sheet,2900,General,,Main_Research_Sheet-part_1
1858,IIT Kharagpur package,Main_Research_Sheet,210,General,,Main_Research_Sheet-part_1
1859,IIT Kharagpur phd,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1860,IIT Kharagpur placements,Main_Research_Sheet,1600,Placement,,Main_Research_Sheet-part_1
1861,IIT Kharagpur ranking,Main_Research_Sheet,720,Ranking,,Main_Research_Sheet-part_1
1862,iit madras admission,Main_Research_Sheet,720,Admission,,Main_Research_Sheet-part_1
1863,iit madras alumni,Main_Research_Sheet,480,General,,Main_Research_Sheet-part_1
1864,iit madras average package,Main_Research_Sheet,390,General,,Main_Research_Sheet-part_1
1865,iit madras courses,Main_Research_Sheet,3600,Course,,Main_Research_Sheet-part_1
1866,iit madras cut off,Main_Research_Sheet,4400,Cut_Off,,Main_Research_Sheet-part_1
1867,iit madras fees,Main_Research_Sheet,1300,Fees,,Main_Research_Sheet-part_1
1868,iit madras gate cutoff,Main_Research_Sheet,590,Cut_Off,,Main_Research_Sheet-part_1
1869,iit madras mba,Main_Research_Sheet,2900,Course,,Main_Research_Sheet-part_1
1870,iit madras mtech,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1871,iit madras online courses,Main_Research_Sheet,5400,Course,,Main_Research_Sheet-part_1
1872,iit madras pg admission,Main_Research_Sheet,320,Admission,,Main_Research_Sheet-part_1
1873,iit madras phd,Main_Research_Sheet,4400,Course,,Main_Research_Sheet-part_1
1874,iit madras placements,Main_Research_Sheet,2400,Placement,,Main_Research_Sheet-part_1
1875,iit madras ranking,Main_Research_Sheet,590,Ranking,,Main_Research_Sheet-part_1
1876,iit madras research,Main_Research_Sheet,590,General,,Main_Research_Sheet-part_1
1877,iit madras summer internship,Main_Research_Sheet,210,Internship,,Main_Research_Sheet-part_1
