Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
Concordia University BEng in Electrical Engineering,1,TOP SITE,06-12-2021,https://www.concordia.ca/academics/undergraduate/electrical-engineering.html,3,https://collegedunia.com/canada/college/3-concordia-university-montreal/bachelor-of-engineering-beng-electrical-engineering-226,,,2,https://studyabroad.shiksha.com/canada/universities/concordia-university/bachelor-of-engineering-beng-in-electrical-engineering,,,,,,,,,,,,,,,,,16310,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Concordia University BA in Journalism,1,TOP SITE,06-12-2021,https://www.concordia.ca/academics/undergraduate/journalism.html,9,https://collegedunia.com/canada/college/3-concordia-university-montreal/bachelor-of-arts-ba-journalism-256,,,11,https://studyabroad.shiksha.com/usa/universities/concordia-university-chicago/bachelors-in-journalism,,,56,https://www.collegedekho.com/ae/usa/concordia-university-chicago/course-fees/,,,,,,,,,,,,,16311,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Concordia University BEng in Mechanical Engineering,1,TOP SITE,06-12-2021,https://www.concordia.ca/academics/undergraduate/mechanical-engineering.html,6,https://collegedunia.com/canada/college/3-concordia-university-montreal/bachelor-of-engineering-beng-mechanical-engineering-264,,,2,https://studyabroad.shiksha.com/canada/universities/concordia-university/bachelor-of-engineering-beng-in-mechanical-engineering,,,20,https://www.collegedekho.com/study-abroad/articles/study-engineering-in-canada/,,,,,,,,,,,,,16312,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
Concordia University BEng in Software Engineering,1,TOP SITE,06-12-2021,https://www.concordia.ca/academics/undergraduate/software-engineering.html,7,https://collegedunia.com/canada/college/3-concordia-university-montreal/bachelor-of-engineering-beng-software-engineering-283,,,6,https://studyabroad.shiksha.com/canada/universities/concordia-university/software-engineering-beng,,,,,,,,,,,,,,,,,16313,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Alberta BSc in Mathematics,1,TOP SITE,06-12-2021,https://apps.admissions.ualberta.ca/programs/sc/sc010/math56,3,https://collegedunia.com/canada/college/9-university-of-alberta-edmonton/bachelor-of-science-bsc-mathematics-789,,,6,https://studyabroad.shiksha.com/canada/universities/university-of-alberta/master-of-science-in-mathematical-and-statistical-sciences,,,,,,,,,,,,,,,,,16314,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Alberta BSc in Neuroscience,1,TOP SITE,06-12-2021,https://apps.admissions.ualberta.ca/programs/sc/sc030/neusc1,2,https://collegedunia.com/canada/college/9-university-of-alberta-edmonton/bachelor-of-science-bsc-neuroscience-829,,,30,https://studyabroad.shiksha.com/canada/universities/university-of-alberta/msc-in-pharmacology,,,,,,,,,,,,,,,,,16315,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Calgary BSc in Biochemistry,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/explore-programs/biochemistry,3,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/bachelor-of-science-bsc-biochemistry-1015,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-calgary/bachelor-of-science-in-biochemistry,,,,,,,,,,,,,58,https://leverageedu.com/blog/medical-courses-in-canada-after-12th/,,,16316,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Calgary BSc in Chemistry,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/explore-programs/chemistry,2,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/bachelor-of-science-bsc-chemistry-1028,,,4,https://studyabroad.shiksha.com/canada/universities/university-of-calgary/master-of-science-in-chemistry,,,,,,,,,,,,,,,,,16317,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Calgary BSc in Computer Science,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/explore-programs/computer-science,3,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/bachelor-of-science-bsc-computer-science-1035,,,2,https://studyabroad.shiksha.com/canada/universities/university-of-calgary/bachelor-of-science-in-computer-science,,,,,,,,,,,,,,,,,16318,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
University of Calgary BSc in Environmental Science,1,TOP SITE,06-12-2021,https://www.ucalgary.ca/future-students/undergraduate/explore-programs/environmental-science,3,https://collegedunia.com/canada/college/10-university-of-calgary-calgary/bachelor-of-science-bsc-environmental-science-1059,,,19,https://studyabroad.shiksha.com/canada/universities/university-of-calgary,,,,,,,,,,,,,,,,,16319,Study_Abroad,0,Single_Course_Page,,Study_Abroad-Single_Course_Page
