,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
0,icar result,30,https://collegedunia.com/exams/icar-aieea/results,,,33,https://www.shiksha.com/science/icar-aieea-exam-results,11,https://university.careers360.com/articles/icar-aieea-result,28,https://www.collegedekho.com/exam/icar-aieea/cut-off-results,43,https://admission.aglasem.com/aieea-ug-result/,,,45,https://www.fresherslive.com/education/icar-aieea-result-100893,44,https://www.embibe.com/exams/icar-aieea-result/,,,,,5692,Prepp,18100,Result,,Prepp-C2
1,ongc recruitment,63,https://collegedunia.com/news/e-60-psu-recruitment-through-gate-ongc-cutoff,59,https://prepp.in/news/e-499-ongc-recruitment-2021-going-on-for-trainee-posts,,,94,https://engineering.careers360.com/articles/ongc-recruitment-through-gate,,,,,69,https://byjus.com/gate/ongc-recruitment-through-gate/,23,https://www.fresherslive.com/ongc-oil-and-natural-gas-corporation-limited-recruitment,95,https://www.embibe.com/exams/ongc-recruitment/,81,https://leverageedu.com/blog/ongc-recruitment/,,,5856,Prepp,18100,Recruitment,,Prepp-C2
2,banking syllabus,34,https://collegedunia.com/courses/diploma-in-banking-and-finance/syllabus,6,https://prepp.in/news/g-34242-bank-exam-syllabus-2021-sbi-ibps-rrb-and-rbi,13,https://www.shiksha.com/sarkari-exams/banking/exams-sb-21-107,57,https://www.careers360.com/courses/banking-law-course,54,https://www.collegedekho.com/courses/banking-courses/,,,1,https://byjus.com/bank-exam-syllabus/,60,https://www.fresherslive.com/competitive-exams/jammu-and-kashmir-bank-syllabus-109415,11,https://www.embibe.com/exams/indian-bank-po-syllabus/,98,https://leverageedu.com/blog/bank-po/,,,6053,Prepp,14800,Syllabus,,Prepp-C2
3,loco pilot salary,14,https://collegedunia.com/courses/diploma-in-electronics/loco-pilot-salary-in-india,3,https://prepp.in/rrb-alp-exam/salary,12,https://www.shiksha.com/exams/rrb-alp-exam-salary,5,https://www.careers360.com/careers/loco-pilot,9,https://www.collegedekho.com/careers/loco-pilot,44,https://hindi.aglasem.com/loco-pilot-salary-hindi/,10,https://byjus.com/rrb-exams/rrb-alp-salary/,,,17,https://www.embibe.com/exams/rrb-alp-salary/,40,https://leverageedu.com/blog/loco-pilot/,,,6054,Prepp,14800,Salary,,Prepp-C2
4,canara bank scholarship,26,https://collegedunia.com/college/56473-canara-bank-school-of-management-cbsms-bangalore/scholarship,,,,,77,https://news.careers360.com/ugc-signs-mou-canara-bank-migration-fellowship-data,,,,,,,75,https://latestnews.fresherslive.com/articles/canara-bank-scholarship-registration-online-application-process-eligibility-documents-required-and-more-221835,9,https://www.embibe.com/exams/canara-bank-scholarship-portal/,14,https://leverageedu.com/blog/canara-bank-scholarship/,19,https://www.buddy4study.com/article/canara-bank-scholarship-portal-for-ugc-schemes,6217,Prepp,12100,Scholarship,,Prepp-C2
5,npcil recruitment,90,https://collegedunia.com/news/e-60-npcil-recruitment-through-gate-2017,13,https://prepp.in/npcil-recruitment-exam/npcil-2022,,,,,69,https://www.collegedekho.com/articles/npcil-recruitment-through-gate/,,,,,9,https://www.fresherslive.com/npcil-nuclear-power-corporation-of-india-recruitment,,,,,,,6229,Prepp,14800,Recruitment,,Prepp-C2
6,npcil recruitment,90,https://collegedunia.com/news/e-60-npcil-recruitment-through-gate-2017,14,https://prepp.in/npcil-recruitment-exam/npcil-2022,,,,,69,https://www.collegedekho.com/articles/npcil-recruitment-through-gate/,,,,,9,https://www.fresherslive.com/npcil-nuclear-power-corporation-of-india-recruitment,,,,,,,6229,Prepp,14800,Recruitment,,Prepp-C2
7,npcil recruitment,90,https://collegedunia.com/news/e-60-npcil-recruitment-through-gate-2017,15,https://prepp.in/npcil-recruitment-exam,,,,,69,https://www.collegedekho.com/articles/npcil-recruitment-through-gate/,,,,,9,https://www.fresherslive.com/npcil-nuclear-power-corporation-of-india-recruitment,,,,,,,6229,Prepp,14800,Recruitment,,Prepp-C2
8,pspcl recruitment,65,https://collegedunia.com/news/e-60-pspcl-recruitment-through-gate-2017,7,https://prepp.in/pspcl-exam,,,,,,,,,,,,,18,https://www.embibe.com/exams/pspcl-recruitments/,,,,,6269,Prepp,18100,Recruitment,,Prepp-C2
9,ib syllabus,80,https://collegedunia.com/courses/master-of-business-administration-mba-international-business/syllabus,4,https://prepp.in/ib-acio-exam/syllabus,2,https://www.shiksha.com/exams/ib-acio-exam-syllabus,38,https://bschool.careers360.com/articles/iift-syllabus,,,,,,,13,https://www.fresherslive.com/competitive-exams/intelligence-bureau-ib-syllabus-103562,7,https://www.embibe.com/exams/ib-acio-syllabus/,,,,,6412,Prepp,8100,Syllabus,,Prepp-C2
