Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
ssc,1,TOP SITE,02-12-2021,https://ssc.nic.in/,,,57,https://prepp.in/ssc-cgl-exam/ssc-cgl-2022,56,https://www.shiksha.com/exams/ssc-exam,,,,,,,52,https://byjus.com/ssc-exams/ssc-cgl/,,,,,,,,,5560,Prepp,6120000,Overview,,Prepp-C1
kpsc,1,TOP SITE,02-12-2021,http://kpsc.kar.nic.in/,,,23,https://prepp.in/kpsc-exam,,,,,,,,,13,https://byjus.com/free-ias-prep/kpsc-kas-recruitment/,55,https://www.fresherslive.com/competitive-exams/karnataka-psc-admit-card-109079,,,,,,,5562,Prepp,1000000,Overview,,Prepp-C1
rpsc,1,TOP SITE,02-12-2021,https://rpsc.rajasthan.gov.in/,,,11,https://prepp.in/rpsc-exam,20,https://www.shiksha.com/exams/rpsc-ras-exam,55,https://news.careers360.com/rpsc-ras-application-form-2021-last-date-apply-online-for-988-vacancies,,,,,44,https://byjus.com/free-ias-prep/rpsc-ras-exam/,32,https://www.fresherslive.com/articles/rpsc-result,,,,,,,5563,Prepp,673000,Overview,,Prepp-C1
ibps,1,TOP SITE,02-12-2021,https://ibps.in/,,,18,https://prepp.in/ibps-po-exam,15,https://www.shiksha.com/exams/ibps-clerk-exam,46,https://competition.careers360.com/articles/ibps-clerk,,,,,19,https://byjus.com/bank-exam/ibps-syllabus/,,,,,,,,,5564,Prepp,823000,Overview,,Prepp-C1
ukpsc,1,TOP SITE,02-12-2021,https://ukpsc.gov.in/,,,35,https://prepp.in/ukpsc-exam/exam-pattern,,,,,,,,,,,,,,,,,,,5565,Prepp,165000,Overview,,Prepp-C1
ugc net,1,TOP SITE,02-12-2021,https://ugcnet.nta.nic.in/,,,9,https://prepp.in/cbse-ugc-net-exam,5,https://www.shiksha.com/exams/ugc-net-exam,19,https://competition.careers360.com/exams/ugc-net,22,https://www.collegedekho.com/exam/ugc-net,51,https://career.aglasem.com/ugc-net/,,,,,,,,,,,5566,Prepp,450000,Overview,,Prepp-C1
pspcl,1,TOP SITE,02-12-2021,https://pspcl.in/,,,30,https://prepp.in/pspcl-exam,,,,,,,,,,,57,https://www.fresherslive.com/pspcl-punjab-state-power-corporation-limited-recruitment,,,,,,,5567,Prepp,673000,Overview,,Prepp-C1
uppsc,1,TOP SITE,02-12-2021,https://uppsc.up.nic.in/,,,28,https://prepp.in/uppsc-exam,26,https://www.shiksha.com/exams/uppsc-uppcs-exam,65,https://news.careers360.com/uppsc-pcs-result-2021-declared-at-uppscupnicin-how-check,,,,,29,https://byjus.com/free-ias-prep/uppsc-pcs-exam-eligibility/,,,,,,,,,5568,Prepp,673000,Overview,,Prepp-C1
ctet,1,TOP SITE,02-12-2021,https://ctet.nic.in/,,,45,https://prepp.in/ctet-exam,7,https://www.shiksha.com/exams/ctet-exam,33,https://news.careers360.com/ctet-2021-admit-card-be-released-soon-at-ctetnicin-know-how-download,,,51,https://career.aglasem.com/ctet/,,,,,,,,,,,5569,Prepp,550000,Overview,,Prepp-C1
mpsc,1,TOP SITE,02-12-2021,https://mpsc.gov.in/,,,22,https://prepp.in/mpsc-exam/eligibility,,,,,,,,,27,https://byjus.com/free-ias-prep/mpsc-exam/,,,,,,,,,5570,Prepp,368000,Overview,,Prepp-C1
