,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
10,bsc nursing,1,"https://collegedunia.com/courses/bachelor-of-science-bsc-nursing#:~:text=BSc%20in%20Nursing%20is%20a,detailed%20nursing%20to%20medical%20aspirants.&text=Bsc%20Nursing%20is%20provided%20through%20the%20MNS%20Nursing%20exam%20to,from%20INR%202.5%20%2D%208%20LPA.",12,https://www.shiksha.com/nursing/b-sc-nursing-chp,6,https://www.careers360.com/courses/b-sc-nursing,2,https://www.collegedekho.com/courses/bsc-nursing/,,,,,,,,,46,https://www.embibe.com/exams/bsc-nursing/,,,,,3086,Courses,90500,Course,,Courses
11,mbbs,3,https://collegedunia.com/courses/bachelor-of-medicine-bachelor-of-surgery-mbbs,18,https://www.shiksha.com/mbbs-chp,2,https://www.careers360.com/courses/mbbs-bachelor-of-medicine-bachelor-of-surgery,45,https://www.collegedekho.com/courses/mbbs/,,,,,,,,,,,16,https://leverageedu.com/blog/mbbs/,,,3087,Courses,90500,Course,,Courses
12,bsc nursing post basic,1,https://collegedunia.com/courses/post-basic-bachelor-of-science-pbbsc-nursing,4,https://www.shiksha.com/b-sc-nursing-post-basic-chp,32,https://www.careers360.com/colleges/st-stephens-college-of-nursing-delhi/post-basic-bsc-nursing-course,2,https://www.collegedekho.com/courses/post-basic-bsc-nursing/,,,81,https://admission.aglasem.com/cg-post-basic-nursing/,,,,,,,,,,,3088,Courses,2900,Course,,Courses
13,cfa,9,https://collegedunia.com/courses/cfa-chartered-financial-analyst,28,https://www.shiksha.com/banking-finance-insurance/cfa-exam,,,64,https://www.collegedekho.com/careers/chartered-financial-analyst-cfa,,,,,,,,,,,30,https://leverageedu.com/blog/cfa-course/,,,3089,Courses,90500,Course,,Courses
14,bsc,3,https://collegedunia.com/courses/bachelor-of-science-bsc,1,https://www.shiksha.com/b-sc-chp,4,https://www.careers360.com/courses/b-sc-bachelor-of-science,40,https://www.collegedekho.com/articles/top-bsc-courses-to-choose-after-class-12-scope-and-salary/,,,,,73,https://byjus.com/full-form/bsc-full-form/,,,,,7,https://leverageedu.com/blog/bsc-courses-list/,,,3090,Courses,74000,Course,,Courses
15,phd,41,https://collegedunia.com/courses/phd,30,https://www.shiksha.com/ph-d-chp,,,,,,,,,,,,,,,27,https://leverageedu.com/blog/phd/,,,3091,Courses,60500,Course,,Courses
16,bca,1,https://collegedunia.com/courses/bachelor-of-computer-applications-bca,2,https://www.shiksha.com/bca-bachelor-of-computer-applications-chp,3,https://www.careers360.com/courses/bca-bachelor-of-computer-applications,4,https://www.collegedekho.com/courses/bca/,,,,,,,,,,,9,https://leverageedu.com/blog/bca-course-subjects/,,,3092,Courses,90500,Course,,Courses
17,ma tamil,1,https://collegedunia.com/courses/master-of-arts-ma-tamil,20,https://www.shiksha.com/humanities-social-sciences/colleges/m-a-colleges-tamil-nadu,11,https://www.careers360.com/colleges/psg-college-of-arts-and-science-coimbatore/ma-tamil-course,16,https://www.collegedekho.com/ma-tamil-colleges-in-chennai/,,,,,,,,,,,10,https://leverageedu.com/blog/ma-tamil/,,,3093,Courses,40500,Course,,Courses
18,ma tamil,1,https://collegedunia.com/courses/master-of-arts-ma-tamil,20,https://www.shiksha.com/humanities-social-sciences/colleges/m-a-colleges-tamil-nadu,12,https://www.careers360.com/colleges/psg-college-of-arts-and-science-coimbatore/ma-tamil-course,16,https://www.collegedekho.com/ma-tamil-colleges-in-chennai/,,,,,,,,,,,10,https://leverageedu.com/blog/ma-tamil/,,,3093,Courses,40500,Course,,Courses
19,ma tamil,1,https://collegedunia.com/courses/master-of-arts-ma-tamil,20,https://www.shiksha.com/humanities-social-sciences/colleges/m-a-colleges-tamil-nadu,13,https://www.careers360.com/colleges/rajeswari-vedachalam-government-arts-college-chengalpattu/ma-tamil-course,16,https://www.collegedekho.com/ma-tamil-colleges-in-chennai/,,,,,,,,,,,10,https://leverageedu.com/blog/ma-tamil/,,,3093,Courses,40500,Course,,Courses
20,d pharmacy,1,https://collegedunia.com/courses/diploma-in-pharmacy-dpharma,52,https://www.shiksha.com/pharm-d-doctor-of-pharmacy-chp,9,https://pharmacy.careers360.com/articles/d-pharm-or-b-pharma-which-better,5,https://www.collegedekho.com/courses/diploma-in-pharmacy-dpharma/,,,,,,,,,,,63,https://leverageedu.com/blog/d-pharma-syllabus/,,,3094,Courses,74000,Course,,Courses
21,llb,3,https://collegedunia.com/courses/bachelor-of-laws-llb,8,https://www.shiksha.com/ll-b-chp,1,"https://www.careers360.com/courses/llb-bachelor-of-legislative-law#:~:text=LLB%2C%20also%20known%20as%20Bachelor,procedures%20followed%20in%20the%20profession.",42,https://www.collegedekho.com/courses/llb/,,,,,,,,,,,74,https://leverageedu.com/blog/ba-llb/,,,3095,Courses,49500,Course,,Courses
22,llb,3,https://collegedunia.com/courses/bachelor-of-laws-llb,8,https://www.shiksha.com/ll-b-chp,2,"https://www.careers360.com/courses/llb-bachelor-of-legislative-law#:~:text=LLB%2C%20also%20known%20as%20Bachelor,procedures%20followed%20in%20the%20profession.",42,https://www.collegedekho.com/courses/llb/,,,,,,,,,,,74,https://leverageedu.com/blog/ba-llb/,,,3095,Courses,49500,Course,,Courses
23,BAMS,1,https://collegedunia.com/courses/bachelor-of-ayurvedic-medicine-and-surgery-bams,2,https://www.shiksha.com/b-a-m-s-bachelor-of-ayurvedic-medicine-and-surgery-chp,3,https://www.careers360.com/courses/bams-bachelor-of-ayurvedic-medicine-and-surgery,10,https://www.collegedekho.com/courses/bachelor-of-ayurveda-medical-and-surgery-bams/,,,,,53,https://byjus.com/full-form/bams-full-form/,,,47,https://www.embibe.com/exams/how-to-get-admission-in-bams-through-neet/,,,,,3096,Courses,40500,Course,,Courses
24,bba course,1,"https://collegedunia.com/courses/bachelor-of-business-administration-bba#:~:text=BBA%20Course%20is%20a%20three,Finance%2C%20Marketing%20and%20HR%20Management.",2,https://www.shiksha.com/bba-bachelor-of-business-administration-chp,7,https://www.careers360.com/courses/bba-bachelor-of-business-administration,11,https://www.collegedekho.com/courses/bachelor-of-business-administration-bba/,,,,,,,,,,,17,https://leverageedu.com/blog/bba-subjects/,,,3097,Courses,49500,Course,,Courses
25,acca,21,https://collegedunia.com/courses/association-of-chartered-certified-accountants-acca,,,,,,,,,,,,,,,,,,,,,3098,Courses,60500,Course,,Courses
26,b com,4,https://collegedunia.com/courses/bachelor-of-commerce-bcom,2,https://www.shiksha.com/b-com-chp,1,https://www.careers360.com/courses/b-com-bachelor-of-commerce,8,https://www.collegedekho.com/courses/bcom/,,,,,64,https://byjus.com/full-form/b-com-full-form/,,,,,15,https://leverageedu.com/blog/b-com-subjects/,,,3099,Courses,33100,Course,,Courses
27,b com,5,https://collegedunia.com/courses/bachelor-of-commerce-bcom,2,https://www.shiksha.com/b-com-chp,1,https://www.careers360.com/courses/b-com-bachelor-of-commerce,8,https://www.collegedekho.com/courses/bcom/,,,,,64,https://byjus.com/full-form/b-com-full-form/,,,,,15,https://leverageedu.com/blog/b-com-subjects/,,,3099,Courses,33100,Course,,Courses
28,b com,6,https://collegedunia.com/courses/bcom,2,https://www.shiksha.com/b-com-chp,1,https://www.careers360.com/courses/b-com-bachelor-of-commerce,8,https://www.collegedekho.com/courses/bcom/,,,,,64,https://byjus.com/full-form/b-com-full-form/,,,,,15,https://leverageedu.com/blog/b-com-subjects/,,,3099,Courses,33100,Course,,Courses
29,bsc agriculture,1,"https://collegedunia.com/courses/bachelor-of-science-bsc-agriculture#:~:text=BSc%20Agriculture%20is%20a%204,Science%2C%20Plant%20Pathology%2C%20etc.",2,https://www.shiksha.com/science/b-sc-agriculture-chp,5,https://www.careers360.com/courses/bsc-in-agriculture,3,https://www.collegedekho.com/courses/bsc-agriculture/,,,,,,,,,,,16,https://leverageedu.com/blog/bsc-agriculture-subjects/,,,3100,Courses,40500,Course,,Courses
30,Bachelor of Arts,5,https://collegedunia.com/courses/bachelor-of-arts-ba,2,https://www.shiksha.com/b-a-bachelor-of-arts-chp,37,https://www.careers360.com/courses/b-a-bachelor-of-arts,,,,,,,,,,,,,44,https://leverageedu.com/blog/ba-subjects/,,,3101,Courses,22200,Course,,Courses
31,mphil,4,https://collegedunia.com/courses/master-of-philosophy-mphil,2,https://www.shiksha.com/m-phil-master-of-philosophy-chp,,,63,https://www.collegedekho.com/courses/mphil-master-of-philosophy/,,,,,,,,,,,51,https://leverageedu.com/blog/mphil-in-canada/,,,3102,Courses,18100,Course,,Courses
32,MSW,1,https://collegedunia.com/courses/master-in-social-work-msw,2,https://www.shiksha.com/msw-master-of-social-work-chp,5,https://www.careers360.com/courses/msw-master-of-social-work,74,https://www.collegedekho.com/courses/master-of-social-work-msw/,,,,,,,,,,,,,,,3103,Courses,18100,Course,,Courses
33,pgdm,1,https://collegedunia.com/courses/post-graduate-diploma-in-management-pgdm,,,12,https://www.careers360.com/courses/pgdm-post-graduate-diploma-in-management,8,https://www.collegedekho.com/courses/pgdm/,,,,,,,,,,,101,https://leverageedu.com/blog/pgdm-vs-mba/,,,3104,Courses,22200,Course,,Courses
34,BHMS,1,https://collegedunia.com/courses/bachelor-of-homeopathic-medicine-and-surgery-bhms,3,https://www.shiksha.com/bhms-bachelor-of-homeopathic-medicine-and-surgery-chp,2,https://www.careers360.com/courses/bhms-bachelor-of-homeopathic-medicine-and-surgery,5,https://www.collegedekho.com/courses/bachelor-of-homoeopathic-medicine-and-surgery-bhms/,,,,,44,https://byjus.com/full-form/bhms-full-form/,,,66,https://www.embibe.com/exams/bhms-course/,18,https://leverageedu.com/blog/bhms-course/,,,3105,Courses,27100,Course,,Courses
35,pgdca,2,https://collegedunia.com/courses/post-graduate-diploma-in-computer-applications-pgdca,4,https://www.shiksha.com/it-software/articles/your-career-after-post-graduate-diploma-in-computer-applications-pgdca-blogId-4601,1,"https://www.careers360.com/courses/pgdca-post-graduate-diploma-in-computer-application#:~:text=Post%20Graduate%20Diploma%20in%20Computer%20Applications%20(PGDCA)%20is%20a%20one,computer%20application%20or%20computer%20science%20.",,,,,,,53,https://byjus.com/full-form/pgdca-full-form/,,,26,https://www.embibe.com/exams/pgdca/,36,https://leverageedu.com/blog/pgdca/,,,3106,Courses,18100,Course,,Courses
