,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_mbbsneet.in,URL_mbbsneet.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
0,Delhi University Admission,27,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/admission,,,15,https://www.shiksha.com/university/delhi-university-du-24642/admission,7,https://news.careers360.com/delhi-university-admission-2021-du-5th-cut-off-live-updates-du-ac-in-colleges-released-fifth-cutoffs-gargi-shivaji-jmc-kmc,55,https://www.collegedekho.com/articles/complete-guide-to-delhi-university-ba-bcom-bsc-admission/,,,,,68,https://admission.aglasem.com/delhi-university-admission/,,,,,51,https://www.embibe.com/exams/du-admission/,,,,,0,DU_Colleges,6600,Admission,,part_1
1,Delhi University Courses,7,https://collegedunia.com/university/25473-delhi-university-du-new-delhi,,,9,https://www.shiksha.com/university/delhi-university-du-24642/courses,8,https://university.careers360.com/articles/du-courses,16,https://www.collegedekho.com/articles/delhi-university-courses/,,,,,,,,,,,52,https://www.embibe.com/exams/du-courses/,12,https://leverageedu.com/blog/delhi-university-courses-after-12th/,,,1,DU_Colleges,4400,Course,,part_1
2,Delhi University Fees,7,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/courses-fees,,,10,https://www.shiksha.com/university/delhi-university-du-24642/courses,5,https://university.careers360.com/articles/du-fees,25,https://www.collegedekho.com/university/delhi-university,,,,,,,,,,,,,,,,,2,DU_Colleges,2900,Fees,,part_1
3,Delhi University Fees,8,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/courses-fees,,,10,https://www.shiksha.com/university/delhi-university-du-24642/courses,5,https://university.careers360.com/articles/du-fees,25,https://www.collegedekho.com/university/delhi-university,,,,,,,,,,,,,,,,,2,DU_Colleges,2900,Fees,,part_1
4,Delhi University Fees,9,https://collegedunia.com/university/25473-delhi-university-du-new-delhi,,,10,https://www.shiksha.com/university/delhi-university-du-24642/courses,5,https://university.careers360.com/articles/du-fees,25,https://www.collegedekho.com/university/delhi-university,,,,,,,,,,,,,,,,,2,DU_Colleges,2900,Fees,,part_1
5,Delhi University Hostel,7,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/hostel,,,17,https://www.shiksha.com/humanities-social-sciences/articles/du-admissions-check-list-of-hostels-seats-available-blogId-17595,36,https://www.careers360.com/question-how-can-i-get-a-hostel-in-delhi-university,10,https://www.collegedekho.com/articles/top-10-hostels-in-delhi-university/,,,,,,,,,,,,,,,,,3,DU_Colleges,1000,Hostel,,part_1
6,Delhi University Placement,1,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/placement,,,2,https://www.shiksha.com/university/delhi-university-du-24642/placement,11,https://www.careers360.com/university/university-of-delhi-delhi/placement,,,,,,,,,,,,,,,,,,,4,DU_Colleges,390,Placement,,part_1
7,Delhi University Cut Off,12,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/cutoff,,,15,https://www.shiksha.com/university/delhi-university-du-24642/cutoff,1,https://news.careers360.com/delhi-university-admission-2021-du-5th-cut-off-live-updates-du-ac-in-colleges-released-fifth-cutoffs-gargi-shivaji-jmc-kmc,33,https://www.collegedekho.com/news/delhi-university-releases-first-cut-off-for-ug-courses-2017-10344/,,,,,26,https://cutoffs.aglasem.com/122956,,,,,42,https://www.embibe.com/exams/du-admission-cutoff/,,,,,5,DU_Colleges,5400,Cut_Off,,part_1
8,Delhi University Cut Off,12,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/cutoff,,,15,https://www.shiksha.com/university/delhi-university-du-24642/cutoff,2,https://news.careers360.com/delhi-university-admission-2021-du-5th-cut-off-live-updates-du-ac-in-colleges-released-fifth-cutoffs-gargi-shivaji-jmc-kmc,33,https://www.collegedekho.com/news/delhi-university-releases-first-cut-off-for-ug-courses-2017-10344/,,,,,26,https://cutoffs.aglasem.com/122956,,,,,42,https://www.embibe.com/exams/du-admission-cutoff/,,,,,5,DU_Colleges,5400,Cut_Off,,part_1
9,Delhi University Cut Off,12,https://collegedunia.com/university/25473-delhi-university-du-new-delhi/cutoff,,,15,https://www.shiksha.com/university/delhi-university-du-24642/cutoff,3,https://university.careers360.com/articles/du-cutoff,33,https://www.collegedekho.com/news/delhi-university-releases-first-cut-off-for-ug-courses-2017-10344/,,,,,26,https://cutoffs.aglasem.com/122956,,,,,42,https://www.embibe.com/exams/du-admission-cutoff/,,,,,5,DU_Colleges,5400,Cut_Off,,part_1
10,sol du Admission,12,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,18,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,8,https://university.careers360.com/articles/du-sol-application-form,49,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,19,https://admission.aglasem.com/du-sol/,,,36,https://www.fresherslive.com/education/du-sol-admission,28,https://www.embibe.com/exams/du-sol-application-form/,85,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
11,sol du Admission,12,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,18,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,9,https://university.careers360.com/articles/du-sol-application-form,49,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,19,https://admission.aglasem.com/du-sol/,,,36,https://www.fresherslive.com/education/du-sol-admission,28,https://www.embibe.com/exams/du-sol-application-form/,85,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
12,sol du Admission,12,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,18,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,10,https://news.careers360.com/du-sol-ug-admission-2021-application-form-releases-at-sol-du-ac-in-logn-last-date,49,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,19,https://admission.aglasem.com/du-sol/,,,36,https://www.fresherslive.com/education/du-sol-admission,28,https://www.embibe.com/exams/du-sol-application-form/,85,https://leverageedu.com/blog/sol-admission/,,,6,DU_Colleges,4400,Admission,,part_1
13,sol du Courses,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,48,https://www.embibe.com/exams/du-sol-eligibility-criteria/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
14,sol du Courses,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,49,https://www.embibe.com/exams/du-sol-eligibility-criteria/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
15,sol du Courses,9,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,50,https://www.embibe.com/exams/du-sol-date-sheet/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
16,sol du Courses,10,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,48,https://www.embibe.com/exams/du-sol-eligibility-criteria/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
17,sol du Courses,10,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,49,https://www.embibe.com/exams/du-sol-eligibility-criteria/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
18,sol du Courses,10,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,50,https://www.embibe.com/exams/du-sol-date-sheet/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
19,sol du Courses,11,https://collegedunia.com/college/4148-school-of-open-learning-university-of-delhi-soldu-new-delhi/admission,,,13,https://www.shiksha.com/college/school-of-open-learning-university-of-delhi-north-campus-49143/admission,1,https://university.careers360.com/articles/du-sol-courses,65,https://www.collegedekho.com/news/delhi-university-school-of-open-learning-sol-admission-process-dates-14515/,,,,,34,https://admission.aglasem.com/du-sol/,,,40,https://www.fresherslive.com/education/du-sol-admission,48,https://www.embibe.com/exams/du-sol-eligibility-criteria/,79,https://leverageedu.com/blog/sol-admission/,,,7,DU_Colleges,260,Course,,part_1
