,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
16,Cornell University,58,https://collegedunia.com/scholarship/2-tata-scholarship-cornell-university,7,https://studyabroad.shiksha.com/usa/universities/cornell-university,,,,,,,,,,,12119,Study_Abroad,40500,College,,Study_Abroad-College-HS
17,Boston University,45,https://collegedunia.com/usa/college/1019-boston-university-boston/programs,3,https://studyabroad.shiksha.com/usa/universities/boston-university,,,34,https://www.collegedekho.com/usa/boston-university/,,,,,,,12120,Study_Abroad,40500,College,,Study_Abroad-College-HS
18,Arizona State University,18,https://collegedunia.com/usa/college/2110-arizona-state-university-tempe,4,https://studyabroad.shiksha.com/usa/universities/arizona-state-university,,,,,,,,,,,12121,Study_Abroad,40500,College,,Study_Abroad-College-HS
19,Coventry University,7,https://collegedunia.com/uk/college/804-coventry-university-coventry,3,https://studyabroad.shiksha.com/uk/universities/coventry-university,,,27,https://www.collegedekho.com/united-kingdom/coventry-university/,,,84,https://leverageedu.com/blog/cas-letter/,,,12122,Study_Abroad,40500,College,,Study_Abroad-College-HS
20,University of Greenwich,9,https://collegedunia.com/uk/college/848-university-of-greenwich-london,3,https://studyabroad.shiksha.com/uk/universities/university-of-greenwich,,,39,https://www.collegedekho.com/united-kingdom/university-of-greenwich/,,,,,,,12123,Study_Abroad,40500,College,,Study_Abroad-College-HS
21,University of California Berkeley,9,https://collegedunia.com/usa/college/982-university-of-california-berkeley,4,https://studyabroad.shiksha.com/usa/universities/university-of-california-berkeley-campus,,,25,https://www.collegedekho.com/usa/university-of-california-berkeley-campus/,,,,,,,12124,Study_Abroad,40500,College,,Study_Abroad-College-HS
22,University of Hertfordshire,10,https://collegedunia.com/uk/college/819-university-of-hertfordshire-hatfield,3,https://studyabroad.shiksha.com/uk/universities/university-of-hertfordshire,,,26,https://www.collegedekho.com/united-kingdom/university-of-hertfordshire/,,,,,,,12125,Study_Abroad,33100,College,,Study_Abroad-College-HS
23,Princeton University,18,https://collegedunia.com/usa/college/1873-princeton-university-princeton,6,https://studyabroad.shiksha.com/usa/universities/princeton-university,,,51,https://www.collegedekho.com/ae/usa/princeton-university/,,,61,https://leverageedu.com/blog/princeton-university/,,,12126,Study_Abroad,33100,College,,Study_Abroad-College-HS
24,University of Edinburgh,7,https://collegedunia.com/uk/college/810-university-of-edinburgh-edinburgh,6,https://studyabroad.shiksha.com/uk/universities/the-university-of-edinburgh,,,56,https://www.collegedekho.com/united-kingdom/the-university-of-edinburgh/,,,27,https://leverageedu.com/universities/the-university-of-edinburgh,,,12127,Study_Abroad,33100,College,,Study_Abroad-College-HS
25,University of Manchester,11,https://collegedunia.com/uk/college/855-university-of-manchester-manchester,4,https://studyabroad.shiksha.com/uk/universities/university-of-manchester,,,31,https://www.collegedekho.com/united-kingdom/university-of-manchester/,,,76,https://leverageedu.com/blog/university-of-manchester-acceptance-rate/,,,12128,Study_Abroad,33100,College,,Study_Abroad-College-HS
26,New York University,32,https://collegedunia.com/usa/college/1713-new-york-university-new-york-city,4,https://studyabroad.shiksha.com/usa/universities/new-york-university,,,,,,,,,,,12129,Study_Abroad,33100,College,,Study_Abroad-College-HS
27,Manchester University,13,https://collegedunia.com/uk/college/855-university-of-manchester-manchester,3,https://studyabroad.shiksha.com/uk/universities/university-of-manchester,,,35,https://www.collegedekho.com/united-kingdom/university-of-manchester/,,,74,https://leverageedu.com/blog/university-of-manchester-acceptance-rate/,,,12130,Study_Abroad,33100,College,,Study_Abroad-College-HS
28,University of Pennsylvania,40,https://collegedunia.com/usa/college/1822-university-of-pennsylvania-philadelphia,12,https://studyabroad.shiksha.com/usa/universities/university-of-pennsylvania,,,78,https://www.collegedekho.com/usa/university-of-pennsylvania/,,,,,,,12131,Study_Abroad,33100,College,,Study_Abroad-College-HS
29,University of Calgary,5,https://collegedunia.com/canada/college/10-university-of-calgary-calgary,3,https://studyabroad.shiksha.com/canada/universities/university-of-calgary,,,,,,,,,,,12132,Study_Abroad,33100,College,,Study_Abroad-College-HS
30,University of Windsor,7,https://collegedunia.com/canada/college/12-university-of-windsor-windsor,3,https://studyabroad.shiksha.com/canada/universities/university-of-windsor,,,20,https://www.collegedekho.com/canada/university-of-windsor/,,,,,,,12133,Study_Abroad,27100,College,,Study_Abroad-College-HS
31,Teesside University,15,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,3,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,84,https://leverageedu.com/blog/cas-letter/,,,12134,Study_Abroad,27100,College,,Study_Abroad-College-HS
32,University of Southern California,10,https://collegedunia.com/usa/college/1552-university-of-southern-california-los-angeles,6,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,,,38,https://www.collegedekho.com/usa/university-of-southern-california/,,,,,,,12135,Study_Abroad,27100,College,,Study_Abroad-College-HS
33,University of Melbourne,9,https://collegedunia.com/australia/college/609-university-of-melbourne-melbourne,4,https://studyabroad.shiksha.com/australia/universities/the-university-of-melbourne,,,39,https://www.collegedekho.com/australia/the-university-of-melbourne/,,,,,30,https://admission.buddy4study.com/college/australia-university-of-melbourne-melbourne-1224,12136,Study_Abroad,27100,College,,Study_Abroad-College-HS
34,University of Birmingham,18,https://collegedunia.com/uk/college/793-university-of-birmingham-birmingham,3,https://studyabroad.shiksha.com/uk/universities/university-of-birmingham,,,29,https://www.collegedekho.com/united-kingdom/university-of-birmingham/,,,46,https://leverageedu.com/universities/university-of-birmingham,,,12137,Study_Abroad,27100,College,,Study_Abroad-College-HS
35,University of Leeds,14,https://collegedunia.com/uk/college/825-university-of-leeds-leeds,3,https://studyabroad.shiksha.com/uk/universities/university-of-leeds,,,16,https://www.collegedekho.com/united-kingdom/university-of-leeds/,,,,,,,12138,Study_Abroad,27100,College,,Study_Abroad-College-HS
36,University of Glasgow,15,https://collegedunia.com/uk/college/814-university-of-glasgow-glasgow,3,https://studyabroad.shiksha.com/uk/universities/university-of-glasgow,,,38,https://www.collegedekho.com/united-kingdom/university-of-glasgow/,,,33,https://leverageedu.com/universities/university-of-glasgow,,,12139,Study_Abroad,27100,College,,Study_Abroad-College-HS
37,Kingston University,21,https://collegedunia.com/uk/college/822-kingston-university-kingston-upon-thames,4,https://studyabroad.shiksha.com/uk/universities/kingston-university-london,,,47,https://www.collegedekho.com/united-kingdom/kingston-university/,,,,,,,12140,Study_Abroad,27100,College,,Study_Abroad-College-HS
38,University of East London,11,https://collegedunia.com/uk/college/847-university-of-east-london-london,3,https://studyabroad.shiksha.com/uk/universities/university-of-east-london,,,23,https://www.collegedekho.com/united-kingdom/university-of-east-london/,,,25,https://leverageedu.com/universities/university-of-east-london,,,12141,Study_Abroad,27100,College,,Study_Abroad-College-HS
39,Technical University Berlin,6,https://collegedunia.com/germany/college/633-technical-university-berlin-berlin,3,https://studyabroad.shiksha.com/germany/universities/technical-university-of-berlin,,,31,https://www.collegedekho.com/germany/technical-university-of-berlin/,,,,,,,12142,Study_Abroad,22200,College,,Study_Abroad-College-HS
40,Technical University Munich,8,https://collegedunia.com/germany/college/691-technical-university-munich-munich,4,https://studyabroad.shiksha.com/germany/universities/technical-university-of-munich,,,83,https://www.collegedekho.com/germany/technical-university-of-munich/,,,,,,,12143,Study_Abroad,22200,College,,Study_Abroad-College-HS
41,University Canada West,4,https://collegedunia.com/canada/college/8-university-canada-west-vancouver,3,https://studyabroad.shiksha.com/canada/universities/university-canada-west-1,,,37,https://www.collegedekho.com/canada/university-canada-west/,,,,,,,12144,Study_Abroad,22200,College,,Study_Abroad-College-HS
42,Northwest University,17,https://collegedunia.com/usa/college/1487-northwest-university-kirkland,,,,,,,,,,,,,12145,Study_Abroad,22200,College,,Study_Abroad-College-HS
43,Duke University,31,https://collegedunia.com/usa/college/1259-duke-university-durham,6,https://studyabroad.shiksha.com/usa/universities/duke-university,,,72,https://www.collegedekho.com/usa/duke-university/,,,,,,,12146,Study_Abroad,22200,College,,Study_Abroad-College-HS
44,Northwestern University,27,https://collegedunia.com/usa/college/1287-northwestern-university-evanston,8,https://studyabroad.shiksha.com/usa/universities/northwestern-university,,,42,https://www.collegedekho.com/usa/northwestern-university/,,,,,,,12147,Study_Abroad,22200,College,,Study_Abroad-College-HS
45,University of Florida,42,https://collegedunia.com/usa/college/1339-university-of-florida-gainesville,3,https://studyabroad.shiksha.com/usa/universities/university-of-florida,,,50,https://www.collegedekho.com/usa/university-of-florida/,,,,,,,12148,Study_Abroad,22200,College,,Study_Abroad-College-HS
46,Brown University,19,https://collegedunia.com/usa/college/1875-brown-university-providence,7,https://studyabroad.shiksha.com/usa/universities/brown-university,,,,,,,,,,,12149,Study_Abroad,22200,College,,Study_Abroad-College-HS
47,McMaster University,6,https://collegedunia.com/canada/college/40-mcmaster-university-hamilton,5,https://studyabroad.shiksha.com/canada/universities/mcmaster-university,,,,,,,,,,,12150,Study_Abroad,22200,College,,Study_Abroad-College-HS
48,Monash University,15,https://collegedunia.com/australia/college/606-monash-university-melbourne,5,https://studyabroad.shiksha.com/australia/universities/monash-university,,,25,https://www.collegedekho.com/australia/monash-university/,,,48,https://leverageedu.com/blog/monash-university-acceptance-rate/,,,12151,Study_Abroad,22200,College,,Study_Abroad-College-HS
49,Carleton University,5,https://collegedunia.com/canada/college/2-carleton-university-ottawa,3,https://studyabroad.shiksha.com/canada/universities/carleton-university,,,19,https://www.collegedekho.com/canada/carleton-university/,,,,,,,12152,Study_Abroad,22200,College,,Study_Abroad-College-HS
50,Ryerson University,4,https://collegedunia.com/canada/college/52-ryerson-university-toronto,3,https://studyabroad.shiksha.com/canada/universities/ryerson-university,,,16,https://www.collegedekho.com/canada/ryerson-university/,,,,,,,12153,Study_Abroad,22200,College,,Study_Abroad-College-HS
51,University of Manitoba,5,https://collegedunia.com/canada/college/90-university-of-manitoba-winnipeg,3,https://studyabroad.shiksha.com/canada/universities/university-of-manitoba,,,,,,,,,,,12154,Study_Abroad,22200,College,,Study_Abroad-College-HS
52,University of Ottawa,5,https://collegedunia.com/canada/college/95-university-of-ottawa-ottawa,3,https://studyabroad.shiksha.com/canada/universities/university-of-ottawa,,,19,https://www.collegedekho.com/canada/university-of-ottawa/,,,,,,,12155,Study_Abroad,22200,College,,Study_Abroad-College-HS
53,University of Bristol,8,https://collegedunia.com/uk/college/797-university-of-bristol-bristol,3,https://studyabroad.shiksha.com/uk/universities/university-of-bristol,,,29,https://www.collegedekho.com/united-kingdom/university-of-bristol/,,,25,https://leverageedu.com/universities/university-of-bristol,,,12156,Study_Abroad,22200,College,,Study_Abroad-College-HS
54,University of Warwick,7,https://collegedunia.com/uk/college/805-university-of-warwick-coventry,3,https://studyabroad.shiksha.com/uk/universities/university-of-warwick,,,,,,,27,https://leverageedu.com/universities/university-of-warwick,,,12157,Study_Abroad,22200,College,,Study_Abroad-College-HS
55,Dalhousie University,6,https://collegedunia.com/canada/college/22-dalhousie-university-halifax,4,https://studyabroad.shiksha.com/canada/universities/dalhousie-university,,,22,https://www.collegedekho.com/canada/dalhousie-university/,,,,,,,12158,Study_Abroad,22200,College,,Study_Abroad-College-HS
56,University of Leicester,8,https://collegedunia.com/uk/college/827-university-of-leicester-leicester,6,https://studyabroad.shiksha.com/uk/universities/university-of-leicester,,,33,https://www.collegedekho.com/united-kingdom/university-of-leicester/,,,,,,,12159,Study_Abroad,22200,College,,Study_Abroad-College-HS
57,Stevens Institute of Technology,19,https://collegedunia.com/usa/college/1419-stevens-institute-of-technology-hoboken,5,https://studyabroad.shiksha.com/usa/universities/stevens-institute-of-technology,,,62,https://www.collegedekho.com/usa/stevens-institute-of-technology/,,,,,,,12160,Study_Abroad,18100,College,,Study_Abroad-College-HS
58,National University of Singapore,7,https://collegedunia.com/singapore/college/767-national-university-of-singapore-singapore,3,https://studyabroad.shiksha.com/singapore/universities/national-university-of-singapore,,,,,,,,,,,12161,Study_Abroad,18100,College,,Study_Abroad-College-HS
59,University of Sydney,22,https://collegedunia.com/australia/college/620-the-university-of-sydney-sydney,5,https://studyabroad.shiksha.com/australia/universities/the-university-of-sydney,,,,,,,62,https://leverageedu.com/blog/study-in-sydney-at-the-university-of-sydney/,,,12162,Study_Abroad,18100,College,,Study_Abroad-College-HS
60,University of Nottingham,14,https://collegedunia.com/uk/college/863-university-of-nottingham-nottingham,3,https://studyabroad.shiksha.com/uk/universities/university-of-nottingham,,,,,,,,,,,12163,Study_Abroad,18100,College,,Study_Abroad-College-HS
61,University of Cincinnati,13,https://collegedunia.com/usa/college/1151-university-of-cincinnati-cincinnati,4,https://studyabroad.shiksha.com/usa/universities/university-of-cincinnati,,,41,https://www.collegedekho.com/usa/university-of-cincinnati/,,,,,,,12164,Study_Abroad,18100,College,,Study_Abroad-College-HS
62,Simon Fraser University,6,https://collegedunia.com/canada/college/54-simon-fraser-university-burnaby,3,https://studyabroad.shiksha.com/canada/universities/simon-fraser-university,,,,,,,,,,,12165,Study_Abroad,18100,College,,Study_Abroad-College-HS
63,University of Saskatchewan,5,https://collegedunia.com/canada/college/98-university-of-saskatchewan-saskatoon,3,https://studyabroad.shiksha.com/canada/universities/university-of-saskatchewan,,,18,https://www.collegedekho.com/canada/university-of-saskatchewan/,,,,,,,12166,Study_Abroad,18100,College,,Study_Abroad-College-HS
64,Cardiff University,11,https://collegedunia.com/uk/college/802-cardiff-university-cardiff,3,https://studyabroad.shiksha.com/uk/universities/cardiff-university,,,,,,,,,,,12167,Study_Abroad,18100,College,,Study_Abroad-College-HS
65,University of Westminster,23,https://collegedunia.com/uk/college/851-university-of-westminster-london,3,https://studyabroad.shiksha.com/uk/universities/university-of-westminster,,,32,https://www.collegedekho.com/united-kingdom/university-of-westminster/,,,,,,,12168,Study_Abroad,18100,College,,Study_Abroad-College-HS
66,Northumbria University,13,https://collegedunia.com/uk/college/860-northumbria-university-newcastle-upon-tyne,4,https://studyabroad.shiksha.com/uk/universities/northumbria-university,,,,,,,,,,,12169,Study_Abroad,18100,College,,Study_Abroad-College-HS
67,University at Buffalo,16,https://collegedunia.com/usa/college/1078-university-at-buffalo-buffalo,4,https://studyabroad.shiksha.com/usa/universities/university-at-buffalo,,,,,,,,,,,12170,Study_Abroad,18100,College,,Study_Abroad-College-HS
68,University of London,19,https://collegedunia.com/uk/college/2366-university-of-london-london,26,https://studyabroad.shiksha.com/uk/universities-in-london,,,,,,,,,,,12171,Study_Abroad,18100,College,,Study_Abroad-College-HS
69,University of London,19,https://collegedunia.com/uk/college/2366-university-of-london-london,27,https://studyabroad.shiksha.com/uk/universities-in-london,,,,,,,,,,,12171,Study_Abroad,18100,College,,Study_Abroad-College-HS
70,Middlesex University,11,https://collegedunia.com/uk/college/842-middlesex-university-london,7,https://studyabroad.shiksha.com/uk/universities/middlesex-university,,,,,,,,,,,12172,Study_Abroad,18100,College,,Study_Abroad-College-HS
71,Nottingham Trent University,19,https://collegedunia.com/uk/college/862-nottingham-trent-university-nottingham,4,https://studyabroad.shiksha.com/uk/universities/nottingham-trent-university,,,35,https://www.collegedekho.com/united-kingdom/nottingham-trent-university/,,,,,,,12173,Study_Abroad,18100,College,,Study_Abroad-College-HS
72,Brunel University,10,https://collegedunia.com/uk/college/878-brunel-university-london,3,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,30,https://leverageedu.com/blog/reasons-to-study-at-brunel-university/,,,12174,Study_Abroad,18100,College,,Study_Abroad-College-HS
73,Lund University,30,https://collegedunia.com/sweden/college/773-lund-university-lund,17,https://studyabroad.shiksha.com/sweden/universities/lund-university,,,,,,,,,,,12175,Study_Abroad,18100,College,,Study_Abroad-College-HS
74,"Queen Mary, University of London",10,https://collegedunia.com/uk/college/843-queen-mary-university-of-london-london,3,https://studyabroad.shiksha.com/uk/universities/queen-mary-university-of-london,,,,,,,43,https://leverageedu.com/blog/queen-mary-university-of-london/,,,12176,Study_Abroad,18100,College,,Study_Abroad-College-HS
75,University of North Texas,11,https://collegedunia.com/usa/college/1238-university-of-north-texas-denton,4,https://studyabroad.shiksha.com/usa/universities/university-of-north-texas,,,,,,,,,,,12177,Study_Abroad,18100,College,,Study_Abroad-College-HS
76,Cleveland State University,11,https://collegedunia.com/usa/college/1168-cleveland-state-university-cleveland,3,https://studyabroad.shiksha.com/usa/universities/cleveland-state-university,,,,,,,,,,,12178,Study_Abroad,18100,College,,Study_Abroad-College-HS
77,University of New Haven,10,https://collegedunia.com/usa/college/2186-university-of-new-haven-west-haven,3,https://studyabroad.shiksha.com/usa/universities/university-of-new-haven,,,,,,,,,,,12179,Study_Abroad,18100,College,,Study_Abroad-College-HS
78,Birmingham City University,17,https://collegedunia.com/uk/college/2288-birmingham-city-university-birmingham,3,https://studyabroad.shiksha.com/uk/universities/birmingham-city-university,,,,,,,,,,,12180,Study_Abroad,18100,College,,Study_Abroad-College-HS
79,University of Regina,7,https://collegedunia.com/canada/college/97-university-of-regina-regina,3,https://studyabroad.shiksha.com/canada/universities/university-of-regina,,,23,https://www.collegedekho.com/canada/university-of-regina/,,,,,,,12181,Study_Abroad,18100,College,,Study_Abroad-College-HS
80,MBA in canada,2,https://collegedunia.com/canada/article/study-mba-in-canada-for-international-students-fees-requirements-scholarships-eligibility-visa-and-admission-process,1,https://studyabroad.shiksha.com/canada/mba-colleges-dc,83,https://studyabroad.careers360.com/articles/mba-in-canada-know-study-cost,10,https://www.collegedekho.com/study-abroad/articles/top-universities-in-canada-to-study-mba/,76,https://www.embibe.com/exams/study-cost-for-mba-in-canada/,6,https://leverageedu.com/blog/eligibility-for-mba-in-canada/,45,https://admission.buddy4study.com/study-abroad/mba-in-canada,12182,Study_Abroad,14800,College,,Study_Abroad-College-HS
81,Memorial University of Newfoundland,5,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns,3,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland,,,,,,,,,,,12183,Study_Abroad,14800,College,,Study_Abroad-College-HS
82,Cape Breton University,5,https://collegedunia.com/canada/college/20-cape-breton-university-sydney,3,https://studyabroad.shiksha.com/canada/universities/cape-breton-university,,,28,https://www.collegedekho.com/canada/cape-breton-university/,,,,,,,12184,Study_Abroad,14800,College,,Study_Abroad-College-HS
83,University of Texas - Dallas,16,https://collegedunia.com/usa/college/1903-university-of-texas-dallas-richardson,3,https://studyabroad.shiksha.com/usa/universities/the-university-of-texas-at-dallas,,,87,https://www.collegedekho.com/ae/usa/the-university-of-texas-at-dallas/,,,,,,,12185,Study_Abroad,14800,College,,Study_Abroad-College-HS
84,Anglia Ruskin University,22,https://collegedunia.com/uk/college/799-anglia-ruskin-university-cambridge,3,https://studyabroad.shiksha.com/uk/universities/anglia-ruskin-university,,,30,https://www.collegedekho.com/united-kingdom/anglia-ruskin-university/,,,,,,,12186,Study_Abroad,14800,College,,Study_Abroad-College-HS
85,Queen's University,6,https://collegedunia.com/canada/college/47-queens-university-kingston,5,https://studyabroad.shiksha.com/canada/universities/queen-s-university,,,,,,,,,,,12187,Study_Abroad,14800,College,,Study_Abroad-College-HS
86,University of Arizona,15,https://collegedunia.com/usa/college/2127-university-of-arizona-tucson,6,https://studyabroad.shiksha.com/usa/universities/university-of-arizona,,,95,https://www.collegedekho.com/usa/university-of-arizona/,,,,,,,12188,Study_Abroad,14800,College,,Study_Abroad-College-HS
87,Deakin University,28,https://collegedunia.com/australia/college/600-deakin-university-geelong,7,https://studyabroad.shiksha.com/australia/universities/deakin-university,,,,,,,,,,,12189,Study_Abroad,14800,College,,Study_Abroad-College-HS
88,University of Auckland,9,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,4,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,,,28,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,,,,,12190,Study_Abroad,14800,College,,Study_Abroad-College-HS
89,University of Bath,18,https://collegedunia.com/uk/college/786-university-of-bath-bath,3,https://studyabroad.shiksha.com/uk/universities/university-of-bath,,,,,,,,,,,12191,Study_Abroad,14800,College,,Study_Abroad-College-HS
90,University of Sheffield,23,https://collegedunia.com/uk/college/874-university-of-sheffield-sheffield,3,https://studyabroad.shiksha.com/uk/universities/the-university-of-sheffield,,,,,,,,,,,12192,Study_Abroad,14800,College,,Study_Abroad-College-HS
91,Michigan State University,20,https://collegedunia.com/usa/college/1262-michigan-state-university-east-lansing,4,https://studyabroad.shiksha.com/usa/universities/michigan-state-university,,,,,,,,,,,12193,Study_Abroad,14800,College,,Study_Abroad-College-HS
92,University of Queensland,14,https://collegedunia.com/australia/college/596-the-university-of-queensland-brisbane,3,https://studyabroad.shiksha.com/australia/universities/the-university-of-queensland,,,36,https://www.collegedekho.com/australia/the-university-of-queensland/,,,,,62,https://admission.buddy4study.com/college/australia-the-university-of-queensland-brisbane-1247,12194,Study_Abroad,14800,College,,Study_Abroad-College-HS
93,Lakehead University,5,https://collegedunia.com/canada/college/33-lakehead-university-thunder-bay,3,https://studyabroad.shiksha.com/canada/universities/lakehead-university,,,35,https://www.collegedekho.com/canada/lakehead-university/,,,,,,,12195,Study_Abroad,14800,College,,Study_Abroad-College-HS
94,University of Illinois Chicago,18,https://collegedunia.com/usa/college/1131-university-of-illinois-chicago,3,https://studyabroad.shiksha.com/usa/universities/university-of-illinois-chicago-campus,,,28,https://www.collegedekho.com/usa/the-university-of-illinois-at-chicago/,,,,,,,12196,Study_Abroad,14800,College,,Study_Abroad-College-HS
95,San Jose State University,26,https://collegedunia.com/usa/college/1996-san-jose-state-university-san-jose/admission,3,https://studyabroad.shiksha.com/usa/universities/san-jose-state-university,,,48,https://www.collegedekho.com/usa/san-jose-state-university/,,,,,,,12197,Study_Abroad,14800,College,,Study_Abroad-College-HS
96,Thompson Rivers University,6,https://collegedunia.com/canada/college/66-thompson-rivers-university-kamloops,3,https://studyabroad.shiksha.com/canada/universities/thompson-river-university,,,33,https://www.collegedekho.com/canada/thompson-rivers-university/,,,,,,,12198,Study_Abroad,14800,College,,Study_Abroad-College-HS
97,Thompson Rivers University,7,https://collegedunia.com/canada/college/66-thompson-rivers-university-kamloops,3,https://studyabroad.shiksha.com/canada/universities/thompson-river-university,,,33,https://www.collegedekho.com/canada/thompson-rivers-university/,,,,,,,12198,Study_Abroad,14800,College,,Study_Abroad-College-HS
