,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
158,California State University San Marcos,8,https://collegedunia.com/usa/college/2001-california-state-university-san-marcos,4,https://studyabroad.shiksha.com/usa/universities/california-state-university-san-marcos,,,,,,,,,,,,,12800,Study_Abroad,480,College,,Study_Abroad-College-LS
159,University of Alaska Fairbanks,18,https://collegedunia.com/usa/college/1292-university-of-alaska-fairbanks,5,https://studyabroad.shiksha.com/usa/universities/university-of-alaska-fairbanks,,,,,,,,,,,,,12801,Study_Abroad,480,College,,Study_Abroad-College-LS
160,University of Arkansas Little Rock,20,https://collegedunia.com/usa/college/1540-university-of-arkansas-little-rock,51,https://studyabroad.shiksha.com/usa/universities/university-of-arkansas,,,,,,,,,,,,,12802,Study_Abroad,480,College,,Study_Abroad-College-LS
161,Quinnipiac University,16,https://collegedunia.com/usa/college/1385-quinnipiac-university-hamden,6,https://studyabroad.shiksha.com/usa/universities/quinnipiac-university,,,41,https://www.collegedekho.com/usa/quinnipiac-university/,,,,,,,,,12803,Study_Abroad,480,College,,Study_Abroad-College-LS
162,Barry University,14,https://collegedunia.com/usa/college/1623-barry-university-miami-shores,,,,,,,,,,,,,,,12804,Study_Abroad,480,College,,Study_Abroad-College-LS
163,Campbell University,11,https://collegedunia.com/usa/college/1079-campbell-university-buies-creek,17,https://studyabroad.shiksha.com/usa/universities/campbell-university,,,25,https://www.collegedekho.com/usa/campbell-university/,,,,,,,,,12805,Study_Abroad,480,College,,Study_Abroad-College-LS
164,Columbus State University,23,https://collegedunia.com/usa/college/1189-columbus-state-university-columbus,4,https://studyabroad.shiksha.com/usa/universities/columbus-state-university,,,,,,,,,,,,,12806,Study_Abroad,480,College,,Study_Abroad-College-LS
165,Weber State University,7,https://collegedunia.com/usa/college/1787-weber-state-university-ogden,8,https://studyabroad.shiksha.com/usa/universities/weber-state-university/courses,,,,,,,,,,,,,12807,Study_Abroad,480,College,,Study_Abroad-College-LS
166,Samford University,8,https://collegedunia.com/usa/college/1004-samford-university-birmingham,,,,,,,,,,,,,,,12809,Study_Abroad,480,College,,Study_Abroad-College-LS
167,Abilene Christian University,14,https://collegedunia.com/usa/college/883-abilene-christian-university-abilene,6,https://studyabroad.shiksha.com/usa/universities/abilene-christian-university,,,35,https://www.collegedekho.com/usa/abilene-christian-university/,,,,,,,,,12810,Study_Abroad,480,College,,Study_Abroad-College-LS
168,Humboldt State University,13,https://collegedunia.com/usa/college/926-humboldt-state-university-arcata,4,https://studyabroad.shiksha.com/usa/universities/humboldt-state-university,,,27,https://www.collegedekho.com/usa/humboldt-state-university/,,,,,,,,,12811,Study_Abroad,480,College,,Study_Abroad-College-LS
169,Loyola University Maryland,25,https://collegedunia.com/usa/college/960-loyola-university-maryland-baltimore/admission,22,https://studyabroad.shiksha.com/usa/universities/loyola-university-maryland,,,,,,,,,,,,,12812,Study_Abroad,480,College,,Study_Abroad-College-LS
170,Texas Woman's University,22,https://collegedunia.com/usa/college/1239-texas-womans-university-denton,5,https://studyabroad.shiksha.com/usa/universities/texas-woman-s-university,,,31,https://www.collegedekho.com/usa/texas-womans-university/,,,,,,,,,12813,Study_Abroad,480,College,,Study_Abroad-College-LS
171,Delaware State University,28,https://collegedunia.com/usa/college/1254-delaware-state-university-dover,4,https://studyabroad.shiksha.com/usa/universities/delaware-state-university,,,,,,,,,,,,,12814,Study_Abroad,480,College,,Study_Abroad-College-LS
172,University of Washington Bothell,4,https://collegedunia.com/usa/college/1042-university-of-washington-bothell,28,https://studyabroad.shiksha.com/usa/universities/university-of-washington,,,,,,,,,,,,,12815,Study_Abroad,480,College,,Study_Abroad-College-LS
173,Park University,23,https://collegedunia.com/usa/college/1812-park-university-parkville/admission,37,https://studyabroad.shiksha.com/usa/universities/north-park-university/master-of-business-administration,98,https://news.careers360.com/iit-madras-research-park-collaborate-with-uk-based-university-to-work-on-renewable-energy,,,,,,,,,,,12816,Study_Abroad,480,College,,Study_Abroad-College-LS
174,Park University,23,https://collegedunia.com/usa/college/1812-park-university-parkville/admission,38,https://studyabroad.shiksha.com/usa/universities/north-park-university/master-of-business-administration,98,https://news.careers360.com/iit-madras-research-park-collaborate-with-uk-based-university-to-work-on-renewable-energy,,,,,,,,,,,12816,Study_Abroad,480,College,,Study_Abroad-College-LS
175,Park University,23,https://collegedunia.com/usa/college/1812-park-university-parkville/admission,39,https://studyabroad.shiksha.com/usa/universities/north-park-university,98,https://news.careers360.com/iit-madras-research-park-collaborate-with-uk-based-university-to-work-on-renewable-energy,,,,,,,,,,,12816,Study_Abroad,480,College,,Study_Abroad-College-LS
176,Western Kentucky University,15,https://collegedunia.com/usa/college/1047-western-kentucky-university-bowling-green,4,https://studyabroad.shiksha.com/usa/universities/western-kentucky-university,,,,,,,,,,,,,12817,Study_Abroad,480,College,,Study_Abroad-College-LS
177,Jacksonville State University,18,https://collegedunia.com/usa/college/1459-jacksonville-state-university-jacksonville,6,https://studyabroad.shiksha.com/usa/universities/jacksonville-state-university,,,22,https://www.collegedekho.com/usa/jacksonville-state-university/,,,,,,,,,12818,Study_Abroad,480,College,,Study_Abroad-College-LS
178,Idaho State University,13,https://collegedunia.com/usa/college/1853-idaho-state-university-pocatello,6,https://studyabroad.shiksha.com/usa/universities/idaho-state-university,,,,,,,,,,,,,12819,Study_Abroad,480,College,,Study_Abroad-College-LS
179,Northern Kentucky University,16,https://collegedunia.com/usa/college/1414-northern-kentucky-university-highland-heights,4,https://studyabroad.shiksha.com/usa/universities/northern-kentucky-university,,,,,,,,,,,,,12820,Study_Abroad,480,College,,Study_Abroad-College-LS
180,Wilkes University,14,https://collegedunia.com/usa/college/2203-wilkes-university-wilkes-barre,3,https://studyabroad.shiksha.com/usa/universities/wilkes-university,,,,,,,,,,,,,12821,Study_Abroad,480,College,,Study_Abroad-College-LS
181,Colorado Technical University,5,https://collegedunia.com/usa/college/1180-colorado-technical-university-colorado-springs/admission,3,https://studyabroad.shiksha.com/usa/universities/colorado-technical-university,,,,,,,,,,,,,12822,Study_Abroad,480,College,,Study_Abroad-College-LS
182,Colorado Technical University,6,https://collegedunia.com/usa/college/1180-colorado-technical-university-colorado-springs/admission,3,https://studyabroad.shiksha.com/usa/universities/colorado-technical-university,,,,,,,,,,,,,12822,Study_Abroad,480,College,,Study_Abroad-College-LS
183,Colorado Technical University,7,https://collegedunia.com/usa/college/1180-colorado-technical-university-colorado-springs,3,https://studyabroad.shiksha.com/usa/universities/colorado-technical-university,,,,,,,,,,,,,12822,Study_Abroad,480,College,,Study_Abroad-College-LS
184,Kentucky State University,5,https://collegedunia.com/usa/college/1324-kentucky-state-university-frankfort,2,https://studyabroad.shiksha.com/usa/universities/kentucky-state-university,,,,,,,,,,,,,12823,Study_Abroad,480,College,,Study_Abroad-College-LS
185,Rush University,6,https://collegedunia.com/usa/college/1133-rush-university-chicago,13,https://studyabroad.shiksha.com/usa/universities/rush-university,,,,,,,,,,,,,12824,Study_Abroad,480,College,,Study_Abroad-College-LS
186,Ohio Wesleyan University,18,https://collegedunia.com/usa/college/1237-ohio-wesleyan-university-delaware,4,https://studyabroad.shiksha.com/usa/universities/ohio-wesleyan-university-1,,,,,,,,,,,,,12825,Study_Abroad,480,College,,Study_Abroad-College-LS
187,University of Nebraska Medical Center,15,https://collegedunia.com/usa/college/1795-university-of-nebraska-medical-center-omaha,,,,,,,,,,,,,,,12827,Study_Abroad,480,College,,Study_Abroad-College-LS
188,Wentworth Institute of Technology,8,https://collegedunia.com/usa/college/1033-wentworth-institute-of-technology-boston,2,https://studyabroad.shiksha.com/usa/universities/wentworth-institute-of-technology,,,,,,,,,,,,,12828,Study_Abroad,390,College,,Study_Abroad-College-LS
189,Dallas Theological Seminary,7,https://collegedunia.com/usa/college/1217-dallas-theological-seminary-dallas,,,,,,,,,,,,,,,12829,Study_Abroad,390,College,,Study_Abroad-College-LS
190,University of Ottawa fees,6,https://collegedunia.com/canada/college/95-university-of-ottawa-ottawa,5,https://studyabroad.shiksha.com/canada/universities/university-of-ottawa,,,10,https://www.collegedekho.com/canada/university-of-ottawa/,,,,,,,,,12830,Study_Abroad,390,College,,Study_Abroad-College-LS
191,University of Ottawa fees,7,https://collegedunia.com/canada/college/95-university-of-ottawa-ottawa,5,https://studyabroad.shiksha.com/canada/universities/university-of-ottawa,,,10,https://www.collegedekho.com/canada/university-of-ottawa/,,,,,,,,,12830,Study_Abroad,390,College,,Study_Abroad-College-LS
192,University of Ottawa fees,8,https://collegedunia.com/canada/college/95-university-of-ottawa-ottawa/programs,5,https://studyabroad.shiksha.com/canada/universities/university-of-ottawa,,,10,https://www.collegedekho.com/canada/university-of-ottawa/,,,,,,,,,12830,Study_Abroad,390,College,,Study_Abroad-College-LS
193,Carleton University fees,9,https://collegedunia.com/canada/college/2-carleton-university-ottawa,6,https://studyabroad.shiksha.com/canada/universities/carleton-university,,,11,https://www.collegedekho.com/canada/carleton-university/,,,,,,,,,12831,Study_Abroad,390,College,,Study_Abroad-College-LS
194,Carleton University fees,9,https://collegedunia.com/canada/college/2-carleton-university-ottawa,7,https://studyabroad.shiksha.com/canada/universities/carleton-university,,,11,https://www.collegedekho.com/canada/carleton-university/,,,,,,,,,12831,Study_Abroad,390,College,,Study_Abroad-College-LS
195,Carleton University fees,9,https://collegedunia.com/canada/college/2-carleton-university-ottawa,8,https://studyabroad.shiksha.com/canada/universities/carleton-university/mba,,,11,https://www.collegedekho.com/canada/carleton-university/,,,,,,,,,12831,Study_Abroad,390,College,,Study_Abroad-College-LS
196,Ryerson University fees,6,https://collegedunia.com/canada/college/52-ryerson-university-toronto,5,https://studyabroad.shiksha.com/canada/universities/ryerson-university,,,11,https://www.collegedekho.com/canada/ryerson-university/,,,,,,,,,12832,Study_Abroad,390,College,,Study_Abroad-College-LS
197,Ryerson University fees,7,https://collegedunia.com/canada/college/52-ryerson-university-toronto,5,https://studyabroad.shiksha.com/canada/universities/ryerson-university,,,11,https://www.collegedekho.com/canada/ryerson-university/,,,,,,,,,12832,Study_Abroad,390,College,,Study_Abroad-College-LS
198,Ryerson University fees,8,https://collegedunia.com/canada/college/52-ryerson-university-toronto/programs,5,https://studyabroad.shiksha.com/canada/universities/ryerson-university,,,11,https://www.collegedekho.com/canada/ryerson-university/,,,,,,,,,12832,Study_Abroad,390,College,,Study_Abroad-College-LS
199,Deakin University fees,9,https://collegedunia.com/australia/college/600-deakin-university-geelong,6,https://studyabroad.shiksha.com/australia/universities/deakin-university,,,25,https://www.collegedekho.com/australia/deakin-university/,,,,,36,https://leverageedu.com/universities/deakin-university,40,https://www.buddy4study.com/scholarship/deakin-india-undergraduate-20-bursary-2021,12833,Study_Abroad,390,College,,Study_Abroad-College-LS
200,Deakin University fees,9,https://collegedunia.com/australia/college/600-deakin-university-geelong,7,https://studyabroad.shiksha.com/australia/universities/deakin-university,,,25,https://www.collegedekho.com/australia/deakin-university/,,,,,36,https://leverageedu.com/universities/deakin-university,40,https://www.buddy4study.com/scholarship/deakin-india-undergraduate-20-bursary-2021,12833,Study_Abroad,390,College,,Study_Abroad-College-LS
201,Deakin University fees,9,https://collegedunia.com/australia/college/600-deakin-university-geelong,8,https://studyabroad.shiksha.com/australia/universities/deakin-university/bachelor-of-nursing,,,25,https://www.collegedekho.com/australia/deakin-university/,,,,,36,https://leverageedu.com/universities/deakin-university,40,https://www.buddy4study.com/scholarship/deakin-india-undergraduate-20-bursary-2021,12833,Study_Abroad,390,College,,Study_Abroad-College-LS
202,Dalhousie University fees,7,https://collegedunia.com/canada/college/22-dalhousie-university-halifax,6,https://studyabroad.shiksha.com/canada/universities/dalhousie-university,,,13,https://www.collegedekho.com/canada/dalhousie-university/,,,,,,,,,12834,Study_Abroad,390,College,,Study_Abroad-College-LS
203,Dalhousie University fees,8,https://collegedunia.com/canada/college/22-dalhousie-university-halifax,6,https://studyabroad.shiksha.com/canada/universities/dalhousie-university,,,13,https://www.collegedekho.com/canada/dalhousie-university/,,,,,,,,,12834,Study_Abroad,390,College,,Study_Abroad-College-LS
204,Dalhousie University fees,9,https://collegedunia.com/canada/college/22-dalhousie-university-halifax/programs,6,https://studyabroad.shiksha.com/canada/universities/dalhousie-university,,,13,https://www.collegedekho.com/canada/dalhousie-university/,,,,,,,,,12834,Study_Abroad,390,College,,Study_Abroad-College-LS
205,Memorial University of Newfoundland fees,6,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns,5,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland,,,31,https://www.collegedekho.com/canada/memorial-university-of-newfoundland/,,,,,,,,,12835,Study_Abroad,390,College,,Study_Abroad-College-LS
206,Memorial University of Newfoundland fees,7,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns,5,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland,,,31,https://www.collegedekho.com/canada/memorial-university-of-newfoundland/,,,,,,,,,12835,Study_Abroad,390,College,,Study_Abroad-College-LS
207,Memorial University of Newfoundland fees,8,https://collegedunia.com/canada/college/41-memorial-university-of-newfoundland-st-johns/master-of-business-administration-mba-18147,5,https://studyabroad.shiksha.com/canada/universities/memorial-university-of-newfoundland,,,31,https://www.collegedekho.com/canada/memorial-university-of-newfoundland/,,,,,,,,,12835,Study_Abroad,390,College,,Study_Abroad-College-LS
208,Princeton University fees,5,https://collegedunia.com/usa/college/1873-princeton-university-princeton,4,https://studyabroad.shiksha.com/usa/universities/princeton-university,,,13,https://www.collegedekho.com/usa/princeton-university/,,,,,,,,,12836,Study_Abroad,390,College,,Study_Abroad-College-LS
209,Purdue University fees,6,https://collegedunia.com/usa/college/2187-purdue-university-west-lafayette,5,https://studyabroad.shiksha.com/usa/universities/purdue-university,,,15,https://www.collegedekho.com/usa/purdue-university/,,,,,,,,,12837,Study_Abroad,390,College,,Study_Abroad-College-LS
210,Cornell University fees,7,https://collegedunia.com/usa/college/1452-cornell-university-ithaca,6,https://studyabroad.shiksha.com/usa/universities/cornell-university,,,9,https://www.collegedekho.com/usa/cornell-university/,,,,,25,https://leverageedu.com/universities/cornell-university,,,12838,Study_Abroad,390,College,,Study_Abroad-College-LS
211,University of Edinburgh fees,7,https://collegedunia.com/uk/college/810-university-of-edinburgh-edinburgh,6,https://studyabroad.shiksha.com/uk/universities/the-university-of-edinburgh,,,19,https://www.collegedekho.com/united-kingdom/the-university-of-edinburgh/,,,,,80,https://leverageedu.com/blog/cas-letter/,,,12839,Study_Abroad,390,College,,Study_Abroad-College-LS
212,University of Sydney fees,7,https://collegedunia.com/australia/college/620-the-university-of-sydney-sydney,4,https://studyabroad.shiksha.com/australia/universities/the-university-of-sydney,,,22,https://www.collegedekho.com/australia/the-university-of-sydney/,,,,,70,https://leverageedu.com/blog/mbbs-in-australia/,81,https://admission.buddy4study.com/study-abroad/affordable-universities-in-australia,12840,Study_Abroad,390,College,,Study_Abroad-College-LS
213,University of Sydney fees,7,https://collegedunia.com/australia/college/620-the-university-of-sydney-sydney,5,https://studyabroad.shiksha.com/australia/universities/the-university-of-sydney,,,22,https://www.collegedekho.com/australia/the-university-of-sydney/,,,,,70,https://leverageedu.com/blog/mbbs-in-australia/,81,https://admission.buddy4study.com/study-abroad/affordable-universities-in-australia,12840,Study_Abroad,390,College,,Study_Abroad-College-LS
214,University of Sydney fees,7,https://collegedunia.com/australia/college/620-the-university-of-sydney-sydney,6,https://studyabroad.shiksha.com/australia/universities/university-of-western-sydney,,,22,https://www.collegedekho.com/australia/the-university-of-sydney/,,,,,70,https://leverageedu.com/blog/mbbs-in-australia/,81,https://admission.buddy4study.com/study-abroad/affordable-universities-in-australia,12840,Study_Abroad,390,College,,Study_Abroad-College-LS
215,Saint Xavier University,6,https://collegedunia.com/university/59823-st-xaviers-university-sxuk-kolkata,14,https://www.shiksha.com/university/st-xavier-s-university-kolkata-53346,70,https://www.careers360.com/university/st-xaviers-university-kolkata,,,,,,,,,,,12841,Study_Abroad,390,College,,Study_Abroad-College-LS
216,Virginia International University,6,https://collegedunia.com/usa/college/1295-virginia-international-university-fairfax,2,https://studyabroad.shiksha.com/usa/universities/virginia-international-university,,,19,https://www.collegedekho.com/usa/virginia-international-university/,,,,,,,,,12842,Study_Abroad,390,College,,Study_Abroad-College-LS
217,Virginia International University,6,https://collegedunia.com/usa/college/1295-virginia-international-university-fairfax,3,https://studyabroad.shiksha.com/usa/universities/virginia-international-university,,,19,https://www.collegedekho.com/usa/virginia-international-university/,,,,,,,,,12842,Study_Abroad,390,College,,Study_Abroad-College-LS
218,Virginia International University,6,https://collegedunia.com/usa/college/1295-virginia-international-university-fairfax,4,https://studyabroad.shiksha.com/usa/universities/virginia-international-university/courses,,,19,https://www.collegedekho.com/usa/virginia-international-university/,,,,,,,,,12842,Study_Abroad,390,College,,Study_Abroad-College-LS
219,Sofia University,27,https://collegedunia.com/usa/college/1811-sofia-university-palo-alto,11,https://studyabroad.shiksha.com/usa/universities/sofia-university,,,,,,,,,,,,,12843,Study_Abroad,390,College,,Study_Abroad-College-LS
220,Maryville University,23,https://collegedunia.com/usa/college/2069-maryville-university-st-louis/admission,3,https://studyabroad.shiksha.com/usa/universities/maryville-university,,,33,https://www.collegedekho.com/usa/maryville-university/,,,,,,,,,12844,Study_Abroad,390,College,,Study_Abroad-College-LS
221,Montana State University Billings,9,https://collegedunia.com/usa/college/1000-montana-state-university-billings,23,https://studyabroad.shiksha.com/usa/universities/montana-state-university,,,,,,,,,,,,,12845,Study_Abroad,390,College,,Study_Abroad-College-LS
222,West Chester University,33,https://collegedunia.com/usa/college/2184-west-chester-university-of-pennsylvania-west-chester,16,https://studyabroad.shiksha.com/usa/universities/west-chester-university,,,,,,,,,,,,,12846,Study_Abroad,390,College,,Study_Abroad-College-LS
223,Morgan State University,8,https://collegedunia.com/usa/college/961-morgan-state-university-baltimore,4,https://studyabroad.shiksha.com/usa/universities/morgan-state-university,,,30,https://www.collegedekho.com/usa/morgan-state-university/,,,,,,,,,12847,Study_Abroad,390,College,,Study_Abroad-College-LS
224,Hampton University,6,https://collegedunia.com/usa/college/1390-hampton-university-hampton,,,,,,,,,,,,,,,12848,Study_Abroad,390,College,,Study_Abroad-College-LS
225,University of Colorado Colorado Springs,7,https://collegedunia.com/usa/college/1182-university-of-colorado-colorado-springs,4,https://studyabroad.shiksha.com/usa/universities/university-of-colorado-colorado-springs,,,,,,,,,,,,,12849,Study_Abroad,390,College,,Study_Abroad-College-LS
226,Stockton University,6,https://collegedunia.com/usa/college/1341-stockton-university-galloway,,,,,,,,,,,,,,,12850,Study_Abroad,390,College,,Study_Abroad-College-LS
227,Jackson State University,17,https://collegedunia.com/usa/college/1454-jackson-state-university-jackson,28,https://studyabroad.shiksha.com/usa/universities/jackson-state-university,,,,,,,,,,,,,12851,Study_Abroad,390,College,,Study_Abroad-College-LS
228,Central Washington University,7,https://collegedunia.com/usa/college/1277-central-washington-university-ellensburg,4,https://studyabroad.shiksha.com/usa/universities/central-washington-university,,,,,,,,,,,,,12852,Study_Abroad,390,College,,Study_Abroad-College-LS
229,Rider University,10,https://collegedunia.com/usa/college/1522-rider-university-lawrenceville,5,https://studyabroad.shiksha.com/usa/universities/rider-university,,,,,,,,,,,,,12853,Study_Abroad,390,College,,Study_Abroad-College-LS
230,Tuskegee University,23,https://collegedunia.com/usa/college/2133-tuskegee-university-tuskegee,,,,,,,,,,,,,,,12854,Study_Abroad,390,College,,Study_Abroad-College-LS
231,Jacksonville University,18,https://collegedunia.com/usa/college/1457-jacksonville-university-jacksonville,4,https://studyabroad.shiksha.com/usa/universities/jacksonville-university,,,28,https://www.collegedekho.com/usa/jacksonville-university/,,,,,,,,,12855,Study_Abroad,390,College,,Study_Abroad-College-LS
232,University of Texas Tyler,17,https://collegedunia.com/usa/college/2134-university-of-texas-tyler/admission,4,https://studyabroad.shiksha.com/usa/universities/university-of-texas-at-tyler,,,,,,,,,,,,,12856,Study_Abroad,390,College,,Study_Abroad-College-LS
233,South University,30,https://collegedunia.com/usa/college/2108-south-university-tampa-tampa,,,,,,,,,,,,,,,12857,Study_Abroad,390,College,,Study_Abroad-College-LS
234,DePauw University,22,https://collegedunia.com/usa/college/1370-depauw-university-greencastle,21,https://studyabroad.shiksha.com/usa/universities/depauw-university,,,,,,,,,,,,,12858,Study_Abroad,390,College,,Study_Abroad-College-LS
235,Alfred University,12,https://collegedunia.com/usa/college/897-alfred-university-alfred,4,https://studyabroad.shiksha.com/usa/universities/alfred-university,,,,,,,,,,,,,12859,Study_Abroad,390,College,,Study_Abroad-College-LS
236,Andrews University,27,https://collegedunia.com/usa/college/1520-st-andrews-university-laurinburg,16,https://studyabroad.shiksha.com/uk/universities/university-of-st-andrews,,,,,,,,,,,,,12860,Study_Abroad,390,College,,Study_Abroad-College-LS
237,University of Charleston,10,https://collegedunia.com/usa/college/1114-university-of-charleston-charleston,,,,,,,,,,,,,,,12861,Study_Abroad,390,College,,Study_Abroad-College-LS
238,East Tennessee State University,12,https://collegedunia.com/usa/college/1464-east-tennessee-state-university-johnson-city,7,https://studyabroad.shiksha.com/usa/universities/east-tennessee-state-university,,,,,,,,,,,,,12862,Study_Abroad,390,College,,Study_Abroad-College-LS
239,Simmons University,22,https://collegedunia.com/usa/college/1025-simmons-university-boston,,,,,,,,,,,,,,,12865,Study_Abroad,390,College,,Study_Abroad-College-LS
240,North Park University,29,https://collegedunia.com/usa/college/1140-north-park-university-chicago/admission,4,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,23,https://www.collegedekho.com/usa/north-park-university/,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
241,North Park University,30,https://collegedunia.com/usa/college/1140-north-park-university-chicago/admission,4,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,23,https://www.collegedekho.com/usa/north-park-university/,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
242,North Park University,31,https://collegedunia.com/usa/college/1140-north-park-university-chicago,4,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,23,https://www.collegedekho.com/usa/north-park-university/,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
243,Minot State University,3,https://collegedunia.com/usa/college/1648-minot-state-university-minot,,,,,,,,,,,,,,,12867,Study_Abroad,390,College,,Study_Abroad-College-LS
244,University of Minnesota- Duluth,23,https://collegedunia.com/usa/college/2320-university-of-minnesota--duluth-duluth,5,https://studyabroad.shiksha.com/usa/universities/university-of-minnesota-duluth-campus,,,,,,,,,,,,,12868,Study_Abroad,390,College,,Study_Abroad-College-LS
245,Austin Peay State University,17,https://collegedunia.com/usa/college/1165-austin-peay-state-university-clarksville,,,,,,,,,,,,,,,12869,Study_Abroad,390,College,,Study_Abroad-College-LS
246,Augustana University,10,https://collegedunia.com/usa/college/2042-augustana-university-sioux-falls,65,https://studyabroad.shiksha.com/usa/universities/augustana-college,,,,,,,,,,,,,12871,Study_Abroad,390,College,,Study_Abroad-College-LS
247,Hong Kong Baptist University,11,https://collegedunia.com/hong-kong/college/719-hong-kong-baptist-university-kowloon-tong,,,,,,,,,,,,,,,12873,Study_Abroad,390,College,,Study_Abroad-College-LS
248,California State University - Monterey Bay,16,https://collegedunia.com/usa/college/2023-california-state-university---monterey-bay-seaside,3,https://studyabroad.shiksha.com/usa/universities/california-state-university-monterey-bay,,,,,,,,,,,,,12874,Study_Abroad,390,College,,Study_Abroad-College-LS
249,Universiti Teknologi Petronas,23,https://collegedunia.com/malaysia/college/742-universiti-teknologi-petronas-seri-iskander/admission,,,,,,,,,,,,,,,12875,Study_Abroad,320,College,,Study_Abroad-College-LS
250,Universiti Teknologi Petronas,24,https://collegedunia.com/malaysia/college/742-universiti-teknologi-petronas-seri-iskander/admission,,,,,,,,,,,,,,,12875,Study_Abroad,320,College,,Study_Abroad-College-LS
251,Universiti Teknologi Petronas,25,https://collegedunia.com/malaysia/college/742-universiti-teknologi-petronas-seri-iskander,,,,,,,,,,,,,,,12875,Study_Abroad,320,College,,Study_Abroad-College-LS
252,Universiti Teknologi MARA,8,https://collegedunia.com/malaysia/college/744-universiti-teknologi-mara-shah-alam/admission,,,,,,,,,,,,,,,12876,Study_Abroad,320,College,,Study_Abroad-College-LS
253,Lakehead University fees,6,https://collegedunia.com/canada/college/33-lakehead-university-thunder-bay,5,https://studyabroad.shiksha.com/canada/universities/lakehead-university,,,15,https://www.collegedekho.com/canada/lakehead-university/,,,,,,,,,12878,Study_Abroad,320,College,,Study_Abroad-College-LS
254,University of Bedfordshire fees,9,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,6,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire,,,12,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,53,https://leverageedu.com/blog/cheapest-universities-in-uk/,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
255,University of Bedfordshire fees,9,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,7,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire,,,12,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,53,https://leverageedu.com/blog/cheapest-universities-in-uk/,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
256,University of Bedfordshire fees,9,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,8,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire/admissions,,,12,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,53,https://leverageedu.com/blog/cheapest-universities-in-uk/,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
257,University of Southern California fees,6,https://collegedunia.com/usa/college/1552-university-of-southern-california-los-angeles,1,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,,,13,https://www.collegedekho.com/usa/university-of-southern-california/,,,,,,,,,12880,Study_Abroad,320,College,,Study_Abroad-College-LS
258,Teesside University fees,9,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,6,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,67,https://leverageedu.com/blog/cas-letter/,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
259,Teesside University fees,9,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,7,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,67,https://leverageedu.com/blog/cas-letter/,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
260,Teesside University fees,9,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,8,https://studyabroad.shiksha.com/uk/universities/teesside-university/courses,,,,,,,,,67,https://leverageedu.com/blog/cas-letter/,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
261,Teesside University fees,10,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,6,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,67,https://leverageedu.com/blog/cas-letter/,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
262,Teesside University fees,10,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,7,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,67,https://leverageedu.com/blog/cas-letter/,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
263,Teesside University fees,10,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,8,https://studyabroad.shiksha.com/uk/universities/teesside-university/courses,,,,,,,,,67,https://leverageedu.com/blog/cas-letter/,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
