,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
762,Pfeiffer University,16,https://collegedunia.com/usa/college/1649-pfeiffer-university-misenheimer,,,,,,,,,,,,,,,13271,Study_Abroad,70,College,,Study_Abroad-College-LS
763,Western Colorado University,18,https://collegedunia.com/usa/college/1384-western-state-colorado-university-gunnison,,,,,,,,,,,,,,,13272,Study_Abroad,70,College,,Study_Abroad-College-LS
764,The Master's University,22,https://collegedunia.com/usa/college/2007-the-masters-university-santa-clarita,89,https://studyabroad.shiksha.com/usa/ms-colleges-dc,,,,,,,,,,,,,13273,Study_Abroad,70,College,,Study_Abroad-College-LS
765,Carson-Newman University,7,https://collegedunia.com/usa/college/1462-carson-newman-university-jefferson-city,,,,,,,,,,,,,,,13274,Study_Abroad,70,College,,Study_Abroad-College-LS
766,University of Tennessee Martin,22,https://collegedunia.com/usa/college/1606-university-of-tennessee-martin-martin,,,,,,,,,,,,,,,13275,Study_Abroad,70,College,,Study_Abroad-College-LS
767,Fielding Graduate University,24,https://collegedunia.com/usa/college/2002-fielding-graduate-university-santa-barbara/admission,,,,,30,https://www.collegedekho.com/usa/fielding-graduate-institute/,,,,,,,,,13276,Study_Abroad,70,College,,Study_Abroad-College-LS
768,Southwestern Oklahoma State University,23,https://collegedunia.com/usa/college/2180-southwestern-oklahoma-state-university-weatherford,,,,,,,,,,,,,,,13277,Study_Abroad,70,College,,Study_Abroad-College-LS
769,Webber International University,11,https://collegedunia.com/usa/college/955-webber-international-university-babson-park,10,https://studyabroad.shiksha.com/usa/universities/webber-international-university,,,,,,,,,,,,,13278,Study_Abroad,70,College,,Study_Abroad-College-LS
770,Midland University,12,https://collegedunia.com/usa/college/1333-midland-university-fremont,60,https://studyabroad.shiksha.com/usa/universities/midland-college/courses,,,,,,,,,26,https://leverageedu.com/blog/midland-university/,,,13279,Study_Abroad,70,College,,Study_Abroad-College-LS
771,University of Wisconsin Oshkosh,21,https://collegedunia.com/usa/college/1808-university-of-wisconsin-oshkosh-oshkosh,,,,,,,,,,,,,,,13280,Study_Abroad,70,College,,Study_Abroad-College-LS
772,Pennsylvania Academy of Fine Arts,8,https://collegedunia.com/usa/college/1832-pennsylvania-academy-of-fine-arts-philadelphia,,,,,,,,,,,,,,,13281,Study_Abroad,50,College,,Study_Abroad-College-LS
773,Edith Cowan University fees,4,https://collegedunia.com/australia/college/613-edith-cowan-university-perth,2,https://studyabroad.shiksha.com/australia/universities/edith-cowan-university,,,17,https://www.collegedekho.com/australia/edith-cowan-college/course-fees/,,,,,,,,,13282,Study_Abroad,50,College,,Study_Abroad-College-LS
774,University of Groningen fees,6,https://collegedunia.com/netherlands/college/750-university-of-groningen-groningen,5,https://studyabroad.shiksha.com/netherlands/universities/university-of-groningen,31,https://www.careers360.com/university/university-of-groningen-groningen/becoming-student-assistant-teaching-and-mentoring-certification-course,,,,,,,,,,,13283,Study_Abroad,50,College,,Study_Abroad-College-LS
775,Jacobs University fees,6,https://collegedunia.com/germany/college/640-jacobs-university-bremen,4,https://studyabroad.shiksha.com/germany/universities/jacobs-university,,,22,https://www.collegedekho.com/germany/jacobs-university/,,,,,,,,,13284,Study_Abroad,50,College,,Study_Abroad-College-LS
776,University of Aberdeen fees,5,https://collegedunia.com/uk/college/784-university-of-aberdeen-aberdeen,4,https://studyabroad.shiksha.com/uk/universities/university-of-aberdeen,,,18,https://www.collegedekho.com/united-kingdom/university-of-aberdeen/,,,,,15,https://leverageedu.com/universities/university-of-aberdeen,,,13285,Study_Abroad,50,College,,Study_Abroad-College-LS
777,Rice University fees,8,https://collegedunia.com/usa/college/1428-rice-university-houston,1,https://studyabroad.shiksha.com/usa/universities/rice-university,,,32,https://www.collegedekho.com/usa/rice-university/,,,,,,,,,13286,Study_Abroad,50,College,,Study_Abroad-College-LS
778,Rice University fees,9,https://collegedunia.com/usa/college/1428-rice-university-houston,1,https://studyabroad.shiksha.com/usa/universities/rice-university,,,32,https://www.collegedekho.com/usa/rice-university/,,,,,,,,,13286,Study_Abroad,50,College,,Study_Abroad-College-LS
779,Rice University fees,10,https://collegedunia.com/usa/college/1428-rice-university-houston/programs,1,https://studyabroad.shiksha.com/usa/universities/rice-university,,,32,https://www.collegedekho.com/usa/rice-university/,,,,,,,,,13286,Study_Abroad,50,College,,Study_Abroad-College-LS
780,Erasmus University Rotterdam fees,10,https://collegedunia.com/netherlands/college/754-erasmus-university-rotterdam-rotterdam,6,https://studyabroad.shiksha.com/netherlands/universities/erasmus-university-rotterdam,,,,,,,,,,,,,13287,Study_Abroad,50,College,,Study_Abroad-College-LS
781,Drexel University fees,8,https://collegedunia.com/usa/college/1834-drexel-university-philadelphia,5,https://studyabroad.shiksha.com/usa/universities/drexel-university,,,35,https://www.collegedekho.com/usa/drexel-university/course-fees/,,,,,78,https://leverageedu.com/universities/drexel-university,,,13288,Study_Abroad,50,College,,Study_Abroad-College-LS
782,Drexel University fees,8,https://collegedunia.com/usa/college/1834-drexel-university-philadelphia,6,https://studyabroad.shiksha.com/usa/universities/drexel-university,,,35,https://www.collegedekho.com/usa/drexel-university/course-fees/,,,,,78,https://leverageedu.com/universities/drexel-university,,,13288,Study_Abroad,50,College,,Study_Abroad-College-LS
783,Drexel University fees,8,https://collegedunia.com/usa/college/1834-drexel-university-philadelphia,7,https://studyabroad.shiksha.com/usa/universities/drexel-university/admissions,,,35,https://www.collegedekho.com/usa/drexel-university/course-fees/,,,,,78,https://leverageedu.com/universities/drexel-university,,,13288,Study_Abroad,50,College,,Study_Abroad-College-LS
784,Utrecht University fees,7,https://collegedunia.com/netherlands/college/756-utrecht-university-utrecht,6,https://studyabroad.shiksha.com/netherlands/universities/utrecht-university,,,,,,,,,,,,,13289,Study_Abroad,50,College,,Study_Abroad-College-LS
785,University of Mannheim fees,7,https://collegedunia.com/germany/college/687-university-of-mannheim-mannheim,4,https://studyabroad.shiksha.com/germany/universities/university-of-mannheim,,,,,,,,,,,,,13290,Study_Abroad,50,College,,Study_Abroad-College-LS
786,University of Mannheim fees,7,https://collegedunia.com/germany/college/687-university-of-mannheim-mannheim,5,https://studyabroad.shiksha.com/germany/universities/university-of-mannheim,,,,,,,,,,,,,13290,Study_Abroad,50,College,,Study_Abroad-College-LS
787,University of Mannheim fees,7,https://collegedunia.com/germany/college/687-university-of-mannheim-mannheim,6,https://studyabroad.shiksha.com/germany/universities/university-of-mannheim/full-time-mba,,,,,,,,,,,,,13290,Study_Abroad,50,College,,Study_Abroad-College-LS
788,Leiden University fees,11,https://collegedunia.com/netherlands/college/751-leiden-university-leiden,6,https://studyabroad.shiksha.com/netherlands/universities/leiden-university,,,,,,,,,,,,,13291,Study_Abroad,50,College,,Study_Abroad-College-LS
789,University of South Australia fees,3,https://collegedunia.com/australia/college/591-university-of-south-australia-adelaide,2,https://studyabroad.shiksha.com/australia/universities/university-of-south-australia,,,6,https://www.collegedekho.com/australia/university-of-south-australia/,,,,,,,,,13292,Study_Abroad,50,College,,Study_Abroad-College-LS
790,Southern Nazarene University,6,https://collegedunia.com/usa/college/989-southern-nazarene-university-bethany,,,,,,,,,,,,,,,13293,Study_Abroad,50,College,,Study_Abroad-College-LS
791,University of Western States,20,https://collegedunia.com/usa/college/1863-university-of-western-states-western-states-chiropractic-college-portland/programs,,,,,,,,,,,,,,,13295,Study_Abroad,50,College,,Study_Abroad-College-LS
792,St. Mary's University USA,23,https://collegedunia.com/usa/college/1973-st-marys-university-san-antonio/admission,5,https://studyabroad.shiksha.com/usa/universities/st-mary-s-university/courses,,,34,https://www.collegedekho.com/usa/st-marys-university/,,,,,,,,,13296,Study_Abroad,50,College,,Study_Abroad-College-LS
793,Alderson Broaddus University,9,https://collegedunia.com/usa/college/1835-alderson-broaddus-university-philippi,,,,,,,,,,,,,,,13297,Study_Abroad,50,College,,Study_Abroad-College-LS
794,Xavier University USA,15,https://collegedunia.com/usa/college/1128-saint-xavier-university-chicago,5,https://studyabroad.shiksha.com/usa/universities/xavier-university,72,https://www.careers360.com/university/xim-university-bhubaneswar,20,https://www.collegedekho.com/usa/xavier-university/,,,,,44,https://leverageedu.com/blog/mba-at-xavier-university,,,13298,Study_Abroad,50,College,,Study_Abroad-College-LS
795,Xavier University USA,15,https://collegedunia.com/usa/college/1128-saint-xavier-university-chicago,6,https://studyabroad.shiksha.com/usa/universities/xavier-university,72,https://www.careers360.com/university/xim-university-bhubaneswar,20,https://www.collegedekho.com/usa/xavier-university/,,,,,44,https://leverageedu.com/blog/mba-at-xavier-university,,,13298,Study_Abroad,50,College,,Study_Abroad-College-LS
796,Xavier University USA,15,https://collegedunia.com/usa/college/1128-saint-xavier-university-chicago,7,https://studyabroad.shiksha.com/usa/universities/xavier-university/admissions,72,https://www.careers360.com/university/xim-university-bhubaneswar,20,https://www.collegedekho.com/usa/xavier-university/,,,,,44,https://leverageedu.com/blog/mba-at-xavier-university,,,13298,Study_Abroad,50,College,,Study_Abroad-College-LS
797,University of South Florida St. Petersburg,20,https://collegedunia.com/usa/college/2071-university-of-south-florida-st-petersburg-st-petersburg/admission,11,https://studyabroad.shiksha.com/usa/universities/university-of-south-florida,,,,,,,,,,,,,13299,Study_Abroad,50,College,,Study_Abroad-College-LS
798,Muskingum University,19,https://collegedunia.com/usa/college/1698-muskingum-university-new-concord,,,,,,,,,,,,,,,13300,Study_Abroad,50,College,,Study_Abroad-College-LS
799,University of Dubuque,19,https://collegedunia.com/usa/college/1256-university-of-dubuque-dubuque,8,https://studyabroad.shiksha.com/usa/universities/university-of-dubuque,,,,,,,,,,,,,13301,Study_Abroad,50,College,,Study_Abroad-College-LS
800,Rogers State University,7,https://collegedunia.com/usa/college/1162-rogers-state-university-claremore,,,,,,,,,,,,,,,13303,Study_Abroad,50,College,,Study_Abroad-College-LS
801,Oklahoma Baptist University,10,https://collegedunia.com/usa/college/2033-oklahoma-baptist-university-shawnee,,,,,,,,,,,,,,,13304,Study_Abroad,50,College,,Study_Abroad-College-LS
802,Bluffton University,24,https://collegedunia.com/usa/college/1014-bluffton-university-bluffton,8,https://studyabroad.shiksha.com/usa/universities/bluffton-university,,,19,https://www.collegedekho.com/usa/bluffton-university/,,,,,,,,,13307,Study_Abroad,50,College,,Study_Abroad-College-LS
803,Bluffton University,24,https://collegedunia.com/usa/college/1014-bluffton-university-bluffton,9,https://studyabroad.shiksha.com/usa/universities/bluffton-university,,,19,https://www.collegedekho.com/usa/bluffton-university/,,,,,,,,,13307,Study_Abroad,50,College,,Study_Abroad-College-LS
804,Bluffton University,24,https://collegedunia.com/usa/college/1014-bluffton-university-bluffton,10,https://studyabroad.shiksha.com/usa/universities/bluffton-university/courses,,,19,https://www.collegedekho.com/usa/bluffton-university/,,,,,,,,,13307,Study_Abroad,50,College,,Study_Abroad-College-LS
805,Murdoch University fees,6,https://collegedunia.com/australia/college/614-murdoch-university-perth,1,https://studyabroad.shiksha.com/australia/universities/murdoch-university,,,9,https://www.collegedekho.com/australia/murdoch-university/course-fees/,,,,,,,,,13308,Study_Abroad,40,College,,Study_Abroad-College-LS
806,Free University of Berlin fees,6,https://collegedunia.com/germany/college/631-free-university-of-berlin-berlin,5,https://studyabroad.shiksha.com/germany/universities/free-university-of-berlin,,,10,https://www.collegedekho.com/germany/free-university-of-berlin/,,,,,21,https://leverageedu.com/universities/free-university-of-berlin,,,13309,Study_Abroad,40,College,,Study_Abroad-College-LS
807,Embry-Riddle Aeronautical University fees,10,https://collegedunia.com/usa/college/1226-embry-riddle-aeronautical-university-daytona-beach,7,https://studyabroad.shiksha.com/usa/universities/embry-riddle-aeronautical-university,,,30,https://www.collegedekho.com/usa/embry-riddle-aeronautical-university/,,,,,,,,,13310,Study_Abroad,40,College,,Study_Abroad-College-LS
808,Embry-Riddle Aeronautical University fees,10,https://collegedunia.com/usa/college/1226-embry-riddle-aeronautical-university-daytona-beach,8,https://studyabroad.shiksha.com/usa/universities/embry-riddle-aeronautical-university,,,30,https://www.collegedekho.com/usa/embry-riddle-aeronautical-university/,,,,,,,,,13310,Study_Abroad,40,College,,Study_Abroad-College-LS
809,Embry-Riddle Aeronautical University fees,10,https://collegedunia.com/usa/college/1226-embry-riddle-aeronautical-university-daytona-beach,9,https://studyabroad.shiksha.com/singapore/universities/embry-ridddle-aeronautical-university,,,30,https://www.collegedekho.com/usa/embry-riddle-aeronautical-university/,,,,,,,,,13310,Study_Abroad,40,College,,Study_Abroad-College-LS
810,Victoria University fees,7,https://collegedunia.com/australia/college/610-victoria-university-melbourne,1,https://studyabroad.shiksha.com/australia/universities/victoria-university,,,16,https://www.collegedekho.com/australia/victoria-university/,,,,,,,,,13311,Study_Abroad,40,College,,Study_Abroad-College-LS
811,"University of Michigan, Dearborn fees",10,https://collegedunia.com/usa/college/1228-university-of-michigan-dearborn,6,https://studyabroad.shiksha.com/usa/universities/university-of-michigan-dearborn,46,https://www.careers360.com/colleges/vit-ap-school-of-business-amaravati/bba-from-university-of-michigan-dearborn-usa-course,18,https://www.collegedekho.com/usa/university-of-michigan-dearborn/,,,,,,,,,13312,Study_Abroad,40,College,,Study_Abroad-College-LS
812,"University of Michigan, Dearborn fees",10,https://collegedunia.com/usa/college/1228-university-of-michigan-dearborn,7,https://studyabroad.shiksha.com/usa/universities/university-of-michigan-dearborn,46,https://www.careers360.com/colleges/vit-ap-school-of-business-amaravati/bba-from-university-of-michigan-dearborn-usa-course,18,https://www.collegedekho.com/usa/university-of-michigan-dearborn/,,,,,,,,,13312,Study_Abroad,40,College,,Study_Abroad-College-LS
813,"University of Michigan, Dearborn fees",10,https://collegedunia.com/usa/college/1228-university-of-michigan-dearborn,8,https://studyabroad.shiksha.com/usa/universities/university-of-michigan-dearborn/mse-in-mechanical-engineering,46,https://www.careers360.com/colleges/vit-ap-school-of-business-amaravati/bba-from-university-of-michigan-dearborn-usa-course,18,https://www.collegedekho.com/usa/university-of-michigan-dearborn/,,,,,,,,,13312,Study_Abroad,40,College,,Study_Abroad-College-LS
814,University of Georgia fees,5,https://collegedunia.com/usa/college/937-university-of-georgia-athens,1,https://studyabroad.shiksha.com/usa/universities/university-of-georgia,,,,,,,,,,,,,13313,Study_Abroad,40,College,,Study_Abroad-College-LS
815,Dublin City University fees,10,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin,6,https://studyabroad.shiksha.com/ireland/universities/dublin-city-university,,,12,https://www.collegedekho.com/ireland/dublin-city-university/,,,,,,,,,13314,Study_Abroad,40,College,,Study_Abroad-College-LS
816,Dublin City University fees,10,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin,7,https://studyabroad.shiksha.com/ireland/universities/dublin-city-university,,,12,https://www.collegedekho.com/ireland/dublin-city-university/,,,,,,,,,13314,Study_Abroad,40,College,,Study_Abroad-College-LS
817,Dublin City University fees,10,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin,8,https://studyabroad.shiksha.com/ireland/universities/dublin-city-university/m-sc-in-management-business,,,12,https://www.collegedekho.com/ireland/dublin-city-university/,,,,,,,,,13314,Study_Abroad,40,College,,Study_Abroad-College-LS
818,Auckland University of Technology fees,5,https://collegedunia.com/new-zealand/college/758-auckland-university-of-technology-auckland,4,https://studyabroad.shiksha.com/new-zealand/universities/aut-university,,,29,https://www.collegedekho.com/new-zealand/aut/,,,,,,,,,13315,Study_Abroad,40,College,,Study_Abroad-College-LS
819,University of Canterbury fees,9,https://collegedunia.com/new-zealand/college/760-university-of-canterbury-christchurch,6,https://studyabroad.shiksha.com/new-zealand/universities/university-of-canterbury,,,,,,,,,,,,,13316,Study_Abroad,40,College,,Study_Abroad-College-LS
820,University of Canterbury fees,9,https://collegedunia.com/new-zealand/college/760-university-of-canterbury-christchurch,7,https://studyabroad.shiksha.com/new-zealand/universities/university-of-canterbury,,,,,,,,,,,,,13316,Study_Abroad,40,College,,Study_Abroad-College-LS
821,University of Canterbury fees,9,https://collegedunia.com/new-zealand/college/760-university-of-canterbury-christchurch,8,https://studyabroad.shiksha.com/new-zealand/universities/university-of-canterbury/courses,,,,,,,,,,,,,13316,Study_Abroad,40,College,,Study_Abroad-College-LS
822,"University of California, Irvine fees",5,https://collegedunia.com/usa/college/1449-university-of-california-irvine,1,https://studyabroad.shiksha.com/usa/universities/university-of-california-irvine-campus,,,13,https://www.collegedekho.com/usa/university-of-california-irvine-campus/,,,,,,,,,13317,Study_Abroad,40,College,,Study_Abroad-College-LS
823,"University of California, San Francisco fees",8,https://collegedunia.com/usa/college/1986-university-of-california-san-francisco,3,https://studyabroad.shiksha.com/usa/universities/university-of-san-francisco,,,,,,,,,,,,,13318,Study_Abroad,40,College,,Study_Abroad-College-LS
824,"University of California, San Francisco fees",8,https://collegedunia.com/usa/college/1986-university-of-california-san-francisco,4,https://studyabroad.shiksha.com/usa/universities/university-of-california-san-francisco-campus,,,,,,,,,,,,,13318,Study_Abroad,40,College,,Study_Abroad-College-LS
825,Georgetown University fees,8,https://collegedunia.com/usa/college/2163-georgetown-university-washington,1,https://studyabroad.shiksha.com/usa/universities/georgetown-university,,,13,https://www.collegedekho.com/usa/georgetown-university/,,,,,,,,,13319,Study_Abroad,40,College,,Study_Abroad-College-LS
826,University of Jamestown,22,https://collegedunia.com/usa/college/1461-university-of-jamestown-jamestown/programs,16,https://studyabroad.shiksha.com/usa/universities/university-of-jamestown,,,,,,,,,,,,,13320,Study_Abroad,40,College,,Study_Abroad-College-LS
827,Mount Mercy University,17,https://collegedunia.com/usa/college/1102-mount-mercy-university-cedar-rapids/admission,,,,,,,,,,,,,,,13321,Study_Abroad,40,College,,Study_Abroad-College-LS
828,Capital University USA,6,https://collegedunia.com/usa/college/1188-capital-university-columbus,56,https://www.shiksha.com/university/capital-university-jharkhand-other-63315/courses,,,,,,,,,,,,,13322,Study_Abroad,40,College,,Study_Abroad-College-LS
829,Mars Hill University,20,https://collegedunia.com/usa/college/1602-mars-hill-university-mars-hill,,,,,,,,,,,,,,,13323,Study_Abroad,40,College,,Study_Abroad-College-LS
830,Southern Wesleyan University,17,https://collegedunia.com/usa/college/1105-southern-wesleyan-university-central,,,,,,,,,,,,,,,13324,Study_Abroad,40,College,,Study_Abroad-College-LS
831,East Texas Baptist University,10,https://collegedunia.com/usa/college/1604-east-texas-baptist-university-marshall,,,,,,,,,,,,,,,13325,Study_Abroad,40,College,,Study_Abroad-College-LS
832,Northwest Nazarene University,9,https://collegedunia.com/usa/college/1685-northwest-nazarene-university-nampa,,,,,,,,,,,,,,,13326,Study_Abroad,40,College,,Study_Abroad-College-LS
833,Cegep de Sherbrooke,7,https://collegedunia.com/canada/college/148-cegep-de-sherbrooke-sherbrooke/admission,,,,,,,,,,,,,,,13327,Study_Abroad,30,College,,Study_Abroad-College-LS
834,Cegep de Sherbrooke,8,https://collegedunia.com/canada/college/148-cegep-de-sherbrooke-sherbrooke/admission,,,,,,,,,,,,,,,13327,Study_Abroad,30,College,,Study_Abroad-College-LS
835,Cegep de Sherbrooke,9,https://collegedunia.com/canada/college/148-cegep-de-sherbrooke-sherbrooke,,,,,,,,,,,,,,,13327,Study_Abroad,30,College,,Study_Abroad-College-LS
836,Massey University fees,7,https://collegedunia.com/new-zealand/college/764-massey-university-palmerston-north,6,https://studyabroad.shiksha.com/new-zealand/universities/massey-university,,,17,https://www.collegedekho.com/new-zealand/massey-university/,,,,,,,,,13328,Study_Abroad,30,College,,Study_Abroad-College-LS
837,"University of Michigan, Ann Arbor fees",7,https://collegedunia.com/usa/college/921-university-of-michigan-ann-arbor,6,https://studyabroad.shiksha.com/usa/universities/university-of-michigan,,,19,https://www.collegedekho.com/usa/university-of-michigan/,,,,,,,,,13329,Study_Abroad,30,College,,Study_Abroad-College-LS
838,University of Brighton fees,5,https://collegedunia.com/uk/college/795-university-of-brighton-brighton,4,https://studyabroad.shiksha.com/uk/universities/university-of-brighton,,,15,https://www.collegedekho.com/united-kingdom/university-of-brighton/,,,,,,,,,13330,Study_Abroad,30,College,,Study_Abroad-College-LS
839,"California State University, Long Beach fees",5,https://collegedunia.com/usa/college/1546-california-state-university-long-beach,4,https://studyabroad.shiksha.com/usa/universities/california-state-university-long-beach,,,17,https://www.collegedekho.com/usa/california-state-university-long-beach/,,,,,,,,,13331,Study_Abroad,30,College,,Study_Abroad-College-LS
840,University of Reading fees,5,https://collegedunia.com/uk/college/791-university-of-reading-berkshire,1,https://studyabroad.shiksha.com/uk/universities/university-of-reading,,,19,https://www.collegedekho.com/ae/united-kingdom/university-of-reading/,,,,,,,,,13332,Study_Abroad,30,College,,Study_Abroad-College-LS
841,"University of Wisconsin, Madison fees",6,https://collegedunia.com/usa/college/1580-university-of-wisconsin-madison,5,https://studyabroad.shiksha.com/usa/universities/university-of-wisconsin-madison,,,8,https://www.collegedekho.com/usa/university-of-wisconsin-madison/,,,,,,,,,13333,Study_Abroad,30,College,,Study_Abroad-College-LS
842,"University of California, San Diego fees",7,https://collegedunia.com/usa/college/1976-university-of-california-san-diego,4,https://studyabroad.shiksha.com/usa/universities/university-of-california-san-diego-campus,,,16,https://www.collegedekho.com/usa/university-of-california-san-diego-campus/,,,,,,,,,13334,Study_Abroad,30,College,,Study_Abroad-College-LS
843,"University of California, San Diego fees",7,https://collegedunia.com/usa/college/1976-university-of-california-san-diego,5,https://studyabroad.shiksha.com/usa/universities/university-of-california-san-diego-campus,,,16,https://www.collegedekho.com/usa/university-of-california-san-diego-campus/,,,,,,,,,13334,Study_Abroad,30,College,,Study_Abroad-College-LS
844,"University of California, San Diego fees",7,https://collegedunia.com/usa/college/1976-university-of-california-san-diego,6,https://studyabroad.shiksha.com/usa/universities/university-of-california-san-diego-campus/master-s-of-science-in-computer-science,,,16,https://www.collegedekho.com/usa/university-of-california-san-diego-campus/,,,,,,,,,13334,Study_Abroad,30,College,,Study_Abroad-College-LS
845,Anderson University - South Carolina,9,https://collegedunia.com/usa/college/918-anderson-university---south-carolina-anderson,,,,,,,,,,,,,,,13335,Study_Abroad,30,College,,Study_Abroad-College-LS
846,Northern Vermont University,11,https://collegedunia.com/usa/college/1577-northern-vermont-university-lyndonville,,,,,,,,,,,,,,,13336,Study_Abroad,30,College,,Study_Abroad-College-LS
847,University of Houston Houston,20,https://collegedunia.com/usa/college/1429-university-of-houston-houston,4,https://studyabroad.shiksha.com/usa/universities/university-of-houston,,,,,,,,,,,,,13337,Study_Abroad,30,College,,Study_Abroad-College-LS
848,University of Rio Grande,28,https://collegedunia.com/usa/college/1911-university-of-rio-grande-rio-grande,70,https://studyabroad.shiksha.com/usa/universities/university-of-texas-at-brownsville,,,,,,,,,,,,,13338,Study_Abroad,30,College,,Study_Abroad-College-LS
849,Concordia University - Nebraska,31,https://collegedunia.com/usa/college/2031-concordia-university---nebraska-seward,,,,,,,,,,,,,,,13339,Study_Abroad,30,College,,Study_Abroad-College-LS
850,Cegep du Vieux Montreal,6,https://collegedunia.com/canada/college/154-cegep-du-vieux-montreal-montreal,,,,,,,,,,,,,,,13340,Study_Abroad,20,College,,Study_Abroad-College-LS
851,Cegep de L'Outaouais,7,https://collegedunia.com/canada/college/136-cegep-de-loutaouais-gatineau,,,,,,,,,,,,,,,13341,Study_Abroad,20,College,,Study_Abroad-College-LS
852,Cegep de L'Outaouais,8,https://collegedunia.com/canada/college/136-cegep-de-loutaouais-gatineau,,,,,,,,,,,,,,,13341,Study_Abroad,20,College,,Study_Abroad-College-LS
853,Cegep de L'Outaouais,9,https://collegedunia.com/canada/college/136-cegep-de-loutaouais-gatineau/admission,,,,,,,,,,,,,,,13341,Study_Abroad,20,College,,Study_Abroad-College-LS
854,Southern Cross University fees,9,https://collegedunia.com/australia/college/604-southern-cross-university-lismore,1,https://studyabroad.shiksha.com/australia/universities/southern-cross-university,,,25,https://www.collegedekho.com/australia/southern-cross-university/,,,,,,,56,https://admission.buddy4study.com/study-abroad/affordable-universities-in-australia,13342,Study_Abroad,20,College,,Study_Abroad-College-LS
855,"University of Wisconsin, Milwaukee fees",4,https://collegedunia.com/usa/college/1638-university-of-wisconsin-milwaukee,5,https://studyabroad.shiksha.com/usa/universities/milwaukee-school-of-engineering,,,,,,,,,,,,,13343,Study_Abroad,20,College,,Study_Abroad-College-LS
856,"California State University, Los Angeles fees",5,https://collegedunia.com/usa/college/1555-california-state-university-los-angeles,4,https://studyabroad.shiksha.com/usa/universities/california-state-university-los-angeles-campus,,,18,https://www.collegedekho.com/usa/california-state-university-los-angeles-campus/,,,,,,,,,13344,Study_Abroad,20,College,,Study_Abroad-College-LS
857,"California State University, Fresno fees",5,https://collegedunia.com/usa/college/1334-california-state-university-fresno,1,https://studyabroad.shiksha.com/usa/universities/california-state-university-fresno-campus,,,14,https://www.collegedekho.com/usa/california-state-university-fresno-campus/,,,,,,,,,13345,Study_Abroad,20,College,,Study_Abroad-College-LS
858,James Cook University fees,11,https://collegedunia.com/australia/college/624-james-cook-university-townsville,1,https://studyabroad.shiksha.com/australia/universities/james-cook-university,,,21,https://www.collegedekho.com/colleges/courses-james-cook-university-singapore,,,,,87,https://leverageedu.com/blog/mbbs-in-australia/,,,13346,Study_Abroad,20,College,,Study_Abroad-College-LS
859,James Cook University fees,11,https://collegedunia.com/australia/college/624-james-cook-university-townsville,2,https://studyabroad.shiksha.com/australia/universities/james-cook-university,,,21,https://www.collegedekho.com/colleges/courses-james-cook-university-singapore,,,,,87,https://leverageedu.com/blog/mbbs-in-australia/,,,13346,Study_Abroad,20,College,,Study_Abroad-College-LS
860,James Cook University fees,11,https://collegedunia.com/australia/college/624-james-cook-university-townsville,3,https://studyabroad.shiksha.com/australia/universities/james-cook-university-brisbane,,,21,https://www.collegedekho.com/colleges/courses-james-cook-university-singapore,,,,,87,https://leverageedu.com/blog/mbbs-in-australia/,,,13346,Study_Abroad,20,College,,Study_Abroad-College-LS
861,Binghamton University fees,9,https://collegedunia.com/usa/college/1001-binghamton-university-binghamton,6,https://studyabroad.shiksha.com/usa/universities/binghamton-university,,,22,https://www.collegedekho.com/usa/binghamton-university/,,,,,,,,,13347,Study_Abroad,20,College,,Study_Abroad-College-LS
862,Binghamton University fees,9,https://collegedunia.com/usa/college/1001-binghamton-university-binghamton,7,https://studyabroad.shiksha.com/usa/universities/binghamton-university,,,22,https://www.collegedekho.com/usa/binghamton-university/,,,,,,,,,13347,Study_Abroad,20,College,,Study_Abroad-College-LS
863,Binghamton University fees,9,https://collegedunia.com/usa/college/1001-binghamton-university-binghamton,8,https://studyabroad.shiksha.com/usa/universities/binghamton-university/courses,,,22,https://www.collegedekho.com/usa/binghamton-university/,,,,,,,,,13347,Study_Abroad,20,College,,Study_Abroad-College-LS
864,University of Miami fees,5,https://collegedunia.com/usa/college/1200-university-of-miami-coral-gables,1,https://studyabroad.shiksha.com/usa/universities/university-of-miami,,,23,https://www.collegedekho.com/usa/university-of-miami/course-fees/,,,,,,,,,13348,Study_Abroad,20,College,,Study_Abroad-College-LS
865,Cegep Marie(Victorin),3,https://collegedunia.com/canada/college/157-cegep-marie-victorin-montreal,,,,,,,,,,,,,,,13349,Study_Abroad,10,College,,Study_Abroad-College-LS
866,Cegep de Jonquiere,5,https://collegedunia.com/canada/college/134-cegep-de-jonquiere-jonquiere,,,,,,,,,,,,,,,13350,Study_Abroad,10,College,,Study_Abroad-College-LS
867,"Royal Academy of Fine Arts, The Hague",5,https://collegedunia.com/netherlands/college/2287-royal-academy-of-art-the-hague-the-hague,,,,,,,,,,,,,,,13351,Study_Abroad,10,College,,Study_Abroad-College-LS
