Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
ssc cpo,1,TOP SITE,06-12-2021,https://ssc.nic.in/,,,5,https://prepp.in/ssc-cpo-exam,4,https://www.shiksha.com/exams/ssc-cpo-exam,14,https://competition.careers360.com/articles/ssc-cpo,,,,,17,https://hindi.aglasem.com/ssc-cpo-hindi/,2,https://byjus.com/ssc-exams/ssc-cpo/,,,23,https://www.embibe.com/exams/ssc-cpo-recruitment/,,,,,5833,Prepp,18100,General,,Prepp-C3
ssc chsl apply online,1,TOP SITE,06-12-2021,https://ssc.nic.in/portal/apply,,,4,https://prepp.in/ssc-chsl-exam/application-process,6,https://www.shiksha.com/exams/ssc-chsl-exam-application-form,8,https://competition.careers360.com/articles/ssc-chsl-application-form,,,,,27,https://career.aglasem.com/ssc-chsl-application-form/,3,https://byjus.com/ssc-exams/ssc-chsl-apply-online/,,,14,https://www.embibe.com/exams/ssc-chsl-recruitment/,,,,,5842,Prepp,22200,General,,Prepp-C3
wbcsc,1,TOP SITE,06-12-2021,https://www.wbcsconline.in/,,,12,https://prepp.in/news/g-39195-wbcsc-set-2021-last-date-to-apply-is-september-15-2021,7,https://www.shiksha.com/exams/wb-set-exam,23,https://news.careers360.com/wbcsc-recruitment-2020-apply-for-92-manager-supervisor-other-posts-wwwwebcscorg,,,,,73,https://news.aglasem.com/wb-set-admit-card-2018-wbcsc/,,,6,https://www.fresherslive.com/wbcsc-west-bengal-college-service-commission-recruitment,,,,,,,5850,Prepp,33100,General,,Prepp-C3
ssb odisha,1,TOP SITE,06-12-2021,https://ssbodisha.ac.in/,,,17,https://prepp.in/news/e-821-ssb-odisha-recruitment-for-lecturer-972-vacancies-online-applications-extended,,,,,,,,,70,https://career.aglasem.com/ssb-odisha-lecturer-result/,,,8,https://www.fresherslive.com/competitive-exams/ssb-odisha-lecturer-admit-card-2021-will-be-released-check-exam-date-hall-ticket-at-ssbodisha-nic-in-22-april-2021-110423,,,,,,,5854,Prepp,22200,General,,Prepp-C3
anudeep durishetty,1,TOP SITE,06-12-2021,https://anudeepdurishetty.in/,,,32,https://prepp.in/news/e-492-ias-upsc-cse-2017-topper-anudeep-durishetty-strategy-to-ace-the-interview,,,,,,,,,,,7,https://byjus.com/free-ias-prep/meet-upsc-2017-topper-anudeep-durishetty/,,,,,,,,,5855,Prepp,27100,General,,Prepp-C3
kvic online,1,TOP SITE,06-12-2021,https://www.kviconline.gov.in/,,,41,https://prepp.in/news/kvic-recruitment-2020-apply-for-34-posts-wwwkvicgovin-alertid-29116,,,27,https://news.careers360.com/kvic-recruitment-2020-apply-for-34-posts-wwwkvicgovin,,,,,,,85,https://byjus.com/free-ias-prep/upsc-pib-summary-analysis-dec04-2021/,59,https://www.fresherslive.com/khadi-and-village-industries-commission-recruitment,,,,,,,5857,Prepp,12100,General,,Prepp-C3
national defence academy,1,TOP SITE,06-12-2021,https://nda.nic.in/,,,23,https://prepp.in/news/e-485-life-at-the-national-defence-academy,8,https://www.shiksha.com/exams/nda-exam,64,https://www.careers360.com/colleges/national-defence-academy-pune,,,,,,,,,,,,,,,,,5858,Prepp,33100,General,,Prepp-C3
upsc optional subjects,1,TOP SITE,06-12-2021,https://www.careerlauncher.com/upsc/upsc-optional-subjects/,,,8,https://prepp.in/ias-exam-exam/optional-syllabus,47,https://www.shiksha.com/humanities-social-sciences/articles/most-popular-optional-subjects-for-civil-services-mains-exam-how-to-select-your-upsc-optional-subjects-blogId-16387,44,https://www.careers360.com/question-what-are-the-optional-subjects-in-upsc,,,,,,,2,https://byjus.com/free-ias-prep/how-many-optional-subjects-in-ias-mains/,,,6,https://www.embibe.com/exams/upsc-syllabus-ias/,,,,,5861,Prepp,22200,General,,Prepp-C3
uptet primary ka master,1,TOP SITE,06-12-2021,https://www.updatemarts.com/,,,29,https://prepp.in/uptet-exam/eligibility,33,https://www.shiksha.com/sarkari-exams/teaching/articles/uptet-eligibility-2021-educational-qualification-age-limit-reservation-blogId-22643,,,,,,,,,,,,,,,,,,,5864,Prepp,22200,General,,Prepp-C3
airmenselection cdac in login,1,TOP SITE,06-12-2021,https://airmenselection.cdac.in/,,,10,https://prepp.in/news/e-970-air-force-star-1-result-2021-soon-on-airmenselection-cdac-in-iaf-group-x-y-expected-cut-off-here,,,19,https://news.careers360.com/indian-air-force-releases-online-form-for-group-x-y-today-airmenselectioncdacin,,,,,7,https://career.aglasem.com/indian-air-force-airmen-admit-card/,,,55,https://www.fresherslive.com/articles/iaf-airmen-result/feed,,,,,,,5865,Prepp,27100,General,,Prepp-C3
