Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
East Tennessee State University,1,TOP SITE,06-12-2021,https://www.etsu.edu/,16,https://collegedunia.com/usa/college/1464-east-tennessee-state-university-johnson-city,,,3,https://studyabroad.shiksha.com/usa/universities/east-tennessee-state-university,,,,,,,,,,,,,12862,Study_Abroad,390,College,,Study_Abroad-College-LS
Truman State University,1,TOP SITE,06-12-2021,https://www.truman.edu/,,,,,,,,,20,https://www.collegedekho.com/usa/truman-state-university/,,,,,,,,,12863,Study_Abroad,390,College,,Study_Abroad-College-LS
Simmons University,1,TOP SITE,06-12-2021,https://www.simmons.edu/,21,https://collegedunia.com/usa/college/1025-simmons-university-boston,,,25,https://studyabroad.shiksha.com/usa/universities/simmons-university,,,,,,,,,,,,,12865,Study_Abroad,390,College,,Study_Abroad-College-LS
North Park University,1,TOP SITE,06-12-2021,https://www.northpark.edu/,,,,,2,https://studyabroad.shiksha.com/usa/universities/north-park-university,,,,,,,,,,,,,12866,Study_Abroad,390,College,,Study_Abroad-College-LS
Minot State University,1,TOP SITE,06-12-2021,https://www.minotstateu.edu/,4,https://collegedunia.com/usa/college/1648-minot-state-university-minot,,,,,,,,,,,,,,,,,12867,Study_Abroad,390,College,,Study_Abroad-College-LS
University of Minnesota- Duluth,1,TOP SITE,06-12-2021,https://www.d.umn.edu/,19,https://collegedunia.com/usa/college/2320-university-of-minnesota--duluth-duluth,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-minnesota-duluth-campus,,,,,,,,,,,,,12868,Study_Abroad,390,College,,Study_Abroad-College-LS
Austin Peay State University,1,TOP SITE,06-12-2021,https://www.apsu.edu/,61,https://collegedunia.com/usa/college/1165-austin-peay-state-university-clarksville/reviews,,,,,,,,,,,,,,,,,12869,Study_Abroad,390,College,,Study_Abroad-College-LS
Augustana University,1,TOP SITE,06-12-2021,https://www.augie.edu/,9,https://collegedunia.com/usa/college/2042-augustana-university-sioux-falls,,,,,,,,,,,,,,,,,12871,Study_Abroad,390,College,,Study_Abroad-College-LS
Hong Kong Baptist University,1,TOP SITE,06-12-2021,https://www.hkbu.edu.hk/,10,https://collegedunia.com/hong-kong/college/719-hong-kong-baptist-university-kowloon-tong/admission,,,,,,,,,,,,,,,,,12873,Study_Abroad,390,College,,Study_Abroad-College-LS
California State University - Monterey Bay,1,TOP SITE,06-12-2021,https://csumb.edu/,28,https://collegedunia.com/usa/college/2023-california-state-university---monterey-bay-seaside,,,2,https://studyabroad.shiksha.com/usa/universities/california-state-university-monterey-bay,,,,,,,,,,,,,12874,Study_Abroad,390,College,,Study_Abroad-College-LS
Universiti Teknologi Petronas,1,TOP SITE,06-12-2021,https://www.utp.edu.my/Pages/Home.aspx,13,https://collegedunia.com/malaysia/college/742-universiti-teknologi-petronas-seri-iskander,,,,,,,,,,,,,,,,,12875,Study_Abroad,320,College,,Study_Abroad-College-LS
Universiti Teknologi MARA,1,TOP SITE,06-12-2021,https://www.uitm.edu.my/index.php/en/,5,https://collegedunia.com/malaysia/college/744-universiti-teknologi-mara-shah-alam/admission,,,74,https://studyabroad.shiksha.com/malaysia/universities/universiti-teknologi-malaysia,,,,,,,,,,,,,12876,Study_Abroad,320,College,,Study_Abroad-College-LS
Asbury Theological Seminary,1,TOP SITE,06-12-2021,https://asburyseminary.edu/,,,,,,,,,,,,,,,,,,,12877,Study_Abroad,320,College,,Study_Abroad-College-LS
Lakehead University fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/canada/universities/lakehead-university,3,https://collegedunia.com/canada/college/33-lakehead-university-thunder-bay,,,1,https://studyabroad.shiksha.com/canada/universities/lakehead-university,,,9,https://www.collegedekho.com/canada/lakehead-university/,,,,,64,https://leverageedu.com/blog/cost-of-studying-in-canada/,,,12878,Study_Abroad,320,College,,Study_Abroad-College-LS
Lakehead University fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/canada/universities/lakehead-university,3,https://collegedunia.com/canada/college/33-lakehead-university-thunder-bay,,,1,https://studyabroad.shiksha.com/canada/universities/lakehead-university,,,9,https://www.collegedekho.com/canada/lakehead-university/,,,,,64,https://leverageedu.com/blog/cost-of-studying-in-canada/,,,12878,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Bedfordshire fees,1,TOP SITE,06-12-2021,https://www.beds.ac.uk/international/international-applications/fees-and-scholarships/,3,https://collegedunia.com/uk/college/853-university-of-bedfordshire-luton,,,2,https://studyabroad.shiksha.com/uk/universities/university-of-bedfordshire,,,7,https://www.collegedekho.com/united-kingdom/university-of-bedfordshire/course-fees/,,,,,,,,,12879,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Southern California fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,3,https://collegedunia.com/usa/college/1552-university-of-southern-california-los-angeles,,,1,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,,,10,https://www.collegedekho.com/usa/university-of-southern-california/,,,,,,,,,12880,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Southern California fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,3,https://collegedunia.com/usa/college/1552-university-of-southern-california-los-angeles,,,1,https://studyabroad.shiksha.com/usa/universities/university-of-southern-california,,,10,https://www.collegedekho.com/usa/university-of-southern-california/,,,,,,,,,12880,Study_Abroad,320,College,,Study_Abroad-College-LS
Teesside University fees,1,TOP SITE,06-12-2021,https://www.tees.ac.uk/sections/international/fees.cfm,3,https://collegedunia.com/uk/college/856-teesside-university-middlesbrough,,,2,https://studyabroad.shiksha.com/uk/universities/teesside-university,,,,,,,,,,,,,12881,Study_Abroad,320,College,,Study_Abroad-College-LS
Brunel University fees,1,TOP SITE,06-12-2021,https://www.brunel.ac.uk/international/fees-and-funding,3,https://collegedunia.com/uk/college/878-brunel-university-london,,,2,https://studyabroad.shiksha.com/uk/universities/brunel-university,,,,,,,,,20,https://leverageedu.com/blog/mba-at-brunel-university/,,,12883,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Warwick fees,1,TOP SITE,06-12-2021,https://warwick.ac.uk/study/international/admissions/finance/,3,https://collegedunia.com/uk/college/805-university-of-warwick-coventry,,,2,https://studyabroad.shiksha.com/uk/universities/university-of-warwick,,,26,https://www.collegedekho.com/united-kingdom/university-of-warwick/course-fees/,,,,,,,,,12884,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Auckland fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,3,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,,,1,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,,,13,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,,,,,,,12886,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Auckland fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,3,https://collegedunia.com/new-zealand/college/759-university-of-auckland-auckland,,,1,https://studyabroad.shiksha.com/new-zealand/universities/university-of-auckland,,,13,https://www.collegedekho.com/new-zealand/university-of-auckland/,,,,,,,,,12886,Study_Abroad,320,College,,Study_Abroad-College-LS
Soka University of America,1,TOP SITE,06-12-2021,https://www.soka.edu/,5,https://collegedunia.com/usa/college/900-soka-university-of-america-aliso-viejo,,,,,,,,,,,,,,,,,12887,Study_Abroad,320,College,,Study_Abroad-College-LS
University of West Georgia,1,TOP SITE,06-12-2021,https://www.westga.edu/,22,https://collegedunia.com/usa/college/1098-university-of-west-georgia-carrollton,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-west-georgia,,,44,https://www.collegedekho.com/usa/university-of-west-georgia/,,,,,,,,,12888,Study_Abroad,320,College,,Study_Abroad-College-LS
Woodbury University,1,TOP SITE,06-12-2021,https://woodbury.edu/,,,,,2,https://studyabroad.shiksha.com/usa/universities/woodbury-university,,,,,,,,,,,,,12889,Study_Abroad,320,College,,Study_Abroad-College-LS
North American University,1,TOP SITE,06-12-2021,https://www.na.edu/,5,https://collegedunia.com/usa/college/2073-north-american-university-stafford,,,57,https://studyabroad.shiksha.com/usa/universities/american-university,,,,,,,,,,,,,12890,Study_Abroad,320,College,,Study_Abroad-College-LS
Southern Virginia University,1,TOP SITE,06-12-2021,https://svu.edu/,6,https://collegedunia.com/usa/college/1073-southern-virginia-university-buena-vista,,,,,,,,,,,,,,,,,12891,Study_Abroad,320,College,,Study_Abroad-College-LS
High Point University,1,TOP SITE,06-12-2021,https://www.highpoint.edu/,24,https://collegedunia.com/usa/college/1413-high-point-university-high-point,,,,,,,,,,,,,,,,,12892,Study_Abroad,320,College,,Study_Abroad-College-LS
Regis University,1,TOP SITE,06-12-2021,https://www.regis.edu/,6,https://collegedunia.com/usa/college/1244-regis-university-denver,,,4,https://studyabroad.shiksha.com/usa/universities/regis-university,,,,,,,,,,,,,12893,Study_Abroad,320,College,,Study_Abroad-College-LS
Willamette University,1,TOP SITE,06-12-2021,https://willamette.edu/,22,https://collegedunia.com/usa/college/1959-willamette-university-salem,,,,,,,,,,,,,,,,,12895,Study_Abroad,320,College,,Study_Abroad-College-LS
Eastern University,1,TOP SITE,06-12-2021,https://www.eastern.edu/,,,,,,,,,,,,,,,,,,,12896,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Alabama Tuscaloosa,1,TOP SITE,06-12-2021,https://www.ua.edu/,16,https://collegedunia.com/usa/college/2132-university-of-alabama-tuscaloosa,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-alabama,,,,,,,,,,,,,12898,Study_Abroad,320,College,,Study_Abroad-College-LS
Clark Atlanta University,1,TOP SITE,06-12-2021,https://www.cau.edu/,20,https://collegedunia.com/usa/college/945-clark-atlanta-university-atlanta/programs?degree_type=Master,,,,,,,,,,,,,,,,,12899,Study_Abroad,320,College,,Study_Abroad-College-LS
Radford University,1,TOP SITE,06-12-2021,https://www.radford.edu/,46,https://collegedunia.com/usa/college/1888-radford-university-radford,,,,,,,,,,,,,,,,,12900,Study_Abroad,320,College,,Study_Abroad-College-LS
Furman University,1,TOP SITE,06-12-2021,https://www.furman.edu/,29,https://collegedunia.com/usa/college/1375-furman-university-greenville/admission,,,,,,,,,,,,,,,,,12902,Study_Abroad,320,College,,Study_Abroad-College-LS
Arcadia University,1,TOP SITE,06-12-2021,https://www.arcadia.edu/,30,https://collegedunia.com/usa/college/1354-arcadia-university-glenside,,,4,https://studyabroad.shiksha.com/usa/universities/arcadia-university,,,,,,,,,,,,,12903,Study_Abroad,320,College,,Study_Abroad-College-LS
Southern Connecticut State University,1,TOP SITE,06-12-2021,https://www.southernct.edu/,,,,,,,,,,,,,,,,,,,12904,Study_Abroad,320,College,,Study_Abroad-College-LS
St. Lawrence University,1,TOP SITE,06-12-2021,https://www.stlawu.edu/,12,https://collegedunia.com/canada/college/117-st-lawrence-college-kingston,,,6,https://studyabroad.shiksha.com/canada/universities/st-lawrence-college,,,,,,,,,,,,,12906,Study_Abroad,320,College,,Study_Abroad-College-LS
Marymount University,1,TOP SITE,06-12-2021,https://marymount.edu/,18,https://collegedunia.com/usa/college/929-marymount-university-arlington,,,31,https://studyabroad.shiksha.com/usa/universities/marymount-university,,,,,,,,,,,,,12908,Study_Abroad,320,College,,Study_Abroad-College-LS
University of West Florida,1,TOP SITE,06-12-2021,https://uwf.edu/,10,https://collegedunia.com/usa/college/1819-university-of-west-florida-pensacola,,,3,https://studyabroad.shiksha.com/usa/universities/the-university-of-west-florida,,,,,,,,,,,,,12910,Study_Abroad,320,College,,Study_Abroad-College-LS
La Salle University,1,TOP SITE,06-12-2021,https://www.lasalle.edu/,49,https://collegedunia.com/usa/college/1827-la-salle-university-philadelphia,,,19,https://studyabroad.shiksha.com/usa/universities/la-salle-university,,,29,https://www.collegedekho.com/usa/la-salle-university/,,,,,,,,,12911,Study_Abroad,320,College,,Study_Abroad-College-LS
Worcester State University,1,TOP SITE,06-12-2021,https://www.worcester.edu/,,,,,2,https://studyabroad.shiksha.com/usa/universities/worcester-state-university,,,,,,,,,,,,,12912,Study_Abroad,320,College,,Study_Abroad-College-LS
Lawrence University,1,TOP SITE,06-12-2021,https://www.lawrence.edu/,,,,,48,https://studyabroad.shiksha.com/usa/universities/st-lawrence-university,,,,,,,,,,,,,12913,Study_Abroad,320,College,,Study_Abroad-College-LS
Central Connecticut State University,1,TOP SITE,06-12-2021,https://www.ccsu.edu/,18,https://collegedunia.com/usa/college/1694-central-connecticut-state-university-new-britain,,,2,https://studyabroad.shiksha.com/usa/universities/central-connecticut-state-university,,,66,https://www.collegedekho.com/usa/central-connecticut-state-university/,,,,,,,,,12914,Study_Abroad,320,College,,Study_Abroad-College-LS
California State University - Stanislaus,1,TOP SITE,06-12-2021,https://www.csustan.edu/,,,,,,,,,,,,,,,,,,,12916,Study_Abroad,320,College,,Study_Abroad-College-LS
Cameron University,1,TOP SITE,06-12-2021,https://www.cameron.edu/,6,https://collegedunia.com/usa/college/1523-cameron-university-lawton,,,2,https://studyabroad.shiksha.com/usa/universities/cameron-university,,,39,https://www.collegedekho.com/usa/cameron-university/,,,,,,,,,12918,Study_Abroad,320,College,,Study_Abroad-College-LS
Drury University,1,TOP SITE,06-12-2021,https://www.drury.edu/,26,https://collegedunia.com/usa/college/2061-drury-university-springfield,,,5,https://studyabroad.shiksha.com/usa/universities/drury-university,,,23,https://www.collegedekho.com/usa/drury-university/,,,,,,,,,12919,Study_Abroad,320,College,,Study_Abroad-College-LS
Minnesota State University Mankato,1,TOP SITE,06-12-2021,https://mankato.mnsu.edu/,22,https://collegedunia.com/usa/college/1595-minnesota-state-university-mankato-mankato,,,6,https://studyabroad.shiksha.com/usa/universities/minnesota-state-university,,,,,,,,,,,,,12920,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Central Arkansas,1,TOP SITE,06-12-2021,https://uca.edu/,12,https://collegedunia.com/usa/college/1198-university-of-central-arkansas-conway,,,3,https://studyabroad.shiksha.com/usa/universities/university-of-central-arkansas,,,26,https://www.collegedekho.com/usa/university-of-central-arkansas/,,,,,,,,,12922,Study_Abroad,320,College,,Study_Abroad-College-LS
Oklahoma Christian University,1,TOP SITE,06-12-2021,https://www.oc.edu/,19,https://collegedunia.com/usa/college/1269-oklahoma-christian-university-edmond/admission,,,4,https://studyabroad.shiksha.com/usa/universities/oklahoma-christian-university,,,28,https://www.collegedekho.com/usa/oklahoma-christian-university/,,,,,,,,,12923,Study_Abroad,320,College,,Study_Abroad-College-LS
Midway University,1,TOP SITE,06-12-2021,https://www.midway.edu/,3,https://collegedunia.com/usa/college/1633-midway-university-midway,,,,,,,,,,,,,,,,,12924,Study_Abroad,320,College,,Study_Abroad-College-LS
University of Puerto Rico,1,TOP SITE,06-12-2021,https://www.upr.edu/,56,https://collegedunia.com/usa/college/2321-university-of-puerto-rico---rio-piedras-san-juan/admission,,,17,https://studyabroad.shiksha.com/usa/universities/polytechnic-university-of-puerto-rico,,,,,,,,,,,,,12925,Study_Abroad,320,College,,Study_Abroad-College-LS
Benedictine University,1,TOP SITE,06-12-2021,https://www.ben.edu/,26,https://collegedunia.com/usa/college/1539-benedictine-university-lisle,,,16,https://studyabroad.shiksha.com/usa/universities/benedictine-university,,,,,,,,,,,,,12926,Study_Abroad,320,College,,Study_Abroad-College-LS
Indiana Tech,1,TOP SITE,06-12-2021,https://www.indianatech.edu/,7,https://collegedunia.com/usa/college/1319-indiana-institute-of-technology-fort-wayne,,,2,https://studyabroad.shiksha.com/usa/universities/indiana-institute-of-technology,,,,,,,,,,,,,12927,Study_Abroad,260,College,,Study_Abroad-College-LS
Box Hill Institute,1,TOP SITE,06-12-2021,https://www.boxhill.edu.au/,5,https://collegedunia.com/australia/college/2920-box-hill-institute-melbourne,,,2,https://studyabroad.shiksha.com/australia/universities/box-hill-institute-of-tafe,,,,,,,,,,,,,12929,Study_Abroad,260,College,,Study_Abroad-College-LS
SUNY Downstate Medical Center,1,TOP SITE,06-12-2021,https://www.downstate.edu/,18,https://collegedunia.com/usa/college/2093-suny-downstate-medical-center-brooklyn,,,7,https://studyabroad.shiksha.com/usa/universities/suny-downstate-medical-center,,,,,,,,,,,,,12930,Study_Abroad,260,College,,Study_Abroad-College-LS
Cape Breton University fees,1,TOP SITE,06-12-2021,https://www.cbu.ca/future-students/tuition-fees/,3,https://collegedunia.com/canada/college/20-cape-breton-university-sydney,,,2,https://studyabroad.shiksha.com/canada/universities/cape-breton-university,69,https://www.careers360.com/question-how-much-it-cost-to-study-pg-program-in-cape-breton-university-nova-scotiacanada,9,https://www.collegedekho.com/canada/cape-breton-university/course-fees/,,,,,27,https://leverageedu.com/universities/cape-breton-university,,,12931,Study_Abroad,260,College,,Study_Abroad-College-LS
RMIT University fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/australia/universities/rmit-university,8,https://collegedunia.com/australia/college/607-rmit-university-melbourne,,,1,https://studyabroad.shiksha.com/australia/universities/rmit-university,,,15,https://www.collegedekho.com/australia/rmit-university/course-fees/,,,,,,,,,12932,Study_Abroad,260,College,,Study_Abroad-College-LS
RMIT University fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/australia/universities/rmit-university,8,https://collegedunia.com/australia/college/607-rmit-university-melbourne,,,1,https://studyabroad.shiksha.com/australia/universities/rmit-university,,,15,https://www.collegedekho.com/australia/rmit-university/course-fees/,,,,,,,,,12932,Study_Abroad,260,College,,Study_Abroad-College-LS
Nanyang Technological University fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/singapore/universities/nanyang-technological-university,3,https://collegedunia.com/singapore/college/766-nanyang-technological-university-singapore,,,1,https://studyabroad.shiksha.com/singapore/universities/nanyang-technological-university,,,4,https://www.collegedekho.com/singapore/nanyang-technological-university/,,,,,57,https://leverageedu.com/blog/ntu-acceptance-rate/,,,12933,Study_Abroad,260,College,,Study_Abroad-College-LS
Nanyang Technological University fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/singapore/universities/nanyang-technological-university,3,https://collegedunia.com/singapore/college/766-nanyang-technological-university-singapore,,,27,https://easyshiksha.com/-Nanyang-Technological-University--Nanyang-Avenue-20692,,,4,https://www.collegedekho.com/singapore/nanyang-technological-university/,,,,,57,https://leverageedu.com/blog/ntu-acceptance-rate/,,,12933,Study_Abroad,260,College,,Study_Abroad-College-LS
Nanyang Technological University fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/singapore/universities/nanyang-technological-university,3,https://collegedunia.com/singapore/college/766-nanyang-technological-university-singapore,,,1,https://studyabroad.shiksha.com/singapore/universities/nanyang-technological-university,,,4,https://www.collegedekho.com/singapore/nanyang-technological-university/,,,,,57,https://leverageedu.com/blog/ntu-acceptance-rate/,,,12933,Study_Abroad,260,College,,Study_Abroad-College-LS
Nanyang Technological University fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/singapore/universities/nanyang-technological-university,3,https://collegedunia.com/singapore/college/766-nanyang-technological-university-singapore,,,27,https://easyshiksha.com/-Nanyang-Technological-University--Nanyang-Avenue-20692,,,4,https://www.collegedekho.com/singapore/nanyang-technological-university/,,,,,57,https://leverageedu.com/blog/ntu-acceptance-rate/,,,12933,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Amsterdam fees,1,TOP SITE,06-12-2021,https://student.uva.nl/en/content/az/tuition-fees/tuition-fees.html,4,https://collegedunia.com/netherlands/college/745-university-of-amsterdam-amsterdam,,,2,https://studyabroad.shiksha.com/netherlands/universities/university-of-amsterdam,,,55,https://www.collegedekho.com/ae/netherlands/vrije-universiteit-amsterdam/,,,,,,,,,12934,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Leeds fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/uk/universities/university-of-leeds,3,https://collegedunia.com/uk/college/825-university-of-leeds-leeds,,,1,https://studyabroad.shiksha.com/uk/universities/university-of-leeds,,,9,https://www.collegedekho.com/united-kingdom/university-of-leeds/course-fees/,,,,,19,https://leverageedu.com/universities/leeds-beckett-university,,,12935,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Leeds fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/uk/universities/university-of-leeds,3,https://collegedunia.com/uk/college/825-university-of-leeds-leeds,,,1,https://studyabroad.shiksha.com/uk/universities/university-of-leeds,,,9,https://www.collegedekho.com/united-kingdom/university-of-leeds/course-fees/,,,,,19,https://leverageedu.com/universities/leeds-beckett-university,,,12935,Study_Abroad,260,College,,Study_Abroad-College-LS
Birmingham City University fees,1,TOP SITE,06-12-2021,https://www.bcu.ac.uk/international/fees-costs-and-scholarships/international-fees,4,https://collegedunia.com/uk/college/2288-birmingham-city-university-birmingham,,,2,https://studyabroad.shiksha.com/uk/universities/birmingham-city-university,,,16,https://www.collegedekho.com/united-kingdom/birmingham-city-university/course-fees/,,,,,,,,,12936,Study_Abroad,260,College,,Study_Abroad-College-LS
De Montfort University fees,1,TOP SITE,06-12-2021,https://www.dmu.ac.uk/study/fees-funding/international-tuition-fees.aspx,3,https://collegedunia.com/uk/college/826-de-montfort-university-leicester,,,2,https://studyabroad.shiksha.com/uk/universities/de-montfort-university,,,5,https://www.collegedekho.com/united-kingdom/de-montfort-university/course-fees/,,,,,11,https://leverageedu.com/universities/de-montfort-university,,,12937,Study_Abroad,260,College,,Study_Abroad-College-LS
Middlesex University fees,1,TOP SITE,06-12-2021,https://www.mdx.ac.uk/study-with-us/fees-and-funding,4,https://collegedunia.com/uk/college/842-middlesex-university-london,,,2,https://studyabroad.shiksha.com/uk/universities/middlesex-university,,,13,https://www.collegedekho.com/uae/middlesex-university-dubai/,,,,,52,https://leverageedu.com/universities/middlesex-university,,,12938,Study_Abroad,260,College,,Study_Abroad-College-LS
University of London fees,1,TOP SITE,06-12-2021,https://london.ac.uk/applications/costs-your-course/course-fees,6,https://collegedunia.com/uk/college/846-university-college-london-london,,,2,https://studyabroad.shiksha.com/uk/universities/university-college-london,,,,,,,,,72,https://leverageedu.com/blog/mbbs-in-the-uk/,,,12939,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Glasgow fees,1,TOP SITE,06-12-2021,https://studyabroad.shiksha.com/uk/universities/university-of-glasgow,3,https://collegedunia.com/uk/college/814-university-of-glasgow-glasgow,,,1,https://studyabroad.shiksha.com/uk/universities/university-of-glasgow,88,https://www.careers360.com/courses-certifications/coding-invaders-data-analytics-courses-brp-org,16,https://www.collegedekho.com/ae/united-kingdom/university-of-glasgow/,,,,,,,,,12940,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Glasgow fees,1,shiksha.com,06-12-2021,https://studyabroad.shiksha.com/uk/universities/university-of-glasgow,3,https://collegedunia.com/uk/college/814-university-of-glasgow-glasgow,,,1,https://studyabroad.shiksha.com/uk/universities/university-of-glasgow,88,https://www.careers360.com/courses-certifications/coding-invaders-data-analytics-courses-brp-org,16,https://www.collegedekho.com/ae/united-kingdom/university-of-glasgow/,,,,,,,,,12940,Study_Abroad,260,College,,Study_Abroad-College-LS
Lingnan University,1,TOP SITE,06-12-2021,https://www.ln.edu.hk/,6,https://collegedunia.com/hong-kong/college/723-lingnan-university-tuen-mun,,,,,,,,,,,,,,,,,12941,Study_Abroad,260,College,,Study_Abroad-College-LS
Florida Gulf Coast University,1,TOP SITE,06-12-2021,https://www.fgcu.edu/,16,https://collegedunia.com/usa/college/1315-florida-gulf-coast-university-fort-myers,,,,,,,,,,,,,,,,,12942,Study_Abroad,260,College,,Study_Abroad-College-LS
Bethel University,1,TOP SITE,06-12-2021,https://www.bethel.edu/,,,,,5,https://studyabroad.shiksha.com/usa/universities/bethel-university,,,,,,,,,,,,,12943,Study_Abroad,260,College,,Study_Abroad-College-LS
Point Park University,1,TOP SITE,06-12-2021,https://www.pointpark.edu/,,,,,10,https://studyabroad.shiksha.com/usa/universities/point-park-university,,,,,,,,,,,,,12944,Study_Abroad,260,College,,Study_Abroad-College-LS
Chatham University,1,TOP SITE,06-12-2021,https://www.chatham.edu/,10,https://collegedunia.com/usa/college/1844-chatham-university-pittsburgh,,,,,,,,,,,,,,,,,12946,Study_Abroad,260,College,,Study_Abroad-College-LS
Multimedia University,1,TOP SITE,06-12-2021,https://www.mmu.edu.my/,6,https://collegedunia.com/malaysia/college/2262-multimedia-university-cyberjaya,,,,,,,,,,,,,86,https://leverageedu.com/blog/multimedia-courses/,,,12947,Study_Abroad,260,College,,Study_Abroad-College-LS
Castleton University,1,TOP SITE,06-12-2021,https://www.castleton.edu/,4,https://collegedunia.com/usa/college/1099-castleton-university-castleton,,,,,,,,,,,,,,,,,12948,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Alaska Anchorage,1,TOP SITE,06-12-2021,https://www.uaa.alaska.edu/,6,https://collegedunia.com/usa/college/915-university-of-alaska-anchorage-anchorage,,,,,,,,,,,,,,,,,12949,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Houston Victoria,1,TOP SITE,06-12-2021,https://www.uhv.edu/,15,https://collegedunia.com/usa/college/2150-university-of-houston-victoria-victoria,,,27,https://studyabroad.shiksha.com/usa/universities/university-of-houston,,,,,,,,,,,,,12950,Study_Abroad,260,College,,Study_Abroad-College-LS
University of Nebraska Kearney,1,TOP SITE,06-12-2021,https://www.unk.edu/,16,https://collegedunia.com/usa/college/1476-university-of-nebraska-kearney-kearney,,,52,https://studyabroad.shiksha.com/usa/universities/university-of-nebraska-lincoln,,,,,,,,,,,,,12951,Study_Abroad,260,College,,Study_Abroad-College-LS
Bowie State University,1,TOP SITE,06-12-2021,https://www.bowiestate.edu/,13,https://collegedunia.com/usa/college/1046-bowie-state-university-bowie,,,15,https://studyabroad.shiksha.com/usa/universities/bowie-state-university,,,,,,,,,,,,,12952,Study_Abroad,260,College,,Study_Abroad-College-LS
Western Carolina University,1,TOP SITE,06-12-2021,https://www.wcu.edu/,13,https://collegedunia.com/usa/college/1211-western-carolina-university-cullowhee,,,10,https://studyabroad.shiksha.com/usa/universities/western-carolina-university,,,,,,,,,,,,,12953,Study_Abroad,260,College,,Study_Abroad-College-LS
Stetson University,1,TOP SITE,06-12-2021,https://www.stetson.edu/,12,https://collegedunia.com/usa/college/1236-stetson-university-deland,,,19,https://studyabroad.shiksha.com/usa/universities/stetson-university,,,,,,,,,,,,,12954,Study_Abroad,260,College,,Study_Abroad-College-LS
University of La Verne,1,TOP SITE,06-12-2021,https://laverne.edu/,,,,,,,,,,,,,,,,,,,12955,Study_Abroad,260,College,,Study_Abroad-College-LS
Lipscomb University,1,TOP SITE,06-12-2021,https://www.lipscomb.edu/,6,https://collegedunia.com/usa/college/1691-lipscomb-university-nashville,,,,,,,,,,,,,,,,,12956,Study_Abroad,260,College,,Study_Abroad-College-LS
Widener University,1,TOP SITE,06-12-2021,https://www.widener.edu/,,,,,11,https://studyabroad.shiksha.com/usa/universities/widener-university,,,,,,,,,,,,,12959,Study_Abroad,260,College,,Study_Abroad-College-LS
Robert Morris University,1,TOP SITE,06-12-2021,https://www.rmu.edu/,21,https://collegedunia.com/usa/college/1664-robert-morris-university-moon-township,,,11,https://studyabroad.shiksha.com/usa/universities/robert-morris-university-illinois/master-of-information-systems,,,,,,,,,,,,,12960,Study_Abroad,260,College,,Study_Abroad-College-LS
