Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
thdc ihet,1,TOP SITE,06-12-2021,https://thdcihet.ac.in/,3,https://collegedunia.com/college/28844-thdc-institute-of-hydro-power-engineering-and-technology-garhwal,,,5,https://www.shiksha.com/college/thdc-institute-of-hydropower-engineering-and-technology-thdc-ihet-uttarakhand-other-49450/reviews,4,https://www.careers360.com/colleges/thdc-institute-of-hydro-power-engineering-and-technology-tehri,11,https://www.collegedekho.com/colleges/thdc-ihet,,,,,,,,,,,,,,,10687,College,1900,,,College-LS
jmit,1,TOP SITE,06-12-2021,https://www.jmit.ac.in/,2,https://collegedunia.com/college/14995-seth-jai-parkash-mukand-lal-institute-of-engineering-and-technology-jmit-yamuna-nagar,,,6,https://www.shiksha.com/college/jmit-seth-jai-parkash-mukand-lal-institute-of-engineering-and-technology-yamuna-nagar-43190/course-b-tech-in-computer-science-and-engineering-217741,9,https://www.careers360.com/colleges/seth-jai-parkash-mukand-lal-institute-of-engineering-and-technology-yamunanagar,8,https://www.collegedekho.com/colleges/jmit,,,,,,,,,,,,,,,10689,College,1900,,,College-LS
iips indore,1,TOP SITE,06-12-2021,http://iips.edu.in/,2,https://collegedunia.com/college/15885-international-institute-of-professional-studies-iips-indore,,,16,https://www.shiksha.com/college/devi-ahilya-vishwavidyalaya-takshashila-campus-indore-146099/course-integrated-m-tech-in-information-technology-180049,7,https://www.careers360.com/colleges/international-institute-of-professional-studies-devi-ahilya-university-indore/mba-course,8,https://www.collegedekho.com/colleges/admission-iips-indore,,,,,,,,,,,,,,,10690,College,1900,,,College-LS
Agharkar Research Institute,1,TOP SITE,06-12-2021,https://dst.gov.in/autonomousstinstitutions/agharkar-research-institute-pune,10,https://collegedunia.com/college/16380-agharkar-research-institute-ari-pune/admission,,,,,25,https://www.careers360.com/colleges/agharkar-research-institute-pune/facilities,85,https://www.collegedekho.com/colleges/agharkar-research-institute,,,,,,,29,https://www.fresherslive.com/ari-agharkar-research-institute-recruitment,,,,,,,10691,College,1900,,,College-LS
Coimbatore Institute of Engineering and Technology,1,TOP SITE,06-12-2021,https://www.cietcbe.edu.in/,3,https://collegedunia.com/college/13233-coimbatore-institute-of-engineering-and-technology-ciet-coimbatore,,,5,https://www.shiksha.com/college/coimbatore-institute-of-technology-19322,6,https://www.careers360.com/colleges/coimbatore-institute-of-engineering-and-technology-coimbatore,17,https://www.collegedekho.com/colleges/campus-coimbatore-institute-of-engineering-and-technology,,,25,https://colleges.aglasem.com/coimbatore-institute-of-engineering-and-technology-ciet-coimbatore/home,,,,,,,,,,,10692,College,1900,,,College-LS
dr balasaheb sawant konkan krishi vidyapeeth,1,TOP SITE,06-12-2021,https://dbskkv.org/,2,https://collegedunia.com/university/25697-dr-balasaheb-sawant-konkan-krishi-vidyapeeth-dbskkv-ratnagiri,,,,,8,https://www.careers360.com/university/dr-balasaheb-sawant-konkan-krishi-vidyapeeth-dapoli/courses,,,,,,,,,61,https://www.fresherslive.com/dbskkv-dr-balasaheb-sawant-konkan-krishi-vidyapeeth-recruitment,,,,,,,10693,College,1900,,,College-LS
peoples university,1,TOP SITE,06-12-2021,https://www.peoplesuniversity.edu.in/,2,https://collegedunia.com/university/55099-peoples-university-bhopal/courses-fees,,,,,7,https://www.careers360.com/colleges/peoples-college-of-paramedical-science-and-research-centre-peoples-university-bhopal,,,,,14,https://admission.aglasem.com/peoples-university-admission/,,,44,https://www.fresherslive.com/education/peoples-university-time-table-110664,,,,,,,10694,College,1900,,,College-LS
gimt guwahati,1,TOP SITE,06-12-2021,http://www.gimt-guwahati.ac.in/,2,https://collegedunia.com/college/56799-girijananda-chowdhury-institute-of-management-and-technology-guwahati,,,19,https://www.shiksha.com/college/girijananda-chowdhury-institute-of-management-and-technology-guwahati-37362,32,https://www.careers360.com/colleges/girijananda-chowdhury-institute-of-management-and-technology-guwahati,7,https://www.collegedekho.com/colleges/gimt-guwahati,,,,,,,71,https://www.fresherslive.com/gimt-guwahati-girijananda-chowdhury-institute-of-management-and-technology-guwahati-recruitment,,,,,,,10695,College,1900,,,College-LS
Bikaner Technical University,1,TOP SITE,06-12-2021,https://www.btu.ac.in/,5,https://collegedunia.com/university/59808-bikaner-technical-university-btu-bikaner,,,9,https://www.shiksha.com/university/bikaner-technical-university-64933/courses,11,https://www.careers360.com/university/bikaner-technical-university-bikaner/affiliated-colleges,,,,,25,https://hindi.aglasem.com/bikaner-technical-university-admission-hindi/,,,,,,,,,,,10696,College,1900,,,College-LS
shyam university,1,TOP SITE,06-12-2021,https://shyamuniversity.in/,2,https://collegedunia.com/university/59954-shyam-university-dausa/courses-fees,,,7,https://www.shiksha.com/university/shyam-university-dausa-65449/courses,5,https://www.careers360.com/university/shyam-university-dausa,4,https://www.collegedekho.com/colleges/shyam-university,,,,,,,40,https://www.fresherslive.com/education/shyam-university-admission-111410,,,,,,,10697,College,1900,,,College-LS
sgrduhs,1,TOP SITE,06-12-2021,https://www.sgrduhs.in/,3,https://collegedunia.com/university/60427-sri-guru-ram-das-university-of-health-sciences-sgrduhs-amritsar,,,43,https://www.shiksha.com/university/sri-guru-ram-das-university-of-health-sciences-amritsar-65249,,,,,,,,,,,23,https://www.fresherslive.com/education/sgrduhs-nursing-exam-109663,,,,,,,10698,College,1900,,,College-LS
jodhpur agriculture university,1,TOP SITE,06-12-2021,https://www.aujodhpur.ac.in/,2,https://collegedunia.com/university/54864-agriculture-university-au-jodhpur/admission,,,16,https://www.shiksha.com/university/agriculture-university-jodhpur-151957/courses/be-btech-bc,4,https://www.careers360.com/university/agriculture-university-jodhpur,17,https://www.collegedekho.com/articles/agriculture-university-jodhpur-icar-aieea-cutoff-for-bsc-agriculture/,,,,,,,21,https://www.fresherslive.com/agriculture-university-jodhpur-recruitment,,,,,,,10699,College,1900,,,College-LS
cdfd hyderabad,1,TOP SITE,06-12-2021,http://www.cdfd.org.in/,14,https://collegedunia.com/college/16968-the-centre-for-dna-fingerprinting-and-diagnostics-cdfd-hyderabad,,,,,,,,,,,,,92,https://byjus.com/question-answer/center-for-dna-fingerprinting-and-diagnostics-cdfd-is-located-atchennai-kolkata-hyderabad-delhi/,8,https://www.fresherslive.com/cdfd-centre-for-dna-fingerprinting-and-diagnostics-recruitment,,,,,16,https://www.buddy4study.com/scholarship/cdfd-hyderabad-senior-research-associateship,10700,College,1900,,,College-LS
vims bellary,1,TOP SITE,06-12-2021,https://www.vimsbellary.org.in/,3,https://collegedunia.com/college/56606-vijayanagar-institute-of-medical-sciences-vims-bellary/courses-fees,,,11,https://www.shiksha.com/college/vijayanagara-institute-of-medical-sciences-vims-bellary-ballari-63181/placement,2,https://www.careers360.com/colleges/vijayanagar-institute-of-medical-sciences-bellary,12,https://www.collegedekho.com/colleges/campus-vims-bellary,,,,,,,75,https://www.fresherslive.com/vims-bellary-vijayanagara-institute-of-medical-sciences-recruitment,,,,,,,10701,College,1900,,,College-LS
samrat ashok technological institute,1,TOP SITE,06-12-2021,http://www.satiengg.in/,2,https://collegedunia.com/college/14910-samrat-ashok-technological-institute-sati-vidisha,,,4,https://www.shiksha.com/college/samrat-ashok-technological-institute-vidisha-19408,8,https://www.careers360.com/colleges/samrat-ashok-technological-institute-vidisha,13,https://www.collegedekho.com/colleges/samrat-ashok-technological-institute,,,,,,,,,,,,,,,10702,College,1900,,,College-LS
samrat ashok technological institute,1,TOP SITE,06-12-2021,http://www.satiengg.in/,2,https://collegedunia.com/college/14910-samrat-ashok-technological-institute-sati-vidisha,,,10,https://easyshiksha.com/Samrat-Ashok-Technological-Institute-(SATI)--Vidisha-272305,8,https://www.careers360.com/colleges/samrat-ashok-technological-institute-vidisha,13,https://www.collegedekho.com/colleges/samrat-ashok-technological-institute,,,,,,,,,,,,,,,10702,College,1900,,,College-LS
