Keyword,Rank_top,Website_top,Date_top,URL_top,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
sbi clerk mains result,1,TOP SITE,06-12-2021,https://www.careerpower.in/sbi-clerk-result.html,,,33,https://prepp.in/news/e-699-sbi-clerk-mains-result-2021-declared-at-sbi-co-in-direct-link-here,6,https://www.shiksha.com/exams/sbi-clerk-exam,3,https://competition.careers360.com/articles/sbi-clerk-result,48,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,13,https://byjus.com/bank-exam/sbi-clerk-result/,,,39,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5733,Prepp,390,Result,,Prepp-C2
railway recruitment board,1,TOP SITE,06-12-2021,http://www.rrbcdg.gov.in/,,,55,https://prepp.in/rrb-recruitment-exam/rrb-recruitment-2022,56,https://www.shiksha.com/exams/rrb-exam,,,,,,,46,https://byjus.com/rrb-exams/rrb-result/,59,https://www.fresherslive.com/govt-jobs/railway-recruitment,91,https://www.embibe.com/exams/railway-recruitment/,,,,,5734,Prepp,40500,Recruitment,,Prepp-C2
post office vacancy,1,TOP SITE,06-12-2021,https://www.indiapost.gov.in/VAS/Pages/Content/Recruitments.aspx?Category=Recruitment,,,84,https://prepp.in/india-post-gds-exam,,,,,,,,,,,5,https://www.fresherslive.com/india-post-recruitment,6,https://www.embibe.com/exams/india-post-recruitment/,,,,,5737,Prepp,33100,Vacancy,,Prepp-C2
ssc cgl result,1,TOP SITE,06-12-2021,https://ssc.nic.in/portal/results,,,11,https://prepp.in/news/e-514-ssc-cgl-result-2021-to-be-out-soon-at-ssc-nic-in-check-release-date-and-expected-cut-off,15,https://www.shiksha.com/exams/ssc-cgl-exam-results,13,https://competition.careers360.com/hi/articles/ssc-cgl-result,,,47,https://career.aglasem.com/ssc-cgl-result/,8,https://byjus.com/ssc-exams/ssc-cgl-result/,88,https://www.fresherslive.com/articles/ssc-cgl-result,22,https://www.embibe.com/exams/ssc-cgl-result/,,,,,5738,Prepp,6600,Result,,Prepp-C2
upsc prelims syllabus,1,TOP SITE,06-12-2021,https://www.careerlauncher.com/upsc/upsc-prelims-syllabus/,,,13,https://prepp.in/ias-exam-exam/prelims-syllabus,12,https://www.shiksha.com/exams/ias-exam-syllabus,26,https://competition.careers360.com/hi/articles/upsc-ias-syllabus,,,,,2,https://byjus.com/free-ias-prep/upsc-prelims-syllabus/,,,25,https://www.embibe.com/exams/upsc-syllabus-ias/,53,https://leverageedu.com/blog/hi/upsc-syllabus-in-hindi/,,,5742,Prepp,40500,Syllabus,,Prepp-C2
sbi po salary,1,TOP SITE,06-12-2021,https://www.careerpower.in/sbi-po-salary.html,,,3,https://prepp.in/sbi-po-exam/salary,14,https://www.shiksha.com/exams/sbi-po-exam-salary,12,https://competition.careers360.com/articles/sbi-po-salary,,,,,2,https://byjus.com/bank-exam/sbi-po-salary/,,,5,https://www.embibe.com/exams/sbi-po-salary/,,,,,5744,Prepp,40500,Salary,,Prepp-C2
ib acio syllabus,1,TOP SITE,06-12-2021,https://www.careerpower.in/ib-acio-syllabus-exam-pattern.html,,,3,https://prepp.in/ib-acio-exam/syllabus,4,https://www.shiksha.com/exams/ib-acio-exam-syllabus,,,,,68,https://career.aglasem.com/ib-acio/,,,69,https://www.fresherslive.com/competitive-exams/intelligence-bureau-ib-syllabus-103562,5,https://www.embibe.com/exams/ib-acio-syllabus/,,,,,5746,Prepp,33100,Syllabus,,Prepp-C2
ips salary,1,TOP SITE,06-12-2021,https://byjus.com/free-ias-prep/ips-salary/,,,6,https://prepp.in/ias-exam-exam/salary,22,https://www.shiksha.com/sarkari-exams/upsc/articles/ias-vs-ips-see-powers-responsibilities-salary-and-other-important-aspects-blogId-47115,61,https://competition.careers360.com/articles/difference-between-ias-and-ips,,,,,1,https://byjus.com/free-ias-prep/ips-salary/,,,86,https://www.embibe.com/exams/ips-full-form/,83,https://leverageedu.com/blog/ips-officer/,,,5747,Prepp,40500,Salary,,Prepp-C2
ips salary,1,byjus.com,06-12-2021,https://byjus.com/free-ias-prep/ips-salary/,,,6,https://prepp.in/ias-exam-exam/salary,22,https://www.shiksha.com/sarkari-exams/upsc/articles/ias-vs-ips-see-powers-responsibilities-salary-and-other-important-aspects-blogId-47115,61,https://competition.careers360.com/articles/difference-between-ias-and-ips,,,,,1,https://byjus.com/free-ias-prep/ips-salary/,,,86,https://www.embibe.com/exams/ips-full-form/,83,https://leverageedu.com/blog/ips-officer/,,,5747,Prepp,40500,Salary,,Prepp-C2
intelligence bureau recruitment,1,TOP SITE,06-12-2021,https://www.mha.gov.in/notifications/vacancies,,,14,https://prepp.in/ib-acio-exam/exam-pattern,8,https://www.shiksha.com/exams/ib-acio-exam,,,,,,,,,12,https://www.fresherslive.com/ib-intelligence-bureau-recruitment,22,https://www.embibe.com/exams/ib-acio/,,,,,5752,Prepp,49500,Recruitment,,Prepp-C2
