,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_jeemains.in,URL_jeemains.in,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
414,diploma in petroleum engineering,1,"https://collegedunia.com/courses/diploma-in-petroleum-engineering#:~:text=Diploma%20in%20Petroleum%20Engineering%20is,crude%20oil%20or%20natural%20gas.&text=The%20average%20course%20fees%20for,45%2C000%20to%20INR%201.50%20Lakhs.",6,https://www.shiksha.com/engineering/colleges/diploma-petroleum-engineering-colleges-india,3,https://engineering.careers360.com/colleges/list-of-diploma-in-petroleum-engineering-colleges-in-india,2,https://www.collegedekho.com/courses/diploma-in-petroleum-engineering/,,,,,,,,,54,https://www.embibe.com/exams/petroleum-engineering/,,,,,3291,Courses,320,Course,,Courses
415,diploma in petroleum engineering,1,"https://collegedunia.com/courses/diploma-in-petroleum-engineering#:~:text=Diploma%20in%20Petroleum%20Engineering%20is,crude%20oil%20or%20natural%20gas.&text=The%20average%20course%20fees%20for,45%2C000%20to%20INR%201.50%20Lakhs.",7,https://www.shiksha.com/engineering/colleges/diploma-petroleum-engineering-colleges-tamil-nadu,3,https://engineering.careers360.com/colleges/list-of-diploma-in-petroleum-engineering-colleges-in-india,2,https://www.collegedekho.com/courses/diploma-in-petroleum-engineering/,,,,,,,,,54,https://www.embibe.com/exams/petroleum-engineering/,,,,,3291,Courses,320,Course,,Courses
416,post basic bsc nursing,1,https://collegedunia.com/courses/post-basic-bachelor-of-science-pbbsc-nursing,4,https://www.shiksha.com/b-sc-nursing-post-basic-chp,35,https://www.careers360.com/colleges/st-stephens-college-of-nursing-delhi/post-basic-bsc-nursing-course,3,https://www.collegedekho.com/courses/post-basic-bsc-nursing/,,,83,https://admission.aglasem.com/ntruhs-post-basic-b-sc-nursing/,,,,,,,,,,,3292,Courses,2900,Course,,Courses
417,bba finance,1,"https://collegedunia.com/courses/bachelor-of-business-administration-bba-finance#:~:text=BBA%20Finance%20is%20a%20financial,%2C%20international%20finance%2C%20and%20expenses.&text=After%20BBA%20finance%2C%20the%20most,opt%20for%20is%20MBA%20finance.",21,https://studyabroad.shiksha.com/canada/bba-in-finance-colleges-ds,,,2,https://www.collegedekho.com/courses/bba-in-finance/,,,,,,,,,,,8,https://leverageedu.com/blog/bba-finance/,,,3293,Courses,2900,Course,,Courses
418,bba finance,1,"https://collegedunia.com/courses/bachelor-of-business-administration-bba-finance#:~:text=BBA%20Finance%20is%20a%20financial,%2C%20international%20finance%2C%20and%20expenses.&text=After%20BBA%20finance%2C%20the%20most,opt%20for%20is%20MBA%20finance.",22,https://studyabroad.shiksha.com/canada/bba-in-finance-colleges-ds,,,2,https://www.collegedekho.com/courses/bba-in-finance/,,,,,,,,,,,8,https://leverageedu.com/blog/bba-finance/,,,3293,Courses,2900,Course,,Courses
419,bba finance,1,"https://collegedunia.com/courses/bachelor-of-business-administration-bba-finance#:~:text=BBA%20Finance%20is%20a%20financial,%2C%20international%20finance%2C%20and%20expenses.&text=After%20BBA%20finance%2C%20the%20most,opt%20for%20is%20MBA%20finance.",23,https://studyabroad.shiksha.com/usa/bba-in-finance-colleges-ds,,,2,https://www.collegedekho.com/courses/bba-in-finance/,,,,,,,,,,,8,https://leverageedu.com/blog/bba-finance/,,,3293,Courses,2900,Course,,Courses
420,diploma in it,2,https://collegedunia.com/courses/diploma-in-information-technology,12,https://www.shiksha.com/engineering/colleges/diploma-information-technology-colleges-mumbai,1,https://www.careers360.com/courses/diploma-in-it-information-technology,29,https://www.collegedekho.com/courses/diploma-in-computer-science-engineering/,,,,,,,,,,,3,https://leverageedu.com/blog/diploma-in-it/,,,3294,Courses,1900,Course,,Courses
421,msc economics,4,https://collegedunia.com/courses/master-of-science-msc-economics,92,https://studyabroad.shiksha.com/uk/universities/london-school-of-economics-and-political-science/msc-economics,,,,,,,,,,,,,,,,,,,3295,Courses,1900,Course,,Courses
422,Master of Design,2,https://collegedunia.com/courses/master-of-design-mdes,12,https://www.shiksha.com/m-des-chp,,,11,https://www.collegedekho.com/courses/master-of-design-mdes/,,,,,,,,,,,,,,,3296,Courses,1900,Course,,Courses
423,mba data analytics,2,https://collegedunia.com/courses/master-of-business-administration-mba-data-analytic,72,https://www.shiksha.com/mba/colleges/mba-in-business-analytics-colleges-india,71,https://www.careers360.com/courses/mba-in-data-analytics,4,https://www.collegedekho.com/courses/mba-in-data-analytics/,,,,,,,,,,,5,https://leverageedu.com/blog/mba-in-data-analytics/,,,3297,Courses,2400,Course,,Courses
424,Master of Laws,29,https://collegedunia.com/courses/master-of-laws-llm,65,https://www.shiksha.com/ll-m-chp,,,89,https://www.collegedekho.com/courses/master-of-law-llm/,,,,,,,,,,,,,,,3298,Courses,1900,Course,,Courses
425,mba in human resource management,1,https://collegedunia.com/courses/master-of-business-administration-mba-human-resource-management,2,https://www.shiksha.com/mba-in-hr-human-resource-chp,6,https://www.careers360.com/courses/mba-in-hr,8,https://www.collegedekho.com/courses/mba-human-resource-management/,,,,,,,,,,,,,,,3299,Courses,2900,Course,,Courses
426,MA English Literature,4,https://collegedunia.com/courses/master-of-arts-ma-english-literature,,,,,6,https://www.collegedekho.com/courses/ma-english/,,,,,,,,,,,,,,,3300,Courses,2400,Course,,Courses
427,master of philosophy,5,https://collegedunia.com/courses/master-of-philosophy-mphil,2,https://www.shiksha.com/m-phil-master-of-philosophy-chp,,,53,https://www.collegedekho.com/courses/mphil-master-of-philosophy/,,,,,,,,,,,,,,,3301,Courses,1600,Course,,Courses
428,m phil in english,1,"https://collegedunia.com/courses/mphil-english#:~:text=MPhil%20English%20or%20Masters%20of,topics%20at%20an%20advanced%20level.",10,https://www.shiksha.com/m-phil-master-of-philosophy-chp,8,https://university.careers360.com/colleges/list-of-mphil-in-english-universities-in-india,28,https://www.collegedekho.com/courses/mphil-master-of-philosophy/,,,,,,,,,,,,,,,3302,Courses,720,Course,,Courses
429,m phil in english,2,https://collegedunia.com/courses/mphil-english-literature,10,https://www.shiksha.com/m-phil-master-of-philosophy-chp,8,https://university.careers360.com/colleges/list-of-mphil-in-english-universities-in-india,28,https://www.collegedekho.com/courses/mphil-master-of-philosophy/,,,,,,,,,,,,,,,3302,Courses,720,Course,,Courses
430,phd in education,28,https://collegedunia.com/phd-education-colleges,58,https://www.shiksha.com/ph-d-chp,11,https://university.careers360.com/colleges/list-of-phd-in-education-universities-in-india,,,,,,,,,,,,,,,,,3303,Courses,1600,Course,,Courses
431,bachelor of occupational therapy,1,https://collegedunia.com/courses/bachelor-of-occupational-therapy-bot,9,https://www.shiksha.com/medicine-health-sciences/occupational-therapy-chp,4,https://www.careers360.com/courses/bot-bachelor-of-occupational-therapy,2,https://www.collegedekho.com/courses/bachelor-of-occupational-therapy-bot/,,,,,,,,,,,,,,,3304,Courses,2400,Course,,Courses
432,mba in banking and finance,3,https://collegedunia.com/courses/master-of-business-administration-mba-banking-and-finance,46,https://www.shiksha.com/college/symbiosis-school-of-banking-and-finance-symbiosis-international-pune-lavale-village-31560/course-mba-in-banking-and-finance-management-125327,4,https://www.careers360.com/courses/mba-in-banking-finance-management,51,https://www.collegedekho.com/courses/mba-banking-insurance/,,,,,,,,,,,87,https://leverageedu.com/blog/mba-in-banking-and-finance/,,,3305,Courses,2900,Course,,Courses
433,bsc genetics,3,https://collegedunia.com/courses/bachelor-of-science-bsc-genetics,36,https://www.shiksha.com/science/colleges/b-sc-genetics-colleges-india,48,https://medicine.careers360.com/colleges/list-of-genetics-colleges-in-tamil-nadu,2,https://www.collegedekho.com/courses/bsc-genetics/,,,,,,,,,,,1,"https://leverageedu.com/blog/bsc-genetics/#:~:text=Bachelor%20of%20Science%20in%20Genetics%20is%20an%20undergraduate%20program%20that,%2C%20Microbiology%2C%20Zoology%2C%20etc.",,,3306,Courses,1900,Course,,Courses
434,bsc nutrition,1,https://collegedunia.com/courses/bachelor-of-science-bsc-nutrition-and-dietetics,64,https://studyabroad.shiksha.com/uk/universities/king-s-college-london/nutrition-bsc,,,2,https://www.collegedekho.com/courses/bsc-nutrition/,,,,,,,,,,,10,https://leverageedu.com/blog/bsc-nutrition-and-dietetics/,,,3307,Courses,1900,Course,,Courses
435,bsc physiotherapy,2,https://collegedunia.com/courses/bachelor-of-science-bsc-physiotherapy,49,https://studyabroad.shiksha.com/uk/universities/king-s-college-london/bsc-physiotherapy,67,https://medicine.careers360.com/colleges/list-of-physiotherapy-colleges-in-india,1,"https://www.collegedekho.com/courses/bsc-in-physiotherapy/#:~:text=B.Sc%20in%20Physiotherapy%20is,treat%20patient%20injury%20or%20illness.",,,,,,,,,,,18,https://leverageedu.com/blog/bsc-physiotherapy/,,,3308,Courses,2900,Course,,Courses
436,msc food technology,1,https://collegedunia.com/courses/master-of-science-msc-food-technology,52,https://www.shiksha.com/university/lpu-lovely-professional-university-jalandhar-28499/course-m-sc-in-food-science-and-technology-228221,4,https://university.careers360.com/colleges/list-of-msc-in-food-processing-universities-in-india,2,https://www.collegedekho.com/courses/msc-food-technology/,,,,,,,,,,,13,https://leverageedu.com/blog/msc-food-technology/,,,3309,Courses,1900,Course,,Courses
437,phd in mathematics,3,https://collegedunia.com/courses/phd-mathematics,,,14,https://university.careers360.com/colleges/list-of-phd-in-mathematics-universities-in-india,,,,,,,,,,,,,45,https://leverageedu.com/blog/phd-in-mathematics/,,,3310,Courses,1600,Course,,Courses
438,phd in physics,3,https://collegedunia.com/courses/phd-physics,,,15,https://university.careers360.com/colleges/list-of-phd-in-physics-universities-in-india,,,,,,,,,,,,,102,https://leverageedu.com/blog/phd-in-physics/,,,3311,Courses,1900,Course,,Courses
439,phd in law,4,https://collegedunia.com/courses/phd-legal-studies,16,https://www.shiksha.com/ll-d-doctor-of-laws-chp,18,https://law.careers360.com/colleges/list-of-phd-law-colleges-in-india,,,,,,,,,,,,,1,"https://leverageedu.com/blog/phd-in-law/#:~:text=Regarded%20as%20the%20highest%20degree,as%20legal%20scholars%20and%20teachers.",,,3312,Courses,1900,Course,,Courses
