,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
674,TNUSRB recruitment,,,6,https://prepp.in/tnusrb-exam/tnusrb-si-2022,75,https://www.shiksha.com/exams/tnusrb-si-exam,102,https://news.careers360.com/tnusrb-recruitment-2020-apply-for-10906-posts-tnusrbonlineorg,,,54,https://career.aglasem.com/tnusrb-constable-2019/,,,30,https://www.fresherslive.com/competitive-exams/tnusrb-result-109788,92,https://www.embibe.com/exams/tnusrb-result/,,,,,7198,Prepp,880,Recruitment,,Prepp-C2
675,appsc group 2 previous papers,,,9,https://prepp.in/appsc-exam/practice-papers,72,https://www.shiksha.com/exams/appsc-group-2-exam-pattern,1,https://competition.careers360.com/articles/appsc-group-2-previous-papers,,,,,87,https://byjus.com/jee-questions/bolometer-is-used-to-detect/,,,,,,,,,7204,Prepp,1900,Question_Paper,,Prepp-C2
676,IBPS SO results,,,5,https://prepp.in/ibps-so-exam/results,4,https://www.shiksha.com/exams/ibps-so-exam-results,11,https://competition.careers360.com/articles/ibps-so-result,23,https://www.collegedekho.com/exam/ibps-so/cut-off-results,7,https://career.aglasem.com/ibps-so-result/,13,https://byjus.com/bank-exam/ibps-so-result/,68,https://www.fresherslive.com/articles/ibps-so-result,6,https://www.embibe.com/exams/ibps-specialist-officer-result/,,,78,https://exam.buddy4study.com/ibps-so-mains-exam-result-declared,7212,Prepp,1600,Result,,Prepp-C2
677,UPPCL JE Syllabus,,,9,https://prepp.in/uppcl-je-exam/syllabus,8,https://www.shiksha.com/exams/uppcl-je-exam-syllabus,45,https://competition.careers360.com/exams/uppcl-je,,,,,,,,,70,https://www.embibe.com/exams/uppcl-syllabus/,,,,,7215,Prepp,1900,Syllabus,,Prepp-C2
678,RPF SI Salary,,,1,"https://prepp.in/rpf-si-exam/salary#:~:text=The%20regular%20salary%20of%20RPF,9%2C300%2DRs%2034%2C%20800.",7,https://www.shiksha.com/exams/rpf-si-exam-salary,60,https://competition.careers360.com/articles/rpf-notification,,,,,32,https://byjus.com/free-ias-prep/railway-protection-force-rpf/,,,17,https://www.embibe.com/exams/rpf-constable-salary/,55,https://leverageedu.com/blog/rpf/,,,7216,Prepp,1600,Salary,,Prepp-C2
679,RPF SI Salary,,,2,"https://prepp.in/rpf-si-exam/salary#:~:text=The%20regular%20salary%20of%20RPF,9%2C300%2DRs%2034%2C%20800.",7,https://www.shiksha.com/exams/rpf-si-exam-salary,60,https://competition.careers360.com/articles/rpf-notification,,,,,32,https://byjus.com/free-ias-prep/railway-protection-force-rpf/,,,17,https://www.embibe.com/exams/rpf-constable-salary/,55,https://leverageedu.com/blog/rpf/,,,7216,Prepp,1600,Salary,,Prepp-C2
680,kas exam syllabus,,,15,https://prepp.in/kpsc-exam/syllabus,4,https://www.shiksha.com/exams/kas-exam-syllabus,18,https://competition.careers360.com/articles/jkpsc-kas-syllabus,,,31,https://career.aglasem.com/jkpsc-kas/,2,https://byjus.com/free-ias-prep/kpsc-kas-syllabus/,,,,,,,,,7217,Prepp,1300,Syllabus,,Prepp-C2
681,kas exam syllabus,,,16,https://prepp.in/kpsc-exam/syllabus,4,https://www.shiksha.com/exams/kas-exam-syllabus,18,https://competition.careers360.com/articles/jkpsc-kas-syllabus,,,31,https://career.aglasem.com/jkpsc-kas/,2,https://byjus.com/free-ias-prep/kpsc-kas-syllabus/,,,,,,,,,7217,Prepp,1300,Syllabus,,Prepp-C2
682,kas exam syllabus,,,17,https://prepp.in/jkpsc-exam/syllabus,4,https://www.shiksha.com/exams/kas-exam-syllabus,18,https://competition.careers360.com/articles/jkpsc-kas-syllabus,,,31,https://career.aglasem.com/jkpsc-kas/,2,https://byjus.com/free-ias-prep/kpsc-kas-syllabus/,,,,,,,,,7217,Prepp,1300,Syllabus,,Prepp-C2
683,jkpsc recruitment,,,19,https://prepp.in/jkpsc-exam,,,,,,,38,https://career.aglasem.com/jkpsc-kas/,,,6,https://www.fresherslive.com/jkpsc-jammu-and-kashmir-public-service-commission-recruitment,,,,,,,7218,Prepp,1900,Recruitment,,Prepp-C2
