,Keyword,Rank_collegedunia.com,URL_collegedunia.com,Rank_prepp.in,URL_prepp.in,Rank_shiksha.com,URL_shiksha.com,Rank_careers360.com,URL_careers360.com,Rank_collegedekho.com,URL_collegedekho.com,Rank_aglasem.com,URL_aglasem.com,Rank_byjus.com,URL_byjus.com,Rank_fresherslive.com,URL_fresherslive.com,Rank_embibe.com,URL_embibe.com,Rank_leverageedu.com,URL_leverageedu.com,Rank_buddy4study.com,URL_buddy4study.com,Unnamed: 0,Tag,Search Volume,Category,Exam Tag,new_tag
0,icar result,29,https://collegedunia.com/exams/icar-aieea/results,,,13,https://www.shiksha.com/science/icar-aieea-exam-results,5,https://university.careers360.com/articles/icar-aieea-result,8,https://www.collegedekho.com/exam/icar-aieea/cut-off-results,28,https://admission.aglasem.com/aieea-ug-result/,,,58,https://www.fresherslive.com/education/icar-aieea-result-100893,45,https://www.embibe.com/exams/icar-aieea-result/,,,,,5692,Prepp,18100,Result,,Prepp-C2
1,banking syllabus,30,https://collegedunia.com/courses/diploma-in-banking-and-finance/syllabus,6,https://prepp.in/news/g-34242-bank-exam-syllabus-2021-sbi-ibps-rrb-and-rbi,15,https://www.shiksha.com/sarkari-exams/banking/exams-sb-21-107,51,https://www.careers360.com/courses/banking-law-course,32,https://www.collegedekho.com/courses/bba-in-banking-and-insurance/,,,1,https://byjus.com/bank-exam-syllabus/,98,https://www.fresherslive.com/competitive-exams/jammu-and-kashmir-bank-syllabus-109415,11,https://www.embibe.com/exams/indian-bank-po-syllabus/,76,https://leverageedu.com/blog/bank-po/,,,6053,Prepp,14800,Syllabus,,Prepp-C2
2,loco pilot salary,18,https://collegedunia.com/courses/diploma-in-electronics/loco-pilot-salary-in-india,3,https://prepp.in/rrb-alp-exam/salary,13,https://www.shiksha.com/exams/rrb-alp-exam-salary,6,https://www.careers360.com/careers/loco-pilot,11,https://www.collegedekho.com/careers/loco-pilot,89,https://hindi.aglasem.com/loco-pilot-salary-hindi/,9,https://byjus.com/rrb-exams/rrb-alp-salary/,,,16,https://www.embibe.com/exams/rrb-alp-salary/,52,https://leverageedu.com/blog/loco-pilot/,,,6054,Prepp,14800,Salary,,Prepp-C2
3,canara bank scholarship,33,https://collegedunia.com/college/56473-canara-bank-school-of-management-cbsms-bangalore/scholarship,,,,,73,https://news.careers360.com/ugc-signs-mou-canara-bank-migration-fellowship-data,,,,,,,47,https://latestnews.fresherslive.com/articles/canara-bank-scholarship-registration-online-application-process-eligibility-documents-required-and-more-221835,12,https://www.embibe.com/exams/canara-bank-scholarship-portal/,8,https://leverageedu.com/blog/canara-bank-scholarship/,18,https://www.buddy4study.com/article/canara-bank-scholarship-portal-for-ugc-schemes,6217,Prepp,12100,Scholarship,,Prepp-C2
4,exam results ts nic in,59,https://collegedunia.com/exams/ts-edcet,,,27,https://www.shiksha.com/boards/ts-ssc-board-results,17,https://school.careers360.com/articles/ts-intermediate-result,,,44,https://boardexam.aglasem.com/ts-inter-2nd-year-result-2021/,,,56,https://www.fresherslive.com/articles/telangana-high-court-result,12,https://www.embibe.com/exams/ts-inter-result/,,,,,6219,Prepp,210,Result,,Prepp-C2
5,npcil recruitment,91,https://collegedunia.com/news/e-60-npcil-recruitment-through-gate-2017,25,https://prepp.in/npcil-recruitment-exam,,,50,https://engineering.careers360.com/articles/npcil-recruitment-through-gate,,,,,,,18,https://www.fresherslive.com/npcil-nuclear-power-corporation-of-india-recruitment,,,,,,,6229,Prepp,14800,Recruitment,,Prepp-C2
6,ib syllabus,62,https://collegedunia.com/courses/master-of-business-administration-mba-international-business/syllabus,5,https://prepp.in/ib-acio-exam/syllabus,2,https://www.shiksha.com/exams/ib-acio-exam-syllabus,33,https://bschool.careers360.com/articles/iift-syllabus,75,https://www.collegedekho.com/courses/pgdm-international-business-ib/,,,,,13,https://www.fresherslive.com/competitive-exams/intelligence-bureau-ib-syllabus-103562,9,https://www.embibe.com/exams/ib-acio-syllabus/,,,,,6412,Prepp,8100,Syllabus,,Prepp-C2
7,drdo recruitment,52,https://collegedunia.com/news/e-60-drdo-recruitment-through-gate,39,https://prepp.in/drdo-ceptam-exam/news,,,,,,,,,,,9,https://www.fresherslive.com/drdo-defence-research-and-development-organisation-recruitment,58,https://www.embibe.com/exams/drdo-mts-recruitment/,,,,,6617,Prepp,18100,Recruitment,,Prepp-C2
8,ssc je salary,80,https://collegedunia.com/qna/question/4950-what-is-the-difference-between-the-ssc-je-and-the-ies-exams,1,https://prepp.in/ssc-je-exam/salary,77,https://www.shiksha.com/exams/ssc-je-exam,17,https://competition.careers360.com/articles/ssc-je-career-growth,,,,,4,https://byjus.com/ssc-exams/ssc-je-salary/,,,6,https://www.embibe.com/exams/ssc-je-salary/,,,,,6682,Prepp,5400,Salary,,Prepp-C2
9,cse syllabus,18,https://collegedunia.com/courses/bachelor-of-science-bsc-computer-science/syllabus,70,https://prepp.in/ias-exam-exam/prelims-syllabus,5,https://www.shiksha.com/engineering/computer-science-engineering-chp,28,https://engineering.careers360.com/articles/gate-syllabus,,,,,6,https://byjus.com/ias/upsc-syllabus/,,,,,60,https://leverageedu.com/blog/bsc-computer-science-syllabus/,,,6759,Prepp,5400,Syllabus,,Prepp-C2
10,drdo vacancy,41,https://collegedunia.com/news/e-60-drdo-recruitment-through-gate,33,https://prepp.in/drdo-ceptam-exam,,,91,https://engineering.careers360.com/articles/drdo-recruitment-through-gate,,,,,,,6,https://www.fresherslive.com/drdo-defence-research-and-development-organisation-recruitment,,,,,,,6824,Prepp,4400,Vacancy,,Prepp-C2
11,rcfl recruitment,68,https://collegedunia.com/news/e-60-rcfl-recruitment-through-gate,,,,,,,,,82,https://career.aglasem.com/rcfl-recruitment/,,,8,https://www.fresherslive.com/rcf-rashtriya-chemicals-and-fertilizers-limited-recruitment,,,,,,,6852,Prepp,1300,Recruitment,,Prepp-C2
12,ies salary,29,https://collegedunia.com/qna/question/4949-what-is-the-salary-of-an-ies-officer-in-the-indian-railways,1,https://prepp.in/ies-exam/salary,34,https://www.shiksha.com/exams/ies-exam,7,https://competition.careers360.com/articles/ese-salary,,,,,54,https://byjus.com/free-ias-prep/indian-engineering-services-versus-indian-civil-services/,,,2,https://www.embibe.com/exams/ies-salary/,72,https://leverageedu.com/blog/ies-syllabus/,,,6898,Prepp,6600,Salary,,Prepp-C2
13,pstcl recruitment,24,https://collegedunia.com/news/e-60-pstcl-recruitment-through-gate-2017,,,,,,,,,,,,,7,https://www.fresherslive.com/pstcl-punjab-state-transmission-corporation-limited-recruitment,,,,,,,7033,Prepp,12100,Recruitment,,Prepp-C2
14,haryana police previous year paper,50,https://images.static-collegedunia.com/public/image/1241e38d753b795809baf1a9b1e7bfe0.pdf,12,https://prepp.in/haryana-police-exam/practice-papers,,,,,,,,,,,,,97,https://www.embibe.com/exams/haryana-police-si-predicted-question-paper/,,,,,7195,Prepp,1900,Question_Paper,,Prepp-C2
15,iocl salary,30,https://collegedunia.com/qna/question/4373-what-is-the-starting-package-in-iocl-after-the-gate,1,https://prepp.in/iocl-recruitment-exam/salary,,,68,https://engineering.careers360.com/articles/iocl-recruitment-through-gate,46,https://www.collegedekho.com/articles/iocl-recruitment-through-gate/,,,,,52,https://www.fresherslive.com/iocl-indian-oil-corporation-limited-recruitment,,,,,,,7294,Prepp,1000,Salary,,Prepp-C2
16,BSPHCL recruitment,22,https://collegedunia.com/news/e-60-bspcl-psu-recruitment-through-gate,2,https://prepp.in/bsphcl-exam,,,71,https://www.careers360.com/question-can-we-expect-bsphcl-recruitment-through-gate-2020,,,,,,,13,https://www.fresherslive.com/bsphcl-bihar-state-power-holding-company-limited-recruitment,,,,,,,7331,Prepp,390,Recruitment,,Prepp-C2
17,UPSC Geoscientist Salary,64,https://collegedunia.com/courses/bachelor-of-science-bsc-geology/career-as-a-geologist,1,https://prepp.in/upsc-geo-scientist-exam/salary,,,3,https://competition.careers360.com/articles/upsc-geologist-salary,24,https://www.collegedekho.com/careers/geochemist,,,,,74,https://www.fresherslive.com/upsc-union-public-service-commission-recruitment,,,,,,,7410,Prepp,110,Salary,,Prepp-C2
18,kas study material,91,https://collegedunia.com/news/i-37814-top-kas-coaching-institutes-in-india-2021,22,https://prepp.in/kpsc-exam/books,38,https://www.shiksha.com/exams/kas-exam-syllabus,28,https://competition.careers360.com/articles/best-books-for-kas,,,,,5,https://byjus.com/free-ias-prep/kpsc-kas-preparation/,,,,,,,,,7461,Prepp,210,Study_Material,,Prepp-C2
19,hp police previous year question paper,8,https://images.static-collegedunia.com/public/image/0b48c2d5f435a96c861472d3f021dadd.pdf,5,https://prepp.in/hp-police-exam/practice-papers,,,,,,,,,,,,,,,,,,,7467,Prepp,260,Question_Paper,,Prepp-C2
20,ies officer salary,17,https://collegedunia.com/qna/question/4949-what-is-the-salary-of-an-ies-officer-in-the-indian-railways,1,https://prepp.in/ies-exam/salary,52,https://www.shiksha.com/exams/ies-exam,9,https://competition.careers360.com/articles/ese-salary,,,,,47,https://byjus.com/free-ias-prep/indian-engineering-services-versus-indian-civil-services/,,,4,https://www.embibe.com/exams/ies-salary/,,,,,7555,Prepp,3600,Salary,,Prepp-C2
21,indian forest service syllabus,86,https://images.static-collegedunia.com/public/image/01ff4ad0ffb0f206125b6b5ccebe6d41.pdf,3,https://prepp.in/upsc-ifos-exam/exam-pattern,,,58,https://competition.careers360.com/exams/upsc-ifs,42,https://www.collegedekho.com/exam/upsc-ifs,,,1,https://byjus.com/free-ias-prep/upsc-indian-forest-service-exam/,,,8,https://www.embibe.com/exams/upsc-ifs-syllabus/,,,,,7580,Prepp,4400,Syllabus,,Prepp-C2
22,civil engineering salary in india,18,https://collegedunia.com/courses/bachelor-of-technology-btech-civil-engineering/civil-engineer-salary,61,https://prepp.in/ies-exam/salary,55,https://www.shiksha.com/b-tech/articles/career-in-civil-engineering-scope-courses-jobs-and-salary-blogId-23683,19,https://www.careers360.com/careers/civil-engineer,13,https://www.collegedekho.com/careers/civil-engineer,,,72,https://byjus.com/rrb-exams/rrb-je-salary/,,,34,https://www.embibe.com/exams/ies-salary/,38,https://leverageedu.com/blog/hi/civil-engineering-in-hindi/,,,7614,Prepp,5400,Salary,,Prepp-C2
23,government teacher salary,51,https://collegedunia.com/courses/diploma-in-elementary-education-deled/career-options-and-jobs,10,https://prepp.in/uptet-exam/salary,63,https://www.shiksha.com/exams/ctet-exam-salary,,,,,,,,,,,,,,,,,7909,Prepp,4400,Salary,,Prepp-C2
24,public administration syllabus,25,https://collegedunia.com/courses/master-of-arts-ma-public-administration/syllabus,94,https://prepp.in/news/e-492-ias-upsc-cse-mains-preparation-strategy-for-public-administration-optional,,,27,https://competition.careers360.com/articles/upsc-public-administration-syllabus,20,https://static.collegedekho.com/media/django-summernote/2019-12-17/7d5c9174-3809-4969-950e-b33f98b320f1.pdf,,,1,https://byjus.com/free-ias-prep/ias-public-administration-syllabus/,,,,,29,https://leverageedu.com/blog/public-administration-syllabus-for-upsc/,,,8219,Prepp,2900,Syllabus,,Prepp-C2
25,hpcl recruitment,35,https://collegedunia.com/news/e-60-hpcl-recruitment-through-gate,,,38,https://www.shiksha.com/engineering/articles/hpcl-recruitment-through-gate-2021-blogId-29005,,,,,,,,,14,https://www.fresherslive.com/hpcl-hindustan-petroleum-corporation-limited-recruitment,,,,,,,8271,Prepp,27100,Recruitment,,Prepp-C2
26,psir syllabus,80,https://collegedunia.com/courses/phd-political-science,35,https://prepp.in/news/e-492-tips-from-trupti-dodhmishe-air-16-cse-2018-for-psir-optional,,,77,https://university.careers360.com/articles/jnu-syllabus,62,https://www.collegedekho.com/exam/jnuee/syllabus,,,1,https://byjus.com/free-ias-prep/ias-political-science-and-international-relations-syllabus/,,,,,,,,,8289,Prepp,2900,Syllabus,,Prepp-C2
27,ssc maths syllabus,80,https://collegedunia.com/exams/apbe/syllabus,17,https://prepp.in/ssc-chsl-exam/syllabus,19,https://www.shiksha.com/exams/ssc-gd-exam-syllabus,14,https://school.careers360.com/articles/maharashtra-board-ssc-syllabus,,,,,6,https://byjus.com/ssc-cgl-syllabus/,79,https://www.fresherslive.com/education/goa-board-ssc-syllabus-109272,29,https://www.embibe.com/exams/ssc-chsl-syllabus/,,,93,https://exam.buddy4study.com/ssc-chsl-syllabus,8371,Prepp,2900,Syllabus,,Prepp-C2
28,indian air force pilot salary,74,https://collegedunia.com/courses/private-pilot-license/types-of-pilot,16,https://prepp.in/afcat-exam/salary,39,https://www.shiksha.com/exams/afcat-exam-salary,17,https://www.careers360.com/careers/indian-airforce-airman,9,https://www.collegedekho.com/careers/pilot,,,49,https://byjus.com/govt-exams/afcat-salary/,92,https://www.fresherslive.com/iaf-indian-air-force-recruitment,41,https://www.embibe.com/exams/join-indian-air-force/,63,https://leverageedu.com/blog/hi/pilot-kaise-bane/,,,8374,Prepp,3600,Salary,,Prepp-C2
29,indian air force pilot salary,74,https://collegedunia.com/courses/private-pilot-license/types-of-pilot,16,https://prepp.in/afcat-exam/salary,39,https://www.shiksha.com/exams/afcat-exam-salary,17,https://www.careers360.com/careers/indian-airforce-airman,9,https://www.collegedekho.com/careers/pilot,,,49,https://byjus.com/govt-exams/afcat-salary/,92,https://www.fresherslive.com/iaf-indian-air-force-recruitment,41,https://www.embibe.com/exams/join-indian-air-force/,64,https://leverageedu.com/blog/hi/pilot-kaise-bane/,,,8374,Prepp,3600,Salary,,Prepp-C2
30,indian air force pilot salary,74,https://collegedunia.com/courses/private-pilot-license/types-of-pilot,16,https://prepp.in/afcat-exam/salary,39,https://www.shiksha.com/exams/afcat-exam-salary,17,https://www.careers360.com/careers/indian-airforce-airman,9,https://www.collegedekho.com/careers/pilot,,,49,https://byjus.com/govt-exams/afcat-salary/,92,https://www.fresherslive.com/iaf-indian-air-force-recruitment,41,https://www.embibe.com/exams/join-indian-air-force/,65,https://leverageedu.com/blog/how-to-become-a-pilot-after-12th/,,,8374,Prepp,3600,Salary,,Prepp-C2
31,pet syllabus,26,https://collegedunia.com/exams/bhu-pet/exam-pattern,12,https://prepp.in/upsssc-exam/exam-pattern,14,https://www.shiksha.com/b-tech/cg-pet-exam-syllabus,6,https://engineering.careers360.com/articles/cg-pet-exam-pattern-syllabus,49,https://www.collegedekho.com/exam/cg-pet/syllabus,34,https://career.aglasem.com/upsssc-pet-syllabus/,,,27,https://www.fresherslive.com/education/cg-pet-syllabus-101317,,,,,,,8391,Prepp,27100,Syllabus,,Prepp-C2
32,loco pilot salary in india,13,https://collegedunia.com/courses/diploma-in-electronics/loco-pilot-salary-in-india,6,https://prepp.in/rrb-alp-exam/salary,16,https://www.shiksha.com/exams/rrb-alp-exam-salary,8,https://www.careers360.com/careers/loco-pilot,9,https://www.collegedekho.com/careers/loco-pilot,,,11,https://byjus.com/rrb-exams/rrb-alp-salary/,99,https://www.fresherslive.com/dfccil-dedicated-freight-corridor-corporation-of-india-limited-recruitment,24,https://www.embibe.com/exams/rrb-alp-salary/,27,https://leverageedu.com/blog/loco-pilot/,,,8821,Prepp,2900,Salary,,Prepp-C2
33,rites recruitment,44,https://collegedunia.com/news/e-60-rites-recruitment-through-gate-2017,8,https://prepp.in/rites-recruitment-exam,,,43,https://engineering.careers360.com/articles/rites-recruitment-through-gate,,,,,,,5,https://www.fresherslive.com/rites-limited-rail-india-technical-and-economic-service-recruitment,,,,,,,8888,Prepp,4400,Recruitment,,Prepp-C2
34,political science optional syllabus,71,https://collegedunia.com/courses/bachelor-of-arts-ba-political-science/syllabus,13,https://prepp.in/news/e-492-ias-upsc-cse-mains-preparation-strategy-for-political-science-optional,,,24,https://competition.careers360.com/articles/upsc-political-science-syllabus,,,,,2,https://byjus.com/free-ias-prep/ias-political-science-and-international-relations-syllabus/,,,,,,,,,9009,Prepp,2400,Syllabus,,Prepp-C2
35,upsc syllabus,,,23,https://prepp.in/ias-exam-exam,25,https://www.shiksha.com/exams/ias-exam-syllabus,24,https://competition.careers360.com/articles/upsc-ias-syllabus,,,,,7,https://byjus.com/ias/upsc-syllabus/,,,68,https://www.embibe.com/exams/upsc-syllabus-ias/,40,https://leverageedu.com/blog/hi/upsc-syllabus-in-hindi/,,,5585,Prepp,301000,Syllabus,,Prepp-C2
36,education recruitment board,,,73,https://prepp.in/news/e-812-education-recruitment-board-lecturer-admit-card-2021-out,,,,,,,,,,,94,https://www.fresherslive.com/competitive-exams/perb-lecturer-admit-card-2021-will-be-released-check-exam-date-hall-ticket-at-educationrecruitmentboard-com-09-june-2021-113289,,,,,,,5629,Prepp,165000,Recruitment,,Prepp-C2
37,ssc cgl syllabus,,,7,https://prepp.in/ssc-cgl-exam/syllabus,31,https://www.shiksha.com/exams/ssc-cgl-exam-syllabus,9,https://competition.careers360.com/articles/ssc-cgl-syllabus,42,https://www.collegedekho.com/exam/ssc-cgl/syllabus,,,5,https://byjus.com/ssc-cgl-syllabus/,,,22,https://www.embibe.com/exams/ssc-cgl-syllabus/,,,,,5641,Prepp,110000,Syllabus,,Prepp-C2
38,ssc cgl syllabus,,,7,https://prepp.in/ssc-cgl-exam/syllabus,32,https://www.shiksha.com/exams/ssc-cgl-exam-syllabus,9,https://competition.careers360.com/articles/ssc-cgl-syllabus,42,https://www.collegedekho.com/exam/ssc-cgl/syllabus,,,5,https://byjus.com/ssc-cgl-syllabus/,,,22,https://www.embibe.com/exams/ssc-cgl-syllabus/,,,,,5641,Prepp,110000,Syllabus,,Prepp-C2
39,ssc cgl syllabus,,,7,https://prepp.in/ssc-cgl-exam/syllabus,33,https://www.shiksha.com/exams/ssc-cgl-exam-pattern,9,https://competition.careers360.com/articles/ssc-cgl-syllabus,42,https://www.collegedekho.com/exam/ssc-cgl/syllabus,,,5,https://byjus.com/ssc-cgl-syllabus/,,,22,https://www.embibe.com/exams/ssc-cgl-syllabus/,,,,,5641,Prepp,110000,Syllabus,,Prepp-C2
40,ias salary,,,12,https://prepp.in/ias-exam-exam/salary,52,https://www.shiksha.com/exams/ias-exam-salary,9,https://competition.careers360.com/articles/ias-salary,31,https://www.collegedekho.com/careers/ias-officer,,,1,https://byjus.com/free-ias-prep/ias-salary/,,,10,https://www.embibe.com/exams/upsc-ias-salary/,,,,,5644,Prepp,90500,Salary,,Prepp-C2
41,ias salary,,,12,https://prepp.in/ias-exam-exam/salary,52,https://www.shiksha.com/exams/ias-exam-salary,9,https://competition.careers360.com/articles/ias-salary,31,https://www.collegedekho.com/careers/ias-officer,,,2,https://byjus.com/free-ias-prep/ias-salary/,,,10,https://www.embibe.com/exams/upsc-ias-salary/,,,,,5644,Prepp,90500,Salary,,Prepp-C2
42,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,6,https://www.shiksha.com/exams/sbi-clerk-exam,13,https://competition.careers360.com/articles/sbi-clerk-result,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
43,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,6,https://www.shiksha.com/exams/sbi-clerk-exam,14,https://competition.careers360.com/articles/sbi-clerk-result,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
44,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,6,https://www.shiksha.com/exams/sbi-clerk-exam,15,https://news.careers360.com/sbi-clerk-mains-result-2021-know-when-and-where-check,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
45,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,7,https://www.shiksha.com/exams/sbi-clerk-exam,13,https://competition.careers360.com/articles/sbi-clerk-result,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
46,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,7,https://www.shiksha.com/exams/sbi-clerk-exam,14,https://competition.careers360.com/articles/sbi-clerk-result,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
47,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,7,https://www.shiksha.com/exams/sbi-clerk-exam,15,https://news.careers360.com/sbi-clerk-mains-result-2021-know-when-and-where-check,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
48,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,8,https://www.shiksha.com/exams/sbi-clerk-exam-results,13,https://competition.careers360.com/articles/sbi-clerk-result,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
49,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,8,https://www.shiksha.com/exams/sbi-clerk-exam-results,14,https://competition.careers360.com/articles/sbi-clerk-result,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
50,sbi cleark result,,,22,https://prepp.in/sbi-clerk-exam,8,https://www.shiksha.com/exams/sbi-clerk-exam-results,15,https://news.careers360.com/sbi-clerk-mains-result-2021-know-when-and-where-check,33,https://www.collegedekho.com/exam/sbi-clerk/cut-off-results,,,16,https://byjus.com/bank-exam/sbi-clerk-result/,,,48,https://www.embibe.com/exams/sbi-clerk-result/,,,,,5647,Prepp,110000,Result,,Prepp-C2
51,rrb ntpc syllabus,,,10,https://prepp.in/rrb-ntpc-exam,7,https://www.shiksha.com/exams/rrb-ntpc-exam-syllabus,14,https://competition.careers360.com/articles/rrb-ntpc-syllabus,,,53,https://career.aglasem.com/rrb-ntpc-syllabus/,2,https://byjus.com/rrb-ntpc-syllabus/,88,https://www.fresherslive.com/competitive-exams/rrb-ntpc-syllabus-2021-direct-link-to-download-subject-wise-syllabus-pdf-at-rrbcdg-gov-in-04-june-2021-112942,16,https://www.embibe.com/exams/railway-ntpc-syllabus/,,,20,https://exam.buddy4study.com/rrb-ntpc-syllabus,5657,Prepp,60500,Syllabus,,Prepp-C2
52,rrb ntpc syllabus,,,11,https://prepp.in/rrb-ntpc-exam,7,https://www.shiksha.com/exams/rrb-ntpc-exam-syllabus,14,https://competition.careers360.com/articles/rrb-ntpc-syllabus,,,53,https://career.aglasem.com/rrb-ntpc-syllabus/,2,https://byjus.com/rrb-ntpc-syllabus/,88,https://www.fresherslive.com/competitive-exams/rrb-ntpc-syllabus-2021-direct-link-to-download-subject-wise-syllabus-pdf-at-rrbcdg-gov-in-04-june-2021-112942,16,https://www.embibe.com/exams/railway-ntpc-syllabus/,,,20,https://exam.buddy4study.com/rrb-ntpc-syllabus,5657,Prepp,60500,Syllabus,,Prepp-C2
53,rrb ntpc syllabus,,,12,https://prepp.in/rrb-ntpc-exam/syllabus,7,https://www.shiksha.com/exams/rrb-ntpc-exam-syllabus,14,https://competition.careers360.com/articles/rrb-ntpc-syllabus,,,53,https://career.aglasem.com/rrb-ntpc-syllabus/,2,https://byjus.com/rrb-ntpc-syllabus/,88,https://www.fresherslive.com/competitive-exams/rrb-ntpc-syllabus-2021-direct-link-to-download-subject-wise-syllabus-pdf-at-rrbcdg-gov-in-04-june-2021-112942,16,https://www.embibe.com/exams/railway-ntpc-syllabus/,,,20,https://exam.buddy4study.com/rrb-ntpc-syllabus,5657,Prepp,60500,Syllabus,,Prepp-C2
54,ssc chsl syllabus,,,3,https://prepp.in/ssc-chsl-exam/syllabus,13,https://www.shiksha.com/exams/ssc-chsl-exam-syllabus,16,https://competition.careers360.com/articles/ssc-chsl-syllabus,81,https://www.collegedekho.com/exam/ssc-chsl/syllabus,15,https://career.aglasem.com/ssc-chsl-syllabus/,9,https://byjus.com/ssc-exams/ssc-chsl-syllabus/,83,https://www.fresherslive.com/articles/ssc-chsl-syllabus/syllabus,8,https://www.embibe.com/exams/ssc-chsl-syllabus/,29,https://leverageedu.com/blog/ssc-chsl-syllabus/,73,https://exam.buddy4study.com/ssc-chsl,5659,Prepp,90500,Syllabus,,Prepp-C2
55,ntpc syllabus,,,9,https://prepp.in/rrb-ntpc-exam/syllabus,7,https://www.shiksha.com/exams/rrb-ntpc-exam-syllabus,8,https://competition.careers360.com/articles/rrb-ntpc-syllabus,,,30,https://career.aglasem.com/rrb-ntpc-syllabus/,2,https://byjus.com/rrb-ntpc-syllabus/,100,https://www.fresherslive.com/competitive-exams/rrb-ntpc-syllabus-2021-direct-link-to-download-subject-wise-syllabus-pdf-at-rrbcdg-gov-in-04-june-2021-112942,15,https://www.embibe.com/exams/railway-ntpc-syllabus/,,,14,https://exam.buddy4study.com/rrb-ntpc-syllabus,5660,Prepp,60500,Syllabus,,Prepp-C2
56,ibps clerk result,,,18,https://prepp.in/ibps-clerk-exam/results,7,https://www.shiksha.com/exams/ibps-clerk-exam-results,10,https://competition.careers360.com/articles/ibps-clerk-result,8,https://www.collegedekho.com/exam/ibps-clerk/cut-off-results,61,https://career.aglasem.com/ibps-clerk-result/,5,https://byjus.com/bank-exam/ibps-clerk-results/,89,https://www.fresherslive.com/articles/ibps-clerk-result,6,https://www.embibe.com/exams/ibps-clerk-result/,,,71,https://exam.buddy4study.com/ibps-clerk-prelims-result-out,5665,Prepp,60500,Result,,Prepp-C2
57,ias syllabus,,,24,https://prepp.in/ias-exam-exam/prelims-syllabus,17,https://www.shiksha.com/exams/ias-exam-syllabus,28,https://competition.careers360.com/articles/upsc-ias-syllabus,,,75,https://career.aglasem.com/upsc-civil-services-syllabus/,10,https://byjus.com/ias/upsc-syllabus/,,,60,https://www.embibe.com/exams/upsc-syllabus-ias/,45,https://leverageedu.com/blog/hi/upsc-syllabus-in-hindi/,,,5668,Prepp,60500,Syllabus,,Prepp-C2
58,india post recruitment,,,36,https://prepp.in/india-post-gds-exam/news,,,80,https://news.careers360.com/india-post-recruitment-2021-apply-for-3679-gds-postal-circle-posts-wwwappostin,,,,,,,21,https://www.fresherslive.com/india-post-recruitment,18,https://www.embibe.com/exams/india-post-recruitment/,,,,,5676,Prepp,74000,Recruitment,,Prepp-C2
59,ctet result,,,18,https://prepp.in/ctet-exam/results,5,https://www.shiksha.com/exams/ctet-exam-results,9,https://competition.careers360.com/articles/ctet-result,7,https://www.collegedekho.com/exam/ctet/cut-off-results,20,https://career.aglasem.com/ctet-result/,,,44,https://www.fresherslive.com/education/ctet-result,17,https://www.embibe.com/exams/ctet-result/,,,,,5679,Prepp,74000,Result,,Prepp-C2
60,sbi po result,,,9,https://prepp.in/sbi-po-exam/results,5,https://www.shiksha.com/exams/sbi-po-exam-results,10,https://competition.careers360.com/articles/sbi-po-result,36,https://www.collegedekho.com/exam/sbi-po/cut-off-results,20,https://career.aglasem.com/sbi-po-result/,6,https://byjus.com/sbi-po-results/,17,https://www.fresherslive.com/articles/sbi-po-result,3,https://www.embibe.com/exams/sbi-po-result/,,,82,https://exam.buddy4study.com/sbi-po-result,5680,Prepp,60500,Result,,Prepp-C2
